Gray Images
Image	Object	Pixels	Min	Max	Mean	Std	

Color Images
Image	Object	Pixels	RMin	RMax	RMean	RStd	GMin	GMax	GMean	GStd	BMin	BMax	BMean	BStd	



Type1-L1 Statistics

kirby505a_3_1_ax_MNI.img	Telencephalon_L	641941	6.9124	173.9170	92.7846	29.6508	
kirby505a_3_1_ax_MNI.img	Telencephalon_R	647102	9.8762	198.5779	93.3548	29.1383	
kirby505a_3_1_ax_MNI.img	Diencephalon_L	11364	51.8315	155.5629	113.2540	14.3400	
kirby505a_3_1_ax_MNI.img	Diencephalon_R	11455	43.2307	202.3222	112.8065	14.1916	
kirby505a_3_1_ax_MNI.img	Mesencephalon	12739	61.8187	156.6728	126.8102	12.0876	
kirby505a_3_1_ax_MNI.img	Metencephalon	186139	11.5708	185.9757	89.1105	26.6303	
kirby505a_3_1_ax_MNI.img	Myelencephalon	5886	30.9811	190.4930	118.0451	18.4654	
kirby505a_3_1_ax_MNI.img	CSF	113808	1.2349	126.6269	26.1841	15.3891	



Type1-L2 Statistics

kirby505a_3_1_ax_MNI.img	CerebralCortex_L	327852	6.9124	173.9170	67.6542	16.0650	
kirby505a_3_1_ax_MNI.img	CerebralCortex_R	327865	9.8762	198.5779	68.4668	15.5135	
kirby505a_3_1_ax_MNI.img	CerebralNucli_L	15871	29.4329	147.5909	100.3524	16.1983	
kirby505a_3_1_ax_MNI.img	CerebralNucli_R	16596	28.0803	149.2083	100.3220	15.8412	
kirby505a_3_1_ax_MNI.img	Thalamus_L	7407	59.4447	145.8508	113.6892	10.6288	
kirby505a_3_1_ax_MNI.img	Thalamus_R	7522	43.2307	145.6599	113.3902	10.9490	
kirby505a_3_1_ax_MNI.img	BasalForebrain_L	3957	51.8315	155.5629	112.4394	19.4440	
kirby505a_3_1_ax_MNI.img	BasalForebrain_R	3933	54.4542	202.3222	111.6903	18.8525	
kirby505a_3_1_ax_MNI.img	Mesencephalon_L	6223	72.4849	155.1569	127.8372	10.9289	
kirby505a_3_1_ax_MNI.img	Mesencephalon_R	6516	61.8187	156.6728	125.8293	13.0235	
kirby505a_3_1_ax_MNI.img	Metencephalon_R	92744	18.8252	149.3625	89.0925	26.8613	
kirby505a_3_1_ax_MNI.img	Metencephalon_L	93395	11.5708	185.9757	89.1283	26.3989	
kirby505a_3_1_ax_MNI.img	Myelencephalon_L	2871	30.9811	148.2246	114.6124	20.0958	
kirby505a_3_1_ax_MNI.img	Myelencephalon_R	3015	41.4510	190.4930	121.3139	16.0995	
kirby505a_3_1_ax_MNI.img	WhiteMatter_L	298218	25.2925	164.3077	120.0096	12.5004	
kirby505a_3_1_ax_MNI.img	WhiteMatter_R	302641	25.5002	156.1235	119.9350	12.6771	
kirby505a_3_1_ax_MNI.img	Ventricle	44595	2.5315	126.6269	30.2097	20.0508	
kirby505a_3_1_ax_MNI.img	Sulcus_L	39602	1.2349	87.1567	22.9981	10.5019	
kirby505a_3_1_ax_MNI.img	Sulcus_R	29611	1.3107	65.5786	24.3825	10.7708	



Type1-L3 Statistics

kirby505a_3_1_ax_MNI.img	Frontal_L	107374	6.9124	125.8930	65.8583	16.7523	
kirby505a_3_1_ax_MNI.img	Frontal_R	106038	9.8762	135.5139	66.3583	15.9732	
kirby505a_3_1_ax_MNI.img	Parietal_L	53089	8.4739	115.3240	66.1194	16.3661	
kirby505a_3_1_ax_MNI.img	Parietal_R	54749	12.5275	122.4634	67.5437	15.9537	
kirby505a_3_1_ax_MNI.img	Temporal_L	72778	12.3797	129.6398	67.4121	14.6602	
kirby505a_3_1_ax_MNI.img	Temporal_R	76037	13.7899	115.8006	69.1384	13.9741	
kirby505a_3_1_ax_MNI.img	Limbic_L	38257	8.5692	173.9170	73.9955	15.0846	
kirby505a_3_1_ax_MNI.img	Limbic_R	40176	16.6950	146.0255	73.2850	15.5021	
kirby505a_3_1_ax_MNI.img	Occipital_L	49512	7.5160	122.6715	68.6679	15.9799	
kirby505a_3_1_ax_MNI.img	Occipital_R	44534	11.0816	114.1625	68.6210	15.4349	
kirby505a_3_1_ax_MNI.img	Insula_L	9004	17.8960	139.0043	71.3625	14.0165	
kirby505a_3_1_ax_MNI.img	Insula_R	8797	13.8706	198.5779	75.8590	14.1195	
kirby505a_3_1_ax_MNI.img	BasalGang_L	13709	42.2256	147.5909	103.0107	15.5335	
kirby505a_3_1_ax_MNI.img	BasalGang_R	14130	38.7809	149.2083	102.8789	15.4136	
kirby505a_3_1_ax_MNI.img	Thalamus_L	7407	59.4447	145.8508	113.6892	10.6288	
