	 SFG_L 	 SFG_R 	 SFG_PFC_L 	 SFG_PFC_R 	 SFG_pole_L 	 SFG_pole_R 	 MFG_L 	 MFG_R 	 MFG_DPFC_L 	 MFG_DPFC_R 	 IFG_opercularis_L 	 IFG_opercularis_R 	 IFG_orbitalis_L 	 IFG_orbitalis_R 	 IFG_triangularis_L 	 IFG_triangularis_R 	 LFOG_L 	 LFOG_R 	 MFOG_L 	 MFOG_R 	 RG_L 	 RG_R 	 PoCG_L 	 PoCG_R 	 PrCG_L 	 PrCG_R 	 SPG_L 	 SPG_R 	 SMG_L 	 SMG_R 	 AG_L 	 AG_R 	 PrCu_L 	 PrCu_R 	 STG_L 	 STG_R 	 STG_L_pole 	 STG_R_pole 	 MTG_L 	 MTG_R 	 MTG_L_pole 	 MTG_R_pole 	 ITG_L 	 ITG_R 	 FuG_L 	 FuG_R 	 SOG_L 	 SOG_R 	 MOG_L 	 MOG_R 	 IOG_L 	 IOG_R 	 Cu_L 	 Cu_R 	 LG_L 	 LG_R 	 rostral_ACC_L 	 rostral_ACC_R 	 subcallosal_ACC_L 	 subcallosal_ACC_R 	 subgenual_ACC_L 	 subgenual_ACC_R 	 dorsal_ACC_L 	 dorsal_ACC_R 	 PCC_L 	 PCC_R 	 Insula_L 	 Insula_R 	 CerebellumGM_L 	 CerebellumGM_R 	 Caud_L 	 Caud_R 	 Put_L 	 Put_R 	 GP_L 	 GP_R 	 Thalamus_L 	 Thalamus_R 	
 SFG_L 	1	0.35364	0.16184	0.018401	-0.13574	0.02976	0.24084	0.15022	0.04268	0.18384	0.45616	0.060011	0.19446	0.083717	0.21703	0.039678	0.049377	0.022711	-0.041431	0.14732	-0.045406	-0.051048	0.045069	0.0017817	0.18048	0.10052	0.024133	0.13435	0.16937	-0.011939	0.16757	-0.088393	0.090634	-0.010858	0.2843	0.02191	0.2193	-0.12394	0.32698	0.16161	0.055303	0.037298	0.30058	0.1284	-0.067335	-0.039462	0.03272	0.029026	0.054606	0.07299	-0.0087248	0.08794	0.12713	0.002142	0.15317	0.25934	-0.070763	-0.0083231	0.24503	0.029662	-0.031697	-0.0019794	0.06411	0.096589	-0.036044	-0.11134	0.021664	0.0038507	0.15599	0.43421	0.20285	0.16159	0.15869	0.099532	0.087809	-0.21154	0.39751	0.35956	
 SFG_R 	0.35364	1	-0.1039	0.34705	-0.16422	0.23217	-0.18138	0.30579	0.078201	0.35063	-0.029552	0.20116	-0.22856	0.1453	-0.24645	0.045822	-0.069045	0.17731	-0.16252	-0.028327	-0.1102	-0.1196	0.20086	0.10404	0.077465	0.11404	0.265	0.36968	0.36408	0.34793	-0.018804	0.32424	0.34471	0.4854	0.44908	0.35458	0.254	0.11575	-0.043187	0.50511	0.009313	0.24865	0.25489	0.34889	0.118	0.17098	0.33594	0.24508	-0.031153	0.19834	0.25308	0.30957	0.39268	0.33544	0.25813	0.28885	-0.098359	0.16628	0.14993	-0.073564	-0.031253	-0.039026	0.33845	0.42573	0.052625	0.25259	0.25487	0.25708	0.54942	0.46645	0.2726	-0.046702	0.28813	0.36791	0.093269	0.090131	0.31235	0.29759	
 SFG_PFC_L 	0.16184	-0.1039	1	0.58984	0.26016	0.22491	0.69255	0.14903	0.091108	-0.121	0.27334	0.095551	0.4134	0.34451	0.29108	0.11103	-0.13427	-0.15603	0.052533	-0.11693	-0.067705	0.0051654	-0.12584	-0.17129	0.11718	-0.17608	-0.19577	-0.35392	-0.47028	-0.35847	0.60061	0.15755	0.24238	-0.040384	0.25934	0.24044	0.05576	0.016379	0.66367	0.20319	0.32004	0.26223	-0.028741	-0.17588	-0.13202	-0.20431	-0.35068	-0.25388	0.086872	-0.10479	-0.30663	-0.20397	-0.090298	-0.035503	-0.020995	-0.02987	0.38998	-0.16122	-0.066916	-0.16507	-0.16767	-0.26322	-0.34743	-0.22848	0.46142	0.10309	-0.27359	-0.46343	0.098102	0.19161	0.13982	0.41352	0.25889	0.15349	0.016619	-0.025771	0.16116	0.039787	
 SFG_PFC_R 	0.018401	0.34705	0.58984	1	0.30062	0.48196	0.35513	0.49289	0.17734	0.26475	-0.063305	0.39258	-0.096875	0.52497	-0.11848	0.19667	-0.028265	0.13774	-0.042851	0.037037	0.031467	0.10871	-0.11838	-0.30296	-0.096398	-0.235	-0.083791	-0.07011	-0.20094	-0.1573	0.4642	0.64111	0.44646	0.37812	0.21984	0.17501	0.15965	0.10011	0.43189	0.5486	0.28667	0.40916	0.14066	0.1945	0.069373	0.12075	-0.090059	-0.033835	0.15404	0.1068	0.0045094	0.09228	0.071269	0.15479	0.11602	0.03506	0.22407	-0.0044718	0.068775	-0.16371	-0.024349	-0.18137	-0.24138	-0.059731	0.50953	0.42155	-0.28648	-0.25748	0.41064	0.31035	0.23449	0.13561	0.13788	0.25447	0.041386	-0.026339	0.14429	0.077514	
 SFG_pole_L 	-0.13574	-0.16422	0.26016	0.30062	1	0.71584	0.25285	0.13531	0.61307	0.43549	-0.24115	-0.024011	-0.017757	0.31002	-0.22706	0.03237	0.49931	0.46037	0.53111	0.4506	0.61377	0.71596	-0.0062986	-0.18574	-0.21591	-0.26671	0.17227	-0.0047758	-0.10711	-0.11057	0.27316	0.28727	0.37856	0.26318	-0.13588	-0.14804	0.18648	0.13665	0.017387	-0.039125	0.19792	0.21576	0.2336	0.042438	0.096343	0.26822	0.11979	0.19514	0.27319	0.12484	0.090746	-0.020821	0.19392	0.297	0.26565	0.075071	0.46736	0.30347	0.24948	0.16391	0.26562	0.2378	0.060185	-0.00025776	0.46494	0.40589	-0.23361	-0.09733	0.14017	0.15692	0.17314	0.11042	-0.038956	-0.27033	0.17347	-0.053436	-0.093918	0.0013233	
 SFG_pole_R 	0.02976	0.23217	0.22491	0.48196	0.71584	1	0.12252	0.2584	0.46639	0.67585	-0.24204	0.019034	-0.098828	0.35572	-0.26688	0.014903	0.43976	0.56695	0.41403	0.48634	0.56223	0.64673	-0.017301	-0.22888	-0.23855	-0.20524	0.061353	0.019034	0.055096	0.011677	0.1823	0.45186	0.33801	0.3798	0.19344	0.047516	0.32986	0.080249	0.068232	0.22952	0.040316	0.18249	0.33806	0.080185	0.10877	0.23459	0.10885	0.14106	0.20193	0.12533	0.09843	0.070613	0.3853	0.39834	0.31906	0.18026	0.34281	0.3311	0.28757	0.21925	0.24947	0.12033	0.15304	0.10177	0.38323	0.47411	-0.024461	-0.060394	0.48458	0.41964	0.27556	-0.0069563	0.048113	-0.1262	0.23051	-0.16934	0.14888	-0.044947	
 MFG_L 	0.24084	-0.18138	0.69255	0.35513	0.25285	0.12252	1	0.32608	0.16134	-0.13995	0.402	0.13557	0.25841	0.37015	0.35676	0.11198	-0.062477	-0.026731	0.17133	-0.022175	-0.023821	0.075131	-0.018682	-0.040642	0.25588	0.052859	-0.055853	-0.20995	-0.43922	-0.29104	0.5819	0.20999	0.28279	0.037699	0.12759	0.1067	0.12191	0.0053383	0.74925	0.25096	0.47077	0.2447	0.028853	-0.023441	0.034851	-0.044393	-0.19553	-0.11038	0.16681	0.054719	-0.23849	-0.16945	-0.10099	0.0046438	0.11676	0.15321	0.18427	-0.29988	-0.0099104	-0.16937	-0.15412	-0.16019	-0.36915	-0.3267	0.48479	0.20985	-0.39532	-0.42645	0.061653	0.18118	0.025743	0.18122	0.024067	-0.014502	-0.12214	-0.092182	0.081653	-0.02744	
 MFG_R 	0.15022	0.30579	0.14903	0.49289	0.13531	0.2584	0.32608	1	0.17169	0.33486	0.21615	0.45993	-0.24534	0.43164	-0.1331	0.16931	0.12452	0.24091	0.063784	0.15819	0.067298	0.11102	-0.010315	-0.16517	-0.0017847	0.16752	0.15867	0.37206	0.15935	0.12894	0.33885	0.71665	0.26946	0.38597	0.063137	0.035535	0.28263	0.20974	0.14272	0.46517	0.35446	0.32828	0.22405	0.4377	0.33096	0.43229	0.24005	0.24822	0.36867	0.48223	0.29459	0.3457	0.1605	0.23431	0.22904	0.21596	-0.028547	0.038242	0.099639	-0.16245	0.023809	-0.022914	-0.026472	-0.048201	0.33825	0.3417	-0.1297	0.020192	0.44712	0.35381	0.11515	-0.25926	0.068494	0.13509	0.010659	-0.040906	0.16772	0.21436	
 MFG_DPFC_L 	0.04268	0.078201	0.091108	0.17734	0.61307	0.46639	0.16134	0.17169	1	0.56055	-0.071198	0.16338	0.061214	0.25846	-0.25612	0.046351	0.47253	0.38526	0.37106	0.2331	0.46326	0.48833	-0.060411	-0.15376	-0.21612	-0.18515	0.33202	0.15348	0.2126	0.088501	0.30128	0.25011	0.33011	0.34027	-0.19882	-0.16008	0.29937	0.086384	-0.13927	-0.091647	0.16032	0.15749	0.32352	0.14915	0.07198	0.22091	0.34629	0.28725	0.0088783	0.034227	0.10974	0.0014858	0.31597	0.42219	0.25502	0.21241	0.52752	0.41196	0.31356	0.13067	0.32913	0.25175	0.32124	0.2996	0.18606	0.3276	0.058388	0.22395	0.11886	0.23555	0.30006	0.020732	0.11502	-0.19095	0.31474	0.08109	0.051393	0.17033	
 MFG_DPFC_R 	0.18384	0.35063	-0.121	0.26475	0.43549	0.67585	-0.13995	0.33486	0.56055	1	-0.084903	0.31334	-0.16607	0.36721	-0.35264	0.18031	0.61426	0.75598	0.37024	0.63227	0.67552	0.61972	-0.1786	-0.37297	-0.50385	-0.21161	0.11292	0.18982	0.39397	0.10942	0.075273	0.37691	0.13652	0.26736	-0.01188	-0.13151	0.52886	0.13266	-0.16982	0.045013	-0.050113	0.0051249	0.41867	0.14889	0.011191	0.22513	0.30211	0.20461	0.04249	0.070436	0.19539	0.13288	0.31968	0.29807	0.16431	0.11835	0.2291	0.46964	0.3066	0.3316	0.44422	0.20479	0.29717	0.16852	0.00010068	0.15337	0.072708	0.15693	0.31337	0.29769	0.35793	-0.14083	-0.10839	-0.33647	0.30238	-0.31347	0.14921	0.047115	
