Gray Images
Image	Object	Pixels	Min	Max	Mean	Std	

Color Images
Image	Object	Pixels	RMin	RMax	RMean	RStd	GMin	GMax	GMean	GStd	BMin	BMax	BMean	BStd	



Type1-L1 Statistics

mkirby492a_3_1_ax_MNI.img	Telencephalon_L	544035	8.1219	195.7755	122.9461	38.5965	
mkirby492a_3_1_ax_MNI.img	Telencephalon_R	545976	14.3219	195.5458	123.8768	37.8806	
mkirby492a_3_1_ax_MNI.img	Diencephalon_L	10041	41.7084	200.2242	143.4211	18.5419	
mkirby492a_3_1_ax_MNI.img	Diencephalon_R	10176	58.3872	196.5971	141.8722	18.1178	
mkirby492a_3_1_ax_MNI.img	Mesencephalon	11933	71.4243	202.3192	164.7485	15.9396	
mkirby492a_3_1_ax_MNI.img	Metencephalon	152280	14.9525	204.8356	119.2959	32.8303	
mkirby492a_3_1_ax_MNI.img	Myelencephalon	5540	51.2366	198.0649	157.5121	21.2839	
mkirby492a_3_1_ax_MNI.img	CSF	113246	1.1904	153.9562	40.6952	20.7196	



Type1-L2 Statistics

mkirby492a_3_1_ax_MNI.img	CerebralCortex_L	274437	8.1219	164.8275	89.7181	21.0267	
mkirby492a_3_1_ax_MNI.img	CerebralCortex_R	275489	14.3219	167.4579	91.1589	20.2511	
mkirby492a_3_1_ax_MNI.img	CerebralNucli_L	13964	51.6973	185.3125	127.2607	20.7428	
mkirby492a_3_1_ax_MNI.img	CerebralNucli_R	14291	66.3095	185.3254	128.8266	20.3413	
mkirby492a_3_1_ax_MNI.img	Thalamus_L	6914	76.6516	183.0239	145.1632	14.7561	
mkirby492a_3_1_ax_MNI.img	Thalamus_R	7029	60.2887	177.6364	142.5584	15.6192	
mkirby492a_3_1_ax_MNI.img	BasalForebrain_L	3127	41.7084	200.2242	139.5692	24.5150	
mkirby492a_3_1_ax_MNI.img	BasalForebrain_R	3147	58.3872	196.5971	140.3395	22.6524	
mkirby492a_3_1_ax_MNI.img	Mesencephalon_L	5893	95.9055	202.3192	165.9316	14.1684	
mkirby492a_3_1_ax_MNI.img	Mesencephalon_R	6040	71.4243	199.6161	163.5943	17.4184	
mkirby492a_3_1_ax_MNI.img	Metencephalon_R	77536	16.1442	204.8356	119.2001	33.0334	
mkirby492a_3_1_ax_MNI.img	Metencephalon_L	74744	14.9525	195.0513	119.3953	32.6180	
mkirby492a_3_1_ax_MNI.img	Myelencephalon_L	2670	51.2366	198.0649	157.1475	22.7946	
mkirby492a_3_1_ax_MNI.img	Myelencephalon_R	2870	64.3657	192.9166	157.8513	19.7690	
mkirby492a_3_1_ax_MNI.img	WhiteMatter_L	255634	35.0137	195.7755	158.3824	15.1694	
mkirby492a_3_1_ax_MNI.img	WhiteMatter_R	256196	36.5319	195.5458	158.7824	14.9357	
mkirby492a_3_1_ax_MNI.img	Ventricle	24723	1.3138	153.9562	40.7358	29.0288	
mkirby492a_3_1_ax_MNI.img	Sulcus_L	44385	1.1904	112.4906	39.5557	17.2423	
mkirby492a_3_1_ax_MNI.img	Sulcus_R	44138	1.7581	127.2402	41.8183	18.1091	



Type1-L3 Statistics

mkirby492a_3_1_ax_MNI.img	Frontal_L	91797	8.1219	164.1034	85.0102	21.1268	
mkirby492a_3_1_ax_MNI.img	Frontal_R	89919	14.3219	163.7257	87.6925	20.6359	
mkirby492a_3_1_ax_MNI.img	Parietal_L	43584	13.6780	164.3406	91.8694	21.8313	
mkirby492a_3_1_ax_MNI.img	Parietal_R	46451	15.9042	167.2310	92.1939	21.4950	
mkirby492a_3_1_ax_MNI.img	Temporal_L	63614	15.1512	159.4592	88.6208	19.0315	
mkirby492a_3_1_ax_MNI.img	Temporal_R	62501	21.2137	158.4477	89.9906	17.1225	
mkirby492a_3_1_ax_MNI.img	Limbic_L	30861	27.9738	164.8275	97.0473	19.2593	
mkirby492a_3_1_ax_MNI.img	Limbic_R	32735	20.9513	167.4579	95.6889	19.4953	
mkirby492a_3_1_ax_MNI.img	Occipital_L	38375	16.9047	163.3911	94.5390	22.0724	
mkirby492a_3_1_ax_MNI.img	Occipital_R	37767	17.2946	166.6416	95.9381	21.8382	
mkirby492a_3_1_ax_MNI.img	Insula_L	7910	24.8587	153.5784	93.2829	16.5347	
mkirby492a_3_1_ax_MNI.img	Insula_R	8137	36.9068	157.7136	97.3962	17.4964	
mkirby492a_3_1_ax_MNI.img	BasalGang_L	12260	54.0320	185.3125	129.9366	20.4738	
mkirby492a_3_1_ax_MNI.img	BasalGang_R	12270	66.3095	185.3254	131.5352	20.3472	
