	 SFG_L 	 SFG_R 	 SFG_PFC_L 	 SFG_PFC_R 	 SFG_pole_L 	 SFG_pole_R 	 MFG_L 	 MFG_R 	 MFG_DPFC_L 	 MFG_DPFC_R 	 IFG_opercularis_L 	 IFG_opercularis_R 	 IFG_orbitalis_L 	 IFG_orbitalis_R 	 IFG_triangularis_L 	 IFG_triangularis_R 	 LFOG_L 	 LFOG_R 	 MFOG_L 	 MFOG_R 	 RG_L 	 RG_R 	 PoCG_L 	 PoCG_R 	 PrCG_L 	 PrCG_R 	 SPG_L 	 SPG_R 	 SMG_L 	 SMG_R 	 AG_L 	 AG_R 	 PrCu_L 	 PrCu_R 	 STG_L 	 STG_R 	 STG_L_pole 	 STG_R_pole 	 MTG_L 	 MTG_R 	 MTG_L_pole 	 MTG_R_pole 	 ITG_L 	 ITG_R 	 FuG_L 	 FuG_R 	 SOG_L 	 SOG_R 	 MOG_L 	 MOG_R 	 IOG_L 	 IOG_R 	 Cu_L 	 Cu_R 	 LG_L 	 LG_R 	 rostral_ACC_L 	 rostral_ACC_R 	 subcallosal_ACC_L 	 subcallosal_ACC_R 	 subgenual_ACC_L 	 subgenual_ACC_R 	 dorsal_ACC_L 	 dorsal_ACC_R 	 PCC_L 	 PCC_R 	 Insula_L 	 Insula_R 	 CerebellumGM_L 	 CerebellumGM_R 	 Caud_L 	 Caud_R 	 Put_L 	 Put_R 	 GP_L 	 GP_R 	 Thalamus_L 	 Thalamus_R 	
 SFG_L 	1	0.8019	0.62744	0.64083	0.17026	0.57766	0.44839	0.16475	0.2831	-0.065246	0.4269	0.18443	0.33872	0.14714	0.29663	0.060928	0.22957	-0.0021788	0.089467	0.036103	0.11219	0.086228	-0.03455	0.12416	0.51482	0.42954	-0.14397	-0.075977	0.097316	-0.094794	0.58229	0.22563	-0.12148	-0.17986	-0.19099	-0.10286	0.15883	0.27623	0.35943	0.24424	0.25745	0.22962	0.34777	0.26396	-0.32503	-0.38716	-0.40801	-0.63495	-0.24591	-0.47531	-0.060868	-0.11409	-0.49303	-0.47113	-0.53316	-0.53291	0.40256	0.32055	-0.021146	0.021079	0.054814	-0.1037	0.29224	0.23087	0.27375	0.33327	-0.0040528	0.091738	-0.32587	-0.066374	-0.20732	0.13369	-0.24399	-0.048595	0.050939	-0.032846	0.24938	0.18183	
 SFG_R 	0.8019	1	0.46245	0.5889	-0.0077411	0.47301	0.35894	0.20082	0.28436	-0.0014115	0.28689	0.13981	0.27372	0.099306	0.18842	0.054007	0.18486	-0.074826	0.051082	0.058841	-0.065192	-0.098214	0.078199	0.096337	0.502	0.50234	0.069126	0.17347	0.1513	0.10079	0.4153	0.18056	-0.16324	-0.14292	-0.12273	-0.042657	0.041942	0.19628	0.32028	0.2801	0.20433	0.22658	0.29551	0.26669	-0.29414	-0.33882	-0.2877	-0.44638	-0.15997	-0.3309	-0.063002	-0.034691	-0.44785	-0.41629	-0.44339	-0.4216	0.18244	0.17331	-0.023017	0.13951	-0.050508	-0.15701	0.24141	0.29857	0.10091	0.18467	0.13278	0.25806	-0.29269	-0.14675	-0.219	0.03866	-0.2425	-0.066367	0.13975	0.052606	0.23484	0.095909	
 SFG_PFC_L 	0.62744	0.46245	1	0.85523	0.48262	0.83556	0.42707	0.18895	0.064105	0.010128	0.088221	0.19788	0.3814	0.22149	0.26135	0.14719	0.47751	0.29015	0.15126	0.25492	0.42545	0.37668	0.1793	-0.022276	0.24906	0.1208	-0.14227	-0.12321	-0.086662	-0.32302	0.70154	0.36407	-0.24342	-0.38413	-0.066421	-0.017641	0.27748	0.17776	0.59789	0.48015	0.49137	0.51952	0.56384	0.58288	-0.19322	-0.23667	-0.29058	-0.29082	0.025626	-0.26392	-0.083687	0.060576	-0.17622	-0.13499	-0.23598	-0.22498	0.70045	0.58304	0.16243	0.13951	0.27582	0.086023	0.077299	-0.020684	0.52362	0.44156	-0.037069	-0.044175	-0.046548	0.18323	-0.20371	0.023374	-0.055719	0.030067	-0.0088887	0.061521	0.042213	0.064069	
 SFG_PFC_R 	0.64083	0.5889	0.85523	1	0.46612	0.91395	0.42644	0.28579	0.20991	0.11221	0.19058	0.27118	0.31614	0.24167	0.2256	0.17019	0.31884	0.25263	0.1867	0.28489	0.39467	0.39047	0.13305	-0.06201	0.29688	0.088883	-0.085692	-0.14084	0.02247	-0.32446	0.68403	0.50765	-0.085702	-0.22571	-0.11588	-0.098618	0.18403	0.13363	0.54178	0.45553	0.35453	0.40896	0.41616	0.48285	-0.2009	-0.294	-0.28531	-0.38774	0.025191	-0.30966	-0.056734	0.016653	-0.28556	-0.21952	-0.34771	-0.32739	0.65773	0.66267	0.16262	0.14711	0.17348	-0.074133	0.043001	-0.039895	0.55684	0.51338	0.0035876	0.022044	-0.12772	0.055016	-0.15774	0.07051	-0.10343	0.031225	0.018655	0.0089583	0.1706	0.06339	
 SFG_pole_L 	0.17026	-0.0077411	0.48262	0.46612	1	0.43441	0.53067	0.42882	0.17392	0.37803	0.33667	0.36205	0.61342	0.43043	0.38173	0.35679	0.45799	0.48095	0.5608	0.43695	0.69613	0.67632	-0.048942	-0.1147	0.033995	-0.10767	-0.001402	0.034953	0.15943	-0.18743	0.61957	0.59293	0.0095856	-0.16675	-0.11866	-0.2242	0.15552	0.051983	0.39276	0.097617	0.25746	0.19861	0.48047	0.39878	0.21118	0.089241	0.15927	-0.13945	0.25746	0.1189	0.19142	0.17227	-0.087952	-0.052678	-0.1192	-0.096028	0.46758	0.45401	0.13839	0.2043	0.34181	0.19624	0.034328	-0.15893	0.48642	0.46624	-0.051855	-0.22244	0.012917	0.17215	-0.22664	0.081769	-0.13957	-0.17985	-0.24251	0.059697	-0.086101	-0.070322	
 SFG_pole_R 	0.57766	0.47301	0.83556	0.91395	0.43441	1	0.28424	0.15667	0.13724	0.016459	0.066094	0.11609	0.19993	0.10225	0.10415	0.013824	0.26347	0.1679	0.058686	0.17197	0.30848	0.32064	0.15792	-0.031976	0.24891	0.016782	-0.20567	-0.19534	-0.11384	-0.45639	0.63263	0.40158	-0.093239	-0.20629	-0.091513	-0.059222	0.14971	0.1315	0.4395	0.40133	0.27847	0.33323	0.34738	0.41712	-0.27239	-0.34972	-0.38209	-0.33434	0.021061	-0.37262	-0.17055	-0.055382	-0.15932	-0.12713	-0.23867	-0.2469	0.64834	0.63088	0.11185	0.16075	0.14152	-0.043591	0.021034	-0.08664	0.57119	0.50189	0.030079	0.023406	-0.056362	0.095603	-0.12819	0.13749	-0.012952	0.064686	0.013152	0.024536	0.21699	0.2008	
 MFG_L 	0.44839	0.35894	0.42707	0.42644	0.53067	0.28424	1	0.82007	0.57492	0.58895	0.67023	0.6778	0.77421	0.52187	0.71286	0.56825	0.485	0.28442	0.61636	0.51318	0.35386	0.39046	-0.32226	-0.4309	0.11861	0.011901	0.36059	0.072097	0.52081	0.16249	0.78212	0.70259	-0.005075	-0.23288	-0.27908	-0.26784	0.003482	0.056224	0.63854	0.28243	0.43466	0.36108	0.65014	0.53617	0.32106	0.24811	0.32614	-0.4715	0.3238	0.33152	0.58167	0.48805	-0.50589	-0.42739	-0.43636	-0.38842	0.1191	0.17475	0.16816	0.17005	0.42724	0.26135	-0.04402	-0.20794	0.25749	0.322	-0.23328	-0.25287	-0.036232	0.24973	0.075904	0.16429	-0.24232	-0.12504	0.042623	-0.072176	0.019775	-0.020862	
 MFG_R 	0.16475	0.20082	0.18895	0.28579	0.42882	0.15667	0.82007	1	0.62151	0.84741	0.59779	0.75377	0.67459	0.61946	0.59296	0.69979	0.33256	0.30278	0.55351	0.5179	0.20395	0.28978	-0.26313	-0.53459	0.044835	-0.16457	0.55767	0.20668	0.63349	0.27857	0.60657	0.80422	0.092946	-0.052944	-0.43693	-0.48598	-0.18319	-0.11473	0.36677	0.012172	0.30751	0.20168	0.47623	0.44532	0.36221	0.30876	0.47405	-0.37702	0.34108	0.48673	0.67603	0.51489	-0.51291	-0.44565	-0.40339	-0.38663	-0.12718	0.068477	0.17384	0.15401	0.27592	0.19165	-0.2749	-0.40379	0.07858	0.19637	-0.18219	-0.23735	-0.07864	0.11815	0.14016	0.14159	-0.18412	-0.23883	-0.04243	-0.035602	0.066165	-0.079902	
 MFG_DPFC_L 	0.2831	0.28436	0.064105	0.20991	0.17392	0.13724	0.57492	0.62151	1	0.71095	0.5456	0.44296	0.3326	0.34368	0.26789	0.4503	0.16543	0.038336	0.25945	0.089303	-0.12053	-0.051068	-0.31713	-0.34062	0.12292	0.042421	0.33131	-0.022478	0.62401	0.31468	0.35802	0.45911	0.19619	0.093505	-0.23089	-0.22048	-0.27729	-0.12924	0.18797	0.065477	0.0034688	-0.077494	0.19007	0.12534	0.035224	0.075689	0.046623	-0.46696	0.29823	0.18815	0.45629	0.41375	-0.48455	-0.41943	-0.47244	-0.45591	-0.15357	-0.12174	0.019777	0.15276	-0.018813	-0.054253	-0.31955	-0.30285	0.0039736	0.10608	-0.25688	-0.16965	-0.0064231	0.19812	0.27311	0.32058	0.076653	-0.077561	0.16481	0.14198	0.18516	-0.03221	
 MFG_DPFC_R 	-0.065246	-0.0014115	0.010128	0.11221	0.37803	0.016459	0.58895	0.84741	0.71095	1	0.481	0.55745	0.48986	0.53436	0.36813	0.63166	0.26415	0.34305	0.47927	0.43567	0.052883	0.12972	-0.23069	-0.52633	-0.082266	-0.27289	0.52232	0.21248	0.64845	0.29865	0.43232	0.74081	0.20557	0.047282	-0.3038	-0.38933	-0.3065	-0.27897	0.22869	-0.045894	0.11124	0.0013624	0.31074	0.29091	0.27022	0.25127	0.45283	-0.23826	0.45183	0.54362	0.62147	0.51305	-0.3589	-0.32017	-0.26656	-0.29128	-0.22502	-0.13304	0.092597	0.15529	0.14321	0.0999	-0.36593	-0.48033	0.0067198	0.089236	-0.13839	-0.21596	0.061313	0.17527	0.20552	0.26261	-0.0037189	-0.17984	-0.039165	0.082003	0.1105	0.010506	
