Gray Images
Image	Object	Pixels	Min	Max	Mean	Std	

Color Images
Image	Object	Pixels	RMin	RMax	RMean	RStd	GMin	GMax	GMean	GStd	BMin	BMax	BMean	BStd	



Type1-L1 Statistics

kirby239b_3_1_ax_MNI.img	Telencephalon_L	656411	4.7781	250.2723	114.4699	40.3962	
kirby239b_3_1_ax_MNI.img	Telencephalon_R	668114	5.4148	205.2691	115.8042	40.0747	
kirby239b_3_1_ax_MNI.img	Diencephalon_L	12363	62.9004	255.0000	146.4965	18.6694	
kirby239b_3_1_ax_MNI.img	Diencephalon_R	12598	52.8344	202.5746	145.8306	18.4834	
kirby239b_3_1_ax_MNI.img	Mesencephalon	12144	79.1932	206.0138	166.5686	15.7972	
kirby239b_3_1_ax_MNI.img	Metencephalon	169354	10.7737	206.1735	111.3728	36.5401	
kirby239b_3_1_ax_MNI.img	Myelencephalon	5259	38.9936	206.0538	156.6681	24.8701	
kirby239b_3_1_ax_MNI.img	CSF	127828	1.4751	149.3090	30.3494	17.5369	



Type1-L2 Statistics

kirby239b_3_1_ax_MNI.img	CerebralCortex_L	352646	4.7781	212.1964	81.9278	19.8591	
kirby239b_3_1_ax_MNI.img	CerebralCortex_R	356120	5.4148	203.5054	83.2291	19.6281	
kirby239b_3_1_ax_MNI.img	CerebralNucli_L	16436	31.6299	194.9585	129.9245	20.4832	
kirby239b_3_1_ax_MNI.img	CerebralNucli_R	17019	47.6157	198.2317	131.4904	21.2832	
kirby239b_3_1_ax_MNI.img	Thalamus_L	8635	73.5287	188.1744	148.0556	15.1226	
kirby239b_3_1_ax_MNI.img	Thalamus_R	8998	52.8344	185.8346	147.2808	16.5181	
kirby239b_3_1_ax_MNI.img	BasalForebrain_L	3728	62.9004	255.0000	142.8853	24.6473	
kirby239b_3_1_ax_MNI.img	BasalForebrain_R	3600	60.2023	202.5746	142.2059	22.2525	
kirby239b_3_1_ax_MNI.img	Mesencephalon_L	6110	86.1583	199.5258	167.0216	14.7993	
kirby239b_3_1_ax_MNI.img	Mesencephalon_R	6034	79.1932	206.0138	166.1099	16.7347	
kirby239b_3_1_ax_MNI.img	Metencephalon_R	86284	10.7737	197.1224	112.0649	36.5060	
kirby239b_3_1_ax_MNI.img	Metencephalon_L	83070	14.0950	206.1735	110.6539	36.5617	
kirby239b_3_1_ax_MNI.img	Myelencephalon_L	2443	38.9936	203.1894	154.3988	27.4156	
kirby239b_3_1_ax_MNI.img	Myelencephalon_R	2816	68.9033	206.0538	158.6368	22.2421	
kirby239b_3_1_ax_MNI.img	WhiteMatter_L	287329	21.1071	250.2723	153.5257	19.5250	
kirby239b_3_1_ax_MNI.img	WhiteMatter_R	294975	26.3555	205.2691	154.2267	19.3567	
kirby239b_3_1_ax_MNI.img	Ventricle	32747	1.4751	149.3090	36.8823	26.5187	
kirby239b_3_1_ax_MNI.img	Sulcus_L	51323	2.4533	84.1775	28.1828	12.0455	
kirby239b_3_1_ax_MNI.img	Sulcus_R	43758	1.5395	87.2358	28.0015	12.6091	



Type1-L3 Statistics

kirby239b_3_1_ax_MNI.img	Frontal_L	117704	5.9144	165.7317	80.7227	20.0127	
kirby239b_3_1_ax_MNI.img	Frontal_R	116440	9.7296	157.0827	82.1028	19.5828	
kirby239b_3_1_ax_MNI.img	Parietal_L	58849	12.4065	143.5967	77.6376	19.8646	
kirby239b_3_1_ax_MNI.img	Parietal_R	61041	8.2317	146.4903	78.4523	19.8781	
kirby239b_3_1_ax_MNI.img	Temporal_L	84537	12.2808	169.1694	81.9114	17.8777	
kirby239b_3_1_ax_MNI.img	Temporal_R	83404	10.5985	145.4111	83.1226	17.7732	
kirby239b_3_1_ax_MNI.img	Limbic_L	38177	15.5760	192.0102	92.3683	19.1951	
kirby239b_3_1_ax_MNI.img	Limbic_R	42300	13.7079	166.4350	91.9801	19.3608	
kirby239b_3_1_ax_MNI.img	Occipital_L	46174	4.7781	149.3675	80.8892	20.8473	
kirby239b_3_1_ax_MNI.img	Occipital_R	45639	5.4148	148.5998	82.6654	19.8582	
kirby239b_3_1_ax_MNI.img	Insula_L	9247	13.4433	212.1964	92.5184	16.8996	
kirby239b_3_1_ax_MNI.img	Insula_R	9710	30.9517	203.5054	98.6208	17.6295	
kirby239b_3_1_ax_MNI.img	BasalGang_L	14394	48.8989	194.9585	133.0606	19.6243	
kirby239b_3_1_ax_MNI.img	BasalGang_R	14605	48.8931	198.2317	135.2026	20.2882	
kirby239b_3_1_ax_MNI.img	Thalamus_L	8635	73.5287	188.1744	148.0556	15.1226	
