Gray Images
Image	Object	Pixels	Min	Max	Mean	Std	

Color Images
Image	Object	Pixels	RMin	RMax	RMean	RStd	GMin	GMax	GMean	GStd	BMin	BMax	BMean	BStd	



Type1-L1 Statistics

kirby959b_3_1_ax_MNI.img	Telencephalon_L	634757	10.1525	262.0090	133.4258	41.9461	
kirby959b_3_1_ax_MNI.img	Telencephalon_R	641422	11.7687	231.4481	134.9776	41.0160	
kirby959b_3_1_ax_MNI.img	Diencephalon_L	11033	76.9575	220.1680	162.0956	20.5695	
kirby959b_3_1_ax_MNI.img	Diencephalon_R	11246	56.9937	220.2933	160.7593	20.2319	
kirby959b_3_1_ax_MNI.img	Mesencephalon	13083	88.0945	225.6686	181.9737	16.5463	
kirby959b_3_1_ax_MNI.img	Metencephalon	174844	14.1575	219.8045	130.1778	37.4030	
kirby959b_3_1_ax_MNI.img	Myelencephalon	5691	66.2838	222.0628	174.0872	24.4100	
kirby959b_3_1_ax_MNI.img	CSF	130850	1.3989	174.9663	40.5622	22.5992	



Type1-L2 Statistics

kirby959b_3_1_ax_MNI.img	CerebralCortex_L	335662	10.1525	192.4867	99.6515	23.8965	
kirby959b_3_1_ax_MNI.img	CerebralCortex_R	335017	11.7687	195.9611	101.3985	23.1749	
kirby959b_3_1_ax_MNI.img	CerebralNucli_L	17327	63.5100	215.5055	145.3806	22.0286	
kirby959b_3_1_ax_MNI.img	CerebralNucli_R	17835	67.1675	212.6172	146.5562	21.0541	
kirby959b_3_1_ax_MNI.img	Thalamus_L	7161	83.6767	198.2533	161.6705	15.9651	
kirby959b_3_1_ax_MNI.img	Thalamus_R	7481	76.2059	202.8040	160.5178	16.7474	
kirby959b_3_1_ax_MNI.img	BasalForebrain_L	3872	76.9575	220.1680	162.8818	27.0789	
kirby959b_3_1_ax_MNI.img	BasalForebrain_R	3765	56.9937	220.2933	161.2393	25.7879	
kirby959b_3_1_ax_MNI.img	Mesencephalon_L	6567	88.0945	225.6686	182.6733	15.7677	
kirby959b_3_1_ax_MNI.img	Mesencephalon_R	6516	90.3680	223.0616	181.2686	17.2668	
kirby959b_3_1_ax_MNI.img	Metencephalon_R	87812	14.1575	215.8568	130.6286	37.2904	
kirby959b_3_1_ax_MNI.img	Metencephalon_L	87032	18.6190	219.8045	129.7229	37.5108	
kirby959b_3_1_ax_MNI.img	Myelencephalon_L	2736	66.2838	217.3090	172.4380	25.6180	
kirby959b_3_1_ax_MNI.img	Myelencephalon_R	2955	69.3790	222.0628	175.6141	23.1310	
kirby959b_3_1_ax_MNI.img	WhiteMatter_L	281768	32.2396	262.0090	172.9251	18.0474	
kirby959b_3_1_ax_MNI.img	WhiteMatter_R	288570	32.8461	231.4481	173.2457	17.5121	
kirby959b_3_1_ax_MNI.img	Ventricle	35687	1.3989	174.9663	40.8519	30.4096	
kirby959b_3_1_ax_MNI.img	Sulcus_L	50399	1.8964	130.4003	39.3105	18.5139	
kirby959b_3_1_ax_MNI.img	Sulcus_R	44764	2.0359	125.5514	41.7405	19.1452	



Type1-L3 Statistics

kirby959b_3_1_ax_MNI.img	Frontal_L	110559	20.3917	180.4285	96.6730	24.3627	
kirby959b_3_1_ax_MNI.img	Frontal_R	107488	17.8719	187.6404	98.3492	23.1171	
kirby959b_3_1_ax_MNI.img	Parietal_L	55687	16.0870	173.8135	97.4463	23.7000	
kirby959b_3_1_ax_MNI.img	Parietal_R	56674	16.9750	173.2457	99.8312	23.9171	
kirby959b_3_1_ax_MNI.img	Temporal_L	81970	15.4904	179.5567	99.0597	22.1988	
kirby959b_3_1_ax_MNI.img	Temporal_R	76127	18.4087	182.7789	103.4056	21.3208	
kirby959b_3_1_ax_MNI.img	Limbic_L	35241	11.0491	192.4867	108.5332	22.5720	
kirby959b_3_1_ax_MNI.img	Limbic_R	38143	18.5119	195.9611	108.1498	22.9307	
kirby959b_3_1_ax_MNI.img	Occipital_L	46120	10.1525	186.5759	104.7505	25.2789	
kirby959b_3_1_ax_MNI.img	Occipital_R	50616	11.7687	177.6810	102.0614	24.6773	
kirby959b_3_1_ax_MNI.img	Insula_L	8464	14.6907	173.1616	100.7736	20.1622	
kirby959b_3_1_ax_MNI.img	Insula_R	8707	31.7771	172.0776	107.2229	20.5293	
kirby959b_3_1_ax_MNI.img	BasalGang_L	14948	65.4213	215.5055	148.8409	21.2020	
kirby959b_3_1_ax_MNI.img	BasalGang_R	15097	67.1675	212.6172	149.5811	20.9703	
kirby959b_3_1_ax_MNI.img	Thalamus_L	7161	83.6767	198.2533	161.6705	15.9651	
