Gray Images
Image	Object	Pixels	Min	Max	Mean	Std	

Color Images
Image	Object	Pixels	RMin	RMax	RMean	RStd	GMin	GMax	GMean	GStd	BMin	BMax	BMean	BStd	



Type1-L1 Statistics

kirby346b_3_1_ax_MNI.img	Telencephalon_L	669402	12.2662	216.8249	127.6568	39.2250	
kirby346b_3_1_ax_MNI.img	Telencephalon_R	683342	8.4831	208.8196	127.3217	38.9405	
kirby346b_3_1_ax_MNI.img	Diencephalon_L	10692	78.2300	206.6962	152.1451	17.7771	
kirby346b_3_1_ax_MNI.img	Diencephalon_R	10937	57.0161	204.2685	150.6441	18.1164	
kirby346b_3_1_ax_MNI.img	Mesencephalon	12171	80.5273	231.4339	174.5949	15.6980	
kirby346b_3_1_ax_MNI.img	Metencephalon	163988	19.6922	208.2413	127.1915	33.6849	
kirby346b_3_1_ax_MNI.img	Myelencephalon	5439	67.5464	211.2681	167.2381	22.2078	
kirby346b_3_1_ax_MNI.img	CSF	82839	2.6928	165.6678	49.7776	21.2313	



Type1-L2 Statistics

kirby346b_3_1_ax_MNI.img	CerebralCortex_L	357959	12.2662	177.3738	95.6185	19.7268	
kirby346b_3_1_ax_MNI.img	CerebralCortex_R	366649	8.4831	176.6111	95.6076	19.2013	
kirby346b_3_1_ax_MNI.img	CerebralNucli_L	15737	67.5585	198.9773	136.9504	19.3376	
kirby346b_3_1_ax_MNI.img	CerebralNucli_R	16417	59.8948	192.3502	135.9327	18.9404	
kirby346b_3_1_ax_MNI.img	Thalamus_L	7305	86.9300	185.8470	152.0504	14.3065	
kirby346b_3_1_ax_MNI.img	Thalamus_R	7557	67.9738	185.8818	150.8996	15.6403	
kirby346b_3_1_ax_MNI.img	BasalForebrain_L	3387	78.2300	206.6962	152.3495	23.5821	
kirby346b_3_1_ax_MNI.img	BasalForebrain_R	3380	57.0161	204.2685	150.0728	22.6850	
kirby346b_3_1_ax_MNI.img	Mesencephalon_L	6103	102.9785	215.0956	175.9930	14.5544	
kirby346b_3_1_ax_MNI.img	Mesencephalon_R	6068	80.5273	231.4339	173.1888	16.6517	
kirby346b_3_1_ax_MNI.img	Metencephalon_R	83218	30.1500	208.2413	127.3827	33.6844	
kirby346b_3_1_ax_MNI.img	Metencephalon_L	80770	19.6922	208.1734	126.9946	33.6844	
kirby346b_3_1_ax_MNI.img	Myelencephalon_L	2596	67.5464	208.4831	164.1571	23.0567	
kirby346b_3_1_ax_MNI.img	Myelencephalon_R	2843	79.6094	211.2681	170.0514	21.0124	
kirby346b_3_1_ax_MNI.img	WhiteMatter_L	295706	58.6061	216.8249	165.9452	16.6996	
kirby346b_3_1_ax_MNI.img	WhiteMatter_R	300276	47.2778	208.8196	165.5751	16.8974	
kirby346b_3_1_ax_MNI.img	Ventricle	15652	4.8266	165.6678	66.3449	31.2170	
kirby346b_3_1_ax_MNI.img	Sulcus_L	35708	3.8435	114.2672	46.2202	15.5712	
kirby346b_3_1_ax_MNI.img	Sulcus_R	31479	2.6928	106.4452	45.5753	16.0673	



Type1-L3 Statistics

kirby346b_3_1_ax_MNI.img	Frontal_L	121534	22.3716	177.3738	93.4039	19.5384	
kirby346b_3_1_ax_MNI.img	Frontal_R	122788	16.6627	170.7131	93.3556	18.7536	
kirby346b_3_1_ax_MNI.img	Parietal_L	61581	12.2662	166.8151	93.0327	20.1285	
kirby346b_3_1_ax_MNI.img	Parietal_R	64920	20.6424	160.9399	92.9448	19.8420	
kirby346b_3_1_ax_MNI.img	Temporal_L	76861	22.0075	173.6933	94.2846	18.4812	
kirby346b_3_1_ax_MNI.img	Temporal_R	75066	17.2649	166.1470	95.7521	17.4547	
kirby346b_3_1_ax_MNI.img	Limbic_L	39965	24.5467	174.1112	105.8347	17.8839	
kirby346b_3_1_ax_MNI.img	Limbic_R	44512	23.0821	176.6111	103.3319	18.7365	
kirby346b_3_1_ax_MNI.img	Occipital_L	50118	19.4521	167.4634	98.3684	20.7094	
kirby346b_3_1_ax_MNI.img	Occipital_R	51508	8.4831	169.4940	96.8440	20.4036	
kirby346b_3_1_ax_MNI.img	Insula_L	9943	25.1561	155.9822	98.5108	16.7204	
kirby346b_3_1_ax_MNI.img	Insula_R	10161	20.3748	163.3321	104.0145	18.3878	
kirby346b_3_1_ax_MNI.img	BasalGang_L	13694	74.1421	198.9773	139.9072	18.6711	
kirby346b_3_1_ax_MNI.img	BasalGang_R	14111	63.9085	192.3502	138.6686	18.7173	
kirby346b_3_1_ax_MNI.img	Thalamus_L	7305	86.9300	185.8470	152.0504	14.3065	
