	 SFG_L 	 SFG_R 	 SFG_PFC_L 	 SFG_PFC_R 	 SFG_pole_L 	 SFG_pole_R 	 MFG_L 	 MFG_R 	 MFG_DPFC_L 	 MFG_DPFC_R 	 IFG_opercularis_L 	 IFG_opercularis_R 	 IFG_orbitalis_L 	 IFG_orbitalis_R 	 IFG_triangularis_L 	 IFG_triangularis_R 	 LFOG_L 	 LFOG_R 	 MFOG_L 	 MFOG_R 	 RG_L 	 RG_R 	 PoCG_L 	 PoCG_R 	 PrCG_L 	 PrCG_R 	 SPG_L 	 SPG_R 	 SMG_L 	 SMG_R 	 AG_L 	 AG_R 	 PrCu_L 	 PrCu_R 	 STG_L 	 STG_R 	 STG_L_pole 	 STG_R_pole 	 MTG_L 	 MTG_R 	 MTG_L_pole 	 MTG_R_pole 	 ITG_L 	 ITG_R 	 FuG_L 	 FuG_R 	 SOG_L 	 SOG_R 	 MOG_L 	 MOG_R 	 IOG_L 	 IOG_R 	 Cu_L 	 Cu_R 	 LG_L 	 LG_R 	 rostral_ACC_L 	 rostral_ACC_R 	 subcallosal_ACC_L 	 subcallosal_ACC_R 	 subgenual_ACC_L 	 subgenual_ACC_R 	 dorsal_ACC_L 	 dorsal_ACC_R 	 PCC_L 	 PCC_R 	 Insula_L 	 Insula_R 	 CerebellumGM_L 	 CerebellumGM_R 	 Caud_L 	 Caud_R 	 Put_L 	 Put_R 	 GP_L 	 GP_R 	 Thalamus_L 	 Thalamus_R 	
 SFG_L 	Inf	0.8986	0.70816	0.65595	0.55663	0.44528	0.93771	0.64793	0.77017	0.57628	0.60236	0.54894	0.45414	0.42894	0.37403	0.42189	0.40405	0.46445	0.19306	0.44231	0.35172	0.33512	0.087155	0.17728	0.33389	0.38813	0.72936	0.60969	0.4608	0.22026	0.49991	0.47982	0.71132	0.60139	0.29435	0.23383	0.43379	0.39859	0.5726	0.66675	0.21292	0.55996	0.78849	0.8006	0.36446	0.32876	0.3216	0.1945	0.57733	0.23257	0.16658	0.22776	0.46798	0.37672	0.41075	0.37186	0.58285	0.4746	0.15674	0.22036	0.42887	0.16551	0.51319	0.46153	0.32521	0.32821	0.33952	0.40008	0.82309	0.98225	0.74127	0.67281	0.55902	0.44711	0.56412	0.40982	0.38801	0.32742	
 SFG_R 	0.8986	Inf	0.37002	0.55113	0.21081	0.22552	0.58151	0.67286	0.69091	0.77483	0.41135	0.71609	0.31281	0.62193	0.32599	0.52458	0.25109	0.61199	-0.021886	0.30223	0.093286	0.18519	0.059963	0.097527	0.27853	0.63289	0.62952	0.74187	0.60273	0.60677	0.25885	0.48027	0.49383	0.78686	0.46674	0.38125	0.53464	0.62312	0.3993	0.60113	0.094983	0.46273	0.41188	0.63111	0.27153	0.33667	0.33946	0.22312	0.41033	0.21127	0.15043	0.15248	0.39553	0.30172	0.35679	0.34555	0.38409	0.39845	0.045822	0.15339	0.35364	0.068882	0.84479	0.94412	0.041937	0.25726	0.47245	0.83618	0.95349	0.85576	0.84032	0.6758	0.78278	0.73431	0.71088	0.73071	0.37401	0.43979	
 SFG_PFC_L 	0.70816	0.37002	Inf	1.3365	1.4551	0.97836	0.79012	0.49167	0.56988	0.37138	0.36914	0.3329	0.57243	0.44409	0.44906	0.49699	0.70737	0.56105	0.3749	0.47027	0.8133	0.82273	0.084631	0.17239	0.16878	0.19118	0.15381	0.2404	0.1471	-0.15336	0.88933	0.50932	0.42902	0.26302	0.24442	0.22598	0.4002	0.32196	0.97852	0.67854	0.58934	0.58035	0.61859	0.5272	0.28404	0.28023	0.28417	0.22866	0.47658	0.23318	0.23321	0.25489	0.30576	0.2569	0.33385	0.30274	1.1534	0.73676	0.13115	0.17082	0.52818	0.43136	0.38796	0.35571	0.71674	0.545	0.2503	0.12599	0.47025	0.58854	0.6007	0.67386	0.3221	0.20179	0.33318	0.1631	0.2677	0.31754	
 SFG_PFC_R 	0.65595	0.55113	1.3365	Inf	0.99299	1.201	0.72031	0.82398	0.65547	0.67936	0.31788	0.5578	0.46532	0.60905	0.3738	0.56281	0.68855	0.76961	0.22162	0.3794	0.55937	0.61822	-0.082924	-0.01513	-0.012382	0.10884	0.15168	0.27456	0.14571	-0.045186	0.84652	0.84877	0.49757	0.52866	0.1902	0.13851	0.28423	0.36466	0.7914	0.72849	0.42248	0.57133	0.50876	0.56965	0.10576	0.12373	0.20692	0.11311	0.40827	0.10121	0.051368	0.039496	0.25416	0.16806	0.27914	0.21583	1.031	0.85439	0.065888	0.10681	0.45574	0.31548	0.39388	0.45302	0.6889	0.76027	0.16712	0.15556	0.60492	0.57561	0.66188	0.66089	0.33552	0.28198	0.396	0.29935	0.34368	0.49824	
 SFG_pole_L 	0.55663	0.21081	1.4551	0.99299	Inf	1.039	0.77609	0.49221	0.43627	0.27816	0.19113	0.20297	0.33813	0.23288	0.26318	0.27045	0.557	0.38165	0.32912	0.40036	0.67927	0.68249	0.060335	0.22009	0.13519	0.095247	0.13178	0.23027	-0.096075	-0.30949	0.85091	0.51402	0.54738	0.3138	0.18438	0.1742	0.28853	0.21826	0.77073	0.6497	0.61858	0.5594	0.5259	0.41623	0.26712	0.26174	0.26805	0.21501	0.51316	0.27552	0.19517	0.24731	0.2977	0.22133	0.30245	0.25537	0.76436	0.52444	5.9257e-05	0.063532	0.46762	0.49165	0.20818	0.17228	0.87258	0.62687	0.038087	-0.058818	0.36686	0.50594	0.42124	0.44929	0.18207	0.10993	0.24222	0.074731	0.19707	0.28834	
 SFG_pole_R 	0.44528	0.22552	0.97836	1.201	1.039	Inf	0.52947	0.56486	0.42931	0.4869	0.064431	0.30857	0.21569	0.33071	0.088834	0.16459	0.71133	0.47885	0.33038	0.30316	0.54906	0.58159	-0.19732	-0.1062	-0.14158	-0.15484	0.021007	0.14091	-0.10716	-0.19418	0.79627	0.7583	0.46464	0.48353	0.043148	-0.020099	0.040246	0.095518	0.64387	0.56569	0.4947	0.50745	0.46488	0.4888	0.026822	-0.0041901	0.15523	0.0077771	0.3293	0.047544	0.023851	-0.028682	0.12401	-0.024061	0.1662	0.052991	0.76534	0.76786	0.050182	0.062147	0.36389	0.33559	0.17897	0.24993	0.84179	0.85263	-0.039715	-0.15175	0.42776	0.36242	0.45858	0.46592	0.2027	0.20101	0.19492	0.14802	0.3053	0.3442	
 MFG_L 	0.93771	0.58151	0.79012	0.72031	0.77609	0.52947	Inf	1.0585	1.0433	0.76973	0.7109	0.71327	0.41788	0.25096	0.57041	0.55781	0.45266	0.61323	0.17021	0.43255	0.27699	0.29404	-0.13941	0.00084189	0.019105	0.12066	0.63817	0.43964	0.22977	0.01959	1.0746	0.88855	0.89441	0.61432	0.1295	0.06184	0.21784	0.2158	0.56746	0.57463	0.13542	0.54228	0.6471	0.75064	0.095022	0.095087	0.14693	-0.039534	0.48902	0.077678	-0.067704	0.029851	0.24614	0.14027	0.1815	0.15501	0.53992	0.37537	0.0034619	-0.006221	0.4043	0.2263	0.23157	0.21381	0.52075	0.48138	0.032266	0.10978	0.75069	0.83142	0.78063	0.74486	0.37087	0.33734	0.47693	0.34745	0.31442	0.46909	
 MFG_R 	0.64793	0.67286	0.49167	0.82398	0.49221	0.56486	1.0585	Inf	1.0254	1.3417	0.50856	0.98074	0.28191	0.34205	0.4155	0.59315	0.41839	0.75035	0.034288	0.33919	0.052699	0.13639	-0.25717	-0.13534	-0.13318	0.0523	0.56311	0.46365	0.2366	0.12418	0.81125	1.4663	0.78208	0.9453	0.08817	-0.0036171	0.089454	0.24169	0.33256	0.5531	0.049456	0.43101	0.43373	0.64518	-0.13275	-0.057227	-0.022585	-0.1679	0.28003	-0.037171	-0.21993	-0.1324	0.086842	-0.0060501	0.022966	-0.0016685	0.36289	0.34014	-0.031006	-0.040818	0.30394	0.087204	0.11394	0.18154	0.36988	0.56783	-0.044586	0.088716	0.68384	0.57046	0.7249	0.57684	0.2431	0.26847	0.40558	0.3888	0.19952	0.48399	
 MFG_DPFC_L 	0.77017	0.69091	0.56988	0.65547	0.43627	0.42931	1.0433	1.0254	Inf	1.1296	0.5673	0.74997	0.39377	0.32365	0.53906	0.56724	0.62982	0.72841	0.32341	0.58352	0.31717	0.35248	-0.20778	-0.067801	-0.040913	0.1699	0.66802	0.44138	0.53201	0.34127	0.86117	0.92186	0.69387	0.61592	0.079371	0.069054	0.14254	0.29675	0.33791	0.44744	-0.07529	0.40957	0.62724	0.81854	0.0081523	0.010605	-0.052749	-0.21963	0.2527	-0.08037	-0.20047	-0.089655	-0.0010322	-0.099252	0.0045223	-0.032352	0.46687	0.3689	0.12689	0.08019	0.44455	0.22641	0.33868	0.36731	0.30646	0.3635	0.19651	0.22582	0.77696	0.65707	0.90863	0.74615	0.33635	0.34502	0.47037	0.46183	0.32199	0.52536	
 MFG_DPFC_R 	0.57628	0.77483	0.37138	0.67936	0.27816	0.4869	0.76973	1.3417	1.1296	Inf	0.40858	0.81349	0.22789	0.32116	0.35251	0.47676	0.54585	0.86294	0.10298	0.35615	0.033603	0.14303	-0.27931	-0.22098	-0.16181	0.080412	0.55518	0.51083	0.39292	0.38326	0.60709	1.1005	0.45755	0.73628	0.065717	-0.024115	0.034848	0.21591	0.19692	0.35822	-0.072142	0.30387	0.39591	0.69093	-0.20451	-0.099625	-0.030408	-0.19766	0.11672	-0.10622	-0.18801	-0.11225	-0.04487	-0.13167	-0.056441	-0.078328	0.34835	0.3896	0.026268	-0.050388	0.28108	0.023159	0.23422	0.32197	0.097377	0.31883	0.051319	0.21672	0.6956	0.4793	0.79513	0.62162	0.32505	0.3862	0.43393	0.48459	0.22527	0.43049	
