	 SFG_L 	 SFG_R 	 SFG_PFC_L 	 SFG_PFC_R 	 SFG_pole_L 	 SFG_pole_R 	 MFG_L 	 MFG_R 	 MFG_DPFC_L 	 MFG_DPFC_R 	 IFG_opercularis_L 	 IFG_opercularis_R 	 IFG_orbitalis_L 	 IFG_orbitalis_R 	 IFG_triangularis_L 	 IFG_triangularis_R 	 LFOG_L 	 LFOG_R 	 MFOG_L 	 MFOG_R 	 RG_L 	 RG_R 	 PoCG_L 	 PoCG_R 	 PrCG_L 	 PrCG_R 	 SPG_L 	 SPG_R 	 SMG_L 	 SMG_R 	 AG_L 	 AG_R 	 PrCu_L 	 PrCu_R 	 STG_L 	 STG_R 	 STG_L_pole 	 STG_R_pole 	 MTG_L 	 MTG_R 	 MTG_L_pole 	 MTG_R_pole 	 ITG_L 	 ITG_R 	 FuG_L 	 FuG_R 	 SOG_L 	 SOG_R 	 MOG_L 	 MOG_R 	 IOG_L 	 IOG_R 	 Cu_L 	 Cu_R 	 LG_L 	 LG_R 	 rostral_ACC_L 	 rostral_ACC_R 	 subcallosal_ACC_L 	 subcallosal_ACC_R 	 subgenual_ACC_L 	 subgenual_ACC_R 	 dorsal_ACC_L 	 dorsal_ACC_R 	 PCC_L 	 PCC_R 	 Insula_L 	 Insula_R 	 CerebellumGM_L 	 CerebellumGM_R 	 Caud_L 	 Caud_R 	 Put_L 	 Put_R 	 GP_L 	 GP_R 	 Thalamus_L 	 Thalamus_R 	
 SFG_L 	1	0.86916	0.18288	0.17701	-0.17976	-0.072816	0.31498	0.16881	-0.037384	0.074028	0.54503	0.36321	0.22413	0.28612	0.3226	0.44769	0.052692	-0.043528	-0.19543	-0.10265	-0.18109	-0.10588	0.20062	0.099007	0.55556	0.53882	0.54401	0.48013	0.42977	0.41084	0.0037956	0.038005	-0.071437	0.0046843	0.40998	0.28155	-0.0089867	0.07198	0.27165	0.36704	0.20391	0.070291	0.30927	0.36106	0.25145	0.1977	0.1864	0.10187	0.30772	0.25385	0.56227	0.51154	-0.055048	-0.088736	-0.13952	-0.14154	0.080004	0.20043	0.11153	0.19707	-0.14777	0.10413	0.56884	0.49211	-0.16132	-0.07437	0.28375	0.27341	0.36602	0.3164	-0.088248	-0.11014	0.17546	0.31249	0.22178	0.23187	0.054077	-0.023614	
 SFG_R 	0.86916	1	0.22599	0.23998	-0.1416	-0.0056296	0.24405	0.25501	-0.045315	0.11283	0.45317	0.3875	0.18711	0.4021	0.28543	0.50041	-0.034663	0.0071981	-0.010838	0.099042	-0.079665	0.053161	0.18288	0.15226	0.47505	0.51563	0.44877	0.4704	0.40663	0.48313	-0.12495	-0.036201	-0.0098541	0.14107	0.37272	0.26198	-0.11269	-0.035972	0.23752	0.38243	0.25782	0.067095	0.24426	0.32053	0.23005	0.22987	0.23736	0.19288	0.30827	0.267	0.5346	0.58478	-0.0079581	0.020607	-0.052368	-0.015022	0.20442	0.35101	0.13151	0.22633	-0.11379	0.289	0.55063	0.57121	-0.14324	0.095681	0.26239	0.25312	0.36533	0.29675	-0.014422	-0.010129	0.22639	0.32493	0.14575	0.13927	0.031928	-0.0083368	
 SFG_PFC_L 	0.18288	0.22599	1	0.91466	0.54546	0.73964	0.76567	0.65034	0.26306	0.31642	0.2669	0.44432	0.70269	0.74981	0.6952	0.65794	0.46409	0.40552	0.4868	0.36186	0.13754	0.50772	-0.1452	-0.10811	-0.14151	0.050107	-0.1609	-0.16434	0.030699	0.11702	0.60908	0.5223	-0.060542	-0.075112	0.49842	0.38501	0.025313	0.18494	0.81311	0.81302	0.50071	0.452	0.47659	0.61993	0.24208	0.17782	-0.24977	-0.087551	0.14705	0.27488	0.19792	0.27861	-0.15839	-0.16604	-0.1365	-0.1229	0.55727	0.50968	0.11517	-0.018311	0.088424	0.16642	-0.18078	-0.1505	0.56254	0.58419	-0.018159	0.040129	0.32123	0.30879	0.17558	0.21556	0.024477	-0.025943	0.20872	0.042776	-0.013975	0.032261	
 SFG_PFC_R 	0.17701	0.23998	0.91466	1	0.48203	0.74971	0.74633	0.77946	0.26461	0.40495	0.2962	0.50412	0.64565	0.78332	0.67061	0.65212	0.42444	0.4736	0.44738	0.40497	0.17422	0.51782	-0.18506	-0.1895	-0.17843	-0.098043	-0.06721	-0.15117	0.11658	0.15173	0.57217	0.54097	-0.13405	-0.15391	0.34858	0.23794	0.070602	0.11741	0.79844	0.85285	0.50707	0.50967	0.57159	0.61547	0.18749	0.09061	-0.26171	-0.12496	0.13435	0.23529	0.19934	0.23691	-0.23141	-0.2481	-0.2405	-0.23962	0.45852	0.53233	0.13198	0.032239	0.10077	0.16785	-0.20276	-0.18736	0.42452	0.46912	-0.052456	-0.040042	0.30008	0.28534	0.13886	0.22001	-0.029075	-0.091853	0.13141	-0.06	-0.097016	-0.044994	
 SFG_pole_L 	-0.17976	-0.1416	0.54546	0.48203	1	0.77363	0.44258	0.2089	0.49488	0.38319	-0.098256	0.18	0.25719	0.28024	0.15219	0.13418	0.50678	0.51287	0.46058	0.43035	0.53007	0.58878	-0.041223	0.090841	-0.27096	-0.069682	-0.2455	-0.16879	-0.061936	0.019425	0.62932	0.40745	0.27065	0.18715	0.17995	0.15521	-0.024222	-0.0068002	0.28101	0.25851	0.042921	0.077964	0.14587	0.42625	-0.041123	-0.036432	-0.1035	-0.037386	-0.12778	-0.065121	-0.19846	-0.13657	0.047543	-0.019694	0.032659	-0.019001	0.62518	0.56654	0.16828	0.081595	0.1188	0.17124	-0.11129	-0.1668	0.70657	0.47053	-0.083969	-0.076697	0.070155	0.11039	0.17569	0.15582	-0.1574	-0.14641	0.083587	0.010491	0.19282	0.20273	
 SFG_pole_R 	-0.072816	-0.0056296	0.73964	0.74971	0.77363	1	0.50246	0.4733	0.34336	0.49368	-0.039756	0.263	0.36737	0.44274	0.33797	0.34676	0.4833	0.47537	0.43379	0.41855	0.45336	0.63907	-0.020823	-0.011735	-0.22054	-0.10049	-0.28859	-0.24402	0.0032165	0.16394	0.51739	0.40883	0.16886	0.090328	0.32113	0.2938	-0.066307	0.010287	0.50723	0.51266	0.17946	0.26316	0.23424	0.48052	-0.094054	-0.143	-0.18249	-0.1113	-0.12443	-0.08923	-0.044783	0.084792	-0.059409	-0.12821	-0.09387	-0.1254	0.59479	0.63584	0.23134	0.091778	0.081396	0.15835	-0.21958	-0.19109	0.68444	0.59447	-0.00070028	-0.0094376	0.19355	0.18789	0.12676	0.18826	-0.018913	-0.065646	0.18481	0.01225	0.15752	0.18329	
 MFG_L 	0.31498	0.24405	0.76567	0.74633	0.44258	0.50246	1	0.72334	0.40555	0.38361	0.56753	0.70517	0.6644	0.58544	0.77238	0.54213	0.37577	0.44068	0.32714	0.22901	-0.015837	0.28362	-0.22102	-0.17592	-0.1576	-0.0027619	0.021507	-0.04657	0.15516	0.20015	0.74113	0.71205	-0.16127	-0.15288	0.39335	0.26397	0.15591	0.18541	0.78845	0.76425	0.39059	0.39298	0.65831	0.64146	0.35704	0.21236	-0.32056	-0.17226	0.19433	0.32425	0.24343	0.17107	-0.1975	-0.24734	-0.22055	-0.24451	0.29341	0.37873	-0.049632	-0.073326	0.070682	0.20455	-0.14362	-0.18667	0.37071	0.3248	-0.093902	-0.046561	0.28234	0.24445	0.27386	0.2477	-0.16974	-0.14811	0.19895	-0.068162	-0.049533	-0.04626	
 MFG_R 	0.16881	0.25501	0.65034	0.77946	0.2089	0.4733	0.72334	1	0.31675	0.58599	0.4129	0.72105	0.48351	0.55926	0.65373	0.55847	0.27723	0.46424	0.36032	0.2793	-0.096505	0.22055	-0.19934	-0.25905	-0.21786	-0.20695	0.051223	-0.073837	0.16703	0.24538	0.43922	0.63287	-0.11832	-0.029076	0.16774	0.054893	0.055657	-0.043925	0.69716	0.71021	0.37748	0.44074	0.60913	0.47608	0.28032	0.17166	-0.18122	-0.0086811	0.28251	0.36038	0.21558	0.1825	-0.080202	-0.10392	-0.12066	-0.10265	0.10542	0.31298	-0.11123	-0.029669	0.060901	0.28608	-0.26815	-0.22082	0.23349	0.36684	-0.1477	-0.038041	0.38919	0.32339	0.31828	0.34637	-0.080693	-0.10766	0.097442	-0.13985	-0.23443	-0.1489	
 MFG_DPFC_L 	-0.037384	-0.045315	0.26306	0.26461	0.49488	0.34336	0.40555	0.31675	1	0.71655	0.20933	0.28538	0.12768	0.08234	0.18636	0.020242	0.32009	0.31837	0.11695	0.038022	0.05287	0.12024	-0.058586	-0.015732	-0.28671	-0.11912	-0.053809	-0.05953	0.094198	0.040341	0.53645	0.48772	0.60798	0.52192	0.10872	0.091144	0.0021885	-0.084199	0.21119	0.13575	0.13472	0.17417	0.12975	0.10511	0.17665	0.10572	0.1181	0.26031	0.19621	0.18705	-0.12987	-0.12222	0.29463	0.23571	0.2729	0.23674	0.28035	0.3004	-0.14211	-0.099218	-0.0083648	0.037826	-0.11285	-0.16284	0.46648	0.36285	-0.058921	0.012117	0.14094	0.22499	0.20172	0.23609	-0.039373	0.067741	0.083637	-0.062307	0.019483	0.032879	
 MFG_DPFC_R 	0.074028	0.11283	0.31642	0.40495	0.38319	0.49368	0.38361	0.58599	0.71655	1	0.20544	0.52832	0.11097	0.15308	0.24486	0.16591	0.30865	0.44114	0.17917	0.12224	0.061207	0.1637	-0.023931	-0.16461	-0.21508	-0.22584	0.078084	0.023486	0.25985	0.29993	0.40492	0.56045	0.43221	0.46718	0.016058	-0.02298	-0.21362	-0.35843	0.31464	0.24467	-0.0123	0.10601	0.19376	0.13329	-0.048755	-0.099149	0.08739	0.18532	0.12644	0.074979	-0.029501	0.016079	0.18749	0.099257	0.072336	0.066333	0.17249	0.38854	-0.14563	-0.046281	-0.069972	0.082717	-0.11636	-0.077792	0.39241	0.36634	-0.13819	0.026237	0.21809	0.21621	0.16571	0.32931	-0.0062526	0.10196	0.077457	-0.039953	-0.074872	-0.060763	
