	 SFG_L 	 SFG_R 	 SFG_PFC_L 	 SFG_PFC_R 	 SFG_pole_L 	 SFG_pole_R 	 MFG_L 	 MFG_R 	 MFG_DPFC_L 	 MFG_DPFC_R 	 IFG_opercularis_L 	 IFG_opercularis_R 	 IFG_orbitalis_L 	 IFG_orbitalis_R 	 IFG_triangularis_L 	 IFG_triangularis_R 	 LFOG_L 	 LFOG_R 	 MFOG_L 	 MFOG_R 	 RG_L 	 RG_R 	 PoCG_L 	 PoCG_R 	 PrCG_L 	 PrCG_R 	 SPG_L 	 SPG_R 	 SMG_L 	 SMG_R 	 AG_L 	 AG_R 	 PrCu_L 	 PrCu_R 	 STG_L 	 STG_R 	 STG_L_pole 	 STG_R_pole 	 MTG_L 	 MTG_R 	 MTG_L_pole 	 MTG_R_pole 	 ITG_L 	 ITG_R 	 FuG_L 	 FuG_R 	 SOG_L 	 SOG_R 	 MOG_L 	 MOG_R 	 IOG_L 	 IOG_R 	 Cu_L 	 Cu_R 	 LG_L 	 LG_R 	 rostral_ACC_L 	 rostral_ACC_R 	 subcallosal_ACC_L 	 subcallosal_ACC_R 	 subgenual_ACC_L 	 subgenual_ACC_R 	 dorsal_ACC_L 	 dorsal_ACC_R 	 PCC_L 	 PCC_R 	 Insula_L 	 Insula_R 	 CerebellumGM_L 	 CerebellumGM_R 	 Caud_L 	 Caud_R 	 Put_L 	 Put_R 	 GP_L 	 GP_R 	 Thalamus_L 	 Thalamus_R 	
 SFG_L 	1	0.74249	0.59802	0.56979	0.56021	0.48272	0.69639	0.38614	0.68098	0.41795	0.15303	0.17453	0.40451	0.37153	0.27767	0.28632	0.51864	0.56734	0.44088	0.28892	0.47409	0.42351	0.42715	0.21732	0.56234	0.38278	0.34624	0.28349	0.11467	0.097932	0.53773	0.21613	0.49255	0.30593	0.36953	0.30415	0.39634	0.47179	0.60775	0.54617	0.35111	0.28672	0.46051	0.42085	0.51254	0.584	0.51093	0.57946	0.66286	0.61918	0.57992	0.68269	0.5267	0.37893	0.51419	0.57007	0.51738	0.50189	0.086525	0.082514	0.22335	0.17529	0.56817	0.50833	0.47661	0.43144	0.24469	0.19187	0.55162	0.67891	0.40819	0.52205	0.40654	0.39427	0.22777	0.16855	0.49965	0.58869	
 SFG_R 	0.74249	1	0.21012	0.36653	0.25161	0.2391	0.34818	0.42995	0.64368	0.61998	0.2764	0.38202	0.32923	0.48958	0.24821	0.39672	0.4621	0.497	0.20987	0.31531	0.32949	0.3317	0.55657	0.423	0.69055	0.68156	0.38222	0.41604	0.22174	0.33097	0.29917	0.44176	0.44327	0.37248	0.50118	0.45484	0.3922	0.57502	0.305	0.36699	0.19933	0.097717	0.39292	0.4445	0.30855	0.51513	0.46452	0.52985	0.42185	0.44752	0.53789	0.58356	0.402	0.23838	0.38004	0.49496	0.43335	0.54299	0.079162	0.04301	0.1969	0.0016833	0.66964	0.68767	0.19443	0.27391	0.36686	0.4534	0.63352	0.53264	0.43434	0.39781	0.32801	0.32993	0.27716	0.26054	0.48409	0.58695	
 SFG_PFC_L 	0.59802	0.21012	1	0.87517	0.84879	0.86733	0.72064	0.32159	0.26435	0.012294	-0.2587	-0.053615	0.26389	0.0007676	-0.022862	-0.12601	0.2099	0.3133	0.65941	0.076551	0.74036	0.70879	0.098204	-0.052558	-0.001575	-0.20576	-0.12132	-0.18091	-0.32934	-0.30687	0.62376	0.0083037	0.32984	0.18492	0.080693	0.015913	0.33962	0.24345	0.69271	0.63206	0.49579	0.3995	0.19023	0.11131	0.34217	0.33684	0.32693	0.42734	0.53971	0.41748	0.35683	0.45184	0.51578	0.44549	0.60681	0.43954	0.67496	0.53088	-0.03952	0.15071	0.30522	0.4138	0.18939	0.10559	0.8521	0.67473	-0.097743	-0.31716	0.28941	0.52333	0.4123	0.42854	0.23116	0.20447	0.0059201	-0.031108	0.38534	0.42009	
 SFG_PFC_R 	0.56979	0.36653	0.87517	1	0.73505	0.88126	0.67622	0.59398	0.32671	0.26662	-0.26043	0.1004	0.22126	0.11934	-0.077106	-0.086082	0.19168	0.40706	0.58401	0.12709	0.74553	0.75014	0.092127	-0.10069	0.0046093	-0.13123	-0.16646	-0.17811	-0.37166	-0.31601	0.64794	0.28492	0.36399	0.29931	0.098364	0.033086	0.38321	0.31451	0.54665	0.61081	0.4603	0.36661	0.16749	0.13644	0.21178	0.29031	0.36728	0.41755	0.46671	0.3132	0.3475	0.42871	0.53655	0.44596	0.58291	0.42807	0.70149	0.631	-0.0085588	0.12439	0.35393	0.38997	0.1812	0.13133	0.79907	0.69102	-0.11257	-0.26575	0.3507	0.46518	0.471	0.39219	0.19308	0.18566	-0.055595	-0.028289	0.40426	0.42321	
 SFG_pole_L 	0.56021	0.25161	0.84879	0.73505	1	0.83535	0.69627	0.33588	0.25777	0.052576	-0.1469	-0.13605	0.18112	-0.014339	0.059338	-0.068757	0.26059	0.31371	0.67287	0.094418	0.76787	0.70279	0.11455	0.023715	0.073424	-0.073437	-0.16292	-0.1687	-0.30916	-0.25821	0.63103	0.075557	0.38893	0.24967	0.12518	0.099857	0.25734	0.22497	0.56258	0.53668	0.28353	0.19971	0.10326	0.04561	0.33269	0.31578	0.34408	0.47959	0.59841	0.38086	0.38207	0.41786	0.49266	0.42564	0.57111	0.45679	0.60719	0.51446	-0.15133	0.1303	0.29769	0.38529	0.18588	0.12113	0.8256	0.72414	-0.051734	-0.1717	0.328	0.50307	0.37103	0.38123	0.22567	0.19516	0.11241	0.019285	0.35487	0.481	
 SFG_pole_R 	0.48272	0.2391	0.86733	0.88126	0.83535	1	0.67747	0.51509	0.10052	0.072768	-0.2856	0.0068469	0.12772	-0.018437	-0.042083	-0.056329	0.065037	0.25259	0.62861	0.077094	0.74321	0.72249	0.03806	-0.059137	-0.036013	-0.14492	-0.24335	-0.23322	-0.41778	-0.34106	0.64505	0.21759	0.29871	0.24776	0.0045196	-0.011422	0.2418	0.21816	0.60193	0.66469	0.40344	0.34254	0.1223	0.08983	0.19887	0.23604	0.26356	0.35551	0.46421	0.25889	0.29691	0.39331	0.43759	0.39256	0.53597	0.33923	0.53853	0.46257	-0.10287	0.107	0.35591	0.44516	0.030459	0.008771	0.84725	0.76259	-0.25033	-0.32157	0.33193	0.44008	0.40007	0.35094	0.15382	0.14182	-0.0051551	0.023084	0.33321	0.38309	
 MFG_L 	0.69639	0.34818	0.72064	0.67622	0.69627	0.67747	1	0.63859	0.4063	0.34534	0.12456	0.085789	0.337	0.14287	0.3421	0.13037	0.24828	0.47815	0.43875	0.22212	0.51268	0.43145	0.15682	-0.055122	0.18751	0.06977	0.066948	0.012337	-0.11868	-0.14633	0.80587	0.41614	0.46078	0.30389	0.078113	0.023743	0.27228	0.21689	0.70259	0.55095	0.44168	0.35949	0.39774	0.34296	0.41566	0.42384	0.33869	0.35958	0.63645	0.36356	0.35551	0.39145	0.40109	0.37275	0.43993	0.36497	0.37372	0.29022	-0.015004	0.061239	0.23269	0.30738	0.097829	0.04823	0.65591	0.55929	-0.0089241	-0.18136	0.46176	0.61507	0.32192	0.40268	0.25633	0.20599	0.043523	-0.04625	0.37627	0.3967	
 MFG_R 	0.38614	0.42995	0.32159	0.59398	0.33588	0.51509	0.63859	1	0.31451	0.69532	0.094643	0.26993	0.13172	0.24986	0.12187	0.19155	0.01497	0.48081	0.20476	0.3026	0.36495	0.3273	0.049856	-0.17465	0.090849	0.18396	-0.0058668	0.038826	-0.15935	-0.064364	0.64574	0.84994	0.36002	0.43605	0.067862	0.027319	0.19542	0.19594	0.32551	0.35084	0.26902	0.17437	0.26572	0.36295	0.067307	0.19951	0.30611	0.19665	0.2966	0.052915	0.20331	0.20784	0.23223	0.17843	0.16079	0.12925	0.24486	0.32041	0.017612	-0.013805	0.1821	0.11749	-0.0039921	0.059062	0.37777	0.45105	-0.03949	-0.025431	0.49502	0.37074	0.36412	0.23979	0.10311	0.13061	0.080115	0.13816	0.29892	0.3205	
 MFG_DPFC_L 	0.68098	0.64368	0.26435	0.32671	0.25777	0.10052	0.4063	0.31451	1	0.68753	0.28711	0.32817	0.37673	0.46096	0.22166	0.22166	0.5911	0.57942	0.2351	0.37455	0.23361	0.21143	0.45026	0.26128	0.61946	0.51601	0.51939	0.44192	0.38083	0.41802	0.34175	0.26114	0.47502	0.3428	0.54465	0.47727	0.43808	0.50873	0.27964	0.20754	0.21248	0.13312	0.44574	0.41794	0.42743	0.51254	0.63034	0.61008	0.45078	0.54866	0.58899	0.57451	0.52443	0.2688	0.33681	0.50992	0.53755	0.61019	0.058725	-0.018609	0.098775	-0.18805	0.74219	0.68132	0.14059	0.092064	0.52056	0.48468	0.58691	0.64101	0.42882	0.54497	0.54083	0.49583	0.34242	0.19654	0.48926	0.4797	
 MFG_DPFC_R 	0.41795	0.61998	0.012294	0.26662	0.052576	0.072768	0.34534	0.69532	0.68753	1	0.35384	0.49537	0.23532	0.53016	0.24802	0.41393	0.27049	0.63125	0.0075641	0.45863	0.093412	0.057329	0.33169	0.082659	0.44042	0.54203	0.39715	0.41873	0.26977	0.37206	0.36285	0.72545	0.32346	0.35939	0.34133	0.26661	0.18527	0.29586	0.090692	0.086411	0.070979	-0.01282	0.39492	0.48287	0.11468	0.3242	0.40585	0.3039	0.21878	0.25302	0.32768	0.35165	0.1604	-0.013656	-0.00647	0.16939	0.24816	0.39236	-0.05454	-0.13087	0.10341	-0.23825	0.38721	0.45117	-0.047418	0.043639	0.29766	0.4096	0.63443	0.47376	0.37713	0.30134	0.27279	0.27671	0.25342	0.31526	0.34073	0.35871	
