Gray Images
Image	Object	Pixels	Min	Max	Mean	Std	

Color Images
Image	Object	Pixels	RMin	RMax	RMean	RStd	GMin	GMax	GMean	GStd	BMin	BMax	BMean	BStd	



Type1-L1 Statistics

kirby916b_3_1_ax_MNI.img	Telencephalon_L	652261	5.7007	153.4171	92.3734	29.3368	
kirby916b_3_1_ax_MNI.img	Telencephalon_R	666698	7.8854	149.8605	92.5097	29.2697	
kirby916b_3_1_ax_MNI.img	Diencephalon_L	11361	29.3792	158.1223	111.5607	13.5571	
kirby916b_3_1_ax_MNI.img	Diencephalon_R	11292	50.9064	150.2461	110.7348	13.2657	
kirby916b_3_1_ax_MNI.img	Mesencephalon	13355	66.2213	155.5952	127.7344	11.4723	
kirby916b_3_1_ax_MNI.img	Metencephalon	207308	8.4150	155.2944	90.3285	26.3288	
kirby916b_3_1_ax_MNI.img	Myelencephalon	5091	38.9817	148.4471	121.6508	16.2593	
kirby916b_3_1_ax_MNI.img	CSF	91969	1.3366	118.0259	34.7045	15.7821	



Type1-L2 Statistics

kirby916b_3_1_ax_MNI.img	CerebralCortex_L	347068	5.7007	130.5940	68.4027	15.2467	
kirby916b_3_1_ax_MNI.img	CerebralCortex_R	351966	7.8854	132.1390	68.3861	15.0327	
kirby916b_3_1_ax_MNI.img	CerebralNucli_L	16426	45.4419	145.1224	101.2319	15.1757	
kirby916b_3_1_ax_MNI.img	CerebralNucli_R	17184	49.7455	142.4037	100.6878	15.1302	
kirby916b_3_1_ax_MNI.img	Thalamus_L	7596	47.6825	138.6697	112.2440	11.1788	
kirby916b_3_1_ax_MNI.img	Thalamus_R	7792	55.2624	139.8365	111.4609	11.5807	
kirby916b_3_1_ax_MNI.img	BasalForebrain_L	3765	29.3792	158.1223	110.1821	17.3103	
kirby916b_3_1_ax_MNI.img	BasalForebrain_R	3500	50.9064	150.2461	109.1185	16.2909	
kirby916b_3_1_ax_MNI.img	Mesencephalon_L	6694	73.1770	155.5952	128.7200	10.9093	
kirby916b_3_1_ax_MNI.img	Mesencephalon_R	6661	66.2213	153.0627	126.7440	11.9298	
kirby916b_3_1_ax_MNI.img	Metencephalon_R	103936	8.4150	155.2944	90.3725	26.5283	
kirby916b_3_1_ax_MNI.img	Metencephalon_L	103372	14.6611	152.1416	90.2842	26.1267	
kirby916b_3_1_ax_MNI.img	Myelencephalon_L	2399	46.1549	147.0306	121.6653	17.4073	
kirby916b_3_1_ax_MNI.img	Myelencephalon_R	2692	38.9817	148.4471	121.6378	15.1632	
kirby916b_3_1_ax_MNI.img	WhiteMatter_L	288767	31.5346	153.4171	120.6798	12.4575	
kirby916b_3_1_ax_MNI.img	WhiteMatter_R	297548	35.5700	149.8605	120.5729	12.6201	
kirby916b_3_1_ax_MNI.img	Ventricle	19268	1.6919	118.0259	42.7589	22.7549	
kirby916b_3_1_ax_MNI.img	Sulcus_L	37880	1.4098	80.9487	32.5181	12.7320	
kirby916b_3_1_ax_MNI.img	Sulcus_R	34821	1.3366	81.6837	32.6262	12.2302	



Type1-L3 Statistics

kirby916b_3_1_ax_MNI.img	Frontal_L	110776	7.6751	122.9037	65.4327	15.1647	
kirby916b_3_1_ax_MNI.img	Frontal_R	110154	7.8854	122.3923	66.0184	14.6082	
kirby916b_3_1_ax_MNI.img	Parietal_L	57444	6.0967	121.9104	66.0626	15.8386	
kirby916b_3_1_ax_MNI.img	Parietal_R	58375	11.0807	120.8597	65.5395	15.7851	
kirby916b_3_1_ax_MNI.img	Temporal_L	86482	5.7007	124.6634	68.6517	13.6087	
kirby916b_3_1_ax_MNI.img	Temporal_R	80328	10.0257	122.3336	69.3341	13.3883	
kirby916b_3_1_ax_MNI.img	Limbic_L	38374	18.9993	130.5940	75.9756	14.5256	
kirby916b_3_1_ax_MNI.img	Limbic_R	44563	9.3601	132.1390	75.1202	14.8380	
kirby916b_3_1_ax_MNI.img	Occipital_L	46732	5.9496	130.5516	71.9096	16.0620	
kirby916b_3_1_ax_MNI.img	Occipital_R	50493	10.2202	124.7236	69.4713	16.0074	
kirby916b_3_1_ax_MNI.img	Insula_L	9534	12.7559	117.6773	72.0202	12.6510	
kirby916b_3_1_ax_MNI.img	Insula_R	10824	14.3708	120.2575	73.2773	14.2084	
kirby916b_3_1_ax_MNI.img	BasalGang_L	14152	45.4419	145.1224	103.1792	15.2072	
kirby916b_3_1_ax_MNI.img	BasalGang_R	14413	49.7455	142.4037	102.9434	15.1377	
kirby916b_3_1_ax_MNI.img	Thalamus_L	7596	47.6825	138.6697	112.2440	11.1788	
