	 SFG_L 	 SFG_R 	 SFG_PFC_L 	 SFG_PFC_R 	 SFG_pole_L 	 SFG_pole_R 	 MFG_L 	 MFG_R 	 MFG_DPFC_L 	 MFG_DPFC_R 	 IFG_opercularis_L 	 IFG_opercularis_R 	 IFG_orbitalis_L 	 IFG_orbitalis_R 	 IFG_triangularis_L 	 IFG_triangularis_R 	 LFOG_L 	 LFOG_R 	 MFOG_L 	 MFOG_R 	 RG_L 	 RG_R 	 PoCG_L 	 PoCG_R 	 PrCG_L 	 PrCG_R 	 SPG_L 	 SPG_R 	 SMG_L 	 SMG_R 	 AG_L 	 AG_R 	 PrCu_L 	 PrCu_R 	 STG_L 	 STG_R 	 STG_L_pole 	 STG_R_pole 	 MTG_L 	 MTG_R 	 MTG_L_pole 	 MTG_R_pole 	 ITG_L 	 ITG_R 	 FuG_L 	 FuG_R 	 SOG_L 	 SOG_R 	 MOG_L 	 MOG_R 	 IOG_L 	 IOG_R 	 Cu_L 	 Cu_R 	 LG_L 	 LG_R 	 rostral_ACC_L 	 rostral_ACC_R 	 subcallosal_ACC_L 	 subcallosal_ACC_R 	 subgenual_ACC_L 	 subgenual_ACC_R 	 dorsal_ACC_L 	 dorsal_ACC_R 	 PCC_L 	 PCC_R 	 Insula_L 	 Insula_R 	 CerebellumGM_L 	 CerebellumGM_R 	 Caud_L 	 Caud_R 	 Put_L 	 Put_R 	 GP_L 	 GP_R 	 Thalamus_L 	 Thalamus_R 	
 SFG_L 	Inf	0.95229	0.98176	0.63046	0.60917	0.48966	0.72108	0.21105	0.78179	0.081958	0.46897	0.18453	0.62334	0.4585	0.69327	0.84712	0.50033	0.079436	0.32931	0.038902	0.2737	0.12597	0.36296	0.35893	0.55456	0.46687	0.48004	0.33715	0.26897	0.009015	0.61951	0.1902	0.30061	0.12782	0.31336	0.33122	0.44124	0.32373	0.66127	0.51342	0.61943	0.4911	0.74733	0.34627	0.36531	0.29362	0.12095	0.31099	0.49148	0.31356	0.25464	0.17163	0.30881	0.33178	0.43973	0.30287	0.33445	0.022494	0.060899	0.32491	0.17001	0.20938	0.52646	0.21519	0.20134	0.083456	0.13178	-0.057963	0.48561	0.82827	0.24108	0.27886	0.40675	0.29821	0.1663	0.20751	0.23542	-0.076056	
 SFG_R 	0.95229	Inf	0.55283	0.74774	0.45449	0.58039	0.55056	0.60228	0.80703	0.46865	0.37912	0.31007	0.46387	0.46598	0.34573	0.60671	0.23095	0.20086	0.26273	0.14612	0.2381	0.11957	0.4654	0.46025	0.54496	0.56429	0.45479	0.50882	0.26823	0.16811	0.36879	0.47316	0.33891	0.39249	0.40395	0.43276	0.29444	0.21024	0.52159	0.62993	0.3693	0.39558	0.58287	0.44948	0.38843	0.37741	0.21777	0.40337	0.5725	0.3846	0.37924	0.27762	0.37851	0.3859	0.39704	0.40912	0.1895	0.15617	0.05816	0.29137	0.069397	0.12665	0.51449	0.42756	0.014742	0.17216	0.18165	0.14881	0.75122	0.74051	0.25907	0.15656	0.37818	0.35048	0.34733	0.30361	0.20627	-0.064158	
 SFG_PFC_L 	0.98176	0.55283	Inf	0.81109	1.0769	0.71591	0.49242	-0.010355	0.55527	-0.11155	0.26542	0.02351	0.6909	0.43972	0.62364	0.73973	0.43041	0.21382	0.54979	0.20911	0.53284	0.4543	0.091148	0.13047	0.21937	0.052192	0.29554	0.04786	-0.0191	-0.28121	0.84994	0.20014	0.16156	-0.088246	0.033278	0.051657	0.14148	0.24689	0.47381	0.33674	0.82416	0.57238	0.48561	0.091118	0.023024	-0.042081	-0.0020136	0.15791	0.21945	0.11422	0.006673	-0.05327	0.18931	0.1769	0.28396	0.17569	0.65727	0.1687	-0.0086478	0.054067	0.2767	0.078438	0.29581	0.033831	0.33459	0.077495	0.055817	-0.21632	0.32007	0.62921	0.29669	0.352	0.25158	0.16305	0.14207	0.15537	0.1408	-0.24036	
 SFG_PFC_R 	0.63046	0.74774	0.81109	Inf	0.67179	0.77846	0.3139	0.30663	0.56413	0.30323	-0.020678	0.083787	0.23265	0.44811	0.20964	0.50115	0.28774	0.24716	0.2674	0.2178	0.44829	0.43798	0.23085	0.21751	0.27832	0.17624	0.29896	0.26639	0.022835	-0.1356	0.46295	0.564	0.27715	0.15142	0.0072089	0.074949	0.084208	0.15057	0.25793	0.3795	0.45453	0.58604	0.32121	0.25741	0.19208	0.18132	0.051993	0.18952	0.18269	0.13002	0.15107	0.043591	0.16328	0.19165	0.34848	0.30255	0.38663	0.36691	-0.013759	0.11369	0.16192	0.24858	0.25274	0.19693	0.26318	0.33992	0.009754	-0.11861	0.5327	0.56874	0.16819	0.19699	0.26866	0.11446	0.18515	0.16338	0.19574	-0.029264	
 SFG_pole_L 	0.60917	0.45449	1.0769	0.67179	Inf	0.75696	0.51264	0.1097	0.65995	0.10605	0.29745	0.079522	0.55585	0.52978	0.62032	0.56496	0.47118	0.43474	0.72885	0.40795	0.73118	0.68897	0.30801	0.30059	0.29213	0.14332	0.37745	0.095342	0.13344	-0.15697	0.91246	0.32341	0.25185	0.08571	0.26409	0.26083	0.045249	0.38147	0.58665	0.56687	0.5649	0.46822	0.39491	0.23248	-0.011077	-0.013624	0.07401	0.19994	0.25741	0.15251	-0.0016049	-0.029108	0.27735	0.27764	0.32264	0.29977	0.53748	0.29882	0.0056398	0.10385	0.25812	0.10801	0.43901	0.22329	0.31091	0.16895	0.28603	0.042219	0.34921	0.55428	0.26424	0.31785	0.29011	0.17438	0.082946	0.14521	0.20243	-0.12488	
 SFG_pole_R 	0.48966	0.58039	0.71591	0.77846	0.75696	Inf	0.23251	0.18666	0.38898	0.2309	0.13202	0.31243	0.4264	0.52404	0.22791	0.50434	0.17405	0.60214	0.70119	0.4968	0.61118	0.61471	0.24023	0.25336	0.21882	0.16563	0.20432	0.20395	0.080454	0.093395	0.44177	0.29137	0.090817	0.0015102	0.18912	0.21521	0.069199	0.27597	0.43964	0.48696	0.37093	0.57312	0.31447	0.29386	0.15782	0.19775	0.18029	0.29829	0.33804	0.2261	0.16739	0.13307	0.25576	0.28676	0.30152	0.32827	0.4713	0.27769	-0.029867	0.11923	0.32465	0.12733	0.36278	0.23364	0.23194	0.26614	0.1974	0.097114	0.41177	0.42466	0.12218	0.15961	0.12971	-0.032837	0.2941	0.10609	0.070585	-0.092042	
 MFG_L 	0.72108	0.55056	0.49242	0.3139	0.51264	0.23251	Inf	0.4393	0.71416	0.23896	0.65412	0.4857	0.61251	0.67954	0.88688	0.5024	0.39094	0.1472	0.3124	0.088788	-0.023174	-0.016767	0.44485	0.40983	0.48708	0.45503	0.54585	0.27527	0.27893	-0.051791	0.89769	0.52759	0.43627	0.38169	0.42655	0.43488	0.23306	0.26271	0.75241	0.59119	0.41849	0.16471	0.67546	0.41689	0.22028	0.17133	0.20539	0.35809	0.50327	0.30714	0.19253	0.11243	0.45088	0.42727	0.48911	0.48098	0.13889	-0.10094	-0.19531	0.22992	0.049823	0.18777	0.41716	0.29464	0.26519	0.31004	0.08776	-0.059654	0.36845	0.58992	0.23056	0.3189	0.27697	0.20789	0.1678	0.1311	0.13543	-0.098558	
 MFG_R 	0.21105	0.60228	-0.010355	0.30663	0.1097	0.18666	0.4393	Inf	0.55243	1.1026	0.23842	0.26303	0.24317	0.26031	0.1042	0.15601	0.16287	0.33794	0.020756	0.2395	-0.12913	-0.12547	0.24106	0.21334	0.13655	0.27134	0.31061	0.33052	0.27666	0.15803	0.22897	0.87383	0.12064	0.56228	0.25815	0.26498	0.27557	0.23976	0.32373	0.37635	0.051094	0.27087	0.44207	0.52671	0.35513	0.37994	0.13039	0.15529	0.32309	0.23153	0.28064	0.13149	0.17593	0.22213	0.21873	0.31637	-0.20423	0.078847	0.10856	0.42744	0.083652	0.099883	0.18844	0.47464	-0.1237	0.16179	0.18558	0.34566	0.43114	0.27448	0.28129	0.077642	0.24801	0.20828	0.30751	0.31168	0.085295	0.18793	
 MFG_DPFC_L 	0.78179	0.80703	0.55527	0.56413	0.65995	0.38898	0.71416	0.55243	Inf	0.60803	0.48739	0.17559	0.47643	0.41724	0.49643	0.60621	0.4867	0.20682	0.27135	0.17541	0.21406	0.082773	0.477	0.40882	0.50275	0.49671	0.72165	0.4513	0.55358	0.09728	0.62389	0.47207	0.43674	0.38269	0.3128	0.37905	0.1291	0.21387	0.54528	0.60895	0.3278	0.46172	0.57133	0.50484	0.32268	0.29883	0.28025	0.31035	0.48906	0.4043	0.35927	0.22883	0.31259	0.34819	0.36773	0.33632	0.17371	0.080171	0.037683	0.3816	-0.071278	0.12489	0.57753	0.52084	0.00033001	0.04843	0.35763	0.13419	0.80168	0.88461	0.31576	0.45674	0.46147	0.41897	0.090059	0.37636	0.18998	0.025187	
 MFG_DPFC_R 	0.081958	0.46865	-0.11155	0.30323	0.10605	0.2309	0.23896	1.1026	0.60803	Inf	0.17122	0.26619	0.16554	0.26358	0.050691	0.092174	0.14551	0.40719	0.085249	0.42979	-0.10553	-0.063974	0.32065	0.23549	0.18937	0.33308	0.3474	0.40775	0.42673	0.35066	0.044748	0.65304	0.15325	0.58524	0.26146	0.25936	0.068788	0.16696	0.21036	0.30463	-0.13029	0.26675	0.27648	0.56239	0.29631	0.42189	0.16515	0.14511	0.31333	0.32644	0.35686	0.22542	0.14924	0.24864	0.2198	0.33778	-0.13772	0.13395	0.028747	0.34668	-0.050894	0.048769	0.33757	0.67573	-0.2163	0.10798	0.34968	0.46854	0.6757	0.38757	0.15356	0.12437	0.20659	0.2038	0.28344	0.23994	0.19175	0.31448	
