Gray Images
Image	Object	Pixels	Min	Max	Mean	Std	

Color Images
Image	Object	Pixels	RMin	RMax	RMean	RStd	GMin	GMax	GMean	GStd	BMin	BMax	BMean	BStd	



Type1-L1 Statistics

kirby127b_3_1_ax_MNI.img	Telencephalon_L	604800	8.0452	245.1435	124.6704	43.3166	
kirby127b_3_1_ax_MNI.img	Telencephalon_R	617852	8.2656	224.8807	125.5565	42.4241	
kirby127b_3_1_ax_MNI.img	Diencephalon_L	11188	53.2819	224.5791	161.8878	21.9533	
kirby127b_3_1_ax_MNI.img	Diencephalon_R	11228	56.3573	225.0727	159.2313	22.3450	
kirby127b_3_1_ax_MNI.img	Mesencephalon	11834	91.9224	220.5337	181.0494	17.7881	
kirby127b_3_1_ax_MNI.img	Metencephalon	182038	4.8224	211.5720	120.9757	39.1427	
kirby127b_3_1_ax_MNI.img	Myelencephalon	5525	64.9493	216.1910	168.5564	24.7733	
kirby127b_3_1_ax_MNI.img	CSF	123128	0.2100	174.2513	35.5664	20.1901	



Type1-L2 Statistics

kirby127b_3_1_ax_MNI.img	CerebralCortex_L	317674	8.0452	199.9953	89.3033	21.3241	
kirby127b_3_1_ax_MNI.img	CerebralCortex_R	324136	8.2656	183.9543	90.8780	20.8939	
kirby127b_3_1_ax_MNI.img	CerebralNucli_L	14026	47.9211	212.5749	137.7083	21.9786	
kirby127b_3_1_ax_MNI.img	CerebralNucli_R	14722	51.9681	212.0432	138.6457	22.0601	
kirby127b_3_1_ax_MNI.img	Thalamus_L	7404	82.0282	211.4712	163.6797	16.8880	
kirby127b_3_1_ax_MNI.img	Thalamus_R	7569	69.6174	205.2661	161.6057	17.9214	
kirby127b_3_1_ax_MNI.img	BasalForebrain_L	3784	53.2819	224.5791	158.3817	29.1262	
kirby127b_3_1_ax_MNI.img	BasalForebrain_R	3659	56.3573	225.0727	154.3197	28.8440	
kirby127b_3_1_ax_MNI.img	Mesencephalon_L	5844	96.4978	216.1256	181.0126	17.0604	
kirby127b_3_1_ax_MNI.img	Mesencephalon_R	5990	91.9224	220.5337	181.0853	18.4703	
kirby127b_3_1_ax_MNI.img	Metencephalon_R	91025	14.8567	209.4773	122.1989	38.9184	
kirby127b_3_1_ax_MNI.img	Metencephalon_L	91013	4.8224	211.5720	119.7523	39.3278	
kirby127b_3_1_ax_MNI.img	Myelencephalon_L	2626	66.0697	216.1910	168.1547	27.0219	
kirby127b_3_1_ax_MNI.img	Myelencephalon_R	2899	64.9493	204.8203	168.9203	22.5376	
kirby127b_3_1_ax_MNI.img	WhiteMatter_L	273100	39.8812	245.1435	165.1402	22.3608	
kirby127b_3_1_ax_MNI.img	WhiteMatter_R	278994	33.9804	224.8807	165.1555	21.8777	
kirby127b_3_1_ax_MNI.img	Ventricle	51785	0.2100	174.2513	34.7298	26.1036	
kirby127b_3_1_ax_MNI.img	Sulcus_L	38176	0.8254	91.0931	36.0721	14.1168	
kirby127b_3_1_ax_MNI.img	Sulcus_R	33167	1.9756	101.6192	36.2906	14.7687	



Type1-L3 Statistics

kirby127b_3_1_ax_MNI.img	Frontal_L	113097	16.3691	199.9953	87.0766	21.2851	
kirby127b_3_1_ax_MNI.img	Frontal_R	112785	10.0734	180.2285	89.2855	20.2839	
kirby127b_3_1_ax_MNI.img	Parietal_L	47886	13.0817	154.5695	85.1342	21.1595	
kirby127b_3_1_ax_MNI.img	Parietal_R	54522	11.4119	154.0308	85.8378	21.2010	
kirby127b_3_1_ax_MNI.img	Temporal_L	72723	11.9750	163.2256	89.2908	19.7230	
kirby127b_3_1_ax_MNI.img	Temporal_R	71584	12.6896	168.2985	92.9455	19.5937	
kirby127b_3_1_ax_MNI.img	Limbic_L	35398	26.8039	193.9291	101.3556	20.5138	
kirby127b_3_1_ax_MNI.img	Limbic_R	39922	26.5355	183.9543	99.8093	21.0213	
kirby127b_3_1_ax_MNI.img	Occipital_L	42426	8.0452	161.9145	89.7633	22.2593	
kirby127b_3_1_ax_MNI.img	Occipital_R	39689	8.2656	165.5013	89.5762	22.2392	
kirby127b_3_1_ax_MNI.img	Insula_L	8425	21.4846	155.7912	97.4002	17.2740	
kirby127b_3_1_ax_MNI.img	Insula_R	8397	34.3714	163.8468	101.1957	18.2186	
kirby127b_3_1_ax_MNI.img	BasalGang_L	11745	51.3003	212.5749	141.8341	21.0125	
kirby127b_3_1_ax_MNI.img	BasalGang_R	11959	51.9681	212.0432	142.5653	21.9008	
kirby127b_3_1_ax_MNI.img	Thalamus_L	7404	82.0282	211.4712	163.6797	16.8880	
