	 SFG_L 	 SFG_R 	 SFG_PFC_L 	 SFG_PFC_R 	 SFG_pole_L 	 SFG_pole_R 	 MFG_L 	 MFG_R 	 MFG_DPFC_L 	 MFG_DPFC_R 	 IFG_opercularis_L 	 IFG_opercularis_R 	 IFG_orbitalis_L 	 IFG_orbitalis_R 	 IFG_triangularis_L 	 IFG_triangularis_R 	 LFOG_L 	 LFOG_R 	 MFOG_L 	 MFOG_R 	 RG_L 	 RG_R 	 PoCG_L 	 PoCG_R 	 PrCG_L 	 PrCG_R 	 SPG_L 	 SPG_R 	 SMG_L 	 SMG_R 	 AG_L 	 AG_R 	 PrCu_L 	 PrCu_R 	 STG_L 	 STG_R 	 STG_L_pole 	 STG_R_pole 	 MTG_L 	 MTG_R 	 MTG_L_pole 	 MTG_R_pole 	 ITG_L 	 ITG_R 	 FuG_L 	 FuG_R 	 SOG_L 	 SOG_R 	 MOG_L 	 MOG_R 	 IOG_L 	 IOG_R 	 Cu_L 	 Cu_R 	 LG_L 	 LG_R 	 rostral_ACC_L 	 rostral_ACC_R 	 subcallosal_ACC_L 	 subcallosal_ACC_R 	 subgenual_ACC_L 	 subgenual_ACC_R 	 dorsal_ACC_L 	 dorsal_ACC_R 	 PCC_L 	 PCC_R 	 Insula_L 	 Insula_R 	 CerebellumGM_L 	 CerebellumGM_R 	 Caud_L 	 Caud_R 	 Put_L 	 Put_R 	 GP_L 	 GP_R 	 Thalamus_L 	 Thalamus_R 	
 SFG_L 	Inf	1.7325	0.82304	0.52058	0.40633	0.57843	1.3109	0.87283	0.90243	0.75622	0.85642	0.50569	0.76993	0.49012	0.71992	0.54422	0.91755	0.79182	0.77268	1.1433	0.73761	0.80371	1.0438	1.0555	1.3981	1.4827	0.94324	0.71943	1.1028	0.58073	0.81224	0.66547	0.71334	0.52414	1.0868	0.99612	0.76702	0.71595	1.1889	0.86546	0.44449	0.45639	0.94674	1.0865	0.87741	0.62211	0.27929	0.30003	0.77381	0.7092	0.72652	0.90797	0.28866	0.2349	0.4555	0.32795	0.75159	0.68808	0.51052	0.4286	0.23781	0.2015	1.4763	1.1989	0.47899	0.35843	0.76558	0.7109	0.53512	0.8328	0.055861	0.079494	0.84643	0.44434	0.42918	0.2137	0.38028	0.064047	
 SFG_R 	1.7325	Inf	0.76894	0.62955	0.36954	0.61359	1.0317	0.86546	0.89569	0.78236	0.77807	0.5385	0.76396	0.5541	0.67526	0.6346	0.79426	0.78829	0.69696	0.9734	0.73321	0.83546	0.98107	1.0549	1.3115	1.4152	0.86915	0.72471	0.95991	0.5426	0.62656	0.57672	0.59363	0.50236	0.9723	0.95107	0.62466	0.66365	1.068	0.89752	0.43926	0.43469	0.78165	0.99749	0.90541	0.63385	0.34728	0.36093	0.73075	0.70055	0.70749	0.8684	0.31383	0.25976	0.46969	0.34887	0.79987	0.76553	0.51606	0.42025	0.20987	0.21515	1.4264	1.2153	0.40254	0.32934	0.80547	0.71614	0.5583	0.78245	0.049378	0.054376	0.81621	0.44311	0.47176	0.25703	0.40778	0.076967	
 SFG_PFC_L 	0.82304	0.76894	Inf	1.0309	0.49798	1.0877	0.95484	0.65688	0.51399	0.54738	0.55882	0.27819	0.99855	0.64622	0.99767	0.57558	0.7201	0.89983	0.38544	0.69609	0.56301	0.66194	0.66711	0.5107	0.68955	0.65906	0.26605	0.22759	0.44759	0.13031	0.89345	0.74552	0.36686	0.087221	0.50856	0.40061	0.36394	0.21692	0.68696	0.76234	0.65132	0.75496	0.67699	0.56999	0.58082	0.35973	0.049958	-0.027546	0.65206	0.50481	0.44393	0.52809	0.10244	0.0031818	0.25522	0.10429	0.78714	0.59448	0.30075	0.11224	0.23907	0.19835	0.68467	0.56461	0.53566	0.45338	0.38342	0.24708	0.207	0.38019	0.21498	0.05475	0.80858	0.45975	0.32364	0.05162	0.26105	0.26439	
 SFG_PFC_R 	0.52058	0.62955	1.0309	Inf	0.59311	0.88733	0.565	0.68398	0.43659	0.47524	0.43779	0.30579	0.69972	0.65747	0.67792	0.62991	0.54201	0.65869	0.19833	0.42167	0.51868	0.64398	0.46143	0.40524	0.53572	0.49816	0.21058	0.18791	0.28116	0.10534	0.49322	0.63493	0.16358	0.034823	0.38693	0.33292	0.17647	0.19088	0.56023	0.68364	0.44946	0.60465	0.36293	0.32761	0.5495	0.35312	0.080428	0.022864	0.55521	0.50148	0.43161	0.40748	0.10052	0.026243	0.26001	0.13027	0.51987	0.50255	0.25841	0.10358	0.1081	0.29791	0.49717	0.39864	0.30054	0.33963	0.37128	0.28589	0.19854	0.23432	0.11947	0.015974	0.66766	0.50511	0.43777	0.15688	0.33061	0.31103	
 SFG_pole_L 	0.40633	0.36954	0.49798	0.59311	Inf	0.46076	0.54788	0.28745	0.38312	0.2158	0.41537	0.098883	0.47197	0.30366	0.54148	0.24347	0.49693	0.38674	0.48623	0.3392	0.6078	0.51266	0.38575	0.4743	0.42185	0.38242	0.11546	0.023901	0.25438	0.08523	0.52251	0.60218	0.52263	0.34376	0.54973	0.40808	0.38589	0.45636	0.63999	0.70106	0.33496	0.53734	0.59483	0.4578	0.49909	0.47099	0.045003	-0.0071417	0.60767	0.55595	0.25386	0.45892	0.27118	0.19216	0.34121	0.24986	0.41039	0.44846	0.23879	0.092388	0.0053208	0.31007	0.31603	0.22508	0.67305	0.60699	0.43629	0.17081	0.44998	0.4733	0.12922	0.24491	0.31403	0.31409	0.2683	0.33258	0.0031787	0.079878	
 SFG_pole_R 	0.57843	0.61359	1.0877	0.88733	0.46076	Inf	0.65997	0.60484	0.50498	0.65704	0.47364	0.43628	0.80224	0.63041	0.81988	0.84036	0.57638	0.97362	0.34151	0.57707	0.46494	0.62304	0.4913	0.42949	0.58438	0.5504	0.24785	0.15766	0.33154	0.13436	0.6659	0.86197	0.40566	0.23522	0.45243	0.44286	0.35389	0.23907	0.59577	0.84221	0.62642	0.7979	0.5646	0.62176	0.57338	0.33002	0.034541	-0.023987	0.65406	0.49047	0.34339	0.47398	0.15731	0.088121	0.24517	0.13464	0.75267	0.6258	0.34428	0.17608	0.32091	0.22734	0.56528	0.46587	0.51205	0.63176	0.37146	0.27129	0.34645	0.40998	0.3511	0.084541	0.6345	0.37575	0.33112	0.14248	0.42818	0.25376	
 MFG_L 	1.3109	1.0317	0.95484	0.565	0.54788	0.65997	Inf	1.0672	1.1081	0.83985	1.1261	0.51427	0.87496	0.4779	1.0752	0.58747	0.91642	0.85906	0.81914	1.0767	0.64698	0.68043	0.78865	0.77681	0.9695	1.0322	0.65621	0.5065	0.99717	0.55888	1.2561	0.9475	0.70876	0.49813	0.92115	0.77	0.62811	0.58657	1.1889	0.97305	0.36276	0.52614	1.1064	1.0163	0.68001	0.53139	0.15841	0.16888	0.73549	0.71364	0.50149	0.73503	0.25566	0.19699	0.38724	0.2634	0.74021	0.54749	0.36317	0.26507	0.15215	0.27031	1.0153	0.85217	0.54963	0.41855	0.62292	0.51949	0.53347	0.80555	0.23319	0.20207	0.74149	0.46699	0.34753	0.16249	0.23352	0.14876	
 MFG_R 	0.87283	0.86546	0.65688	0.68398	0.28745	0.60484	1.0672	Inf	1.001	1.1658	1.0555	0.83006	0.60235	0.4068	0.77744	0.81027	0.70828	0.72174	0.51353	0.8704	0.47596	0.6528	0.55994	0.58664	0.76549	0.88984	0.71276	0.63762	0.89225	0.75273	0.81199	0.92917	0.45624	0.50496	0.67808	0.67375	0.42822	0.44105	0.88617	0.77787	0.1885	0.37677	0.59245	0.69042	0.53238	0.36687	0.20289	0.23159	0.51545	0.60415	0.50443	0.56257	0.14739	0.1262	0.27616	0.18224	0.53076	0.45987	0.32749	0.28982	0.17618	0.21001	0.8105	0.71432	0.1905	0.20684	0.56595	0.58077	0.53644	0.64876	0.26496	0.15093	0.57849	0.32074	0.37492	0.2091	0.30152	0.16154	
 MFG_DPFC_L 	0.90243	0.89569	0.51399	0.43659	0.38312	0.50498	1.1081	1.001	Inf	1.3528	1.228	0.8392	0.74561	0.51338	0.78342	0.73718	0.80368	0.815	0.77961	0.89201	0.54176	0.58112	0.49191	0.62223	0.69945	0.78299	0.75482	0.57306	1.1979	0.99306	0.72097	0.75765	0.6135	0.67342	0.89605	0.83875	0.50307	0.54852	0.99105	0.84928	0.16494	0.27296	0.79213	0.86821	0.52044	0.40166	0.21654	0.2534	0.58023	0.66999	0.34352	0.56299	0.32363	0.31154	0.33445	0.28254	0.88822	0.7431	0.3391	0.25332	0.068312	0.33042	1.0039	1.0253	0.31473	0.26821	0.77403	0.74278	0.75133	0.87325	0.45764	0.33679	0.62553	0.47148	0.35024	0.2073	0.25294	0.13363	
 MFG_DPFC_R 	0.75622	0.78236	0.54738	0.47524	0.2158	0.65704	0.83985	1.1658	1.3528	Inf	1.118	1.0291	0.68488	0.49884	0.72416	0.88437	0.65311	0.93656	0.50754	0.78981	0.3647	0.5153	0.41053	0.52088	0.61187	0.74245	0.73308	0.64365	1.0074	1.0509	0.67472	0.84511	0.51078	0.59068	0.79509	0.83981	0.52354	0.46129	0.81529	0.78055	0.18255	0.40682	0.6523	0.74789	0.49157	0.36101	0.21604	0.24816	0.51442	0.63493	0.36657	0.58816	0.23135	0.23311	0.28427	0.20825	0.84236	0.70395	0.25094	0.21214	0.11201	0.24486	0.89658	0.92386	0.22784	0.22471	0.66208	0.72099	0.65647	0.6905	0.47726	0.22817	0.5143	0.35342	0.16982	0.20543	0.23813	0.15024	
