	 SFG_L 	 SFG_R 	 SFG_PFC_L 	 SFG_PFC_R 	 SFG_pole_L 	 SFG_pole_R 	 MFG_L 	 MFG_R 	 MFG_DPFC_L 	 MFG_DPFC_R 	 IFG_opercularis_L 	 IFG_opercularis_R 	 IFG_orbitalis_L 	 IFG_orbitalis_R 	 IFG_triangularis_L 	 IFG_triangularis_R 	 LFOG_L 	 LFOG_R 	 MFOG_L 	 MFOG_R 	 RG_L 	 RG_R 	 PoCG_L 	 PoCG_R 	 PrCG_L 	 PrCG_R 	 SPG_L 	 SPG_R 	 SMG_L 	 SMG_R 	 AG_L 	 AG_R 	 PrCu_L 	 PrCu_R 	 STG_L 	 STG_R 	 STG_L_pole 	 STG_R_pole 	 MTG_L 	 MTG_R 	 MTG_L_pole 	 MTG_R_pole 	 ITG_L 	 ITG_R 	 FuG_L 	 FuG_R 	 SOG_L 	 SOG_R 	 MOG_L 	 MOG_R 	 IOG_L 	 IOG_R 	 Cu_L 	 Cu_R 	 LG_L 	 LG_R 	 rostral_ACC_L 	 rostral_ACC_R 	 subcallosal_ACC_L 	 subcallosal_ACC_R 	 subgenual_ACC_L 	 subgenual_ACC_R 	 dorsal_ACC_L 	 dorsal_ACC_R 	 PCC_L 	 PCC_R 	 Insula_L 	 Insula_R 	 CerebellumGM_L 	 CerebellumGM_R 	 Caud_L 	 Caud_R 	 Put_L 	 Put_R 	 GP_L 	 GP_R 	 Thalamus_L 	 Thalamus_R 	
 SFG_L 	1	0.93935	0.67672	0.47815	0.38535	0.52152	0.8645	0.70281	0.71748	0.63884	0.69441	0.46658	0.64689	0.45431	0.61686	0.49617	0.72474	0.65944	0.64848	0.81552	0.6277	0.6661	0.77939	0.78393	0.88493	0.90197	0.73671	0.61656	0.8015	0.5232	0.67083	0.58199	0.61277	0.48089	0.79571	0.75996	0.6452	0.61439	0.83023	0.69906	0.41736	0.42714	0.7383	0.79561	0.70512	0.55259	0.27225	0.29134	0.64914	0.61018	0.62093	0.72015	0.2809	0.23067	0.42641	0.31668	0.6361	0.59674	0.47035	0.40415	0.23343	0.19882	0.90077	0.83333	0.44543	0.34383	0.64435	0.61124	0.48929	0.68198	0.055803	0.079327	0.6892	0.41724	0.40463	0.2105	0.36295	0.06396	
 SFG_R 	0.93935	1	0.64631	0.55774	0.35359	0.54665	0.77457	0.69906	0.71419	0.65406	0.6516	0.49185	0.6434	0.50359	0.58843	0.56121	0.66082	0.65744	0.60243	0.75019	0.62502	0.6834	0.75353	0.7837	0.86467	0.8886	0.70094	0.61982	0.74424	0.49496	0.55568	0.52028	0.5325	0.46397	0.74971	0.74027	0.55436	0.58079	0.78869	0.71509	0.41303	0.40924	0.65365	0.76054	0.71892	0.5607	0.33396	0.34603	0.62353	0.60471	0.6091	0.70056	0.30392	0.25407	0.43795	0.33538	0.66397	0.64432	0.47465	0.39714	0.20684	0.21189	0.89094	0.83828	0.38212	0.31793	0.66708	0.61451	0.50672	0.65411	0.049337	0.054322	0.673	0.41622	0.43962	0.25152	0.38659	0.076816	
 SFG_PFC_L 	0.67672	0.64631	1	0.77428	0.46052	0.79604	0.74197	0.57629	0.47305	0.49855	0.5071	0.27123	0.76099	0.56912	0.76062	0.51945	0.61697	0.71622	0.36743	0.60188	0.51021	0.57965	0.58308	0.47049	0.59769	0.57774	0.25995	0.22374	0.41992	0.12957	0.71309	0.63247	0.35124	0.087001	0.46883	0.38047	0.34868	0.21358	0.59603	0.64245	0.57256	0.6381	0.58956	0.51535	0.52326	0.34498	0.049916	-0.027539	0.57305	0.46589	0.41689	0.48392	0.10208	0.0031818	0.24982	0.10391	0.65679	0.53311	0.29199	0.11177	0.23462	0.19579	0.59455	0.51139	0.4897	0.42467	0.36567	0.24217	0.20409	0.36287	0.21173	0.054695	0.66881	0.42988	0.31279	0.051575	0.25527	0.25839	
 SFG_PFC_R 	0.47815	0.55774	0.77428	1	0.53213	0.71007	0.51168	0.5941	0.41082	0.44242	0.41181	0.2966	0.60419	0.57667	0.59017	0.55799	0.49451	0.57749	0.19577	0.39833	0.47668	0.5676	0.43125	0.38442	0.48974	0.46067	0.20752	0.18572	0.27398	0.10495	0.45677	0.56144	0.16213	0.034809	0.36871	0.32114	0.17466	0.18859	0.50815	0.59388	0.42146	0.54035	0.34779	0.31637	0.50015	0.33914	0.080255	0.02286	0.50442	0.46328	0.40667	0.38633	0.10019	0.026237	0.2543	0.12954	0.4776	0.46412	0.25281	0.10321	0.10768	0.2894	0.45989	0.37878	0.29181	0.32715	0.35511	0.27835	0.19598	0.23012	0.11891	0.015972	0.58344	0.46612	0.4118	0.15561	0.31907	0.30137	
 SFG_pole_L 	0.38535	0.35359	0.46052	0.53213	1	0.43071	0.49893	0.27978	0.36542	0.21251	0.39302	0.098562	0.43979	0.29466	0.49411	0.23877	0.4597	0.36855	0.45122	0.32676	0.54258	0.47201	0.36769	0.44167	0.39849	0.36481	0.11495	0.023897	0.24903	0.085025	0.47964	0.5386	0.47973	0.33083	0.50032	0.38685	0.36781	0.42711	0.56489	0.60504	0.32297	0.49097	0.53336	0.42829	0.4614	0.439	0.044973	-0.0071416	0.54249	0.50497	0.24854	0.4292	0.26472	0.18983	0.32856	0.24479	0.38881	0.42064	0.23435	0.092126	0.0053207	0.3005	0.30592	0.22136	0.58698	0.542	0.41056	0.16917	0.42188	0.44086	0.12851	0.24012	0.3041	0.30415	0.26204	0.32083	0.0031787	0.079709	
 SFG_pole_R 	0.52152	0.54665	0.79604	0.71007	0.43071	1	0.57834	0.54049	0.46603	0.57639	0.44114	0.41056	0.66529	0.55834	0.675	0.686	0.52003	0.75029	0.32882	0.52053	0.4341	0.55324	0.45525	0.4049	0.52584	0.50082	0.24289	0.15637	0.3199	0.13355	0.58228	0.69727	0.38478	0.23098	0.42389	0.41602	0.33982	0.23461	0.53403	0.68698	0.55558	0.66286	0.51138	0.55236	0.51784	0.31854	0.034527	-0.023983	0.5744	0.45459	0.3305	0.44141	0.15602	0.087893	0.24037	0.13383	0.63674	0.55515	0.33129	0.17428	0.31033	0.22351	0.51188	0.43485	0.47154	0.55927	0.35527	0.26482	0.33322	0.38846	0.33735	0.084341	0.56114	0.35901	0.31953	0.14152	0.4038	0.24845	
 MFG_L 	0.8645	0.77457	0.74197	0.51168	0.49893	0.57834	1	0.78841	0.80339	0.68573	0.80966	0.47327	0.70389	0.44456	0.79143	0.52808	0.7242	0.69577	0.6746	0.79197	0.56964	0.5918	0.65764	0.65087	0.74849	0.77479	0.57584	0.46721	0.7604	0.50715	0.84999	0.73865	0.6099	0.46064	0.72644	0.64693	0.55675	0.52743	0.83023	0.75004	0.34764	0.48242	0.80279	0.76837	0.59153	0.48645	0.1571	0.16729	0.62641	0.61295	0.46329	0.62613	0.25023	0.19448	0.36898	0.25748	0.62927	0.49863	0.348	0.25903	0.15099	0.26391	0.76796	0.6922	0.50024	0.39571	0.55316	0.47731	0.48803	0.66713	0.22905	0.19936	0.63005	0.43576	0.33418	0.16108	0.22936	0.14767	
 MFG_R 	0.70281	0.69906	0.57629	0.5941	0.27978	0.54049	0.78841	1	0.76201	0.82293	0.78395	0.68051	0.53872	0.38575	0.65123	0.66974	0.6096	0.61799	0.47269	0.70158	0.443	0.57355	0.50794	0.52747	0.6443	0.71132	0.6124	0.56327	0.7125	0.63677	0.67069	0.73021	0.42702	0.46601	0.59027	0.58744	0.40383	0.41452	0.7095	0.65148	0.1863	0.3599	0.53165	0.59825	0.4872	0.35125	0.20015	0.22753	0.47418	0.54	0.4656	0.50988	0.14633	0.12554	0.26935	0.18025	0.48596	0.42998	0.31626	0.28197	0.17438	0.20698	0.66986	0.61338	0.18823	0.20394	0.51238	0.52323	0.49029	0.57083	0.25892	0.14979	0.52157	0.31017	0.35829	0.20611	0.2927	0.16015	
 MFG_DPFC_L 	0.71748	0.71419	0.47305	0.41082	0.36542	0.46603	0.80339	0.76201	1	0.87471	0.842	0.68539	0.63253	0.47257	0.65467	0.62744	0.66609	0.67234	0.65248	0.71239	0.49432	0.52348	0.45573	0.55268	0.60402	0.65442	0.63801	0.51761	0.83302	0.75866	0.61751	0.63969	0.54658	0.58723	0.71437	0.68515	0.46453	0.49941	0.75781	0.69069	0.16346	0.26637	0.65961	0.70046	0.47804	0.38137	0.21321	0.24811	0.52284	0.58497	0.33062	0.5102	0.31278	0.30183	0.32251	0.27525	0.71052	0.63101	0.32667	0.24804	0.068205	0.3189	0.76324	0.772	0.30474	0.26196	0.64927	0.63082	0.63594	0.70302	0.42816	0.32461	0.55497	0.43939	0.33659	0.20438	0.24768	0.13284	
 MFG_DPFC_R 	0.63884	0.65406	0.49855	0.44242	0.21251	0.57639	0.68573	0.82293	0.87471	1	0.80687	0.77353	0.59468	0.4612	0.61948	0.7086	0.57376	0.73364	0.46803	0.6583	0.34935	0.47406	0.38892	0.47838	0.54544	0.63062	0.62495	0.56738	0.76467	0.78216	0.58808	0.68851	0.47055	0.53039	0.66128	0.68571	0.48043	0.43114	0.6725	0.65302	0.18055	0.38577	0.57322	0.63389	0.45546	0.3461	0.21274	0.24319	0.47338	0.56143	0.35099	0.52857	0.22731	0.22898	0.27685	0.20529	0.68705	0.60687	0.24581	0.20902	0.11154	0.24008	0.71463	0.72772	0.22398	0.221	0.57975	0.61753	0.57601	0.5983	0.44405	0.22429	0.47329	0.33941	0.16821	0.20259	0.23373	0.14912	
