	 SFG_L 	 SFG_R 	 SFG_PFC_L 	 SFG_PFC_R 	 SFG_pole_L 	 SFG_pole_R 	 MFG_L 	 MFG_R 	 MFG_DPFC_L 	 MFG_DPFC_R 	 IFG_opercularis_L 	 IFG_opercularis_R 	 IFG_orbitalis_L 	 IFG_orbitalis_R 	 IFG_triangularis_L 	 IFG_triangularis_R 	 LFOG_L 	 LFOG_R 	 MFOG_L 	 MFOG_R 	 RG_L 	 RG_R 	 PoCG_L 	 PoCG_R 	 PrCG_L 	 PrCG_R 	 SPG_L 	 SPG_R 	 SMG_L 	 SMG_R 	 AG_L 	 AG_R 	 PrCu_L 	 PrCu_R 	 STG_L 	 STG_R 	 STG_L_pole 	 STG_R_pole 	 MTG_L 	 MTG_R 	 MTG_L_pole 	 MTG_R_pole 	 ITG_L 	 ITG_R 	 FuG_L 	 FuG_R 	 SOG_L 	 SOG_R 	 MOG_L 	 MOG_R 	 IOG_L 	 IOG_R 	 Cu_L 	 Cu_R 	 LG_L 	 LG_R 	 rostral_ACC_L 	 rostral_ACC_R 	 subcallosal_ACC_L 	 subcallosal_ACC_R 	 subgenual_ACC_L 	 subgenual_ACC_R 	 dorsal_ACC_L 	 dorsal_ACC_R 	 PCC_L 	 PCC_R 	 Insula_L 	 Insula_R 	 CerebellumGM_L 	 CerebellumGM_R 	 Caud_L 	 Caud_R 	 Put_L 	 Put_R 	 GP_L 	 GP_R 	 Thalamus_L 	 Thalamus_R 	
 SFG_L 	1	0.51892	0.6371	0.45528	0.51305	0.45271	0.6268	0.49477	0.6376	0.36538	0.47584	0.20863	0.58182	0.35165	0.63287	0.42566	0.092829	0.26951	0.20439	0.35529	0.23278	0.28388	0.49182	0.52465	0.57438	0.56564	0.33154	0.49271	0.15052	0.18787	0.50552	0.42184	0.47235	0.46598	0.53875	0.49696	0.50544	0.49928	0.63815	0.47623	0.50787	0.40935	0.43392	0.42575	0.20292	0.26678	0.33023	0.35507	0.30133	0.36496	0.28274	0.36364	0.36092	0.37485	0.31451	0.34391	0.096172	0.088878	0.10736	-0.082043	0.36216	-0.11144	0.50509	0.46169	0.32985	0.32275	0.27837	0.22064	0.41158	0.44769	0.26337	0.28222	0.38278	0.25774	0.28757	0.18361	-0.041326	0.12557	
 SFG_R 	0.51892	1	0.39535	0.56377	0.34482	0.3293	0.35143	0.58063	0.63883	0.53657	0.27497	0.49396	0.14534	0.46156	0.31051	0.4838	0.08217	0.12206	0.11557	0.15809	0.13475	0.12975	0.30583	0.39011	0.35589	0.55203	0.45305	0.59266	0.1913	0.45519	0.34824	0.49072	0.51041	0.70449	0.45033	0.39178	0.31865	0.27368	0.34582	0.38633	0.088254	0.07356	0.1743	0.14846	0.21781	0.24623	0.40513	0.43229	0.3126	0.37194	0.20523	0.32924	0.36061	0.34786	0.37155	0.35173	0.17044	0.10619	0.12429	-0.108	0.015337	-0.16215	0.52344	0.56812	0.26593	0.41733	0.29875	0.41265	0.47587	0.43998	0.26641	0.21671	0.31999	0.29561	0.21224	0.13817	0.12729	0.30062	
 SFG_PFC_L 	0.6371	0.39535	1	0.79102	0.76619	0.75081	0.70836	0.5695	0.69627	0.4707	0.20742	0.10963	0.39074	0.3172	0.44512	0.25572	0.42806	0.58088	0.56269	0.5611	0.44948	0.6454	0.19264	0.15759	0.13849	0.16086	0.14784	0.32263	0.12775	0.042648	0.73495	0.58171	0.63054	0.36578	0.22559	0.19547	0.25533	0.38222	0.66699	0.59726	0.54657	0.49474	0.56377	0.45034	0.10734	0.15569	0.069616	0.071515	0.17808	0.20512	0.24204	0.38492	0.056018	0.026031	-0.01397	-0.027508	0.47125	0.45778	0.14918	-0.037281	0.4084	0.12498	0.32539	0.23558	0.64714	0.4843	-0.12588	-0.1364	0.42996	0.52352	0.44551	0.39819	0.18521	-0.018364	0.20815	-0.15958	0.042695	0.044496	
 SFG_PFC_R 	0.45528	0.56377	0.79102	1	0.64103	0.77439	0.6813	0.7308	0.6208	0.50228	0.14129	0.24049	0.21443	0.25388	0.20151	0.32068	0.40571	0.5613	0.40231	0.43372	0.40467	0.55471	0.12441	0.094514	0.10136	0.18285	0.073955	0.28084	0.085579	0.030221	0.70829	0.74575	0.59289	0.37756	0.15349	0.095266	0.16842	0.26968	0.56182	0.5703	0.29263	0.29204	0.45281	0.32526	0.071561	0.11912	-0.0043101	-0.021759	0.12037	0.15077	0.17365	0.3345	-0.018654	-0.036002	0.0025405	-0.055904	0.39199	0.38831	0.20842	-0.074437	0.23648	0.10205	0.23374	0.17588	0.60698	0.5293	-0.21276	-0.14934	0.42187	0.44653	0.38572	0.27482	0.1168	0.013782	0.14905	-0.099764	0.10382	0.076085	
 SFG_pole_L 	0.51305	0.34482	0.76619	0.64103	1	0.73378	0.59411	0.4903	0.57237	0.31973	0.191	0.06021	0.36663	0.20722	0.39064	0.22662	0.39127	0.54626	0.53129	0.47588	0.63107	0.72069	0.068511	0.062919	0.081558	0.093692	0.16074	0.28828	0.042275	-0.043571	0.62499	0.48658	0.59406	0.3142	0.1657	0.1288	0.16036	0.24292	0.51773	0.41359	0.38826	0.29534	0.36502	0.28933	0.052065	0.10708	0.085233	0.040096	0.20444	0.2199	0.15601	0.30064	0.035626	-0.0029292	-0.028088	-0.019537	0.36112	0.51123	0.25824	0.11264	0.39018	0.074033	0.36909	0.22411	0.61937	0.49228	-0.047082	-0.050574	0.34674	0.4261	0.39297	0.42397	0.16772	0.15338	0.15939	-0.085683	0.042857	0.16871	
 SFG_pole_R 	0.45271	0.3293	0.75081	0.77439	0.73378	1	0.55006	0.58658	0.54056	0.42665	0.13136	0.096396	0.27017	0.10777	0.17004	0.28661	0.3284	0.48014	0.29801	0.33195	0.40976	0.58911	-0.0087263	-0.016297	0.060786	0.068256	-0.060759	0.14627	-0.086288	-0.094092	0.58169	0.60491	0.54677	0.24623	0.042081	-0.027442	0.12562	0.29127	0.47629	0.39833	0.2612	0.22856	0.26983	0.229	-0.02653	0.0048203	-0.12321	-0.14252	0.044779	0.077355	0.070276	0.18492	-0.14681	-0.17493	-0.13167	-0.1631	0.39573	0.43336	0.22249	0.075104	0.36723	0.18635	0.19842	0.048479	0.56017	0.4658	-0.25119	-0.19081	0.2802	0.31653	0.57649	0.43275	0.12532	0.11266	0.20016	-0.017459	0.26754	0.25049	
 MFG_L 	0.6268	0.35143	0.70836	0.6813	0.59411	0.55006	1	0.72214	0.53881	0.28819	0.4656	0.18286	0.4255	0.16474	0.48588	0.17472	0.2865	0.54443	0.3433	0.47477	0.30025	0.45249	0.2547	0.19075	0.26023	0.28927	0.09296	0.26771	0.10807	-0.10511	0.8333	0.6668	0.49655	0.30197	0.17648	0.11076	0.27105	0.38376	0.71594	0.56827	0.511	0.43913	0.60459	0.49204	0.1301	0.19715	0.070871	0.083638	0.19778	0.22703	0.17739	0.2916	0.076281	0.086908	0.084064	0.06801	0.065871	0.12023	0.1573	-0.15258	0.28334	-0.0063831	0.15337	0.10204	0.53753	0.41567	-0.21159	-0.22514	0.3703	0.44169	0.19112	0.28898	0.096917	-0.0097768	0.077036	-0.12764	-0.070722	-0.027137	
 MFG_R 	0.49477	0.58063	0.5695	0.7308	0.4903	0.58658	0.72214	1	0.6173	0.59441	0.37452	0.46845	0.16703	0.30287	0.29946	0.35828	0.2384	0.50168	0.3553	0.48921	0.29944	0.44451	0.2388	0.1944	0.25483	0.45048	0.13213	0.34464	0.07976	0.17322	0.7083	0.85738	0.59494	0.53568	0.25262	0.19983	0.24818	0.3611	0.6021	0.59285	0.39446	0.35262	0.52907	0.45804	0.13358	0.20392	0.1364	0.23547	0.15802	0.2109	0.13092	0.23759	0.20651	0.19322	0.24979	0.2093	0.11971	0.18159	0.18066	-0.13233	0.12872	-0.11963	0.29756	0.24484	0.59831	0.61107	-0.14924	0.0069455	0.58401	0.56828	0.38734	0.40587	0.18457	0.14594	0.15435	0.019099	0.060402	0.18712	
 MFG_DPFC_L 	0.6376	0.63883	0.69627	0.6208	0.57237	0.54056	0.53881	0.6173	1	0.79164	0.44409	0.42639	0.48449	0.53307	0.57732	0.52739	0.51287	0.46731	0.45032	0.51347	0.35511	0.50323	0.1786	0.23974	0.17589	0.34812	0.17907	0.34926	0.33283	0.42672	0.54211	0.52137	0.63526	0.60384	0.4954	0.47627	0.3942	0.43852	0.47301	0.52157	0.37841	0.2349	0.4329	0.28283	0.09803	0.10418	0.15431	0.20976	0.13413	0.143	0.12209	0.22554	0.1971	0.15156	0.15237	0.15468	0.36137	0.45064	0.20602	0.052686	0.1351	-0.084038	0.53334	0.50209	0.49709	0.53999	0.29301	0.28873	0.58614	0.58546	0.44497	0.44221	0.37178	0.23259	0.32911	0.077849	0.19404	0.37221	
 MFG_DPFC_R 	0.36538	0.53657	0.4707	0.50228	0.31973	0.42665	0.28819	0.59441	0.79164	1	0.32293	0.5407	0.21319	0.55765	0.32525	0.58638	0.36438	0.48027	0.36365	0.51055	0.19719	0.38067	0.18811	0.24786	0.15106	0.32478	0.17231	0.32028	0.34157	0.52588	0.35264	0.53509	0.6126	0.65305	0.4915	0.47842	0.37831	0.416	0.38447	0.5332	0.31065	0.15647	0.39896	0.33581	0.2153	0.18488	0.20015	0.26391	0.16742	0.15777	0.16458	0.17319	0.27443	0.19987	0.27268	0.21383	0.38352	0.48904	0.11475	0.087381	0.0059187	-0.087744	0.47961	0.44924	0.42849	0.57915	0.32865	0.369	0.66515	0.58422	0.34582	0.28867	0.39204	0.24987	0.38908	0.094122	0.32009	0.36498	
