	 SFG_L 	 SFG_R 	 SFG_PFC_L 	 SFG_PFC_R 	 SFG_pole_L 	 SFG_pole_R 	 MFG_L 	 MFG_R 	 MFG_DPFC_L 	 MFG_DPFC_R 	 IFG_opercularis_L 	 IFG_opercularis_R 	 IFG_orbitalis_L 	 IFG_orbitalis_R 	 IFG_triangularis_L 	 IFG_triangularis_R 	 LFOG_L 	 LFOG_R 	 MFOG_L 	 MFOG_R 	 RG_L 	 RG_R 	 PoCG_L 	 PoCG_R 	 PrCG_L 	 PrCG_R 	 SPG_L 	 SPG_R 	 SMG_L 	 SMG_R 	 AG_L 	 AG_R 	 PrCu_L 	 PrCu_R 	 STG_L 	 STG_R 	 STG_L_pole 	 STG_R_pole 	 MTG_L 	 MTG_R 	 MTG_L_pole 	 MTG_R_pole 	 ITG_L 	 ITG_R 	 FuG_L 	 FuG_R 	 SOG_L 	 SOG_R 	 MOG_L 	 MOG_R 	 IOG_L 	 IOG_R 	 Cu_L 	 Cu_R 	 LG_L 	 LG_R 	 rostral_ACC_L 	 rostral_ACC_R 	 subcallosal_ACC_L 	 subcallosal_ACC_R 	 subgenual_ACC_L 	 subgenual_ACC_R 	 dorsal_ACC_L 	 dorsal_ACC_R 	 PCC_L 	 PCC_R 	 Insula_L 	 Insula_R 	 CerebellumGM_L 	 CerebellumGM_R 	 Caud_L 	 Caud_R 	 Put_L 	 Put_R 	 GP_L 	 GP_R 	 Thalamus_L 	 Thalamus_R 	
 SFG_L 	Inf	0.57486	0.75328	0.49134	0.56687	0.48811	0.73612	0.54236	0.75411	0.38308	0.51759	0.21174	0.66522	0.36732	0.74619	0.45458	0.093097	0.27634	0.20731	0.37149	0.23712	0.2919	0.53846	0.58273	0.65404	0.64109	0.34456	0.53963	0.15167	0.19013	0.55669	0.44993	0.51309	0.50492	0.6024	0.54527	0.55659	0.54834	0.75505	0.5181	0.55985	0.43483	0.46471	0.45469	0.20577	0.2734	0.34309	0.37123	0.31098	0.38259	0.29066	0.38107	0.37794	0.39405	0.32554	0.35852	0.09647	0.089113	0.10777	-0.082228	0.37937	-0.1119	0.55612	0.49945	0.34266	0.33472	0.28592	0.22433	0.43751	0.48181	0.26972	0.29009	0.40332	0.26369	0.29592	0.18572	-0.04135	0.12624	
 SFG_R 	0.57486	Inf	0.41812	0.63834	0.35955	0.34205	0.36707	0.66341	0.7562	0.59933	0.28223	0.54129	0.14637	0.49929	0.32111	0.52793	0.082355	0.12267	0.11609	0.15942	0.13557	0.13049	0.31594	0.41193	0.37218	0.6213	0.48853	0.68176	0.19369	0.49123	0.36344	0.53701	0.56328	0.87615	0.48511	0.4139	0.33015	0.28084	0.36069	0.40747	0.088484	0.073693	0.17609	0.14957	0.22135	0.25139	0.42977	0.46271	0.32342	0.39068	0.20819	0.34198	0.37759	0.36301	0.39022	0.36742	0.17212	0.10659	0.12494	-0.10842	0.015338	-0.16359	0.58106	0.64474	0.27248	0.44446	0.30814	0.4388	0.51764	0.4722	0.273	0.2202	0.33163	0.3047	0.21551	0.13906	0.12799	0.3102	
 SFG_PFC_L 	0.75328	0.41812	Inf	1.0742	1.011	0.97482	0.88388	0.64679	0.86002	0.51096	0.21048	0.11007	0.41267	0.32853	0.4786	0.26152	0.45752	0.6638	0.63677	0.63444	0.48404	0.76737	0.19508	0.15892	0.13938	0.16227	0.14893	0.33458	0.12845	0.042673	0.9394	0.66505	0.74231	0.38354	0.22954	0.19802	0.2611	0.40265	0.8053	0.68887	0.61347	0.54232	0.63834	0.48513	0.10776	0.15697	0.069729	0.071637	0.18	0.20808	0.24694	0.40582	0.056077	0.026037	-0.013971	-0.027514	0.51168	0.49449	0.1503	-0.037298	0.43368	0.12564	0.33767	0.24009	0.77036	0.52859	-0.12655	-0.13726	0.45985	0.58118	0.47908	0.4215	0.18737	-0.018366	0.21123	-0.16095	0.042721	0.044526	
 SFG_PFC_R 	0.49134	0.63834	1.0742	Inf	0.75992	1.0312	0.83153	0.93045	0.72631	0.55235	0.14224	0.24529	0.21781	0.25955	0.20431	0.33241	0.43047	0.63472	0.4264	0.46447	0.42922	0.62516	0.12506	0.094796	0.10171	0.18493	0.07409	0.28859	0.085789	0.030231	0.88374	0.96331	0.68211	0.39721	0.15471	0.095556	0.17004	0.27652	0.63549	0.64797	0.30144	0.30079	0.48823	0.33752	0.071683	0.11969	-0.0043101	-0.021762	0.12096	0.15193	0.17543	0.34789	-0.018656	-0.036017	0.0025405	-0.055963	0.41415	0.40981	0.21152	-0.074575	0.24104	0.10241	0.23814	0.17773	0.70413	0.58917	-0.21606	-0.15046	0.44996	0.48035	0.40676	0.28207	0.11733	0.013783	0.15017	-0.1001	0.1042	0.076233	
 SFG_pole_L 	0.56687	0.35955	1.011	0.75992	Inf	0.93686	0.68399	0.53646	0.65103	0.33135	0.19338	0.060283	0.38452	0.21027	0.41256	0.23063	0.4133	0.61304	0.59194	0.51764	0.74319	0.90907	0.068618	0.063002	0.08174	0.093967	0.16215	0.29669	0.0423	-0.043598	0.73315	0.53157	0.68392	0.3252	0.16724	0.12952	0.16176	0.24787	0.57323	0.43994	0.40975	0.30441	0.38266	0.29783	0.052112	0.10749	0.085441	0.040117	0.20736	0.22355	0.1573	0.31022	0.035641	-0.0029292	-0.028095	-0.019539	0.37817	0.56439	0.26422	0.11312	0.41201	0.074169	0.38737	0.22798	0.72398	0.53907	-0.047116	-0.050617	0.36173	0.45512	0.41531	0.45252	0.16932	0.1546	0.16076	-0.085894	0.042884	0.17034	
 SFG_pole_R 	0.48811	0.34205	0.97482	1.0312	0.93686	Inf	0.61847	0.67244	0.60494	0.4558	0.13212	0.096696	0.27705	0.10819	0.17171	0.29487	0.34103	0.52316	0.30733	0.34502	0.43532	0.6763	-0.0087266	-0.016298	0.060861	0.068362	-0.060834	0.14732	-0.086503	-0.094371	0.66501	0.70086	0.61376	0.25139	0.042106	-0.027449	0.12629	0.29996	0.51817	0.42166	0.26739	0.23267	0.27668	0.23313	-0.026536	0.0048203	-0.12384	-0.1435	0.044809	0.07751	0.070392	0.18707	-0.14788	-0.17675	-0.13244	-0.16457	0.41858	0.46403	0.22628	0.075246	0.38522	0.18855	0.20109	0.048517	0.63308	0.50469	-0.25668	-0.19318	0.2879	0.32778	0.6572	0.46327	0.12599	0.11314	0.2029	-0.017461	0.27422	0.25593	
 MFG_L 	0.73612	0.36707	0.88388	0.83153	0.68399	0.61847	Inf	0.91211	0.60247	0.29659	0.50443	0.18494	0.45439	0.16625	0.53065	0.17653	0.29474	0.61043	0.35783	0.51622	0.30979	0.48783	0.26043	0.19312	0.26636	0.29777	0.09323	0.27439	0.10849	-0.1055	1.1988	0.80496	0.54471	0.31169	0.17835	0.11121	0.278	0.40446	0.89926	0.64497	0.56409	0.47115	0.70035	0.53875	0.13084	0.19977	0.07099	0.083834	0.20042	0.23105	0.17928	0.30031	0.07643	0.087128	0.084263	0.068115	0.065967	0.12081	0.15862	-0.15378	0.29131	-0.0063832	0.15459	0.10239	0.60067	0.44245	-0.21484	-0.22907	0.38877	0.47433	0.1935	0.29745	0.097222	-0.0097771	0.077189	-0.12834	-0.07084	-0.027144	
 MFG_R 	0.54236	0.66341	0.64679	0.93045	0.53646	0.67244	0.91211	Inf	0.72062	0.68446	0.39367	0.50808	0.16861	0.31268	0.30893	0.37491	0.24308	0.55155	0.3715	0.53502	0.30891	0.47784	0.2435	0.19691	0.26057	0.4853	0.13291	0.35935	0.07993	0.17499	0.88377	1.2834	0.68529	0.59808	0.25821	0.20256	0.25348	0.37816	0.69643	0.68205	0.41707	0.36844	0.58885	0.49483	0.13439	0.20682	0.13726	0.23997	0.15936	0.21412	0.13167	0.24222	0.20952	0.19568	0.25519	0.21244	0.12028	0.18363	0.18267	-0.13312	0.12943	-0.12021	0.30684	0.24992	0.69051	0.71062	-0.15036	0.0069456	0.66853	0.64498	0.40866	0.43066	0.18671	0.14699	0.15559	0.019102	0.060476	0.18935	
 MFG_DPFC_L 	0.75411	0.7562	0.86002	0.72631	0.65103	0.60494	0.60247	0.72062	Inf	1.0758	0.47731	0.45548	0.52884	0.59442	0.65844	0.58652	0.56662	0.50663	0.48511	0.56743	0.37128	0.55362	0.18053	0.2445	0.17774	0.3633	0.18102	0.3646	0.34601	0.45588	0.60714	0.57821	0.75018	0.69918	0.5432	0.51815	0.41676	0.4704	0.51393	0.57849	0.3982	0.23937	0.46346	0.29075	0.098346	0.10456	0.15555	0.21292	0.13494	0.14398	0.1227	0.22948	0.19972	0.15273	0.15357	0.15594	0.37846	0.48551	0.20901	0.052735	0.13593	-0.084236	0.59481	0.5521	0.54543	0.60414	0.30186	0.29718	0.67177	0.67073	0.47841	0.47498	0.39049	0.23693	0.34183	0.078007	0.19653	0.39099	
 MFG_DPFC_R 	0.38308	0.59933	0.51096	0.55235	0.33135	0.4558	0.29659	0.68446	1.0758	Inf	0.33492	0.60514	0.21651	0.62942	0.33751	0.67213	0.38193	0.52334	0.38108	0.56348	0.1998	0.40084	0.19038	0.25313	0.15223	0.33698	0.17404	0.33196	0.35587	0.58443	0.36845	0.59725	0.71307	0.7806	0.53804	0.52093	0.39809	0.44284	0.40529	0.5946	0.32126	0.15777	0.42241	0.34937	0.21872	0.18703	0.20289	0.2703	0.16902	0.1591	0.16609	0.17495	0.28165	0.2026	0.27976	0.21718	0.40418	0.5348	0.11525	0.087604	0.0059188	-0.08797	0.52248	0.48375	0.45804	0.66118	0.34131	0.38727	0.80199	0.66885	0.36068	0.29711	0.41421	0.25527	0.41072	0.094401	0.33175	0.38262	
