Gray Images
Image	Object	Pixels	Min	Max	Mean	Std	

Color Images
Image	Object	Pixels	RMin	RMax	RMean	RStd	GMin	GMax	GMean	GStd	BMin	BMax	BMean	BStd	



Type1-L1 Statistics

kirby800a_3_1_ax_MNI.img	Telencephalon_L	671666	8.5913	250.6376	141.8509	47.3923	
kirby800a_3_1_ax_MNI.img	Telencephalon_R	685832	8.9035	250.7138	142.2388	47.6092	
kirby800a_3_1_ax_MNI.img	Diencephalon_L	12849	72.0128	246.1025	175.6006	22.2771	
kirby800a_3_1_ax_MNI.img	Diencephalon_R	13333	39.0045	241.3851	174.3354	22.5174	
kirby800a_3_1_ax_MNI.img	Mesencephalon	13107	97.4782	245.6400	201.3053	20.1451	
kirby800a_3_1_ax_MNI.img	Metencephalon	203456	6.0088	244.4200	132.4262	45.6552	
kirby800a_3_1_ax_MNI.img	Myelencephalon	5801	59.3189	239.1082	190.3103	27.8385	
kirby800a_3_1_ax_MNI.img	CSF	95456	0.9998	181.5686	42.8772	24.7624	



Type1-L2 Statistics

kirby800a_3_1_ax_MNI.img	CerebralCortex_L	368396	8.5913	195.0590	104.6879	24.6442	
kirby800a_3_1_ax_MNI.img	CerebralCortex_R	375061	8.9035	201.3500	104.7660	24.9355	
kirby800a_3_1_ax_MNI.img	CerebralNucli_L	16282	76.7906	233.7348	157.7907	24.3797	
kirby800a_3_1_ax_MNI.img	CerebralNucli_R	17253	75.6329	233.8701	159.5558	24.3677	
kirby800a_3_1_ax_MNI.img	Thalamus_L	8474	90.0131	220.1511	176.8526	17.1942	
kirby800a_3_1_ax_MNI.img	Thalamus_R	9083	94.1201	221.6652	175.4062	18.8093	
kirby800a_3_1_ax_MNI.img	BasalForebrain_L	4375	72.0128	246.1025	173.1757	29.5966	
kirby800a_3_1_ax_MNI.img	BasalForebrain_R	4250	39.0045	241.3851	172.0469	28.7551	
kirby800a_3_1_ax_MNI.img	Mesencephalon_L	6657	110.4355	244.3201	202.2063	18.7600	
kirby800a_3_1_ax_MNI.img	Mesencephalon_R	6450	97.4782	245.6400	200.3754	21.4414	
kirby800a_3_1_ax_MNI.img	Metencephalon_R	101406	18.2063	244.4200	135.5935	44.5153	
kirby800a_3_1_ax_MNI.img	Metencephalon_L	102050	6.0088	232.4461	129.2789	46.5473	
kirby800a_3_1_ax_MNI.img	Myelencephalon_L	2732	59.3189	239.1082	188.4737	30.3231	
kirby800a_3_1_ax_MNI.img	Myelencephalon_R	3069	76.1712	239.0513	191.9452	25.3114	
kirby800a_3_1_ax_MNI.img	WhiteMatter_L	286988	43.7311	250.6376	188.6513	21.5806	
kirby800a_3_1_ax_MNI.img	WhiteMatter_R	293518	50.0223	250.7138	189.1041	21.4124	
kirby800a_3_1_ax_MNI.img	Ventricle	23657	5.6567	181.5686	61.7661	33.3073	
kirby800a_3_1_ax_MNI.img	Sulcus_L	38100	0.9998	113.9553	36.6139	16.6950	
kirby800a_3_1_ax_MNI.img	Sulcus_R	33699	1.4757	108.3974	36.6983	17.6059	



Type1-L3 Statistics

kirby800a_3_1_ax_MNI.img	Frontal_L	123228	17.7689	193.5168	103.2258	25.4182	
kirby800a_3_1_ax_MNI.img	Frontal_R	120974	9.9564	195.9213	103.1753	25.2619	
kirby800a_3_1_ax_MNI.img	Parietal_L	62120	18.6136	175.7897	100.5071	24.6799	
kirby800a_3_1_ax_MNI.img	Parietal_R	64583	9.9081	178.2319	103.0148	24.8949	
kirby800a_3_1_ax_MNI.img	Temporal_L	89993	8.5913	187.5561	103.0445	22.6406	
kirby800a_3_1_ax_MNI.img	Temporal_R	87166	13.6652	181.5461	102.1890	22.9592	
kirby800a_3_1_ax_MNI.img	Limbic_L	39161	25.0220	195.0590	117.6717	21.8669	
kirby800a_3_1_ax_MNI.img	Limbic_R	41799	23.2863	201.3500	117.6860	22.5673	
kirby800a_3_1_ax_MNI.img	Occipital_L	47482	18.5203	179.3044	106.1294	25.7412	
kirby800a_3_1_ax_MNI.img	Occipital_R	54100	8.9035	181.6266	103.7044	26.4837	
kirby800a_3_1_ax_MNI.img	Insula_L	8839	25.4060	167.6737	113.3846	18.7068	
kirby800a_3_1_ax_MNI.img	Insula_R	9415	35.9268	182.1379	119.7843	20.4638	
kirby800a_3_1_ax_MNI.img	BasalGang_L	13855	76.7906	233.7348	162.3297	23.2246	
kirby800a_3_1_ax_MNI.img	BasalGang_R	14277	75.6329	233.8701	164.4031	23.4798	
kirby800a_3_1_ax_MNI.img	Thalamus_L	8474	90.0131	220.1511	176.8526	17.1942	
