	 SFG_L 	 SFG_R 	 SFG_PFC_L 	 SFG_PFC_R 	 SFG_pole_L 	 SFG_pole_R 	 MFG_L 	 MFG_R 	 MFG_DPFC_L 	 MFG_DPFC_R 	 IFG_opercularis_L 	 IFG_opercularis_R 	 IFG_orbitalis_L 	 IFG_orbitalis_R 	 IFG_triangularis_L 	 IFG_triangularis_R 	 LFOG_L 	 LFOG_R 	 MFOG_L 	 MFOG_R 	 RG_L 	 RG_R 	 PoCG_L 	 PoCG_R 	 PrCG_L 	 PrCG_R 	 SPG_L 	 SPG_R 	 SMG_L 	 SMG_R 	 AG_L 	 AG_R 	 PrCu_L 	 PrCu_R 	 STG_L 	 STG_R 	 STG_L_pole 	 STG_R_pole 	 MTG_L 	 MTG_R 	 MTG_L_pole 	 MTG_R_pole 	 ITG_L 	 ITG_R 	 FuG_L 	 FuG_R 	 SOG_L 	 SOG_R 	 MOG_L 	 MOG_R 	 IOG_L 	 IOG_R 	 Cu_L 	 Cu_R 	 LG_L 	 LG_R 	 rostral_ACC_L 	 rostral_ACC_R 	 subcallosal_ACC_L 	 subcallosal_ACC_R 	 subgenual_ACC_L 	 subgenual_ACC_R 	 dorsal_ACC_L 	 dorsal_ACC_R 	 PCC_L 	 PCC_R 	 Insula_L 	 Insula_R 	 CerebellumGM_L 	 CerebellumGM_R 	 Caud_L 	 Caud_R 	 Put_L 	 Put_R 	 GP_L 	 GP_R 	 Thalamus_L 	 Thalamus_R 	
 SFG_L 	1	0.87214	0.63657	0.62538	0.53052	0.46432	0.67868	0.6836	0.63449	0.57051	0.65987	0.22672	0.41089	0.45176	0.67382	0.44499	0.20264	0.21452	0.14851	0.1746	0.20206	0.25929	0.46054	0.48213	0.6827	0.72397	0.5554	0.40048	0.43037	0.49529	0.50469	0.52239	0.69899	0.6139	0.38277	0.26608	0.23769	0.20238	0.53338	0.34564	0.052252	0.15456	0.011383	-0.042101	-0.01403	-0.16847	0.48352	0.35159	0.50178	0.38166	-0.21586	-0.089285	0.46392	0.39176	0.41628	0.44024	0.38354	0.40037	-0.075018	0.22872	-0.12546	-0.1026	0.481	0.59936	0.58221	0.55204	0.16917	0.12656	0.2892	0.22749	0.023069	0.07942	0.16031	-0.088873	0.2771	-0.097807	0.42019	0.37282	
 SFG_R 	0.87214	1	0.61731	0.68334	0.50561	0.52717	0.56589	0.7022	0.53866	0.59756	0.57912	0.32755	0.39632	0.52214	0.53532	0.46619	0.17903	0.28755	0.16918	0.17707	0.2171	0.30726	0.38023	0.33995	0.57753	0.7046	0.47295	0.29635	0.30789	0.43777	0.44744	0.51261	0.61864	0.59509	0.39566	0.26839	0.21677	0.27991	0.43678	0.4333	0.04698	0.16017	-0.038583	0.008126	-0.055419	-0.19019	0.40309	0.33556	0.45274	0.37406	-0.18034	-0.12615	0.37646	0.29407	0.31281	0.38541	0.36754	0.42858	-0.0052047	0.26465	-0.20691	-0.17628	0.37949	0.46343	0.46453	0.51977	0.12992	0.14245	0.28628	0.23297	-0.068087	-0.055378	0.14857	-0.04829	0.22772	-0.04222	0.31343	0.29783	
 SFG_PFC_L 	0.63657	0.61731	1	0.83908	0.67981	0.74773	0.56332	0.63715	0.47533	0.59681	0.17981	0.13209	0.21184	0.43333	0.30381	0.41266	-0.023948	0.38677	0.32499	0.24289	0.48955	0.51663	0.36498	0.50921	0.39276	0.52807	0.49596	0.39051	0.1133	0.31003	0.31908	0.51514	0.49424	0.54811	0.10654	0.061249	0.060673	0.10593	0.45961	0.30963	-0.14934	0.25253	-0.14094	-0.11554	-0.21827	-0.23156	-0.0023867	0.17421	0.40539	0.33663	0.02515	0.058808	0.24642	0.1295	0.15054	0.22907	0.68378	0.57421	0.0090743	0.16501	-0.075305	0.039969	0.47788	0.43677	0.57159	0.63141	-0.097042	0.15164	0.13595	0.087385	0.3541	0.31327	0.13633	0.059005	0.15644	0.013853	0.16674	0.15085	
 SFG_PFC_R 	0.62538	0.68334	0.83908	1	0.67	0.66551	0.42302	0.57043	0.29335	0.54036	0.23413	0.12581	0.06735	0.40572	0.31336	0.41081	-0.071741	0.38741	0.20947	0.20914	0.35232	0.474	0.32381	0.41474	0.37818	0.53778	0.42516	0.24785	0.055442	0.26024	0.12518	0.35472	0.35145	0.38025	-0.0068436	-0.080149	-0.021487	0.0061969	0.28602	0.27338	-0.27323	0.33704	-0.25333	-0.24479	-0.23979	-0.28402	0.055193	0.13488	0.32483	0.22225	-0.033595	-0.028943	0.26854	0.12651	0.18708	0.30777	0.55433	0.49391	0.0012027	0.20963	-0.14088	-0.077785	0.47378	0.42364	0.41859	0.52598	-0.15205	0.068226	0.049298	-0.032631	0.20366	0.28716	0.070638	-0.0077533	0.13091	0.077158	0.17454	0.1284	
 SFG_pole_L 	0.53052	0.50561	0.67981	0.67	1	0.67176	0.45675	0.49652	0.57031	0.58597	0.21236	-0.038649	-0.0093781	0.097077	0.30376	0.38096	-0.10172	0.22398	0.14671	0.08522	0.37305	0.41073	0.41971	0.49263	0.38168	0.40841	0.50475	0.37513	0.23562	0.16608	0.23583	0.29277	0.4737	0.35672	-0.086326	-0.17391	-0.15639	-0.10695	0.061564	-0.13923	-0.36728	0.0060636	-0.4284	-0.4032	-0.24085	-0.38319	0.1526	0.16284	0.31909	0.19791	0.022321	0.009749	0.28567	0.12931	0.20615	0.29914	0.5176	0.40587	-0.084853	-0.03624	-0.059804	-0.068912	0.413	0.451	0.51721	0.49555	-0.1165	-0.017389	-0.060185	-0.097452	-0.028525	0.20941	0.048563	-0.097874	0.18245	-0.239	-0.0026655	-0.14186	
 SFG_pole_R 	0.46432	0.52717	0.74773	0.66551	0.67176	1	0.42623	0.61581	0.46093	0.65393	0.06001	0.28223	0.125	0.34599	0.16093	0.41147	-0.056325	0.46705	0.42752	0.32245	0.49994	0.52419	0.34587	0.3327	0.31249	0.31371	0.34853	0.26617	-0.0085491	0.27049	0.42973	0.58489	0.47055	0.5953	0.09671	0.049155	0.0073599	0.19353	0.4064	0.36134	-0.17272	0.27669	-0.054261	0.029355	-0.13974	-0.10132	0.010233	0.29156	0.54108	0.49852	0.12626	0.16706	0.28192	0.17289	0.16712	0.27496	0.45477	0.47604	0.026052	0.053592	-0.18266	0.047695	0.29534	0.20036	0.46849	0.60464	-0.18385	0.14544	0.25103	0.23614	0.15931	0.082976	0.13886	0.083967	0.0043106	-0.038315	0.045625	-0.012224	
 MFG_L 	0.67868	0.56589	0.56332	0.42302	0.45675	0.42623	1	0.83528	0.70956	0.49224	0.61731	0.31322	0.38366	0.41895	0.69678	0.51674	0.070645	0.15983	0.14751	0.092181	0.12864	0.10034	0.28116	0.32059	0.58313	0.47038	0.59633	0.20271	0.50161	0.44447	0.76867	0.74467	0.76756	0.63925	0.074094	0.035572	0.16953	0.016843	0.48082	0.31408	0.045288	0.12065	0.092266	0.036944	-0.075355	-0.15211	0.35382	0.25548	0.57487	0.45676	-0.25266	-0.13897	0.38063	0.29057	0.38015	0.36092	0.41581	0.3319	0.046081	0.14349	-0.1715	-0.016842	0.31672	0.48699	0.79004	0.76474	-0.11843	-0.068459	0.21363	0.11874	0.19508	0.12991	-0.075159	-0.21517	0.17103	-0.13829	0.48786	0.32593	
 MFG_R 	0.6836	0.7022	0.63715	0.57043	0.49652	0.61581	0.83528	1	0.60852	0.66294	0.44001	0.4124	0.30874	0.49881	0.47778	0.52803	-0.024622	0.32011	0.22119	0.24527	0.27401	0.28454	0.27063	0.25903	0.51898	0.50964	0.48529	0.11298	0.31634	0.44864	0.63399	0.84831	0.70129	0.73768	0.10201	0.082624	0.14543	0.13849	0.46293	0.45776	0.056954	0.21623	0.056697	0.061686	-0.11045	-0.13027	0.27304	0.35691	0.54813	0.55935	-0.2163	-0.17575	0.37343	0.35724	0.3467	0.42036	0.49289	0.48331	-0.013089	0.21005	-0.071657	0.094481	0.37607	0.40205	0.70496	0.83812	-0.11581	-0.02629	0.25199	0.1642	0.1917	0.086386	-0.054684	-0.17614	0.14893	0.012232	0.48898	0.3318	
 MFG_DPFC_L 	0.63449	0.53866	0.47533	0.29335	0.57031	0.46093	0.70956	0.60852	1	0.69512	0.57929	0.35711	0.49386	0.41805	0.66617	0.5665	0.19787	0.38253	0.27377	0.24541	0.28612	0.3161	0.3075	0.30173	0.48295	0.43974	0.56641	0.28409	0.6123	0.55722	0.73598	0.58626	0.73957	0.60273	0.24997	0.16875	0.10895	0.15884	0.40384	0.18477	0.0089938	0.073198	0.14498	0.11644	0.076341	-0.041885	0.38849	0.24806	0.47425	0.35281	-0.14266	-0.02501	0.34101	0.28715	0.29915	0.23665	0.46221	0.49552	0.093449	-0.048066	-0.16351	-0.045861	0.33703	0.51793	0.69403	0.58427	0.11343	0.19837	0.21811	0.1739	-0.004128	0.040891	0.24337	0.064634	0.34829	-0.10839	0.23235	0.16443	
 MFG_DPFC_R 	0.57051	0.59756	0.59681	0.54036	0.58597	0.65393	0.49224	0.66294	0.69512	1	0.38298	0.57316	0.28894	0.54869	0.41382	0.67025	0.002368	0.57979	0.27064	0.37285	0.3293	0.4238	0.31433	0.27458	0.36351	0.47785	0.4085	0.17074	0.41726	0.6484	0.41241	0.63847	0.46789	0.58581	0.20944	0.19517	0.12639	0.28201	0.24765	0.24293	-0.1861	0.22829	-0.010038	0.013334	-0.074929	-0.095258	0.20084	0.31605	0.28473	0.40024	-0.050631	-0.061748	0.2522	0.26502	0.1449	0.16292	0.61006	0.6682	0.027496	-0.002061	-0.093686	-0.015298	0.56097	0.52775	0.43658	0.57079	0.18655	0.44353	0.12954	0.014729	0.26832	0.20942	0.26776	0.16449	0.16885	-0.023531	0.14351	0.093042	
