	 SFG_L 	 SFG_R 	 SFG_PFC_L 	 SFG_PFC_R 	 SFG_pole_L 	 SFG_pole_R 	 MFG_L 	 MFG_R 	 MFG_DPFC_L 	 MFG_DPFC_R 	 IFG_opercularis_L 	 IFG_opercularis_R 	 IFG_orbitalis_L 	 IFG_orbitalis_R 	 IFG_triangularis_L 	 IFG_triangularis_R 	 LFOG_L 	 LFOG_R 	 MFOG_L 	 MFOG_R 	 RG_L 	 RG_R 	 PoCG_L 	 PoCG_R 	 PrCG_L 	 PrCG_R 	 SPG_L 	 SPG_R 	 SMG_L 	 SMG_R 	 AG_L 	 AG_R 	 PrCu_L 	 PrCu_R 	 STG_L 	 STG_R 	 STG_L_pole 	 STG_R_pole 	 MTG_L 	 MTG_R 	 MTG_L_pole 	 MTG_R_pole 	 ITG_L 	 ITG_R 	 FuG_L 	 FuG_R 	 SOG_L 	 SOG_R 	 MOG_L 	 MOG_R 	 IOG_L 	 IOG_R 	 Cu_L 	 Cu_R 	 LG_L 	 LG_R 	 rostral_ACC_L 	 rostral_ACC_R 	 subcallosal_ACC_L 	 subcallosal_ACC_R 	 subgenual_ACC_L 	 subgenual_ACC_R 	 dorsal_ACC_L 	 dorsal_ACC_R 	 PCC_L 	 PCC_R 	 Insula_L 	 Insula_R 	 CerebellumGM_L 	 CerebellumGM_R 	 Caud_L 	 Caud_R 	 Put_L 	 Put_R 	 GP_L 	 GP_R 	 Thalamus_L 	 Thalamus_R 	
 SFG_L 	Inf	1.3419	0.75238	0.73379	0.59086	0.50281	0.82666	0.83584	0.74889	0.64827	0.79259	0.23073	0.43668	0.48692	0.8177	0.47843	0.20548	0.2179	0.14961	0.17641	0.20488	0.26535	0.49799	0.52575	0.83415	0.91595	0.62615	0.42422	0.46036	0.54304	0.55558	0.57963	0.86532	0.71515	0.4033	0.27264	0.24232	0.20521	0.59485	0.36048	0.052299	0.15581	0.011383	-0.042126	-0.014031	-0.1701	0.52756	0.36726	0.55168	0.402	-0.21931	-0.089523	0.5023	0.41388	0.44318	0.47253	0.40421	0.42409	-0.075159	0.23284	-0.12612	-0.10297	0.52428	0.69214	0.66581	0.62131	0.17081	0.12725	0.29769	0.23155	0.023073	0.079587	0.16171	-0.089108	0.28453	-0.098121	0.44792	0.39169	
 SFG_R 	1.3419	Inf	0.72065	0.83536	0.55682	0.58622	0.64146	0.87162	0.60227	0.68934	0.66114	0.34009	0.41927	0.57928	0.59757	0.50519	0.18098	0.29589	0.17083	0.17895	0.22061	0.31751	0.40033	0.35404	0.65874	0.87637	0.51386	0.30551	0.31821	0.46946	0.48149	0.56626	0.7228	0.68551	0.41849	0.27513	0.22026	0.28758	0.46824	0.46395	0.047014	0.16156	-0.038602	0.0081262	-0.055476	-0.19253	0.42733	0.34908	0.48814	0.39314	-0.18233	-0.12683	0.39593	0.30301	0.32366	0.40639	0.38558	0.45815	-0.0052048	0.2711	-0.20994	-0.17814	0.39946	0.50167	0.50308	0.57602	0.13066	0.14343	0.29451	0.23733	-0.068192	-0.055434	0.14968	-0.048328	0.23178	-0.042245	0.32435	0.30714	
 SFG_PFC_L 	0.75238	0.72065	Inf	1.218	0.82876	0.96778	0.63769	0.75336	0.51694	0.68817	0.18179	0.13287	0.2151	0.46399	0.31371	0.43882	-0.023953	0.408	0.33722	0.24784	0.53546	0.57174	0.38262	0.56166	0.41505	0.58747	0.54393	0.41241	0.11379	0.32058	0.33062	0.56971	0.54165	0.61568	0.10694	0.061326	0.060748	0.10633	0.49681	0.32014	-0.15047	0.25811	-0.14189	-0.11606	-0.22184	-0.23584	-0.0023867	0.17601	0.43009	0.35029	0.025156	0.058876	0.25159	0.13023	0.15169	0.23321	0.83619	0.65378	0.0090746	0.16653	-0.075448	0.039991	0.52023	0.46823	0.64988	0.74376	-0.097348	0.15282	0.13679	0.087608	0.37012	0.32416	0.13718	0.059073	0.15774	0.013854	0.16831	0.15201	
 SFG_PFC_R 	0.73379	0.83536	1.218	Inf	0.81074	0.80264	0.45137	0.64816	0.30223	0.60466	0.23856	0.12648	0.067453	0.43048	0.32426	0.43658	-0.071865	0.40875	0.21262	0.21227	0.36809	0.51522	0.33589	0.44132	0.39793	0.60103	0.45398	0.25312	0.055499	0.26636	0.12584	0.37083	0.3671	0.40035	-0.0068437	-0.080321	-0.021491	0.0061969	0.29422	0.28052	-0.28035	0.35075	-0.25896	-0.24986	-0.24456	-0.29205	0.055249	0.1357	0.33703	0.22602	-0.033608	-0.028952	0.27528	0.12719	0.18931	0.31808	0.6246	0.54122	0.0012027	0.21278	-0.14182	-0.077943	0.51493	0.45211	0.44598	0.58458	-0.15323	0.068332	0.049338	-0.032643	0.20655	0.29547	0.070756	-0.0077534	0.13166	0.077312	0.17634	0.12911	
 SFG_pole_L 	0.59086	0.55682	0.82876	0.81074	Inf	0.81394	0.4932	0.54468	0.64798	0.6715	0.21564	-0.038668	-0.0093784	0.097384	0.31366	0.40118	-0.10208	0.22784	0.14778	0.085427	0.39196	0.43649	0.44734	0.53952	0.40202	0.4337	0.55566	0.39438	0.24013	0.16764	0.24036	0.30159	0.51483	0.37312	-0.086542	-0.1757	-0.15768	-0.10736	0.061642	-0.14015	-0.38528	0.0060637	-0.45793	-0.42746	-0.24568	-0.4038	0.15381	0.1643	0.33063	0.20056	0.022325	0.0097493	0.29385	0.13004	0.20915	0.30858	0.57305	0.43066	-0.085057	-0.036256	-0.059875	-0.069022	0.43922	0.48595	0.57252	0.54339	-0.11703	-0.017391	-0.060258	-0.097763	-0.028533	0.21256	0.048601	-0.098188	0.18452	-0.24372	-0.0026655	-0.14282	
 SFG_pole_R 	0.50281	0.58622	0.96778	0.80264	0.81394	Inf	0.45528	0.71823	0.49849	0.78214	0.060083	0.2901	0.12566	0.36088	0.16234	0.43738	-0.056384	0.50628	0.45686	0.33437	0.54922	0.5821	0.36074	0.34586	0.3233	0.32466	0.36377	0.27274	-0.0085493	0.2774	0.45957	0.66987	0.51077	0.68583	0.097013	0.049194	0.00736	0.19601	0.43129	0.37843	-0.17447	0.2841	-0.054315	0.029364	-0.14066	-0.10167	0.010233	0.30027	0.60568	0.54733	0.12694	0.16864	0.28977	0.17465	0.1687	0.28222	0.4907	0.51785	0.026058	0.053643	-0.18473	0.047731	0.30441	0.20311	0.50814	0.70042	-0.18597	0.14648	0.25651	0.24068	0.16068	0.083167	0.13977	0.084165	0.0043107	-0.038334	0.045657	-0.012225	
 MFG_L 	0.82666	0.64146	0.63769	0.45137	0.4932	0.45528	Inf	1.2054	0.88629	0.53901	0.72065	0.32412	0.40435	0.44642	0.86102	0.57188	0.070763	0.16121	0.14859	0.092443	0.12935	0.10068	0.28894	0.3323	0.6672	0.51056	0.68743	0.20555	0.55145	0.47778	1.0171	0.96089	1.0144	0.75691	0.07423	0.035587	0.17118	0.016845	0.52405	0.32507	0.045319	0.12125	0.092529	0.03696	-0.075498	-0.1533	0.3698	0.26127	0.65476	0.49321	-0.25825	-0.13987	0.40079	0.29918	0.40023	0.37794	0.44261	0.34496	0.046114	0.14449	-0.17321	-0.016843	0.32799	0.5321	1.0715	1.0075	-0.11899	-0.068566	0.21697	0.1193	0.19761	0.13065	-0.075301	-0.21858	0.17272	-0.13919	0.53325	0.33826	
 MFG_R 	0.83584	0.87162	0.75336	0.64816	0.54468	0.71823	1.2054	Inf	0.70656	0.79804	0.47224	0.4385	0.31916	0.54773	0.5201	0.5874	-0.024627	0.33177	0.22491	0.25037	0.28119	0.29261	0.27754	0.26507	0.57495	0.56225	0.52988	0.11346	0.32757	0.48299	0.74806	1.2501	0.86984	0.94538	0.10237	0.082813	0.14647	0.13939	0.50104	0.49447	0.057016	0.2197	0.056758	0.061765	-0.1109	-0.13101	0.28015	0.37334	0.61571	0.63189	-0.21977	-0.1776	0.3924	0.37371	0.36169	0.44814	0.53987	0.52729	-0.01309	0.21322	-0.07178	0.094764	0.39548	0.42609	0.8771	1.2148	-0.11633	-0.026296	0.25754	0.1657	0.1941	0.086601	-0.054739	-0.17799	0.15004	0.012233	0.53471	0.34485	
 MFG_DPFC_L 	0.74889	0.60227	0.51694	0.30223	0.64798	0.49849	0.88629	0.70656	Inf	0.8578	0.6614	0.37357	0.54115	0.44533	0.80383	0.64235	0.20051	0.40302	0.28093	0.25053	0.29434	0.32731	0.31778	0.31142	0.52682	0.47191	0.64222	0.29213	0.71259	0.62879	0.94166	0.67196	0.94953	0.69742	0.25538	0.17037	0.10938	0.1602	0.42823	0.18692	0.008994	0.073329	0.14601	0.11697	0.07649	-0.041909	0.41002	0.25335	0.51554	0.36865	-0.14364	-0.025015	0.35523	0.29546	0.30858	0.24123	0.50012	0.54334	0.093722	-0.048103	-0.16499	-0.045894	0.35074	0.57351	0.85569	0.66892	0.11392	0.20103	0.22167	0.17569	-0.004128	0.040914	0.24835	0.064725	0.36349	-0.10881	0.23667	0.16594	
 MFG_DPFC_R 	0.64827	0.68934	0.68817	0.60466	0.6715	0.78214	0.53901	0.79804	0.8578	Inf	0.40355	0.65222	0.29741	0.6165	0.44022	0.81119	0.002368	0.66215	0.27755	0.39173	0.34205	0.45232	0.32534	0.28181	0.38092	0.5202	0.43381	0.17243	0.44437	0.77253	0.43851	0.75558	0.50737	0.67126	0.21259	0.1977	0.12707	0.28986	0.2529	0.24789	-0.18829	0.23238	-0.010039	0.013335	-0.07507	-0.095548	0.20361	0.32726	0.29282	0.42394	-0.050675	-0.061827	0.25776	0.2715	0.14593	0.16439	0.70901	0.80749	0.027503	-0.002061	-0.093961	-0.015299	0.63425	0.58701	0.468	0.64869	0.18876	0.47662	0.13027	0.01473	0.27505	0.21256	0.27445	0.166	0.17048	-0.023536	0.14451	0.093311	
