Gray Images
Image	Object	Pixels	Min	Max	Mean	Std	

Color Images
Image	Object	Pixels	RMin	RMax	RMean	RStd	GMin	GMax	GMean	GStd	BMin	BMax	BMean	BStd	



Type1-L1 Statistics

kirby502b_3_1_ax_MNI.img	Telencephalon_L	639568	5.0474	238.4772	125.7709	42.0790	
kirby502b_3_1_ax_MNI.img	Telencephalon_R	649655	6.5078	240.0034	125.8509	42.0870	
kirby502b_3_1_ax_MNI.img	Diencephalon_L	11651	41.1784	206.6484	151.3883	19.7626	
kirby502b_3_1_ax_MNI.img	Diencephalon_R	11703	51.8106	242.9122	149.6528	19.5052	
kirby502b_3_1_ax_MNI.img	Mesencephalon	12624	74.8124	212.8884	173.5968	16.8986	
kirby502b_3_1_ax_MNI.img	Metencephalon	173855	14.6757	206.4786	125.3459	36.1734	
kirby502b_3_1_ax_MNI.img	Myelencephalon	6294	55.8991	217.4708	166.9855	23.4262	
kirby502b_3_1_ax_MNI.img	CSF	123527	0.8175	160.3862	33.1345	20.3825	



Type1-L2 Statistics

kirby502b_3_1_ax_MNI.img	CerebralCortex_L	337298	5.0474	238.4772	91.3875	23.5672	
kirby502b_3_1_ax_MNI.img	CerebralCortex_R	339808	6.5078	240.0034	91.1685	23.5589	
kirby502b_3_1_ax_MNI.img	CerebralNucli_L	15488	54.1308	203.8228	141.9322	22.2501	
kirby502b_3_1_ax_MNI.img	CerebralNucli_R	16470	48.8470	205.5030	142.8584	23.2171	
kirby502b_3_1_ax_MNI.img	Thalamus_L	7966	84.5973	197.8142	150.9839	16.4162	
kirby502b_3_1_ax_MNI.img	Thalamus_R	8072	51.8106	187.5728	148.6900	16.8314	
kirby502b_3_1_ax_MNI.img	BasalForebrain_L	3685	41.1784	206.6484	152.2624	25.5179	
kirby502b_3_1_ax_MNI.img	BasalForebrain_R	3631	66.8604	242.9122	151.7933	24.2858	
kirby502b_3_1_ax_MNI.img	Mesencephalon_L	6305	86.6847	209.5372	174.4336	15.9506	
kirby502b_3_1_ax_MNI.img	Mesencephalon_R	6319	74.8124	212.8884	172.7618	17.7550	
kirby502b_3_1_ax_MNI.img	Metencephalon_R	86972	16.2490	205.3301	126.0356	35.8706	
kirby502b_3_1_ax_MNI.img	Metencephalon_L	86883	14.6757	206.4786	124.6554	36.4610	
kirby502b_3_1_ax_MNI.img	Myelencephalon_L	3051	55.8991	212.2437	163.1805	25.7042	
kirby502b_3_1_ax_MNI.img	Myelencephalon_R	3243	85.4097	217.4708	170.5652	20.4219	
kirby502b_3_1_ax_MNI.img	WhiteMatter_L	286782	42.9652	226.3262	165.3380	17.2826	
kirby502b_3_1_ax_MNI.img	WhiteMatter_R	293377	40.1478	229.6558	165.0675	17.3744	
kirby502b_3_1_ax_MNI.img	Ventricle	35199	2.2966	160.3862	44.1276	27.9663	
kirby502b_3_1_ax_MNI.img	Sulcus_L	46130	0.8543	117.0430	29.0246	14.0507	
kirby502b_3_1_ax_MNI.img	Sulcus_R	42198	0.8175	108.8425	28.4577	14.3805	



Type1-L3 Statistics

kirby502b_3_1_ax_MNI.img	Frontal_L	107213	11.2363	238.4772	88.7625	23.0670	
kirby502b_3_1_ax_MNI.img	Frontal_R	106104	6.7975	205.1762	86.8248	23.0561	
kirby502b_3_1_ax_MNI.img	Parietal_L	63089	5.0474	165.7832	89.5678	24.0688	
kirby502b_3_1_ax_MNI.img	Parietal_R	63083	6.5078	164.3215	90.1720	23.4927	
kirby502b_3_1_ax_MNI.img	Temporal_L	77596	10.8175	164.7562	90.8899	21.4634	
kirby502b_3_1_ax_MNI.img	Temporal_R	82807	13.0306	184.0509	92.5472	22.1046	
kirby502b_3_1_ax_MNI.img	Limbic_L	36271	13.7473	213.0232	103.0217	23.1823	
kirby502b_3_1_ax_MNI.img	Limbic_R	37923	20.3411	228.6381	100.2741	23.2820	
kirby502b_3_1_ax_MNI.img	Occipital_L	45824	12.5033	172.1005	91.3823	25.6483	
kirby502b_3_1_ax_MNI.img	Occipital_R	42498	8.4047	163.5906	91.4783	25.2209	
kirby502b_3_1_ax_MNI.img	Insula_L	9323	18.6912	187.8938	99.1656	20.4876	
kirby502b_3_1_ax_MNI.img	Insula_R	9816	17.7738	240.0034	104.5364	22.9602	
kirby502b_3_1_ax_MNI.img	BasalGang_L	13470	54.1308	203.8228	145.0938	21.7812	
kirby502b_3_1_ax_MNI.img	BasalGang_R	14047	48.8470	205.5030	146.0709	23.2214	
kirby502b_3_1_ax_MNI.img	Thalamus_L	7966	84.5973	197.8142	150.9839	16.4162	
