Gray Images
Image	Object	Pixels	Min	Max	Mean	Std	

Color Images
Image	Object	Pixels	RMin	RMax	RMean	RStd	GMin	GMax	GMean	GStd	BMin	BMax	BMean	BStd	



Type1-L1 Statistics

kirby906a_ax_MNI.img	Telencephalon_L	615023	14.2980	188.2765	116.1550	34.3462	
kirby906a_ax_MNI.img	Telencephalon_R	618731	13.4412	202.1252	116.5232	34.3543	
kirby906a_ax_MNI.img	Diencephalon_L	11563	65.9091	190.4821	136.1671	15.6744	
kirby906a_ax_MNI.img	Diencephalon_R	11927	63.5206	190.2729	136.4116	15.5580	
kirby906a_ax_MNI.img	Mesencephalon	12487	77.5193	189.2331	157.7365	13.4181	
kirby906a_ax_MNI.img	Metencephalon	202662	12.7991	185.0687	112.4188	29.4077	
kirby906a_ax_MNI.img	Myelencephalon	5328	54.3684	186.2578	148.5233	20.1734	
kirby906a_ax_MNI.img	CSF	94153	1.9627	153.0744	50.8095	19.0790	



Type1-L2 Statistics

kirby906a_ax_MNI.img	CerebralCortex_L	324967	14.2980	168.9274	87.9433	18.6895	
kirby906a_ax_MNI.img	CerebralCortex_R	323239	13.4412	156.8908	87.8195	18.2052	
kirby906a_ax_MNI.img	CerebralNucli_L	15412	62.7921	182.1206	123.1079	16.6578	
kirby906a_ax_MNI.img	CerebralNucli_R	15783	63.8786	178.1854	124.5108	16.7563	
kirby906a_ax_MNI.img	Thalamus_L	8011	65.9091	169.9838	135.8899	12.7597	
kirby906a_ax_MNI.img	Thalamus_R	8462	76.0996	168.5257	136.5332	13.0192	
kirby906a_ax_MNI.img	BasalForebrain_L	3552	76.9095	190.4821	136.7924	20.7855	
kirby906a_ax_MNI.img	BasalForebrain_R	3465	63.5206	190.2729	136.1148	20.4722	
kirby906a_ax_MNI.img	Mesencephalon_L	6379	89.8842	188.4187	157.7945	12.3559	
kirby906a_ax_MNI.img	Mesencephalon_R	6108	77.5193	189.2331	157.6759	14.4440	
kirby906a_ax_MNI.img	Metencephalon_R	102628	12.7991	185.0687	113.4785	29.3593	
kirby906a_ax_MNI.img	Metencephalon_L	100034	24.0272	183.9172	111.3317	29.4177	
kirby906a_ax_MNI.img	Myelencephalon_L	2606	54.3684	186.2578	147.5255	21.7358	
kirby906a_ax_MNI.img	Myelencephalon_R	2722	68.4083	183.9984	149.4787	18.5044	
kirby906a_ax_MNI.img	WhiteMatter_L	274644	47.8635	188.2765	149.1457	13.4152	
kirby906a_ax_MNI.img	WhiteMatter_R	279709	46.0420	202.1252	149.2432	13.6207	
kirby906a_ax_MNI.img	Ventricle	13579	5.1352	149.8267	66.1009	27.8760	
kirby906a_ax_MNI.img	Sulcus_L	40217	2.9558	153.0744	47.1472	15.9679	
kirby906a_ax_MNI.img	Sulcus_R	40357	1.9627	119.0106	49.3140	15.4726	



Type1-L3 Statistics

kirby906a_ax_MNI.img	Frontal_L	103731	14.2980	168.2718	84.5248	19.2303	
kirby906a_ax_MNI.img	Frontal_R	99154	13.6162	156.8908	86.1502	17.8277	
kirby906a_ax_MNI.img	Parietal_L	56040	20.1446	155.3347	87.7207	18.5117	
kirby906a_ax_MNI.img	Parietal_R	57921	23.1083	154.6025	86.6902	19.0926	
kirby906a_ax_MNI.img	Temporal_L	76262	23.2886	154.2085	87.0788	17.3766	
kirby906a_ax_MNI.img	Temporal_R	73349	13.4412	147.8596	85.1718	16.5509	
kirby906a_ax_MNI.img	Limbic_L	35610	24.5224	168.9274	96.6536	17.2513	
kirby906a_ax_MNI.img	Limbic_R	38487	22.0356	155.1633	95.1504	17.1322	
kirby906a_ax_MNI.img	Occipital_L	46171	22.4415	148.5707	90.8325	19.0477	
kirby906a_ax_MNI.img	Occipital_R	46698	18.9848	152.4705	91.0498	19.8720	
kirby906a_ax_MNI.img	Insula_L	9031	33.1109	145.4098	90.9040	14.9105	
kirby906a_ax_MNI.img	Insula_R	9839	27.3335	153.8513	91.7984	15.2453	
kirby906a_ax_MNI.img	BasalGang_L	13534	73.6645	182.1206	125.2312	16.3999	
kirby906a_ax_MNI.img	BasalGang_R	13574	63.8786	178.1854	127.0182	16.3612	
kirby906a_ax_MNI.img	Thalamus_L	8011	65.9091	169.9838	135.8899	12.7597	
kirby906a_ax_MNI.img	Thalamus_R	8462	76.0996	168.5257	136.5332	13.0192	
kirby906a_ax_MNI.img	BasalForebrain_L	3552	76.9095	190.4821	136.7924	20.7855	
kirby906a_ax_MNI.img	BasalForebrain_R	3465	63.5206	190.2729	136.1148	20.4722	
kirby906a_ax_MNI.img	midbrain_L	6379	89.8842	188.4187	157.7945	12.3559	
