	 SFG_L 	 SFG_R 	 SFG_PFC_L 	 SFG_PFC_R 	 SFG_pole_L 	 SFG_pole_R 	 MFG_L 	 MFG_R 	 MFG_DPFC_L 	 MFG_DPFC_R 	 IFG_opercularis_L 	 IFG_opercularis_R 	 IFG_orbitalis_L 	 IFG_orbitalis_R 	 IFG_triangularis_L 	 IFG_triangularis_R 	 LFOG_L 	 LFOG_R 	 MFOG_L 	 MFOG_R 	 RG_L 	 RG_R 	 PoCG_L 	 PoCG_R 	 PrCG_L 	 PrCG_R 	 SPG_L 	 SPG_R 	 SMG_L 	 SMG_R 	 AG_L 	 AG_R 	 PrCu_L 	 PrCu_R 	 STG_L 	 STG_R 	 STG_L_pole 	 STG_R_pole 	 MTG_L 	 MTG_R 	 MTG_L_pole 	 MTG_R_pole 	 ITG_L 	 ITG_R 	 FuG_L 	 FuG_R 	 SOG_L 	 SOG_R 	 MOG_L 	 MOG_R 	 IOG_L 	 IOG_R 	 Cu_L 	 Cu_R 	 LG_L 	 LG_R 	 rostral_ACC_L 	 rostral_ACC_R 	 subcallosal_ACC_L 	 subcallosal_ACC_R 	 subgenual_ACC_L 	 subgenual_ACC_R 	 dorsal_ACC_L 	 dorsal_ACC_R 	 PCC_L 	 PCC_R 	 Insula_L 	 Insula_R 	 CerebellumGM_L 	 CerebellumGM_R 	 Caud_L 	 Caud_R 	 Put_L 	 Put_R 	 GP_L 	 GP_R 	 Thalamus_L 	 Thalamus_R 	
 SFG_L 	Inf	1.1498	0.43383	0.58431	-0.0013319	0.2172	0.41002	0.53392	0.83701	0.49864	0.40721	0.43903	0.19628	0.34567	0.30756	0.35435	0.037527	-0.0084701	-0.017796	-0.088479	-0.10524	0.14562	0.98848	0.44318	0.92979	0.83607	0.40657	0.31087	0.48051	0.17247	0.23667	0.20625	0.69847	0.53317	0.36877	0.36699	0.011071	0.093489	0.17278	0.2981	-0.037404	-0.032335	0.056329	0.34741	0.10243	0.10761	0.28014	0.23243	0.24762	0.23445	0.26798	0.18793	0.16715	0.11418	0.083529	0.12284	0.39967	0.38351	-0.18684	0.088353	-0.22776	0.11776	0.97633	0.96963	0.1823	0.34188	0.16567	0.46416	-0.012886	0.059349	-0.10767	0.13297	0.12858	-0.006774	0.2899	0.032382	-0.16311	-0.035882	
 SFG_R 	1.1498	Inf	0.24826	0.49659	-0.069408	0.27621	0.11371	0.45379	0.63763	0.59575	0.24178	0.47191	-0.020495	0.27899	0.16327	0.40317	-0.040446	-0.021723	-0.071948	0.038097	-0.0465	0.16659	1.0964	0.52807	0.99044	0.73226	0.38421	0.50696	0.61976	0.43365	-0.010767	0.10162	0.7041	0.664	0.5658	0.6139	-0.085517	0.02238	0.027986	0.30153	-0.1911	-0.157	-0.088076	0.3386	-0.089964	-0.053697	0.30332	0.20767	0.12458	0.10548	0.31935	0.40875	0.11823	0.010883	0.067982	0.054661	0.43851	0.50638	-0.099006	0.052706	-0.09827	0.16455	0.76203	0.76231	0.096561	0.29772	0.1919	0.55537	-0.056143	-0.057595	-0.14705	0.15127	0.20229	0.081045	0.22799	0.082406	-0.16119	0.042307	
 SFG_PFC_L 	0.43383	0.24826	Inf	0.86253	0.51798	0.44267	0.89536	0.5849	0.66836	0.2982	0.4189	0.33561	0.61439	0.94041	0.59457	0.45359	0.17079	0.3541	-0.017335	-0.035157	0.059219	0.05956	0.33271	0.39933	0.33125	0.53725	0.54792	0.35074	0.22993	0.21107	0.64095	0.43566	0.19583	0.069415	0.34571	0.21694	0.40599	0.425	0.81628	0.85584	0.3106	0.35908	0.32795	0.77944	0.57976	0.42497	0.42859	0.514	0.70309	0.62983	0.52416	0.21174	0.412	0.45942	0.26385	0.34952	0.32024	0.21445	-0.20402	-0.061572	0.10723	0.18725	0.27363	0.31936	0.51728	0.39707	0.16164	0.35149	0.40001	0.49589	0.19758	0.23745	-0.13733	-0.15045	0.032535	0.11916	0.1577	0.00049365	
 SFG_PFC_R 	0.58431	0.49659	0.86253	Inf	0.38406	0.82284	0.50781	0.73196	0.504	0.71498	0.29097	0.44227	0.26731	0.65491	0.33456	0.58264	0.11376	0.35282	0.17806	0.28112	0.21353	0.34888	0.65925	0.55926	0.35121	0.49445	0.39634	0.50984	0.55829	0.57878	0.41499	0.50171	0.33832	0.25229	0.5406	0.43047	0.10203	0.24954	0.59951	0.97509	0.060017	0.31158	0.28492	0.61819	0.34283	0.25326	0.20117	0.33602	0.55201	0.49656	0.54395	0.41181	0.2435	0.21479	0.077452	0.15979	0.41772	0.38597	0.037233	-0.03311	0.18297	0.1795	0.35351	0.41314	0.35345	0.45714	0.11765	0.43746	0.4752	0.43941	0.12607	0.3222	-0.1327	-0.080587	0.016207	0.091327	-0.16489	-0.19558	
 SFG_pole_L 	-0.0013319	-0.069408	0.51798	0.38406	Inf	0.78461	0.27797	0.062014	0.32948	0.25053	0.19795	0.23386	0.27781	0.55873	0.13976	0.4729	0.42023	0.78973	0.3785	0.48031	0.60616	0.26347	-0.050453	0.14237	-0.0042944	0.12372	0.13743	-0.037276	0.13634	0.14781	0.43031	0.22846	-0.033486	-0.04346	0.11925	0.15081	0.17346	0.55443	0.2927	0.38844	0.076427	0.67478	0.40021	0.53534	0.58063	0.46366	0.14073	0.1906	0.4433	0.27436	0.36796	0.13342	0.20565	0.23955	0.1392	0.19611	0.43647	0.26004	-0.026203	-0.15605	0.35078	0.12991	0.080002	0.10328	0.40141	0.25864	0.2941	0.13342	0.15413	0.14714	0.092102	0.076685	-0.3213	-0.22493	-0.15616	0.039304	0.043651	0.062058	
 SFG_pole_R 	0.2172	0.27621	0.44267	0.82284	0.78461	Inf	0.13662	0.3733	0.30025	0.84927	0.20567	0.36388	0.081086	0.49654	0.1113	0.5681	0.26619	0.78949	0.30717	0.69113	0.53584	0.39837	0.35356	0.42421	0.17531	0.24387	0.1428	0.34287	0.48202	0.5625	0.19719	0.32981	0.30098	0.37622	0.5081	0.51934	-0.047639	0.40631	0.33651	0.58874	-0.10798	0.52475	0.2533	0.6011	0.40529	0.38012	0.19921	0.31529	0.45661	0.30421	0.45996	0.33511	0.36175	0.2953	0.26812	0.27721	0.47328	0.53835	-0.073457	-0.18695	0.32142	0.31057	0.071638	0.15858	0.41919	0.5774	0.33274	0.39195	0.20991	0.15481	-0.029087	0.20908	-0.32175	-0.23748	-0.21234	0.001756	-0.16319	-0.0010311	
 MFG_L 	0.41002	0.11371	0.89536	0.50781	0.27797	0.13662	Inf	0.67772	0.61256	0.23037	0.64751	0.5322	0.75432	0.65024	0.80767	0.51171	0.22779	0.25192	0.078522	-0.14286	-0.11248	-0.042577	0.17474	0.28057	0.2578	0.59259	0.34615	0.049419	0.25267	0.15742	0.9487	0.59461	0.088228	0.056907	0.19982	0.068324	0.43059	0.43231	0.93709	0.57005	0.5373	0.38326	0.53871	0.49751	0.62915	0.46442	0.29609	0.413	0.51288	0.47442	0.43663	0.060454	0.41258	0.54721	0.23596	0.41617	0.02388	-0.11941	-0.22635	-0.091159	-0.07434	0.26492	0.27343	0.32817	0.49824	0.35159	0.059333	0.24351	0.5219	0.62687	0.27242	0.28844	-0.35232	-0.39334	0.15601	0.26237	0.35689	0.083967	
 MFG_R 	0.53392	0.45379	0.5849	0.73196	0.062014	0.3733	0.67772	Inf	0.59334	0.82574	0.16568	0.64991	0.16441	0.29609	0.32162	0.39426	0.0043033	0.091273	-0.041154	-0.012946	-0.18756	0.028123	0.58853	0.35673	0.39104	0.51075	0.50336	0.43567	0.42086	0.54415	0.59626	0.94957	0.51821	0.60136	0.44652	0.32187	0.14264	0.18577	0.66467	0.65995	0.19948	0.19512	0.29815	0.50544	0.282	0.2226	0.29504	0.43702	0.45363	0.45117	0.41792	0.22221	0.26141	0.26227	0.14321	0.22923	0.054766	0.1668	-0.0048423	-0.072151	-0.093784	0.32703	0.27394	0.39767	0.57699	0.71997	-0.0097283	0.36251	0.52497	0.47001	-0.071157	0.19364	-0.24734	-0.32447	0.21099	0.066062	0.076347	0.040262	
 MFG_DPFC_L 	0.83701	0.63763	0.66836	0.504	0.32948	0.30025	0.61256	0.59334	Inf	0.61932	0.57457	0.65216	0.32169	0.48343	0.41248	0.3994	0.076212	0.26449	-0.0078655	-0.14125	-0.034719	0.12252	0.50391	0.34447	0.67054	0.70103	0.39546	0.19417	0.48039	0.19891	0.53561	0.45271	0.64492	0.52147	0.23127	0.25038	0.075427	0.20004	0.26935	0.30941	0.06321	0.082587	0.10154	0.5289	0.30859	0.30029	0.57563	0.53735	0.55223	0.47331	0.39883	0.11995	0.43839	0.39369	0.29656	0.36851	0.43704	0.32527	-0.25229	-0.01426	-0.11943	0.1061	0.61958	0.64551	0.44142	0.49595	0.21257	0.49559	0.090887	0.14958	0.047287	0.13525	-0.013109	-0.15759	0.11764	0.10351	0.026711	0.12636	
 MFG_DPFC_R 	0.49864	0.59575	0.2982	0.71498	0.25053	0.84927	0.23037	0.82574	0.61932	Inf	0.32852	0.7479	-0.0087464	0.2534	0.10031	0.45404	0.10413	0.40847	0.10325	0.24896	0.10914	0.276	0.64568	0.48868	0.50256	0.52499	0.20996	0.41293	0.67749	0.77094	0.32022	0.72055	0.75634	1.0398	0.56352	0.59208	-0.15441	0.12345	0.28809	0.4234	-0.10567	0.16559	0.10985	0.3654	0.15438	0.16849	0.36224	0.48163	0.40256	0.30048	0.40111	0.26735	0.42297	0.30863	0.29041	0.31774	0.3218	0.58271	-0.037077	-0.20768	0.018278	0.26978	0.33745	0.45262	0.59185	0.94655	0.20853	0.53536	0.23692	0.1542	-0.093076	0.1986	-0.1924	-0.24185	-0.020355	0.062279	-0.064254	0.11331	
