	 SFG_L 	 SFG_R 	 SFG_PFC_L 	 SFG_PFC_R 	 SFG_pole_L 	 SFG_pole_R 	 MFG_L 	 MFG_R 	 MFG_DPFC_L 	 MFG_DPFC_R 	 IFG_opercularis_L 	 IFG_opercularis_R 	 IFG_orbitalis_L 	 IFG_orbitalis_R 	 IFG_triangularis_L 	 IFG_triangularis_R 	 LFOG_L 	 LFOG_R 	 MFOG_L 	 MFOG_R 	 RG_L 	 RG_R 	 PoCG_L 	 PoCG_R 	 PrCG_L 	 PrCG_R 	 SPG_L 	 SPG_R 	 SMG_L 	 SMG_R 	 AG_L 	 AG_R 	 PrCu_L 	 PrCu_R 	 STG_L 	 STG_R 	 STG_L_pole 	 STG_R_pole 	 MTG_L 	 MTG_R 	 MTG_L_pole 	 MTG_R_pole 	 ITG_L 	 ITG_R 	 FuG_L 	 FuG_R 	 SOG_L 	 SOG_R 	 MOG_L 	 MOG_R 	 IOG_L 	 IOG_R 	 Cu_L 	 Cu_R 	 LG_L 	 LG_R 	 rostral_ACC_L 	 rostral_ACC_R 	 subcallosal_ACC_L 	 subcallosal_ACC_R 	 subgenual_ACC_L 	 subgenual_ACC_R 	 dorsal_ACC_L 	 dorsal_ACC_R 	 PCC_L 	 PCC_R 	 Insula_L 	 Insula_R 	 CerebellumGM_L 	 CerebellumGM_R 	 Caud_L 	 Caud_R 	 Put_L 	 Put_R 	 GP_L 	 GP_R 	 Thalamus_L 	 Thalamus_R 	
 SFG_L 	Inf	1.241	0.95865	0.84873	0.73954	0.56638	0.93201	0.73898	0.67008	0.56498	0.794	0.63904	0.57445	0.61168	0.72981	0.66029	0.37453	0.66758	0.42224	0.34204	0.56183	0.49564	1.0484	0.97869	1.2408	0.93951	0.71565	0.83369	0.63539	0.59382	0.58993	0.39402	0.50224	0.52604	0.70713	0.86168	0.77093	0.87779	1.0723	0.89454	0.8404	0.57618	0.96936	0.92205	1.0515	0.96525	0.89158	0.81012	0.99329	1.03	0.95624	1.0137	0.85874	0.99338	0.96764	1.0578	0.47512	0.64127	-0.038271	0.21719	0.15905	0.48274	0.60906	0.52532	0.62237	0.66637	0.68403	0.61646	0.83652	0.75697	0.22991	-0.063015	-0.098906	0.082067	0.59392	0.56134	0.39359	0.18672	
 SFG_R 	1.241	Inf	0.82857	0.82362	0.72399	0.58356	0.86826	0.8725	0.71757	0.70501	0.66725	0.67313	0.49601	0.43843	0.62102	0.72084	0.11602	0.5647	0.26921	0.28703	0.46837	0.34913	1.0917	1.0334	1.2654	1.306	0.85201	1.0572	0.58974	0.69781	0.55507	0.4943	0.5747	0.64898	0.57551	0.74945	0.57921	0.69937	0.98763	0.82302	0.72284	0.52573	0.91343	0.96347	0.95023	0.88882	0.95049	0.88289	1.0195	1.0975	1.0168	0.97932	0.90797	0.94655	0.9449	0.99822	0.31481	0.47035	-0.19112	0.22398	0.05994	0.50628	0.52515	0.56241	0.53049	0.66308	0.52742	0.5459	0.67577	0.57877	0.23648	-0.11579	-0.1962	0.15387	0.5239	0.52896	0.21667	0.069785	
 SFG_PFC_L 	0.95865	0.82857	Inf	1.2881	1.2165	1.1101	0.91285	0.72297	0.51242	0.4085	0.38724	0.38566	0.42614	0.57152	0.55761	0.47741	0.24496	0.3619	0.2976	0.026729	0.44997	0.41222	0.59088	0.62985	0.65719	0.60009	0.49178	0.62589	0.30086	0.4042	0.8612	0.51442	0.65024	0.57887	0.32766	0.51649	0.52127	0.456	1.0096	0.74906	0.66153	0.53127	0.62854	0.61099	0.64738	0.58508	0.78518	0.7364	0.77876	0.80934	0.76841	0.81266	0.57706	0.69783	0.74482	0.74754	0.51542	0.50033	-0.093031	0.11854	0.092651	0.37615	0.29654	0.34668	0.92153	0.84904	0.34042	0.28225	0.83263	0.73612	0.27563	0.23893	-0.095062	0.10163	0.51371	0.31387	0.24935	-0.003988	
 SFG_PFC_R 	0.84873	0.82362	1.2881	Inf	1.0728	0.94814	0.86066	0.95109	0.57364	0.56645	0.40989	0.50788	0.35337	0.68283	0.47208	0.48845	0.13128	0.44122	0.19681	0.050868	0.36031	0.43551	0.46652	0.46795	0.65757	0.5749	0.36803	0.51327	0.11717	0.23369	0.71565	0.65931	0.48698	0.46151	0.26642	0.45128	0.41067	0.40265	0.86357	0.86801	0.50387	0.42368	0.60096	0.61183	0.64043	0.5882	0.67773	0.65704	0.70223	0.71888	0.67018	0.61305	0.53916	0.70357	0.72966	0.72688	0.37822	0.57611	-0.09584	0.11049	0.071109	0.33898	0.18628	0.25517	0.70331	0.81794	0.28996	0.25587	0.58412	0.47463	0.36032	0.12513	-0.14416	0.075191	0.40946	0.28577	0.19323	-0.041315	
 SFG_pole_L 	0.73954	0.72399	1.2165	1.0728	Inf	0.98335	1.0005	0.90016	0.58751	0.5172	0.31113	0.25483	0.19129	0.39511	0.486	0.25682	0.1401	0.38498	0.26785	0.082871	0.374	0.39213	0.44719	0.47434	0.54618	0.53767	0.48103	0.57653	0.11443	0.17312	0.90728	0.78226	0.80016	0.69274	0.15414	0.33035	0.32135	0.32809	0.80533	0.79662	0.49213	0.36855	0.56006	0.52801	0.51555	0.4906	0.5884	0.60306	0.6635	0.71741	0.611	0.65391	0.45352	0.58084	0.54814	0.5863	0.30254	0.39518	-0.068505	0.20154	-0.043732	0.24263	0.17853	0.18979	1.0655	1.0165	0.21332	0.12876	0.6143	0.52534	0.15289	0.10832	-0.097461	0.15181	0.41175	0.19534	0.064445	-0.13496	
 SFG_pole_R 	0.56638	0.58356	1.1101	0.94814	0.98335	Inf	0.58394	0.57566	0.23549	0.28346	0.088219	0.182	0.26951	0.42422	0.26631	0.38576	0.12513	0.12722	0.11892	-0.059508	0.412	0.35195	0.39643	0.42209	0.41798	0.36878	0.20576	0.39709	0.040018	0.23298	0.57424	0.44604	0.62478	0.64346	0.21846	0.39823	0.45128	0.39163	0.79923	0.71615	0.59257	0.6188	0.40842	0.49641	0.45897	0.45146	0.70009	0.71236	0.57336	0.6039	0.56102	0.62222	0.54343	0.6072	0.63919	0.62638	0.29346	0.20415	-0.13837	0.13182	0.036847	0.35479	0.11939	0.10071	0.86262	0.92014	0.17211	0.10807	0.53608	0.43182	0.27455	0.14419	-0.21535	-0.011406	0.3643	0.18493	0.054158	-0.12439	
 MFG_L 	0.93201	0.86826	0.91285	0.86066	1.0005	0.58394	Inf	1.1737	0.70122	0.61743	0.66462	0.46336	0.30269	0.54455	0.74264	0.2432	0.2261	0.49955	0.27123	0.16072	0.27199	0.27683	0.5814	0.6592	0.77544	0.8074	0.81269	0.86401	0.29652	0.33815	1.1174	0.76029	0.72251	0.57071	0.28308	0.41323	0.45438	0.43448	0.85522	0.77653	0.61291	0.43326	0.75801	0.65571	0.66303	0.58874	0.68237	0.61776	0.75818	0.78393	0.69128	0.62708	0.49098	0.61313	0.65649	0.68387	0.20983	0.33735	0.029821	0.21961	0.11073	0.26343	0.19167	0.3104	0.82052	0.79446	0.27404	0.18163	0.69016	0.62135	0.17575	0.070325	-0.16198	0.032195	0.44268	0.29409	0.26098	0.076755	
 MFG_R 	0.73898	0.8725	0.72297	0.95109	0.90016	0.57566	1.1737	Inf	0.68825	0.83218	0.57297	0.55335	0.20053	0.55918	0.52772	0.30715	0.14742	0.54344	0.19669	0.21364	0.25365	0.34002	0.50197	0.53789	0.72731	0.71227	0.62678	0.80013	0.19902	0.27172	0.80054	0.89016	0.55834	0.55458	0.15023	0.27368	0.39393	0.42017	0.72297	0.87293	0.57886	0.48209	0.76923	0.80047	0.61732	0.60683	0.62495	0.56977	0.62857	0.65464	0.58218	0.52512	0.429	0.54686	0.5934	0.61732	0.078241	0.30843	0.020747	0.31356	0.10251	0.263	0.11017	0.21477	0.56535	0.68003	0.18997	0.10433	0.60214	0.49026	0.16793	-0.12633	-0.20391	-0.013584	0.33167	0.27468	0.13028	-0.05041	
 MFG_DPFC_L 	0.67008	0.71757	0.51242	0.57364	0.58751	0.23549	0.70122	0.68825	Inf	1.2827	0.83819	0.68193	0.41613	0.39279	0.80519	0.57729	0.15687	0.64432	0.27694	0.32132	0.29683	0.27874	0.6711	0.67941	0.76744	0.78097	0.73287	0.62168	0.70545	0.68174	0.55864	0.62418	0.37458	0.40913	0.51746	0.58994	0.33666	0.33656	0.59112	0.51922	0.44965	0.20991	0.82539	0.58293	0.61979	0.48679	0.56867	0.40527	0.63649	0.6669	0.63367	0.58115	0.45898	0.48449	0.47823	0.53097	0.48436	0.71667	-0.070581	0.22515	-0.018236	0.19299	0.4973	0.57423	0.37203	0.49221	0.4989	0.56081	0.67097	0.58697	0.33541	0.053161	0.028336	0.30494	0.81838	0.57794	0.39299	0.19471	
 MFG_DPFC_R 	0.56498	0.70501	0.4085	0.56645	0.5172	0.28346	0.61743	0.83218	1.2827	Inf	0.6642	0.65162	0.41853	0.46684	0.59482	0.52283	0.11309	0.72138	0.19767	0.34528	0.29895	0.28829	0.60211	0.5855	0.65906	0.67419	0.58466	0.5981	0.48321	0.60372	0.45283	0.7113	0.32649	0.46041	0.40218	0.46374	0.33515	0.35559	0.56856	0.6224	0.47368	0.27455	0.79686	0.6769	0.53656	0.48921	0.54166	0.4408	0.54039	0.57842	0.52263	0.4953	0.42423	0.47337	0.44539	0.51398	0.28438	0.52567	-0.10372	0.24134	-0.034364	0.19705	0.35367	0.40252	0.24958	0.45475	0.33632	0.39505	0.57087	0.462	0.33426	-0.01319	-0.17552	0.14814	0.60383	0.45167	0.27016	0.096302	
 IFG_opercularis_L 	0.794	0.66725	0.38724	0.40989	0.31113	0.088219	0.66462	0.57297	0.83819	0.6642	Inf	1.0211	0.63947	0.51068	0.83566	0.57967	0.096542	0.75424	0.25054	0.37988	0.3532	0.22801	0.70597	0.68289	0.89964	0.81781	0.66832	0.581	0.62784	0.51788	0.36079	0.30462	0.16253	0.12763	0.62989	0.69845	0.34362	0.43245	0.6035	0.45554	0.39398	0.16633	0.69348	0.46475	0.64355	0.48527	0.44574	0.34481	0.61842	0.62153	0.6502	0.51779	0.50046	0.48462	0.49096	0.51579	0.35187	0.60355	-0.0054071	0.19381	0.025666	0.40413	0.39778	0.42209	0.18052	0.24664	0.53311	0.68014	0.42139	0.39877	0.31392	-0.039371	0.010579	0.2624	0.57217	0.45544	0.45603	0.34588	
 IFG_opercularis_R 	0.63904	0.67313	0.38566	0.50788	0.25483	0.182	0.46336	0.55335	0.68193	0.65162	1.0211	Inf	0.52862	0.52144	0.54813	0.88618	-0.0034603	0.65896	0.1461	0.34244	0.42262	0.28419	0.64943	0.61786	0.79836	0.7917	0.36131	0.39396	0.4612	0.58027	0.24099	0.30354	0.0042505	0.055011	0.70986	0.81107	0.36553	0.45545	0.57853	0.55449	0.38141	0.13513	0.51163	0.44927	0.47492	0.39409	0.41814	0.30613	0.46954	0.47728	0.4585	0.4433	0.46107	0.41946	0.47614	0.4815	0.37961	0.61594	-0.070234	0.14926	0.091299	0.56205	0.42018	0.53458	0.082073	0.23647	0.60297	0.83145	0.37491	0.28928	0.50639	-0.04927	-0.040004	0.26292	0.45927	0.49238	0.15373	0.036803	
 IFG_orbitalis_L 	0.57445	0.49601	0.42614	0.35337	0.19129	0.26951	0.30269	0.20053	0.41613	0.41853	0.63947	0.52862	Inf	0.70576	0.55378	0.7859	0.22392	0.58507	0.35206	0.35913	0.46962	0.24382	0.67842	0.59167	0.59161	0.4595	0.32785	0.353	0.50716	0.48306	0.18995	0.028634	0.023106	0.12263	0.477	0.65819	0.30595	0.43216	0.64984	0.39744	0.53896	0.37896	0.57518	0.41201	0.52295	0.44345	0.46271	0.44721	0.49707	0.46254	0.59918	0.52429	0.60377	0.5326	0.55334	0.54349	0.31221	0.40302	-0.08863	0.05115	-0.12872	0.42274	0.31199	0.3009	0.066866	0.17819	0.47767	0.59161	0.32411	0.37755	0.26253	0.029488	-0.20483	0.013023	0.29897	0.34943	0.46503	0.28602	
 IFG_orbitalis_R 	0.61168	0.43843	0.57152	0.68283	0.39511	0.42422	0.54455	0.55918	0.39279	0.46684	0.51068	0.52144	0.70576	Inf	0.55149	0.59655	0.29882	0.58342	0.19538	0.22556	0.3349	0.34585	0.45153	0.36867	0.57426	0.35409	0.20171	0.31274	0.22325	0.22416	0.46937	0.30043	0.088684	0.13971	0.29981	0.44634	0.39356	0.49538	0.76458	0.72162	0.47528	0.44117	0.52532	0.49711	0.55785	0.51544	0.4198	0.3877	0.41239	0.35554	0.47323	0.40696	0.41574	0.45971	0.57737	0.53407	0.24603	0.36715	0.067811	0.032311	-0.018224	0.32509	0.11493	0.10425	0.22938	0.31752	0.37827	0.37361	0.39512	0.38331	0.35826	-0.047983	-0.16361	-0.14988	0.31505	0.32512	0.43427	0.1946	
 IFG_triangularis_L 	0.72981	0.62102	0.55761	0.47208	0.486	0.26631	0.74264	0.52772	0.80519	0.59482	0.83566	0.54813	0.55378	0.55149	Inf	0.61143	0.16859	0.54717	0.26053	0.13277	0.26047	0.15204	0.62156	0.63324	0.74989	0.70663	0.60296	0.49182	0.62996	0.49641	0.49888	0.23015	0.1932	0.1433	0.3458	0.46234	0.32811	0.36982	0.59501	0.38192	0.49409	0.31078	0.59527	0.38072	0.66235	0.42879	0.4392	0.35562	0.59336	0.55958	0.58665	0.44415	0.41979	0.45176	0.50388	0.47811	0.3675	0.48087	-0.0021926	0.054182	-0.021127	0.34001	0.28706	0.38976	0.29472	0.28557	0.50636	0.44426	0.55105	0.51726	0.17236	0.04995	-0.046109	0.080534	0.62874	0.51699	0.55795	0.30727	
 IFG_triangularis_R 	0.66029	0.72084	0.47741	0.48845	0.25682	0.38576	0.2432	0.30715	0.57729	0.52283	0.57967	0.88618	0.7859	0.59655	0.61143	Inf	0.06545	0.44734	0.22961	0.2806	0.51716	0.31523	0.7507	0.62057	0.74692	0.59565	0.30266	0.35268	0.64505	0.68113	0.11711	0.08985	0.068949	0.21427	0.68062	0.89016	0.38577	0.50278	0.67005	0.53288	0.44857	0.32144	0.50052	0.45129	0.55319	0.46889	0.57401	0.47438	0.52249	0.53766	0.54473	0.56507	0.6726	0.59059	0.61853	0.60269	0.54147	0.58486	-0.24205	0.0071002	-0.041652	0.58752	0.50269	0.47678	0.098053	0.25856	0.82946	0.92453	0.41515	0.36976	0.42518	-0.026375	-0.072065	0.13639	0.52107	0.62205	0.29848	0.11362	
