Gray Images
Image	Object	Pixels	Min	Max	Mean	Std	

Color Images
Image	Object	Pixels	RMin	RMax	RMean	RStd	GMin	GMax	GMean	GStd	BMin	BMax	BMean	BStd	



Type1-L1 Statistics

kirby959a_3_1_ax_MNI.img	Telencephalon_L	627973	7.6719	259.5530	144.1752	44.3701	
kirby959a_3_1_ax_MNI.img	Telencephalon_R	635485	15.0687	238.5536	145.5431	43.7564	
kirby959a_3_1_ax_MNI.img	Diencephalon_L	10753	81.5387	236.3563	175.1859	21.8602	
kirby959a_3_1_ax_MNI.img	Diencephalon_R	11256	79.3485	235.9126	172.4225	21.9971	
kirby959a_3_1_ax_MNI.img	Mesencephalon	12900	99.7615	241.0572	196.0392	17.3900	
kirby959a_3_1_ax_MNI.img	Metencephalon	174150	10.2724	232.0711	142.7351	38.7771	
kirby959a_3_1_ax_MNI.img	Myelencephalon	5550	58.8889	234.3482	187.3594	25.7189	
kirby959a_3_1_ax_MNI.img	CSF	129888	2.1480	185.9615	44.0394	24.2294	



Type1-L2 Statistics

kirby959a_3_1_ax_MNI.img	CerebralCortex_L	331769	7.6719	195.6898	108.4931	25.4732	
kirby959a_3_1_ax_MNI.img	CerebralCortex_R	331845	15.0687	208.5706	109.7558	24.8385	
kirby959a_3_1_ax_MNI.img	CerebralNucli_L	17173	67.5716	224.6068	156.3485	22.6432	
kirby959a_3_1_ax_MNI.img	CerebralNucli_R	17462	69.7970	233.4045	155.6623	22.8454	
kirby959a_3_1_ax_MNI.img	Thalamus_L	6830	91.0125	225.1798	174.7643	16.6708	
kirby959a_3_1_ax_MNI.img	Thalamus_R	7425	79.3485	221.2513	173.0251	18.1797	
kirby959a_3_1_ax_MNI.img	BasalForebrain_L	3923	81.5387	236.3563	175.9197	28.7254	
kirby959a_3_1_ax_MNI.img	BasalForebrain_R	3831	83.6124	235.9126	171.2545	27.9116	
kirby959a_3_1_ax_MNI.img	Mesencephalon_L	6463	110.1951	237.0246	196.7604	16.5197	
kirby959a_3_1_ax_MNI.img	Mesencephalon_R	6437	99.7615	241.0572	195.3151	18.1932	
kirby959a_3_1_ax_MNI.img	Metencephalon_R	87501	19.6100	231.6193	142.6691	39.4618	
kirby959a_3_1_ax_MNI.img	Metencephalon_L	86649	10.2724	232.0711	142.8017	38.0730	
kirby959a_3_1_ax_MNI.img	Myelencephalon_L	2604	58.8889	229.4308	186.6879	27.7601	
kirby959a_3_1_ax_MNI.img	Myelencephalon_R	2946	75.0407	234.3482	187.9530	23.7535	
kirby959a_3_1_ax_MNI.img	WhiteMatter_L	279031	23.1603	259.5530	185.8521	19.1741	
kirby959a_3_1_ax_MNI.img	WhiteMatter_R	286178	42.5895	238.5536	186.4237	18.4873	
kirby959a_3_1_ax_MNI.img	Ventricle	35134	2.4799	185.9615	43.9980	32.8718	
kirby959a_3_1_ax_MNI.img	Sulcus_L	49567	2.1480	128.5098	43.4608	19.6444	
kirby959a_3_1_ax_MNI.img	Sulcus_R	45187	2.6245	146.0587	44.7062	20.5720	



Type1-L3 Statistics

kirby959a_3_1_ax_MNI.img	Frontal_L	108797	7.6719	187.9202	103.7757	25.9070	
kirby959a_3_1_ax_MNI.img	Frontal_R	106235	18.8340	192.4216	105.9719	24.6916	
kirby959a_3_1_ax_MNI.img	Parietal_L	55234	13.6405	191.1869	104.7429	25.4253	
kirby959a_3_1_ax_MNI.img	Parietal_R	56530	16.2890	190.8058	106.1020	25.6880	
kirby959a_3_1_ax_MNI.img	Temporal_L	81046	22.8558	192.3756	110.2815	23.1051	
kirby959a_3_1_ax_MNI.img	Temporal_R	75281	23.1816	200.6978	112.3924	22.5383	
kirby959a_3_1_ax_MNI.img	Limbic_L	34729	22.5460	195.6898	118.0059	24.3293	
kirby959a_3_1_ax_MNI.img	Limbic_R	37561	25.2424	208.5706	115.7009	24.2169	
kirby959a_3_1_ax_MNI.img	Occipital_L	45814	9.9819	194.9974	115.0976	26.5575	
kirby959a_3_1_ax_MNI.img	Occipital_R	50476	15.0687	195.4435	113.7196	26.5102	
kirby959a_3_1_ax_MNI.img	Insula_L	8443	14.3510	170.6409	108.5453	20.9609	
kirby959a_3_1_ax_MNI.img	Insula_R	8418	30.1086	184.3459	116.2524	21.1434	
kirby959a_3_1_ax_MNI.img	BasalGang_L	14879	67.5716	224.6068	159.8325	21.7305	
kirby959a_3_1_ax_MNI.img	BasalGang_R	14806	80.5768	233.4045	159.3023	22.4267	
kirby959a_3_1_ax_MNI.img	Thalamus_L	6830	91.0125	225.1798	174.7643	16.6708	
