Gray Images
Image	Object	Pixels	Min	Max	Mean	Std	

Color Images
Image	Object	Pixels	RMin	RMax	RMean	RStd	GMin	GMax	GMean	GStd	BMin	BMax	BMean	BStd	



Type1-L1 Statistics

kirby422b_3_1_ax_MNI.img	Telencephalon_L	635491	8.9555	194.4994	101.6117	30.8171	
kirby422b_3_1_ax_MNI.img	Telencephalon_R	647265	4.7709	178.0097	101.3712	31.1385	
kirby422b_3_1_ax_MNI.img	Diencephalon_L	12052	49.1111	159.7412	122.3343	14.6194	
kirby422b_3_1_ax_MNI.img	Diencephalon_R	11928	49.9351	159.9444	121.4066	14.5214	
kirby422b_3_1_ax_MNI.img	Mesencephalon	15491	72.3188	171.7355	137.0308	11.7401	
kirby422b_3_1_ax_MNI.img	Metencephalon	198516	16.4027	164.7274	100.2163	26.8756	
kirby422b_3_1_ax_MNI.img	Myelencephalon	6623	38.5949	164.0760	131.6832	17.7239	
kirby422b_3_1_ax_MNI.img	CSF	133388	0.3690	128.3725	31.8945	17.4001	



Type1-L2 Statistics

kirby422b_3_1_ax_MNI.img	CerebralCortex_L	334867	8.9555	159.0836	76.5990	16.9815	
kirby422b_3_1_ax_MNI.img	CerebralCortex_R	340101	4.7709	143.8104	76.0493	17.3200	
kirby422b_3_1_ax_MNI.img	CerebralNucli_L	16821	39.0467	155.4597	110.3969	16.3700	
kirby422b_3_1_ax_MNI.img	CerebralNucli_R	17312	39.3591	157.9214	111.4768	16.5847	
kirby422b_3_1_ax_MNI.img	Thalamus_L	8021	73.3035	156.0740	124.2944	11.6066	
kirby422b_3_1_ax_MNI.img	Thalamus_R	8364	60.8416	151.7261	123.0331	12.6931	
kirby422b_3_1_ax_MNI.img	BasalForebrain_L	4031	49.1111	159.7412	118.4340	18.6572	
kirby422b_3_1_ax_MNI.img	BasalForebrain_R	3564	49.9351	159.9444	117.5896	17.5175	
kirby422b_3_1_ax_MNI.img	Mesencephalon_L	8035	75.0571	166.6991	137.9011	10.8893	
kirby422b_3_1_ax_MNI.img	Mesencephalon_R	7456	72.3188	171.7355	136.0929	12.5253	
kirby422b_3_1_ax_MNI.img	Metencephalon_R	101654	17.9895	162.6996	99.6908	27.3033	
kirby422b_3_1_ax_MNI.img	Metencephalon_L	96862	16.4027	164.7274	100.7679	26.4080	
kirby422b_3_1_ax_MNI.img	Myelencephalon_L	3080	38.5949	164.0760	131.0590	19.8071	
kirby422b_3_1_ax_MNI.img	Myelencephalon_R	3543	65.8501	159.9014	132.2258	15.6696	
kirby422b_3_1_ax_MNI.img	WhiteMatter_L	283803	21.5501	194.4994	130.6042	13.6770	
kirby422b_3_1_ax_MNI.img	WhiteMatter_R	289852	22.9354	178.0097	130.4793	13.8227	
kirby422b_3_1_ax_MNI.img	Ventricle	32175	0.3690	128.3725	37.8496	23.4754	
kirby422b_3_1_ax_MNI.img	Sulcus_L	53275	1.5430	93.6282	30.4169	14.5246	
kirby422b_3_1_ax_MNI.img	Sulcus_R	47938	1.9697	112.0498	29.5398	14.3645	



Type1-L3 Statistics

kirby422b_3_1_ax_MNI.img	Frontal_L	106932	9.3705	138.5506	73.6495	16.6786	
kirby422b_3_1_ax_MNI.img	Frontal_R	106060	9.0202	137.0328	72.9125	16.6260	
kirby422b_3_1_ax_MNI.img	Parietal_L	54097	10.2032	130.1431	72.1294	16.9348	
kirby422b_3_1_ax_MNI.img	Parietal_R	54774	5.4370	135.3584	73.1117	18.1982	
kirby422b_3_1_ax_MNI.img	Temporal_L	86827	12.5868	159.0836	77.8329	15.5566	
kirby422b_3_1_ax_MNI.img	Temporal_R	83349	7.4316	139.2303	77.9524	15.7423	
kirby422b_3_1_ax_MNI.img	Limbic_L	37749	8.9555	145.2303	82.9357	16.1430	
kirby422b_3_1_ax_MNI.img	Limbic_R	40875	4.7709	143.8104	82.1334	16.7386	
kirby422b_3_1_ax_MNI.img	Occipital_L	42931	11.8556	144.6851	81.5084	18.6800	
kirby422b_3_1_ax_MNI.img	Occipital_R	49452	5.7822	141.2517	77.6216	19.0978	
kirby422b_3_1_ax_MNI.img	Insula_L	8398	11.8467	127.0248	81.0963	13.3474	
kirby422b_3_1_ax_MNI.img	Insula_R	8124	14.2929	130.1202	83.3400	14.7623	
kirby422b_3_1_ax_MNI.img	BasalGang_L	14754	39.0467	155.4597	112.5771	15.9205	
kirby422b_3_1_ax_MNI.img	BasalGang_R	14779	39.3591	157.9214	114.1187	16.1162	
kirby422b_3_1_ax_MNI.img	Thalamus_L	8021	73.3035	156.0740	124.2944	11.6066	
