	 SFG_L 	 SFG_R 	 SFG_PFC_L 	 SFG_PFC_R 	 SFG_pole_L 	 SFG_pole_R 	 MFG_L 	 MFG_R 	 MFG_DPFC_L 	 MFG_DPFC_R 	 IFG_opercularis_L 	 IFG_opercularis_R 	 IFG_orbitalis_L 	 IFG_orbitalis_R 	 IFG_triangularis_L 	 IFG_triangularis_R 	 LFOG_L 	 LFOG_R 	 MFOG_L 	 MFOG_R 	 RG_L 	 RG_R 	 PoCG_L 	 PoCG_R 	 PrCG_L 	 PrCG_R 	 SPG_L 	 SPG_R 	 SMG_L 	 SMG_R 	 AG_L 	 AG_R 	 PrCu_L 	 PrCu_R 	 STG_L 	 STG_R 	 STG_L_pole 	 STG_R_pole 	 MTG_L 	 MTG_R 	 MTG_L_pole 	 MTG_R_pole 	 ITG_L 	 ITG_R 	 FuG_L 	 FuG_R 	 SOG_L 	 SOG_R 	 MOG_L 	 MOG_R 	 IOG_L 	 IOG_R 	 Cu_L 	 Cu_R 	 LG_L 	 LG_R 	 rostral_ACC_L 	 rostral_ACC_R 	 subcallosal_ACC_L 	 subcallosal_ACC_R 	 subgenual_ACC_L 	 subgenual_ACC_R 	 dorsal_ACC_L 	 dorsal_ACC_R 	 PCC_L 	 PCC_R 	 Insula_L 	 Insula_R 	 CerebellumGM_L 	 CerebellumGM_R 	 Caud_L 	 Caud_R 	 Put_L 	 Put_R 	 GP_L 	 GP_R 	 Thalamus_L 	 Thalamus_R 	
 SFG_L 	Inf	0.98227	0.68412	0.31171	0.40553	0.35902	0.6096	0.32219	0.56737	0.2253	0.41191	0.14913	0.43311	0.21593	0.54136	0.25945	0.31672	0.14343	0.10663	-0.12779	-0.007254	-0.1639	0.17323	0.22173	0.5357	0.38245	0.31609	0.4276	0.19596	0.17918	0.33859	0.18862	0.20276	0.12866	-0.065881	0.067221	0.18605	-0.037502	0.34282	0.26764	0.27888	0.34203	0.40628	0.25535	0.050295	0.24777	0.13342	0.22516	0.18526	0.18571	0.28727	0.38932	0.24353	0.20228	0.2286	0.2978	0.16425	-0.10287	-0.14605	-0.133	0.026095	-0.042163	0.23357	-0.037613	0.22715	-0.078172	-0.25967	-0.17564	0.014356	0.16267	0.0053645	0.013983	-0.18697	-0.26604	-0.33342	-0.27368	-0.35752	-0.41251	
 SFG_R 	0.98227	Inf	0.61159	0.51171	0.33655	0.36808	0.23143	0.16353	0.28368	0.24627	0.37775	0.32756	0.57227	0.57194	0.53254	0.49979	0.27833	0.36613	0.088775	0.0030624	0.086148	-0.067831	0.37008	0.44638	0.47178	0.61724	0.28564	0.46115	0.18821	0.31253	0.1619	0.22395	0.23354	0.18779	0.28509	0.34681	0.39549	0.2065	0.48989	0.50053	0.32603	0.50774	0.24974	0.21138	0.017361	0.095204	0.23529	0.18633	0.11133	0.05459	0.20333	0.22678	0.19084	0.12144	0.24101	0.29344	0.22789	0.022952	0.10261	-0.15351	0.17468	0.11663	0.15951	-0.051485	0.29523	0.0041368	-0.075605	0.12039	0.00021234	0.080939	-0.020948	-0.029509	-0.23435	-0.22511	-0.31206	-0.061805	-0.47292	-0.40936	
 SFG_PFC_L 	0.68412	0.61159	Inf	1.031	1.176	0.90633	0.48144	0.181	0.67994	0.24771	0.42752	0.27968	0.79216	0.65997	0.81215	0.39273	0.54103	0.30446	0.29712	0.2476	0.29627	0.23428	0.24929	0.20459	0.32439	0.27473	0.12833	0.32209	0.28125	0.06096	0.69859	0.46071	0.19123	0.080609	0.2732	0.41358	0.34171	0.23066	0.71218	0.59263	0.56187	0.62317	0.31061	0.28143	0.045625	0.15847	0.21152	0.021253	0.24554	0.054613	0.417	0.42803	0.34574	0.1959	0.28953	0.30717	0.64304	0.21462	-0.018926	-0.1291	0.18305	0.077867	0.20941	-0.065691	0.7719	0.21722	-0.22742	-0.12087	0.046271	0.14528	0.10806	0.14465	-0.31049	-0.33187	-0.1209	0.016734	-0.30616	-0.39735	
 SFG_PFC_R 	0.31171	0.51171	1.031	Inf	0.80527	1.0862	0.30744	0.24265	0.51194	0.44683	0.33302	0.31771	0.63964	0.94017	0.64124	0.44987	0.47287	0.54077	0.099451	0.33811	0.2702	0.35266	0.14969	0.1546	0.085078	0.12513	-0.053636	0.10142	0.28675	-0.046592	0.5763	0.60734	0.13343	0.022787	0.25936	0.35883	0.27678	0.27738	0.56958	0.55034	0.34045	0.57985	0.15685	0.23676	0.024601	0.048647	-0.025365	-0.2012	0.1542	0.0018494	0.21259	0.17551	0.067517	-0.092862	0.065383	0.067779	0.64968	0.425	0.096776	-0.11088	0.20856	0.078399	0.10282	-0.11499	0.69086	0.35576	-0.17192	0.064701	-0.079781	-0.07023	0.026442	0.00339	-0.2988	-0.22313	-0.0023402	0.17134	-0.36114	-0.357	
 SFG_pole_L 	0.40553	0.33655	1.176	0.80527	Inf	0.99081	0.49282	0.20385	0.79626	0.35891	0.30132	0.27755	0.51852	0.55893	0.721	0.28866	0.55013	0.26964	0.36469	0.32455	0.36094	0.42632	0.32607	0.27028	0.33937	0.26403	0.17003	0.28405	0.28043	-0.047723	0.78846	0.48027	0.25448	0.14218	0.19652	0.28504	0.16294	0.19866	0.46292	0.31809	0.30508	0.3875	0.24856	0.18771	0.063461	0.14923	0.29162	0.065365	0.44035	0.20464	0.33958	0.31674	0.3558	0.20647	0.38801	0.34646	0.48547	0.19412	-0.097976	-0.087155	0.21004	0.057866	0.25374	0.050181	0.84294	0.45405	-0.1318	-0.0839	0.058765	0.099718	0.11983	0.16634	-0.36187	-0.35591	-0.02395	0.018233	-0.28202	-0.43227	
 SFG_pole_R 	0.35902	0.36808	0.90633	1.0862	0.99081	Inf	0.44642	0.37028	0.80673	0.65946	0.22273	0.27564	0.41216	0.62138	0.52663	0.29823	0.5815	0.43756	0.19724	0.26556	0.2037	0.28691	0.17134	0.26607	0.079832	0.1969	0.048702	0.25716	0.31486	0.0082965	0.72389	0.71324	0.1638	0.23731	0.11832	0.21795	0.094432	0.1113	0.30507	0.25766	0.091796	0.38064	0.14846	0.20143	0.026708	0.16284	0.15165	0.041448	0.37978	0.24493	0.22965	0.2112	0.24105	0.050936	0.27196	0.22151	0.45438	0.25763	-0.051427	-0.10482	0.22098	-0.034592	0.19814	-0.012396	0.52977	0.42934	-0.24906	0.038252	0.0088413	-0.043717	0.27761	0.19254	-0.35012	-0.29584	-0.050228	0.06913	-0.39046	-0.46545	
 MFG_L 	0.6096	0.23143	0.48144	0.30744	0.49282	0.44642	Inf	0.97919	1.2947	0.66485	0.58551	0.49966	0.2181	0.14283	0.74357	0.34523	0.39504	0.15349	-0.0048622	-0.039145	-0.21081	-0.12973	-0.20705	-0.14414	0.10632	-0.01394	0.32507	0.24176	0.49401	0.11139	1.0274	0.59508	0.1898	0.14041	-0.32314	-0.25696	-0.037765	-0.13097	0.32777	0.1232	0.20675	0.28942	0.71477	0.59579	0.1796	0.24991	0.04732	0.24587	0.42097	0.53274	0.19278	0.26441	0.053191	-0.061573	0.049757	-0.0029725	0.043823	-0.14248	-0.28828	-0.063006	0.17071	-0.12835	-0.1428	-0.37017	0.083721	-0.030312	-0.33886	-0.23373	0.083036	0.13868	0.21953	0.16809	-0.02642	-0.13113	-0.084741	-0.0051732	-0.1817	-0.39589	
 MFG_R 	0.32219	0.16353	0.181	0.24265	0.20385	0.37028	0.97919	Inf	0.79818	0.98321	0.37251	0.64422	-0.041241	0.093467	0.36203	0.33846	0.1573	0.16368	-0.085204	-0.054289	-0.40651	-0.22179	-0.33474	-0.20066	-0.11702	-0.09202	0.18527	0.081208	0.41092	0.19317	0.66296	0.72623	0.16422	0.19205	-0.41884	-0.41839	-0.17857	-0.1497	0.11915	0.015169	-0.080662	0.14365	0.51372	0.59357	0.18596	0.24124	-0.10192	0.1984	0.35863	0.53175	0.074512	0.085116	-0.11503	-0.21727	-0.14528	-0.20642	-0.18416	-0.19637	-0.36011	-0.17794	0.11394	-0.15061	-0.095462	-0.31161	-0.058434	0.12144	-0.33676	-0.17318	0.10687	0.020437	0.23932	0.12252	-0.080758	-0.10068	-0.056249	0.026759	-0.11245	-0.23942	
 MFG_DPFC_L 	0.56737	0.28368	0.67994	0.51194	0.79626	0.80673	1.2947	0.79818	Inf	0.96311	0.50642	0.49404	0.30261	0.31416	0.77794	0.369	0.60704	0.26819	0.14498	0.10717	-0.073386	0.059252	-0.075401	-0.01314	0.22643	0.083051	0.27808	0.2788	0.63837	0.19189	1.0561	0.71349	0.17391	0.15065	-0.17186	-0.077303	0.028169	-0.011555	0.29938	0.13615	0.12164	0.30232	0.54801	0.48745	0.15829	0.25923	0.18877	0.29808	0.52478	0.51353	0.23261	0.27271	0.12884	0.02518	0.16645	0.12333	0.17438	-0.012881	-0.24966	-0.07164	0.20156	-0.10343	0.02107	-0.20745	0.18379	0.11267	-0.28555	-0.13518	0.13271	0.14623	0.31148	0.24434	-0.17879	-0.24335	-0.036773	0.049598	-0.30871	-0.49521	
 MFG_DPFC_R 	0.2253	0.24627	0.24771	0.44683	0.35891	0.65946	0.66485	0.98321	0.96311	Inf	0.31051	0.70175	0.084179	0.34756	0.43062	0.49144	0.3058	0.47547	0.03002	0.11916	-0.17197	0.03607	-0.12752	0.022962	0.039558	0.078228	0.2376	0.16669	0.55386	0.34933	0.61071	0.84646	0.1721	0.24444	-0.18328	-0.13966	-0.031782	0.046719	0.10792	0.026447	-0.1556	0.18231	0.36276	0.47732	0.15348	0.23416	0.070023	0.30294	0.43741	0.57765	0.081798	0.071472	-0.053239	-0.11337	-0.0040967	-0.06697	-0.0010847	0.017831	-0.18316	-0.10579	0.2332	-0.059886	-0.0076262	-0.18306	0.014311	0.21336	-0.18125	0.17588	0.14802	0.038094	0.31593	0.1478	-0.13092	-0.043252	0.0035973	0.21342	-0.23233	-0.32091	
