Gray Images
Image	Object	Pixels	Min	Max	Mean	Std	

Color Images
Image	Object	Pixels	RMin	RMax	RMean	RStd	GMin	GMax	GMean	GStd	BMin	BMax	BMean	BStd	



Type1-L1 Statistics

kirby679b_3_1_ax_MNI.img	Telencephalon_L	654445	7.2132	223.1590	88.7913	27.8699	
kirby679b_3_1_ax_MNI.img	Telencephalon_R	664618	10.8877	173.6292	89.9690	27.3402	
kirby679b_3_1_ax_MNI.img	Diencephalon_L	12291	48.8613	143.9949	108.9171	13.2185	
kirby679b_3_1_ax_MNI.img	Diencephalon_R	12432	55.8833	145.2783	108.7975	12.3605	
kirby679b_3_1_ax_MNI.img	Mesencephalon	15128	43.3530	174.5003	122.3824	10.8728	
kirby679b_3_1_ax_MNI.img	Metencephalon	196164	11.1443	149.5677	86.1039	25.3391	
kirby679b_3_1_ax_MNI.img	Myelencephalon	5814	29.5108	170.8997	117.7065	15.4854	
kirby679b_3_1_ax_MNI.img	CSF	79179	1.6253	129.8895	30.6181	16.0594	



Type1-L2 Statistics

kirby679b_3_1_ax_MNI.img	CerebralCortex_L	343616	7.2132	223.1590	65.8886	14.4855	
kirby679b_3_1_ax_MNI.img	CerebralCortex_R	348135	10.8877	172.8831	67.4435	14.3727	
kirby679b_3_1_ax_MNI.img	CerebralNucli_L	18368	44.4558	136.2034	95.5468	14.0591	
kirby679b_3_1_ax_MNI.img	CerebralNucli_R	18746	37.8522	138.1607	97.4984	14.4275	
kirby679b_3_1_ax_MNI.img	Thalamus_L	8388	51.1420	139.8965	111.1439	11.2058	
kirby679b_3_1_ax_MNI.img	Thalamus_R	8550	58.7546	137.6395	111.0011	10.5883	
kirby679b_3_1_ax_MNI.img	BasalForebrain_L	3903	48.8613	143.9949	104.1315	15.7104	
kirby679b_3_1_ax_MNI.img	BasalForebrain_R	3882	55.8833	145.2783	103.9442	14.4258	
kirby679b_3_1_ax_MNI.img	Mesencephalon_L	7579	43.3530	174.5003	122.3281	10.4948	
kirby679b_3_1_ax_MNI.img	Mesencephalon_R	7549	56.7225	145.9418	122.4369	11.2393	
kirby679b_3_1_ax_MNI.img	Metencephalon_R	99473	11.1443	149.5677	86.6785	25.4349	
kirby679b_3_1_ax_MNI.img	Metencephalon_L	96691	15.5675	144.6157	85.5129	25.2266	
kirby679b_3_1_ax_MNI.img	Myelencephalon_L	2666	29.5108	144.3730	115.8380	16.4336	
kirby679b_3_1_ax_MNI.img	Myelencephalon_R	3148	50.7562	170.8997	119.2890	14.4467	
kirby679b_3_1_ax_MNI.img	WhiteMatter_L	292461	31.5849	164.7692	115.2756	12.5932	
kirby679b_3_1_ax_MNI.img	WhiteMatter_R	297737	25.1588	173.6292	115.8333	12.1697	
kirby679b_3_1_ax_MNI.img	Ventricle	25782	2.2041	129.8895	37.4165	21.4041	
kirby679b_3_1_ax_MNI.img	Sulcus_L	28948	1.6253	70.1015	26.3893	11.1685	
kirby679b_3_1_ax_MNI.img	Sulcus_R	24449	1.8322	79.9025	28.4561	11.3951	



Type1-L3 Statistics

kirby679b_3_1_ax_MNI.img	Frontal_L	116828	7.2132	150.3628	64.4917	14.5984	
kirby679b_3_1_ax_MNI.img	Frontal_R	117088	12.6744	129.7754	65.2839	14.1167	
kirby679b_3_1_ax_MNI.img	Parietal_L	55292	11.9567	116.9362	64.5099	14.9487	
kirby679b_3_1_ax_MNI.img	Parietal_R	59300	14.3123	116.7339	66.1583	14.8760	
kirby679b_3_1_ax_MNI.img	Temporal_L	77277	15.1490	125.4930	64.6606	13.0835	
kirby679b_3_1_ax_MNI.img	Temporal_R	79472	18.6122	119.6386	67.4605	13.0160	
kirby679b_3_1_ax_MNI.img	Limbic_L	43811	16.4279	141.1294	72.6703	13.8004	
kirby679b_3_1_ax_MNI.img	Limbic_R	45457	10.8877	153.1123	72.8651	13.9783	
kirby679b_3_1_ax_MNI.img	Occipital_L	42893	9.5716	117.1334	66.0473	14.8219	
kirby679b_3_1_ax_MNI.img	Occipital_R	40044	14.0965	123.2364	68.4909	15.3100	
kirby679b_3_1_ax_MNI.img	Insula_L	10091	22.8060	223.1590	72.6785	12.6052	
kirby679b_3_1_ax_MNI.img	Insula_R	9536	19.8582	172.8831	76.7424	14.2099	
kirby679b_3_1_ax_MNI.img	BasalGang_L	15792	46.3839	136.2034	97.9715	13.4341	
kirby679b_3_1_ax_MNI.img	BasalGang_R	15984	37.8522	138.1607	99.6055	14.2699	
kirby679b_3_1_ax_MNI.img	Thalamus_L	8388	51.1420	139.8965	111.1439	11.2058	
