Gray Images
Image	Object	Pixels	Min	Max	Mean	Std	

Color Images
Image	Object	Pixels	RMin	RMax	RMean	RStd	GMin	GMax	GMean	GStd	BMin	BMax	BMean	BStd	



Type1-L1 Statistics

kirby142a_3_1_ax_MNI.img	Telencephalon_L	627530	2.6873	226.8367	120.8536	39.6112	
kirby142a_3_1_ax_MNI.img	Telencephalon_R	635158	4.9401	215.2172	121.7643	39.3316	
kirby142a_3_1_ax_MNI.img	Diencephalon_L	10466	38.4814	206.4767	150.0798	20.2939	
kirby142a_3_1_ax_MNI.img	Diencephalon_R	10441	51.5840	207.2370	147.8125	19.7018	
kirby142a_3_1_ax_MNI.img	Mesencephalon	12114	78.9037	208.6160	167.2418	16.3800	
kirby142a_3_1_ax_MNI.img	Metencephalon	190589	8.4259	199.2030	114.4609	35.5864	
kirby142a_3_1_ax_MNI.img	Myelencephalon	5667	49.2799	201.9378	158.7903	23.5830	
kirby142a_3_1_ax_MNI.img	CSF	123352	1.3155	165.3555	32.7071	18.9565	



Type1-L2 Statistics

kirby142a_3_1_ax_MNI.img	CerebralCortex_L	318900	2.6873	172.0566	86.9407	20.4062	
kirby142a_3_1_ax_MNI.img	CerebralCortex_R	319299	4.9401	184.8469	87.7902	20.3314	
kirby142a_3_1_ax_MNI.img	CerebralNucli_L	14885	49.2577	195.3497	130.2036	20.1389	
kirby142a_3_1_ax_MNI.img	CerebralNucli_R	15883	54.0497	210.8238	129.7222	20.6588	
kirby142a_3_1_ax_MNI.img	Thalamus_L	6827	66.6129	190.3262	151.1256	16.0384	
kirby142a_3_1_ax_MNI.img	Thalamus_R	6978	51.5840	188.5334	149.4956	17.1559	
kirby142a_3_1_ax_MNI.img	BasalForebrain_L	3639	38.4814	206.4767	148.1180	26.3819	
kirby142a_3_1_ax_MNI.img	BasalForebrain_R	3463	60.6397	207.2370	144.4209	23.6650	
kirby142a_3_1_ax_MNI.img	Mesencephalon_L	6046	92.6796	205.4456	168.2100	15.4451	
kirby142a_3_1_ax_MNI.img	Mesencephalon_R	6068	78.9037	208.6160	166.2771	17.2072	
kirby142a_3_1_ax_MNI.img	Metencephalon_R	97047	8.4259	199.2030	114.3829	36.2137	
kirby142a_3_1_ax_MNI.img	Metencephalon_L	93542	10.5687	195.6226	114.5418	34.9235	
kirby142a_3_1_ax_MNI.img	Myelencephalon_L	2848	49.2799	201.9378	157.3697	24.7318	
kirby142a_3_1_ax_MNI.img	Myelencephalon_R	2819	64.2806	198.5209	160.2255	22.2707	
kirby142a_3_1_ax_MNI.img	WhiteMatter_L	293745	39.0648	226.8367	157.1969	17.4789	
kirby142a_3_1_ax_MNI.img	WhiteMatter_R	299976	41.6835	215.2172	157.5056	17.4220	
kirby142a_3_1_ax_MNI.img	Ventricle	48450	2.0445	165.3555	34.8710	24.3766	
kirby142a_3_1_ax_MNI.img	Sulcus_L	40097	1.6954	89.4403	31.1116	13.9457	
kirby142a_3_1_ax_MNI.img	Sulcus_R	34805	1.3155	90.1022	31.5329	14.5430	



Type1-L3 Statistics

kirby142a_3_1_ax_MNI.img	Frontal_L	104528	14.2143	157.2498	84.9648	20.5969	
kirby142a_3_1_ax_MNI.img	Frontal_R	105092	15.4885	156.9449	86.2650	20.1578	
kirby142a_3_1_ax_MNI.img	Parietal_L	53920	11.2467	166.2817	83.5151	20.9046	
kirby142a_3_1_ax_MNI.img	Parietal_R	55733	9.6774	160.3758	85.8688	21.5529	
kirby142a_3_1_ax_MNI.img	Temporal_L	76241	11.5229	158.7530	87.2596	18.1491	
kirby142a_3_1_ax_MNI.img	Temporal_R	74306	14.7353	166.1241	88.4092	18.2447	
kirby142a_3_1_ax_MNI.img	Limbic_L	34031	21.1101	172.0566	96.6660	20.0218	
kirby142a_3_1_ax_MNI.img	Limbic_R	34580	18.2442	184.8469	95.4242	20.1506	
kirby142a_3_1_ax_MNI.img	Occipital_L	44156	2.6873	161.0764	88.0312	21.8486	
kirby142a_3_1_ax_MNI.img	Occipital_R	43733	4.9401	165.1310	86.2230	21.6237	
kirby142a_3_1_ax_MNI.img	Insula_L	7913	21.1869	143.8897	91.8212	16.1857	
kirby142a_3_1_ax_MNI.img	Insula_R	8161	33.5763	165.5984	98.2621	17.3264	
kirby142a_3_1_ax_MNI.img	BasalGang_L	12996	49.2577	195.3497	132.5825	20.1871	
kirby142a_3_1_ax_MNI.img	BasalGang_R	13577	54.0497	210.8238	132.4592	20.7390	
kirby142a_3_1_ax_MNI.img	Thalamus_L	6827	66.6129	190.3262	151.1256	16.0384	
