Gray Images
Image	Object	Pixels	Min	Max	Mean	Std	

Color Images
Image	Object	Pixels	RMin	RMax	RMean	RStd	GMin	GMax	GMean	GStd	BMin	BMax	BMean	BStd	



Type1-L1 Statistics

kirby814b_3_1_ax_MNI.img	Telencephalon_L	633712	12.7907	207.6929	126.7968	36.7970	
kirby814b_3_1_ax_MNI.img	Telencephalon_R	651327	13.1242	208.3211	127.7227	36.0489	
kirby814b_3_1_ax_MNI.img	Diencephalon_L	11021	50.8376	195.8058	147.7302	17.1132	
kirby814b_3_1_ax_MNI.img	Diencephalon_R	11274	69.1259	202.9084	147.3776	17.2508	
kirby814b_3_1_ax_MNI.img	Mesencephalon	12870	81.4791	209.2308	169.5957	14.2927	
kirby814b_3_1_ax_MNI.img	Metencephalon	183332	8.8660	197.2084	120.8651	34.1570	
kirby814b_3_1_ax_MNI.img	Myelencephalon	5486	58.2252	201.3481	160.7606	19.7492	
kirby814b_3_1_ax_MNI.img	CSF	111205	2.9113	161.2325	48.1247	21.3250	



Type1-L2 Statistics

kirby814b_3_1_ax_MNI.img	CerebralCortex_L	341844	12.7907	175.0982	97.6203	21.3311	
kirby814b_3_1_ax_MNI.img	CerebralCortex_R	348055	13.1242	175.7654	98.7104	20.5766	
kirby814b_3_1_ax_MNI.img	CerebralNucli_L	15893	54.5154	193.2973	132.0824	18.9078	
kirby814b_3_1_ax_MNI.img	CerebralNucli_R	16508	64.1257	193.4627	135.6022	18.9351	
kirby814b_3_1_ax_MNI.img	Thalamus_L	7382	79.6037	179.1317	147.9983	13.5158	
kirby814b_3_1_ax_MNI.img	Thalamus_R	7708	69.1259	178.1744	146.5453	14.8703	
kirby814b_3_1_ax_MNI.img	BasalForebrain_L	3639	50.8376	195.8058	147.1864	22.7143	
kirby814b_3_1_ax_MNI.img	BasalForebrain_R	3566	77.2132	202.9084	149.1766	21.4042	
kirby814b_3_1_ax_MNI.img	Mesencephalon_L	6555	103.4381	209.2308	170.6685	12.9208	
kirby814b_3_1_ax_MNI.img	Mesencephalon_R	6315	81.4791	203.3091	168.4821	15.5114	
kirby814b_3_1_ax_MNI.img	Metencephalon_R	92618	11.5310	196.7321	121.8410	33.6519	
kirby814b_3_1_ax_MNI.img	Metencephalon_L	90714	8.8660	197.2084	119.8687	34.6369	
kirby814b_3_1_ax_MNI.img	Myelencephalon_L	2536	58.2252	201.3481	160.3731	21.8325	
kirby814b_3_1_ax_MNI.img	Myelencephalon_R	2950	77.8977	199.5126	161.0938	17.7573	
kirby814b_3_1_ax_MNI.img	WhiteMatter_L	275975	48.7749	207.6929	162.6326	13.5914	
kirby814b_3_1_ax_MNI.img	WhiteMatter_R	286764	47.0388	208.3211	162.4823	13.5520	
kirby814b_3_1_ax_MNI.img	Ventricle	19463	4.1970	161.2325	60.5580	30.1851	
kirby814b_3_1_ax_MNI.img	Sulcus_L	49284	3.3738	113.3275	44.9046	17.7244	
kirby814b_3_1_ax_MNI.img	Sulcus_R	42458	2.9113	120.3647	46.1631	17.9446	



Type1-L3 Statistics

kirby814b_3_1_ax_MNI.img	Frontal_L	115468	18.1709	175.0982	93.3621	21.6770	
kirby814b_3_1_ax_MNI.img	Frontal_R	112117	13.1242	163.6610	94.1211	20.4293	
kirby814b_3_1_ax_MNI.img	Parietal_L	50038	15.9592	166.9520	98.8124	20.8081	
kirby814b_3_1_ax_MNI.img	Parietal_R	56757	17.3691	166.6250	98.4772	20.3998	
kirby814b_3_1_ax_MNI.img	Temporal_L	81250	12.7907	174.7482	96.6999	20.1710	
kirby814b_3_1_ax_MNI.img	Temporal_R	82911	15.7373	163.4965	99.2855	18.9326	
kirby814b_3_1_ax_MNI.img	Limbic_L	39051	32.4123	172.8400	104.5003	19.4253	
kirby814b_3_1_ax_MNI.img	Limbic_R	42327	20.5689	175.7654	105.1574	20.0447	
kirby814b_3_1_ax_MNI.img	Occipital_L	49908	19.4780	169.1434	103.0178	22.3842	
kirby814b_3_1_ax_MNI.img	Occipital_R	47900	16.4006	171.7676	103.2975	22.3626	
kirby814b_3_1_ax_MNI.img	Insula_L	8621	27.7982	146.7261	98.8043	16.0230	
kirby814b_3_1_ax_MNI.img	Insula_R	8775	26.0505	156.2788	104.2681	16.7888	
kirby814b_3_1_ax_MNI.img	BasalGang_L	13401	57.1880	193.2973	135.3990	18.3058	
kirby814b_3_1_ax_MNI.img	BasalGang_R	13776	69.8549	193.4627	138.4708	19.0103	
kirby814b_3_1_ax_MNI.img	Thalamus_L	7382	79.6037	179.1317	147.9983	13.5158	
