	 SFG_L 	 SFG_R 	 SFG_PFC_L 	 SFG_PFC_R 	 SFG_pole_L 	 SFG_pole_R 	 MFG_L 	 MFG_R 	 MFG_DPFC_L 	 MFG_DPFC_R 	 IFG_opercularis_L 	 IFG_opercularis_R 	 IFG_orbitalis_L 	 IFG_orbitalis_R 	 IFG_triangularis_L 	 IFG_triangularis_R 	 LFOG_L 	 LFOG_R 	 MFOG_L 	 MFOG_R 	 RG_L 	 RG_R 	 PoCG_L 	 PoCG_R 	 PrCG_L 	 PrCG_R 	 SPG_L 	 SPG_R 	 SMG_L 	 SMG_R 	 AG_L 	 AG_R 	 PrCu_L 	 PrCu_R 	 STG_L 	 STG_R 	 STG_L_pole 	 STG_R_pole 	 MTG_L 	 MTG_R 	 MTG_L_pole 	 MTG_R_pole 	 ITG_L 	 ITG_R 	 FuG_L 	 FuG_R 	 SOG_L 	 SOG_R 	 MOG_L 	 MOG_R 	 IOG_L 	 IOG_R 	 Cu_L 	 Cu_R 	 LG_L 	 LG_R 	 rostral_ACC_L 	 rostral_ACC_R 	 subcallosal_ACC_L 	 subcallosal_ACC_R 	 subgenual_ACC_L 	 subgenual_ACC_R 	 dorsal_ACC_L 	 dorsal_ACC_R 	 PCC_L 	 PCC_R 	 Insula_L 	 Insula_R 	 CerebellumGM_L 	 CerebellumGM_R 	 Caud_L 	 Caud_R 	 Put_L 	 Put_R 	 GP_L 	 GP_R 	 Thalamus_L 	 Thalamus_R 	
 SFG_L 	Inf	0.59538	0.49973	0.4529	0.65196	0.45221	0.63283	0.20316	0.44389	0.024294	0.53976	0.35032	0.40431	0.24324	0.61843	0.50932	0.37145	0.27377	0.14631	0.019231	0.53372	0.41114	0.48129	0.36689	0.55145	0.32466	-0.031827	-0.0036501	-0.19542	-0.21042	0.007494	-0.12133	0.40267	0.1636	0.2201	0.2919	0.038575	-0.0028962	0.38593	0.32383	0.30574	0.43358	0.38886	0.22483	0.10767	0.28646	0.13331	0.13705	0.26968	0.16961	0.14197	0.13478	0.087981	0.056359	0.17995	0.092224	0.23947	0.031483	0.063451	0.38123	0.42614	0.40958	0.38639	0.29336	0.3497	0.17854	0.038311	-0.086485	0.20052	0.27923	0.16582	0.1916	0.091858	0.054604	-0.03261	0.055914	-0.28169	-0.10382	
 SFG_R 	0.59538	Inf	-0.07214	0.031688	0.026656	-0.023136	0.15623	0.29216	0.024002	0.17641	0.10354	0.24467	0.2115	0.30932	0.14175	0.28443	0.038562	0.14064	-0.081777	-0.13916	0.22443	0.083335	0.69168	0.63659	0.69625	0.7597	0.27502	0.51772	0.015577	0.13887	0.0043083	0.056889	0.47674	0.55008	0.29875	0.44408	0.17563	0.24079	0.03068	0.2784	0.26347	0.33467	0.071187	0.18968	0.40639	0.57443	0.47237	0.4274	0.24239	0.32405	0.23178	0.29818	0.36441	0.41889	0.44926	0.46294	0.068563	-0.037811	0.14511	0.24713	0.22525	0.23753	0.21918	0.3249	-0.094294	-0.087095	0.17722	0.28956	0.65634	0.62549	0.050089	-0.033545	-0.10235	-0.012092	-0.11527	0.085097	-0.18203	-0.037875	
 SFG_PFC_L 	0.49973	-0.07214	Inf	0.98537	0.99421	0.82728	0.48699	0.12377	0.50357	0.039859	0.41854	0.30148	0.32322	-0.036593	0.52856	0.36077	0.34592	0.17791	0.021477	-0.10842	0.67655	0.63811	0.014131	-0.032803	0.0061369	-0.082838	-0.13849	-0.26185	-0.1996	-0.16661	0.03847	-0.062353	0.094843	-0.20041	-0.10164	-0.06996	-0.084064	-0.12492	0.39162	0.16187	0.19051	0.15663	0.34027	0.080919	-0.3297	0.060255	-0.036991	-0.0017648	0.2885	0.094741	-0.11621	-0.10489	-0.033681	-0.10412	-0.038728	-0.16354	0.54179	0.14775	0.087187	0.48315	0.21572	0.4577	0.24618	0.15501	0.71299	0.44323	-0.10191	-0.22115	-0.13737	0.05972	0.28179	0.33404	0.22325	0.16957	0.010338	-0.1553	-0.10012	-0.040233	
 SFG_PFC_R 	0.4529	0.031688	0.98537	Inf	0.72862	0.96399	0.57197	0.57239	0.52726	0.47542	0.298	0.59841	0.23387	0.28018	0.49826	0.46952	0.42531	0.51884	0.16153	0.072398	0.59367	0.72706	0.072105	-0.18168	0.086981	0.029783	0.0622	-0.12777	-0.17812	-0.19014	0.27565	0.30367	0.080149	0.0046285	-0.15494	-0.17708	-0.1013	0.007262	0.45001	0.43104	0.4204	0.38584	0.48953	0.39747	-0.23035	0.24114	0.090497	0.27266	0.46703	0.28289	-0.04135	0.044194	-0.14626	-0.12617	-0.12859	-0.23832	0.34291	0.087028	0.065808	0.31713	0.053849	0.49194	0.12436	0.00099819	0.4907	0.48215	-0.20801	-0.19871	-0.11736	0.10763	0.32144	0.21446	0.0087455	0.13656	-0.11199	-0.036602	-0.23765	-0.14361	
 SFG_pole_L 	0.65196	0.026656	0.99421	0.72862	Inf	1.0018	0.5446	0.13202	0.62859	0.05787	0.39508	0.23325	0.26561	-0.004493	0.64137	0.57524	0.49544	0.19403	0.074371	-0.086466	0.78979	0.6199	0.11511	0.17713	0.10833	0.0011774	-0.05231	-0.13949	-0.067019	-0.093464	0.034461	-0.18001	0.29583	0.043671	-0.12346	0.026806	-0.14685	-0.18122	0.34191	0.157	0.36893	0.38883	0.44147	0.1367	-0.1186	0.10417	0.10833	0.082465	0.38986	0.18315	-0.063867	-0.018651	0.08673	0.051341	0.11846	-0.01076	0.38025	0.074956	-0.063237	0.29571	0.29971	0.30449	0.16404	0.13155	0.64811	0.38581	-0.11342	-0.18524	0.0512	0.19456	0.16464	0.33621	0.15071	0.13646	-0.057458	-0.068536	-0.1656	0.026319	
 SFG_pole_R 	0.45221	-0.023136	0.82728	0.96399	1.0018	Inf	0.49095	0.39629	0.46234	0.28846	0.24438	0.33753	0.19471	0.1811	0.5487	0.599	0.51428	0.53075	0.13062	0.13473	0.65059	0.88625	0.077954	-0.010295	-0.0073523	-0.13882	-0.10727	-0.17484	-0.26211	-0.32556	0.076375	0.0365	0.18005	0.094309	-0.16567	-0.12273	-0.15543	-0.026474	0.4308	0.38542	0.5393	0.52374	0.48706	0.31137	-0.089316	0.22176	0.12371	0.29455	0.55762	0.39431	-0.058725	0.04195	-0.10744	-0.016767	-0.07322	-0.14724	0.19686	-0.14112	-0.1618	0.28969	0.18147	0.4984	0.031975	-0.025558	0.61543	0.52992	-0.26177	-0.27725	-0.089719	0.15267	0.20385	0.20609	0.037082	0.15955	-0.15428	0.068566	-0.13378	-0.069931	
 MFG_L 	0.63283	0.15623	0.48699	0.57197	0.5446	0.49095	Inf	0.67532	0.51049	0.34632	0.50632	0.56777	0.31909	0.20898	0.77424	0.55364	0.086498	0.31502	0.031363	-0.076095	0.28306	0.29506	0.093362	0.06497	0.09142	0.22137	0.034048	-0.072669	-0.24468	-0.20703	0.48486	0.35452	0.11558	0.016365	-0.053919	-0.14367	-0.15294	0.069982	0.74565	0.68025	0.20108	0.38313	0.64243	0.58649	0.12004	0.32253	0.22079	0.25844	0.61158	0.37879	0.079309	0.19114	-0.07073	-0.071894	-0.02402	-0.11727	0.020465	-0.26967	-0.099423	0.042248	0.1758	0.32622	-0.18303	-0.21406	0.37707	0.33362	-0.43536	-0.42162	-0.0035004	0.16093	0.39943	0.11443	-0.12937	-0.18376	-0.081619	-0.027333	-0.29271	-0.20534	
 MFG_R 	0.20316	0.29216	0.12377	0.57239	0.13202	0.39629	0.67532	Inf	0.26564	0.89868	0.10175	0.79015	0.042845	0.25328	0.2693	0.40366	0.087427	0.49454	0.026629	0.02251	0.1026	0.28229	0.065414	-0.20636	0.019613	0.21422	0.25273	0.14766	-0.1625	-0.18964	0.61111	0.80552	0.23212	0.38609	-0.13919	-0.2531	-0.079709	0.17433	0.35653	0.72623	0.29169	0.36935	0.43753	0.69779	0.24723	0.54908	0.50875	0.77667	0.78698	0.80156	0.18691	0.32775	0.015592	0.12772	0.072616	0.027781	0.021441	-0.29773	-0.051029	-0.088202	-0.10752	0.26966	-0.21166	-0.23449	0.11913	0.35358	-0.31378	-0.1702	0.21306	0.35619	0.37736	0.04478	-0.15179	-0.084092	-0.26397	0.07396	-0.22649	-0.17164	
 MFG_DPFC_L 	0.44389	0.024002	0.50357	0.52726	0.62859	0.46234	0.51049	0.26564	Inf	0.46207	0.46597	0.26966	0.22368	0.14659	0.21814	0.31018	0.56971	0.3819	0.35296	0.25733	0.45558	0.47246	-0.039424	-0.15534	0.072848	-0.026779	0.070205	-0.093528	0.16146	-0.044686	0.32653	0.13535	0.37092	0.077048	0.046333	0.17762	-0.10187	-0.12779	0.073043	0.011997	0.15875	0.092532	0.34919	0.17296	-0.079017	0.044752	0.017496	0.017126	0.19377	0.1355	-0.096589	-0.056738	-0.22882	-0.19777	-0.16377	-0.28791	0.42413	0.23796	0.10112	0.097715	0.19443	0.26028	0.31508	0.23089	0.37034	0.37396	0.02785	0.0058639	-0.022291	0.073871	0.32491	0.47555	0.1396	0.13087	-0.12428	0.051467	-0.0005497	0.23584	
 MFG_DPFC_R 	0.024294	0.17641	0.039859	0.47542	0.05787	0.28846	0.34632	0.89868	0.46207	Inf	-0.040579	0.51023	-0.11496	0.32221	-0.044684	0.086778	0.21428	0.5163	0.051333	0.27231	0.025673	0.19626	-0.0011797	-0.2658	0.011224	0.076203	0.38096	0.32029	0.040049	0.10456	0.62637	0.81615	0.26425	0.43052	-0.04162	-0.11562	-0.10003	0.18228	0.17314	0.31857	0.31706	0.25026	0.29357	0.51299	0.25102	0.44614	0.454	0.66098	0.59322	0.6257	0.18333	0.35836	0.016354	0.16939	0.057198	0.031872	0.042992	-0.063095	-0.074965	-0.15009	-0.095683	0.22855	-0.10732	-0.11256	0.055878	0.31163	-0.181	0.041757	0.18682	0.30036	0.40751	0.17949	-0.10542	-0.00062588	-0.21923	0.099422	-0.063222	0.05127	
