	 SFG_L 	 SFG_R 	 SFG_PFC_L 	 SFG_PFC_R 	 SFG_pole_L 	 SFG_pole_R 	 MFG_L 	 MFG_R 	 MFG_DPFC_L 	 MFG_DPFC_R 	 IFG_opercularis_L 	 IFG_opercularis_R 	 IFG_orbitalis_L 	 IFG_orbitalis_R 	 IFG_triangularis_L 	 IFG_triangularis_R 	 LFOG_L 	 LFOG_R 	 MFOG_L 	 MFOG_R 	 RG_L 	 RG_R 	 PoCG_L 	 PoCG_R 	 PrCG_L 	 PrCG_R 	 SPG_L 	 SPG_R 	 SMG_L 	 SMG_R 	 AG_L 	 AG_R 	 PrCu_L 	 PrCu_R 	 STG_L 	 STG_R 	 STG_L_pole 	 STG_R_pole 	 MTG_L 	 MTG_R 	 MTG_L_pole 	 MTG_R_pole 	 ITG_L 	 ITG_R 	 FuG_L 	 FuG_R 	 SOG_L 	 SOG_R 	 MOG_L 	 MOG_R 	 IOG_L 	 IOG_R 	 Cu_L 	 Cu_R 	 LG_L 	 LG_R 	 rostral_ACC_L 	 rostral_ACC_R 	 subcallosal_ACC_L 	 subcallosal_ACC_R 	 subgenual_ACC_L 	 subgenual_ACC_R 	 dorsal_ACC_L 	 dorsal_ACC_R 	 PCC_L 	 PCC_R 	 Insula_L 	 Insula_R 	 CerebellumGM_L 	 CerebellumGM_R 	 Caud_L 	 Caud_R 	 Put_L 	 Put_R 	 GP_L 	 GP_R 	 Thalamus_L 	 Thalamus_R 	
 SFG_L 	1	0.81159	0.68197	0.64816	0.51072	0.59539	0.62734	0.48378	0.38082	0.36698	0.41476	-0.094514	0.6195	0.53708	0.54124	0.23271	0.3311	0.45	0.45051	0.24413	0.45376	0.50239	0.48485	0.45047	0.48463	0.55767	0.46566	0.31246	0.2551	0.12214	0.5216	0.54988	0.50528	0.34485	0.42	0.3645	0.34113	0.32176	0.49126	0.47266	0.41872	0.25381	0.32172	0.3285	0.057132	0.11116	0.041559	0.033458	0.10449	0.19442	-0.00047004	0.19091	0.1346	0.15387	0.10993	0.15036	0.45942	0.5671	0.32113	0.17893	0.084768	0.35162	0.41218	0.50511	0.55942	0.53879	0.25767	0.22509	0.2972	0.43072	-0.12741	0.2287	-0.078521	-0.25108	0.098656	0.035575	0.19039	0.014565	
 SFG_R 	0.81159	1	0.67931	0.68017	0.48789	0.57963	0.52225	0.56163	0.57957	0.59877	0.32954	0.092201	0.66892	0.65789	0.53518	0.36538	0.30875	0.48748	0.26905	0.16767	0.36465	0.45402	0.32934	0.32732	0.32578	0.45444	0.40728	0.2828	0.27886	0.20101	0.44515	0.58279	0.3849	0.36921	0.45056	0.34706	0.2689	0.24804	0.56845	0.60389	0.25664	0.1938	0.21197	0.28049	0.062763	0.083791	0.047415	-0.00068634	0.038075	0.18651	-0.092199	0.152	0.07791	0.14143	0.059571	0.11113	0.55267	0.64962	0.25696	0.15406	0.17802	0.31175	0.4406	0.533	0.38206	0.46721	0.2464	0.36313	0.292	0.36789	0.069104	0.28194	-0.023909	0.041804	0.16603	0.019811	0.25936	0.045932	
 SFG_PFC_L 	0.68197	0.67931	1	0.8289	0.75726	0.68306	0.54267	0.38239	0.39681	0.29893	0.1629	-0.20338	0.69349	0.57471	0.45821	0.0021313	0.28057	0.4096	0.34899	0.18724	0.44282	0.49507	0.15441	0.18235	0.22269	0.21225	0.010212	-0.03626	-0.026844	-0.15575	0.55668	0.54181	0.39087	0.099257	0.25021	0.13159	0.044112	0.087343	0.41134	0.46943	0.40348	0.17912	0.17856	0.26063	-0.15932	-0.112	-0.20175	-0.28436	-0.12877	-0.064607	-0.27948	-0.097964	-0.12018	-0.0742	-0.11216	-0.0674	0.63896	0.6412	0.068805	0.12643	0.1763	0.31193	0.3094	0.37395	0.62021	0.58067	-0.0015367	0.082287	0.22886	0.2651	0.15997	0.42786	0.14364	0.047819	0.15067	0.0039788	0.10115	-0.092209	
 SFG_PFC_R 	0.64816	0.68017	0.8289	1	0.76242	0.74543	0.50767	0.54821	0.48188	0.49515	0.19903	-0.027591	0.62695	0.64032	0.42585	0.20499	0.21501	0.50944	0.3919	0.22983	0.53372	0.58753	0.28155	0.23374	0.27917	0.24383	0.16461	0.023245	0.14824	0.003779	0.57082	0.69639	0.45023	0.25205	0.32647	0.244	0.17622	0.16792	0.5566	0.63032	0.4853	0.29629	0.36392	0.40501	-0.079712	-0.031405	-0.071813	-0.20618	-0.061176	0.013998	-0.14379	0.05628	-0.052937	-0.018824	-0.064259	-0.0033417	0.64679	0.68002	0.21294	0.12491	0.25987	0.44117	0.33664	0.44993	0.57862	0.55253	0.07707	0.24089	0.28553	0.35072	0.085269	0.22576	0.097875	0.11269	0.019924	0.15906	0.083033	-0.10889	
 SFG_pole_L 	0.51072	0.48789	0.75726	0.76242	1	0.82354	0.33164	0.22509	0.29581	0.18803	0.12959	-0.14479	0.54804	0.37859	0.37238	-0.013715	0.20971	0.30619	0.4305	0.31607	0.52546	0.56902	0.25781	0.27677	0.26522	0.17765	0.064115	0.028037	-0.14394	-0.18515	0.38681	0.46217	0.44809	0.14368	0.33561	0.25684	0.22624	0.23861	0.49415	0.48714	0.58429	0.25242	0.39228	0.2965	0.037885	0.062086	-0.07185	-0.1828	0.015788	0.034881	-0.17397	0.034257	0.022113	0.0298	0.024853	0.052455	0.58451	0.57872	0.12804	0.29579	0.25149	0.50394	0.26978	0.36006	0.72752	0.6238	0.077413	0.11894	0.37482	0.42043	0.1439	0.36166	0.10658	-0.013048	0.14735	0.10967	0.19187	-0.044901	
 SFG_pole_R 	0.59539	0.57963	0.68306	0.74543	0.82354	1	0.28678	0.33529	0.383	0.40284	0.11575	-0.060946	0.48957	0.47835	0.29495	0.14637	0.16539	0.36351	0.56595	0.42459	0.65504	0.66957	0.3425	0.3286	0.34854	0.25419	0.21097	0.14233	-0.03958	-0.080174	0.39485	0.54717	0.64993	0.37474	0.33836	0.23494	0.23541	0.28346	0.44131	0.50124	0.58931	0.35556	0.46716	0.39978	-0.0094537	0.011617	-0.01506	-0.11517	0.093701	0.1128	-0.1254	0.10755	0.039982	0.036976	-0.0071845	0.02973	0.64843	0.7442	0.24705	0.3204	0.35247	0.63786	0.3848	0.461	0.80257	0.74027	0.15555	0.1506	0.46312	0.48116	0.16453	0.39909	0.022955	-0.054997	0.10733	0.092585	0.08889	-0.057587	
 MFG_L 	0.62734	0.52225	0.54267	0.50767	0.33164	0.28678	1	0.7393	0.54128	0.42671	0.62314	0.22356	0.5681	0.46519	0.58362	0.25778	0.33109	0.56383	0.25529	0.18038	0.16756	0.25166	0.058817	0.057955	0.094823	0.20202	0.19735	-0.00022557	0.35327	0.053244	0.75274	0.69029	0.32845	0.23423	0.26513	0.26234	0.2153	0.28021	0.4464	0.42016	0.14006	0.014655	0.20572	0.31711	0.038708	0.065382	0.079607	0.039586	0.12424	0.16781	0.040167	0.16389	0.11367	0.16913	0.10778	0.14936	0.2369	0.22994	0.034946	-0.17944	-0.013572	0.13327	0.074347	0.12928	0.26305	0.29264	0.14726	0.12522	0.23835	0.34309	-0.018401	0.10259	0.023211	-0.018479	0.08044	-0.043243	0.074987	-0.14374	
 MFG_R 	0.48378	0.56163	0.38239	0.54821	0.22509	0.33529	0.7393	1	0.65165	0.76592	0.47884	0.45031	0.43373	0.56755	0.42544	0.47771	0.26845	0.66956	0.225	0.21538	0.18636	0.24352	-0.032516	-0.047204	-0.01173	0.14761	0.38312	0.15536	0.46811	0.34152	0.69413	0.85259	0.4096	0.5016	0.21233	0.22183	0.22964	0.2884	0.50499	0.57184	0.051116	0.14534	0.31706	0.46052	0.014116	0.036214	0.18494	0.070021	0.088277	0.22124	0.029451	0.2265	0.093398	0.15301	0.056218	0.10575	0.21872	0.27169	0.045255	-0.16379	0.015841	0.17332	0.048524	0.15383	0.17768	0.26631	0.099392	0.26184	0.2833	0.34947	0.049419	-0.0066484	-0.12804	0.047035	-0.058682	-0.018344	0.054609	-0.085185	
 MFG_DPFC_L 	0.38082	0.57957	0.39681	0.48188	0.29581	0.383	0.54128	0.65165	1	0.83179	0.4097	0.42829	0.46914	0.40744	0.43957	0.54605	0.21935	0.51418	0.20258	0.2044	0.22613	0.27046	0.029899	-0.0055852	0.076485	0.1382	0.15079	-0.093988	0.31536	0.15546	0.48192	0.62249	0.31786	0.43762	0.21254	0.15672	0.062607	0.087182	0.37471	0.49335	0.07863	0.09947	0.12041	0.23482	0.097484	0.058857	0.19599	0.085419	0.1565	0.22118	0.080219	0.24566	0.091173	0.11959	0.026023	0.019102	0.42501	0.406	-0.026559	-0.10058	0.17537	0.18866	0.2811	0.31651	0.12418	0.27934	0.079177	0.33315	0.28393	0.31085	0.2435	0.1123	0.13998	0.19363	0.03345	0.085306	0.13288	0.023018	
 MFG_DPFC_R 	0.36698	0.59877	0.29893	0.49515	0.18803	0.40284	0.42671	0.76592	0.83179	1	0.35287	0.52017	0.40261	0.52632	0.38485	0.66666	0.27646	0.60408	0.24847	0.25461	0.27599	0.29292	0.061462	0.026131	0.094405	0.20566	0.32764	0.14599	0.45122	0.44557	0.48172	0.718	0.36869	0.5674	0.29848	0.22963	0.18198	0.21834	0.44669	0.59651	0.0040325	0.26639	0.2788	0.40225	0.15172	0.13247	0.31443	0.202	0.22659	0.35779	0.1739	0.39659	0.15715	0.1857	0.079045	0.10368	0.38878	0.45217	0.063531	-0.037754	0.18967	0.25593	0.20715	0.30173	0.13567	0.29083	0.20418	0.45056	0.35109	0.34047	0.22919	0.020349	-0.086769	0.18029	-0.05559	0.12875	0.049709	-0.021925	
