Gray Images
Image	Object	Pixels	Min	Max	Mean	Std	

Color Images
Image	Object	Pixels	RMin	RMax	RMean	RStd	GMin	GMax	GMean	GStd	BMin	BMax	BMean	BStd	



Type1-L1 Statistics

kirby934a_3_1_ax_MNI.img	Telencephalon_L	644723	6.5886	233.1396	133.9429	43.3777	
kirby934a_3_1_ax_MNI.img	Telencephalon_R	653967	8.3322	255.0000	135.9741	42.6085	
kirby934a_3_1_ax_MNI.img	Diencephalon_L	10258	50.8954	232.5316	167.3522	20.4308	
kirby934a_3_1_ax_MNI.img	Diencephalon_R	10504	40.5513	228.5243	167.3589	20.0359	
kirby934a_3_1_ax_MNI.img	Mesencephalon	11408	102.8239	228.9124	188.8504	16.3009	
kirby934a_3_1_ax_MNI.img	Metencephalon	154770	8.8293	227.8083	135.4471	39.3601	
kirby934a_3_1_ax_MNI.img	Myelencephalon	5254	83.2250	229.4866	179.1410	22.1171	
kirby934a_3_1_ax_MNI.img	CSF	111529	0.9637	170.9906	39.2780	23.5314	



Type1-L2 Statistics

kirby934a_3_1_ax_MNI.img	CerebralCortex_L	342719	6.5886	193.8184	99.2836	24.2805	
kirby934a_3_1_ax_MNI.img	CerebralCortex_R	346507	8.3322	194.3751	101.6112	23.9132	
kirby934a_3_1_ax_MNI.img	CerebralNucli_L	14737	61.1918	233.1396	151.1126	22.8500	
kirby934a_3_1_ax_MNI.img	CerebralNucli_R	15151	55.6148	217.1734	150.9797	21.6517	
kirby934a_3_1_ax_MNI.img	Thalamus_L	6816	73.2448	207.2237	168.5610	14.4913	
kirby934a_3_1_ax_MNI.img	Thalamus_R	6939	79.9612	212.7883	168.1667	15.4920	
kirby934a_3_1_ax_MNI.img	BasalForebrain_L	3442	50.8954	232.5316	164.9584	28.6275	
kirby934a_3_1_ax_MNI.img	BasalForebrain_R	3565	40.5513	228.5243	165.7865	26.6818	
kirby934a_3_1_ax_MNI.img	Mesencephalon_L	5737	110.9159	228.9124	189.6169	14.9376	
kirby934a_3_1_ax_MNI.img	Mesencephalon_R	5671	102.8239	226.5074	188.0749	17.5388	
kirby934a_3_1_ax_MNI.img	Metencephalon_R	77880	18.3570	221.9562	137.6025	38.6095	
kirby934a_3_1_ax_MNI.img	Metencephalon_L	76890	8.8293	227.8083	133.2640	39.9879	
kirby934a_3_1_ax_MNI.img	Myelencephalon_L	2409	83.2250	229.4866	178.7693	23.6355	
kirby934a_3_1_ax_MNI.img	Myelencephalon_R	2845	87.5998	214.3704	179.4557	20.7394	
kirby934a_3_1_ax_MNI.img	WhiteMatter_L	287267	40.2317	228.3523	174.4117	20.1709	
kirby934a_3_1_ax_MNI.img	WhiteMatter_R	292309	47.1721	255.0000	175.9305	18.7509	
kirby934a_3_1_ax_MNI.img	Ventricle	35440	3.1787	170.9906	47.7893	30.3186	
kirby934a_3_1_ax_MNI.img	Sulcus_L	41606	0.9637	102.9340	34.2304	17.9171	
kirby934a_3_1_ax_MNI.img	Sulcus_R	34483	1.3070	103.0751	36.6207	18.6175	



Type1-L3 Statistics

kirby934a_3_1_ax_MNI.img	Frontal_L	112928	7.8623	175.2688	98.5277	24.3574	
kirby934a_3_1_ax_MNI.img	Frontal_R	110966	12.0496	183.4437	99.5857	23.8257	
kirby934a_3_1_ax_MNI.img	Parietal_L	57424	6.5886	176.9673	94.7549	24.5415	
kirby934a_3_1_ax_MNI.img	Parietal_R	60352	8.3322	176.4783	96.5088	25.1379	
kirby934a_3_1_ax_MNI.img	Temporal_L	79099	14.3863	178.1677	97.2700	22.1235	
kirby934a_3_1_ax_MNI.img	Temporal_R	79170	10.1788	174.9526	100.4950	21.3856	
kirby934a_3_1_ax_MNI.img	Limbic_L	36065	23.5667	193.8184	115.5929	21.3018	
kirby934a_3_1_ax_MNI.img	Limbic_R	39305	23.6163	194.3751	114.9564	21.9647	
kirby934a_3_1_ax_MNI.img	Occipital_L	49975	7.6665	168.8023	96.5238	24.6457	
kirby934a_3_1_ax_MNI.img	Occipital_R	49012	14.6952	185.3737	103.0678	24.0427	
kirby934a_3_1_ax_MNI.img	Insula_L	9595	20.8033	184.8139	112.3138	21.0727	
kirby934a_3_1_ax_MNI.img	Insula_R	10254	22.8587	178.7099	111.5135	23.9721	
kirby934a_3_1_ax_MNI.img	BasalGang_L	12370	61.1918	233.1396	155.3210	22.0969	
kirby934a_3_1_ax_MNI.img	BasalGang_R	12599	57.8409	217.1734	154.9171	21.1175	
kirby934a_3_1_ax_MNI.img	Thalamus_L	6816	73.2448	207.2237	168.5610	14.4913	
