	 SFG_L 	 SFG_R 	 SFG_PFC_L 	 SFG_PFC_R 	 SFG_pole_L 	 SFG_pole_R 	 MFG_L 	 MFG_R 	 MFG_DPFC_L 	 MFG_DPFC_R 	 IFG_opercularis_L 	 IFG_opercularis_R 	 IFG_orbitalis_L 	 IFG_orbitalis_R 	 IFG_triangularis_L 	 IFG_triangularis_R 	 LFOG_L 	 LFOG_R 	 MFOG_L 	 MFOG_R 	 RG_L 	 RG_R 	 PoCG_L 	 PoCG_R 	 PrCG_L 	 PrCG_R 	 SPG_L 	 SPG_R 	 SMG_L 	 SMG_R 	 AG_L 	 AG_R 	 PrCu_L 	 PrCu_R 	 STG_L 	 STG_R 	 STG_L_pole 	 STG_R_pole 	 MTG_L 	 MTG_R 	 MTG_L_pole 	 MTG_R_pole 	 ITG_L 	 ITG_R 	 FuG_L 	 FuG_R 	 SOG_L 	 SOG_R 	 MOG_L 	 MOG_R 	 IOG_L 	 IOG_R 	 Cu_L 	 Cu_R 	 LG_L 	 LG_R 	 rostral_ACC_L 	 rostral_ACC_R 	 subcallosal_ACC_L 	 subcallosal_ACC_R 	 subgenual_ACC_L 	 subgenual_ACC_R 	 dorsal_ACC_L 	 dorsal_ACC_R 	 PCC_L 	 PCC_R 	 Insula_L 	 Insula_R 	 CerebellumGM_L 	 CerebellumGM_R 	 Caud_L 	 Caud_R 	 Put_L 	 Put_R 	 GP_L 	 GP_R 	 Thalamus_L 	 Thalamus_R 	
 SFG_L 	1	0.65058	0.62813	0.48572	0.46841	0.35149	0.72971	0.44275	0.48201	0.20533	0.45463	0.35426	0.36649	0.3112	0.58959	0.28007	0.37003	0.27212	0.19725	0.092931	0.37082	0.38226	0.34017	0.33107	0.5313	0.62313	0.35106	0.46079	-0.044741	0.045601	0.34813	0.26593	0.59909	0.59163	0.36206	0.38888	0.097149	0.38111	0.64397	0.58991	0.19076	0.28868	0.53217	0.60458	0.38846	0.45863	0.31665	0.38942	0.62977	0.61508	0.35499	0.5483	0.32974	0.38394	0.41224	0.43628	0.4513	0.33794	0.23017	0.16271	0.16769	0.28578	0.42452	0.31139	0.31732	0.31792	0.21328	0.28241	0.28934	0.33246	0.055848	-0.17895	-0.1638	-0.10228	-0.083588	-0.042354	-0.26915	-0.22651	
 SFG_R 	0.65058	1	0.34122	0.4272	0.18245	0.2437	0.44075	0.5579	0.32905	0.43901	0.37408	0.49215	0.28579	0.49527	0.32553	0.37081	0.3019	0.29205	-0.050811	0.017343	0.16228	0.26453	0.5608	0.64123	0.56381	0.77344	0.16529	0.29377	0.24596	0.32606	0.098677	0.20082	0.52807	0.68532	0.52531	0.64639	0.28387	0.57242	0.55787	0.58253	0.0038992	0.26017	0.53362	0.60266	0.39515	0.38523	0.37598	0.47355	0.52916	0.52279	0.34119	0.46015	0.62989	0.58236	0.68643	0.66352	0.13955	0.26611	0.18438	0.05072	-0.0588	0.28119	0.51821	0.52127	0.093358	0.23558	0.41861	0.56883	0.59602	0.52669	0.0028949	-0.39424	-0.28316	0.042734	-0.22929	0.22915	-0.20134	0.096106	
 SFG_PFC_L 	0.62813	0.34122	1	0.81995	0.73355	0.70538	0.61307	0.47589	0.30951	0.19495	0.033779	0.14528	0.16011	0.086891	0.48889	0.10143	0.43073	0.52237	0.21157	0.19085	0.60416	0.64458	0.1529	0.19084	0.20281	0.36051	0.12562	0.36473	-0.38316	-0.070248	0.34337	0.348	0.37608	0.34275	0.067427	0.10542	-0.063381	0.22962	0.55942	0.52873	0.39836	0.39419	0.18039	0.34917	0.057189	0.09815	0.20854	0.2544	0.47846	0.39517	0.29342	0.39615	0.15119	0.17919	0.1847	0.14915	0.68813	0.59624	0.18967	0.19235	0.18911	0.31287	0.12778	0.10723	0.63027	0.57775	-0.026938	0.06315	0.057811	0.016564	0.13904	0.11969	-0.064616	-0.014415	-0.036312	-0.044157	-0.14841	-0.18035	
 SFG_PFC_R 	0.48572	0.4272	0.81995	1	0.57311	0.78755	0.49054	0.56539	0.20284	0.34385	0.024265	0.29766	0.13452	0.23709	0.45071	0.28117	0.38383	0.63445	0.2268	0.30363	0.5842	0.76556	0.23176	0.33945	0.25113	0.39968	0.0834	0.24466	-0.28843	-0.065717	0.15108	0.28154	0.19464	0.29325	0.061215	0.14677	-0.04689	0.2503	0.50386	0.57707	0.21555	0.48995	0.19294	0.26343	0.16973	0.18504	0.2838	0.34685	0.48442	0.4088	0.40871	0.41964	0.23838	0.28956	0.27733	0.29635	0.41598	0.47652	0.16869	0.22988	0.16618	0.28214	0.022509	0.056745	0.40405	0.49764	-0.082751	0.084843	0.091334	0.01983	0.11512	0.10779	-0.064985	0.04157	-0.10898	-0.018214	-0.22547	-0.22253	
 SFG_pole_L 	0.46841	0.18245	0.73355	0.57311	1	0.77644	0.39329	0.29487	0.29434	0.1165	-0.12657	-0.036221	0.082986	-0.071813	0.32155	0.017888	0.4619	0.45822	0.34536	0.34065	0.70606	0.67572	0.1378	0.19037	0.096326	0.16192	0.22136	0.38302	-0.2629	-0.035041	0.27165	0.27847	0.37714	0.37641	0.073704	0.13006	0.091107	0.24352	0.53576	0.5173	0.33367	0.51289	0.15128	0.37282	0.20805	0.27539	0.31073	0.34049	0.47689	0.41487	0.43409	0.49249	0.17535	0.21748	0.20983	0.17912	0.62068	0.57846	0.22744	0.28228	0.18925	0.44813	0.13475	0.044031	0.59449	0.54067	-0.061321	0.052121	0.1045	0.072695	0.21229	0.07426	-0.11953	-0.16762	-0.065912	-0.1334	-0.15549	-0.13758	
 SFG_pole_R 	0.35149	0.2437	0.70538	0.78755	0.77644	1	0.31003	0.43695	0.097507	0.17027	-0.22636	0.097611	-0.036462	0.0034024	0.30215	0.10666	0.33381	0.52808	0.20895	0.29034	0.66424	0.77196	0.13712	0.28317	0.10198	0.23344	0.088947	0.24748	-0.32242	-0.088569	0.19143	0.2658	0.16132	0.19488	0.017185	0.13073	0.002561	0.2583	0.43589	0.57006	0.14334	0.52513	0.051166	0.20723	0.14075	0.13355	0.32635	0.30935	0.34475	0.25069	0.40484	0.36783	0.17197	0.18069	0.17924	0.20799	0.47595	0.53856	0.18423	0.25534	0.20172	0.34077	-0.0035585	-0.00085147	0.50171	0.57824	-0.16804	-0.012841	0.05418	-0.026162	0.22485	0.16057	-0.098775	-0.083234	-0.091533	-0.16522	-0.18124	-0.1946	
 MFG_L 	0.72971	0.44075	0.61307	0.49054	0.39329	0.31003	1	0.59403	0.66206	0.43299	0.42605	0.49796	0.25384	0.29083	0.52526	0.31391	0.23768	0.25206	0.16384	0.20072	0.23427	0.30936	-0.021148	0.03266	0.16466	0.33025	0.07669	0.19006	-0.18941	-0.062498	0.69427	0.6058	0.46294	0.43924	0.1405	0.12022	-0.15619	0.13318	0.5384	0.48674	0.22977	0.08905	0.42384	0.48592	0.19823	0.26988	0.075072	0.15393	0.6024	0.57845	0.21815	0.39895	0.1866	0.28173	0.17038	0.18276	0.44506	0.24985	0.054112	0.045563	0.11765	0.046425	0.28146	0.14906	0.33261	0.36753	-0.033326	0.031704	0.21308	0.25534	0.071203	-0.02149	-0.26467	-0.064118	0.075204	-0.057388	-0.13932	-0.15208	
 MFG_R 	0.44275	0.5579	0.47589	0.56539	0.29487	0.43695	0.59403	1	0.3755	0.69094	0.039441	0.55575	-0.023688	0.33389	0.23686	0.29303	0.19125	0.37582	0.19801	0.29719	0.29055	0.36955	0.074745	0.1149	0.10443	0.3613	0.013296	0.17216	-0.27077	-0.074507	0.44891	0.74103	0.26602	0.42018	0.14614	0.12919	0.021945	0.25496	0.43058	0.58524	0.099698	0.16388	0.13555	0.34647	0.23979	0.17108	0.053068	0.088973	0.37453	0.41634	0.18601	0.20848	0.21741	0.242	0.26914	0.26946	0.28876	0.20572	0.093841	0.23996	0.24789	0.10318	0.065917	0.051726	0.34855	0.54127	-0.12227	0.041736	0.27996	0.15166	0.20875	-0.064634	-0.048865	0.12733	-0.062538	-0.069141	0.027735	0.066645	
 MFG_DPFC_L 	0.48201	0.32905	0.30951	0.20284	0.29434	0.097507	0.66206	0.3755	1	0.65134	0.43442	0.33591	0.30653	0.28142	0.33253	0.35417	0.38325	0.17888	0.17924	0.25378	0.10405	0.14799	0.081994	0.082464	0.13789	0.14478	0.17439	0.28431	0.18191	0.19331	0.61256	0.51358	0.56899	0.52462	0.31784	0.28366	0.095213	0.26472	0.41163	0.38966	0.12971	0.062862	0.4323	0.51534	0.28343	0.39979	0.19647	0.26062	0.54005	0.59125	0.24141	0.45065	0.24899	0.3693	0.22018	0.18649	0.27791	0.1863	-0.085069	-0.084835	0.015654	-0.038024	0.53711	0.33533	0.18577	0.23891	0.26003	0.29815	0.43071	0.49141	-0.020543	-0.22244	-0.29896	-0.041314	0.17729	0.032264	0.057304	0.12739	
 MFG_DPFC_R 	0.20533	0.43901	0.19495	0.34385	0.1165	0.17027	0.43299	0.69094	0.65134	1	0.051878	0.40296	-0.01867	0.26414	-1.4127e-05	0.32214	0.22055	0.32541	0.12172	0.37601	0.042858	0.16594	0.053404	0.095895	-0.007445	0.16716	0.0059215	0.20018	0.027846	0.16026	0.43306	0.5954	0.26219	0.45236	0.17456	0.1781	-0.018967	0.17455	0.22681	0.36654	0.01343	0.057108	0.17477	0.35662	0.3185	0.34428	0.19825	0.23926	0.38006	0.46068	0.26408	0.30238	0.33305	0.41308	0.34145	0.28169	0.031786	0.059649	-0.050505	-0.096263	-0.026544	-0.096738	0.22147	0.10711	0.044333	0.2156	0.023174	0.13576	0.43324	0.37324	0.11032	-0.14767	-0.23314	0.0059125	-0.00037578	-0.026249	-0.002898	0.13961	
