	 SFG_L 	 SFG_R 	 SFG_PFC_L 	 SFG_PFC_R 	 SFG_pole_L 	 SFG_pole_R 	 MFG_L 	 MFG_R 	 MFG_DPFC_L 	 MFG_DPFC_R 	 IFG_opercularis_L 	 IFG_opercularis_R 	 IFG_orbitalis_L 	 IFG_orbitalis_R 	 IFG_triangularis_L 	 IFG_triangularis_R 	 LFOG_L 	 LFOG_R 	 MFOG_L 	 MFOG_R 	 RG_L 	 RG_R 	 PoCG_L 	 PoCG_R 	 PrCG_L 	 PrCG_R 	 SPG_L 	 SPG_R 	 SMG_L 	 SMG_R 	 AG_L 	 AG_R 	 PrCu_L 	 PrCu_R 	 STG_L 	 STG_R 	 STG_L_pole 	 STG_R_pole 	 MTG_L 	 MTG_R 	 MTG_L_pole 	 MTG_R_pole 	 ITG_L 	 ITG_R 	 FuG_L 	 FuG_R 	 SOG_L 	 SOG_R 	 MOG_L 	 MOG_R 	 IOG_L 	 IOG_R 	 Cu_L 	 Cu_R 	 LG_L 	 LG_R 	 rostral_ACC_L 	 rostral_ACC_R 	 subcallosal_ACC_L 	 subcallosal_ACC_R 	 subgenual_ACC_L 	 subgenual_ACC_R 	 dorsal_ACC_L 	 dorsal_ACC_R 	 PCC_L 	 PCC_R 	 Insula_L 	 Insula_R 	 CerebellumGM_L 	 CerebellumGM_R 	 Caud_L 	 Caud_R 	 Put_L 	 Put_R 	 GP_L 	 GP_R 	 Thalamus_L 	 Thalamus_R 	
 SFG_L 	Inf	0.77631	0.73833	0.53045	0.50803	0.36714	0.92811	0.47565	0.52561	0.20829	0.49052	0.37031	0.38436	0.32187	0.67703	0.28775	0.38846	0.27915	0.19987	0.0932	0.38938	0.4027	0.35429	0.34403	0.59195	0.7301	0.36665	0.49832	-0.044771	0.045633	0.36332	0.27248	0.69173	0.68017	0.37926	0.41048	0.097456	0.40135	0.76493	0.67753	0.19313	0.29713	0.59316	0.70033	0.40998	0.49557	0.32792	0.41111	0.74104	0.71705	0.37114	0.61595	0.34254	0.40467	0.43831	0.46762	0.48633	0.35176	0.23437	0.16417	0.16929	0.29396	0.45319	0.32209	0.32867	0.32934	0.21661	0.2903	0.29785	0.34559	0.055906	-0.18089	-0.16529	-0.10264	-0.083783	-0.042379	-0.27595	-0.23051	
 SFG_R 	0.77631	Inf	0.35547	0.45646	0.18451	0.24871	0.47316	0.62978	0.34177	0.471	0.39316	0.53889	0.29398	0.54302	0.33782	0.38936	0.31161	0.3008	-0.050854	0.017345	0.16373	0.27098	0.634	0.76026	0.63841	1.0288	0.16682	0.30269	0.25111	0.33842	0.099	0.20359	0.58747	0.83908	0.58365	0.76907	0.29189	0.65111	0.62973	0.66629	0.0038993	0.26629	0.59519	0.69732	0.41789	0.40619	0.39537	0.51463	0.58898	0.58017	0.35544	0.4975	0.74123	0.66603	0.84117	0.79908	0.14047	0.27267	0.18652	0.050764	-0.058868	0.28897	0.57389	0.57808	0.093631	0.24009	0.44601	0.64579	0.68695	0.58556	0.0028949	-0.41681	-0.29112	0.04276	-0.23344	0.23329	-0.20413	0.096404	
 SFG_PFC_L 	0.73833	0.35547	Inf	1.1567	0.93637	0.87794	0.71383	0.51765	0.32	0.19747	0.033792	0.14632	0.1615	0.087111	0.5346	0.10178	0.46079	0.57959	0.21481	0.19322	0.69968	0.76596	0.15411	0.19321	0.20567	0.37747	0.12629	0.38233	-0.40376	-0.070364	0.35791	0.36317	0.39548	0.35721	0.067529	0.10581	-0.063466	0.23379	0.63199	0.58838	0.4217	0.41675	0.18239	0.3645	0.057252	0.098467	0.21165	0.26011	0.52098	0.41791	0.30231	0.41907	0.15236	0.18115	0.18684	0.15027	0.8444	0.68729	0.19199	0.19478	0.19141	0.32372	0.12848	0.10764	0.74186	0.65907	-0.026944	0.063234	0.057876	0.016566	0.13994	0.12027	-0.064706	-0.014416	-0.036328	-0.044186	-0.14951	-0.18235	
 SFG_PFC_R 	0.53045	0.45646	1.1567	Inf	0.65214	1.0649	0.53677	0.64072	0.20569	0.35845	0.024269	0.30695	0.13534	0.24169	0.48559	0.28895	0.40454	0.74883	0.23081	0.31352	0.66881	1.0095	0.23605	0.35347	0.25662	0.42327	0.083594	0.24973	-0.29686	-0.065812	0.15225	0.28935	0.19715	0.30211	0.061292	0.14783	-0.046925	0.25573	0.55447	0.65806	0.21898	0.53599	0.19539	0.26979	0.17139	0.1872	0.29182	0.36186	0.52874	0.43417	0.43407	0.44726	0.24305	0.29809	0.28479	0.30551	0.44282	0.51847	0.17032	0.23407	0.16774	0.29001	0.022513	0.056806	0.42848	0.54617	-0.082941	0.085048	0.091589	0.019832	0.11563	0.10821	-0.065076	0.041594	-0.10942	-0.018216	-0.22941	-0.22631	
 SFG_pole_L 	0.50803	0.18451	0.93637	0.65214	Inf	1.0363	0.41569	0.30389	0.30332	0.11704	-0.12725	-0.036237	0.083177	-0.071937	0.33337	0.01789	0.49972	0.49505	0.36017	0.35483	0.87928	0.82119	0.13868	0.19272	0.096625	0.16335	0.22509	0.40359	-0.26922	-0.035056	0.27864	0.28602	0.39672	0.39587	0.073838	0.1308	0.091361	0.24851	0.59819	0.57264	0.34695	0.56665	0.15245	0.3917	0.21113	0.28269	0.32136	0.35464	0.51895	0.44148	0.46492	0.53935	0.17718	0.22101	0.21299	0.18107	0.7261	0.66015	0.23149	0.29016	0.19156	0.48235	0.13557	0.044059	0.68458	0.6051	-0.061398	0.052168	0.10489	0.072824	0.21557	0.074397	-0.12011	-0.16922	-0.066008	-0.1342	-0.15677	-0.13846	
 SFG_pole_R 	0.36714	0.24871	0.87794	1.0649	1.0363	Inf	0.32058	0.46845	0.097818	0.17195	-0.23035	0.097923	-0.036478	0.0034024	0.31188	0.10707	0.34711	0.58748	0.21207	0.29894	0.80037	1.0252	0.13799	0.29113	0.10234	0.23783	0.089183	0.25273	-0.33435	-0.088802	0.19382	0.27234	0.16274	0.19741	0.017186	0.13148	0.002561	0.26428	0.46715	0.64761	0.14433	0.58339	0.051211	0.21027	0.14169	0.13436	0.33874	0.31982	0.35948	0.25615	0.42942	0.38591	0.1737	0.1827	0.1812	0.21107	0.51773	0.60213	0.18636	0.26111	0.20453	0.35497	-0.0035585	-0.00085147	0.55159	0.65982	-0.16965	-0.012842	0.054233	-0.026168	0.22875	0.16198	-0.099098	-0.083427	-0.09179	-0.16675	-0.18327	-0.19711	
 MFG_L 	0.92811	0.47316	0.71383	0.53677	0.41569	0.32058	Inf	0.68386	0.79648	0.46357	0.45506	0.54659	0.25951	0.29947	0.58358	0.32487	0.24231	0.25761	0.16533	0.20348	0.23871	0.31984	-0.021151	0.032671	0.16617	0.3431	0.076841	0.1924	-0.19172	-0.062579	0.85615	0.70226	0.50105	0.47128	0.14143	0.1208	-0.15748	0.13398	0.6019	0.53178	0.23394	0.089286	0.45236	0.5307	0.20089	0.27673	0.075213	0.15517	0.69691	0.66014	0.22171	0.4224	0.18881	0.28956	0.17206	0.18483	0.47853	0.25526	0.054165	0.045594	0.11819	0.046458	0.28926	0.15018	0.34576	0.38557	-0.033339	0.031715	0.21639	0.26111	0.071324	-0.021493	-0.27112	-0.064206	0.075346	-0.057451	-0.14023	-0.15327	
 MFG_R 	0.47565	0.62978	0.51765	0.64072	0.30389	0.46845	0.68386	Inf	0.39481	0.84976	0.039461	0.62667	-0.023692	0.3472	0.24145	0.30188	0.19363	0.39518	0.20066	0.30643	0.29917	0.3879	0.074885	0.11541	0.10482	0.37838	0.013296	0.17389	-0.2777	-0.074645	0.48333	0.95276	0.27257	0.44791	0.14719	0.12991	0.021948	0.26071	0.46061	0.6704	0.10003	0.16538	0.13639	0.36143	0.24455	0.17278	0.053118	0.089209	0.39368	0.44325	0.1882	0.21158	0.22093	0.2469	0.27593	0.27628	0.29722	0.2087	0.094118	0.24473	0.25316	0.10355	0.066013	0.051772	0.36379	0.60596	-0.12289	0.04176	0.28764	0.15284	0.21186	-0.064724	-0.048904	0.12802	-0.06262	-0.069251	0.027742	0.066744	
 MFG_DPFC_L 	0.52561	0.34177	0.32	0.20569	0.30332	0.097818	0.79648	0.39481	Inf	0.77762	0.46533	0.34948	0.31672	0.28922	0.34567	0.3702	0.40386	0.18082	0.1812	0.25945	0.10443	0.14909	0.082179	0.082652	0.13877	0.1458	0.17619	0.29236	0.18396	0.19577	0.71301	0.56759	0.64603	0.5827	0.32925	0.29166	0.095502	0.27118	0.43758	0.4114	0.13044	0.062945	0.46272	0.56998	0.29141	0.4234	0.19906	0.26677	0.60423	0.67958	0.24628	0.48552	0.25434	0.38761	0.22385	0.1887	0.28541	0.1885	-0.085275	-0.085039	0.015656	-0.038043	0.60009	0.34882	0.18796	0.24362	0.26614	0.30749	0.46077	0.53791	-0.020546	-0.22622	-0.30838	-0.041338	0.17918	0.032275	0.057367	0.12808	
 MFG_DPFC_R 	0.20829	0.471	0.19747	0.35845	0.11704	0.17195	0.46357	0.84976	0.77762	Inf	0.051924	0.42718	-0.018672	0.27055	-1.4127e-05	0.33404	0.22423	0.33768	0.12232	0.3954	0.042884	0.16749	0.053455	0.096191	-0.0074451	0.16875	0.0059216	0.20292	0.027853	0.16165	0.46366	0.68599	0.26845	0.48766	0.17637	0.18002	-0.01897	0.17636	0.23082	0.38442	0.01343	0.05717	0.17659	0.37301	0.32998	0.35894	0.20091	0.24399	0.40013	0.49818	0.27049	0.31213	0.34625	0.43933	0.35574	0.28952	0.031797	0.05972	-0.050548	-0.096562	-0.02655	-0.097041	0.2252	0.10752	0.044362	0.21904	0.023178	0.13661	0.46388	0.39218	0.11077	-0.14876	-0.23751	0.0059126	-0.00037578	-0.026255	-0.002898	0.14052	
