	 SFG_L 	 SFG_R 	 SFG_PFC_L 	 SFG_PFC_R 	 SFG_pole_L 	 SFG_pole_R 	 MFG_L 	 MFG_R 	 MFG_DPFC_L 	 MFG_DPFC_R 	 IFG_opercularis_L 	 IFG_opercularis_R 	 IFG_orbitalis_L 	 IFG_orbitalis_R 	 IFG_triangularis_L 	 IFG_triangularis_R 	 LFOG_L 	 LFOG_R 	 MFOG_L 	 MFOG_R 	 RG_L 	 RG_R 	 PoCG_L 	 PoCG_R 	 PrCG_L 	 PrCG_R 	 SPG_L 	 SPG_R 	 SMG_L 	 SMG_R 	 AG_L 	 AG_R 	 PrCu_L 	 PrCu_R 	 STG_L 	 STG_R 	 STG_L_pole 	 STG_R_pole 	 MTG_L 	 MTG_R 	 MTG_L_pole 	 MTG_R_pole 	 ITG_L 	 ITG_R 	 FuG_L 	 FuG_R 	 SOG_L 	 SOG_R 	 MOG_L 	 MOG_R 	 IOG_L 	 IOG_R 	 Cu_L 	 Cu_R 	 LG_L 	 LG_R 	 rostral_ACC_L 	 rostral_ACC_R 	 subcallosal_ACC_L 	 subcallosal_ACC_R 	 subgenual_ACC_L 	 subgenual_ACC_R 	 dorsal_ACC_L 	 dorsal_ACC_R 	 PCC_L 	 PCC_R 	 Insula_L 	 Insula_R 	 CerebellumGM_L 	 CerebellumGM_R 	 Caud_L 	 Caud_R 	 Put_L 	 Put_R 	 GP_L 	 GP_R 	 Thalamus_L 	 Thalamus_R 	
 SFG_L 	Inf	1.5749	0.70397	0.61237	0.49884	0.44516	0.53951	0.45098	0.2883	0.3788	0.093833	0.45631	-0.08259	0.33156	0.10029	0.027648	0.18698	0.10976	0.082108	-0.034345	0.028611	0.21145	0.14081	0.39403	0.8437	0.65347	0.40311	0.40609	0.074041	0.073372	0.12759	0.1916	0.29462	0.33674	0.15194	0.32053	0.73739	0.81718	0.62574	0.54524	0.37829	0.26893	-0.12486	0.030216	0.41153	-0.022569	0.026686	0.1045	0.18011	0.13304	0.50899	0.43791	0.18489	0.16545	0.36465	0.30318	0.19829	0.1067	0.19304	-0.19488	0.3466	0.50829	0.25766	0.22467	0.18533	0.05284	0.35158	0.83682	0.7212	0.81501	0.049176	0.23325	0.109	0.4831	-0.20136	0.25301	0.40785	0.072962	
 SFG_R 	1.5749	Inf	0.67586	0.65459	0.36878	0.42763	0.52097	0.55726	0.29812	0.461	0.11129	0.46657	0.028549	0.37767	0.089453	0.050315	0.13706	0.21397	0.11276	0.0076278	0.07733	0.2586	0.23046	0.51495	0.97116	0.79508	0.39328	0.47168	0.11328	0.15546	0.10676	0.27165	0.31784	0.41484	0.20178	0.3926	0.75794	0.84277	0.61217	0.57613	0.41416	0.24659	-0.018437	0.10891	0.44233	0.061003	0.072196	0.084091	0.19857	0.22202	0.58304	0.47212	0.20211	0.22569	0.36262	0.3761	0.22563	0.15997	0.14347	-0.13011	0.25684	0.45855	0.33466	0.29165	0.13632	0.03313	0.44434	0.85707	0.78847	0.86225	0.10222	0.20741	0.2124	0.49214	-0.16014	0.244	0.37609	0.068916	
 SFG_PFC_L 	0.70397	0.67586	Inf	1.0786	0.63698	0.71661	0.55333	0.4511	0.55923	0.52018	0.23013	0.45544	-0.10912	0.22068	0.18964	0.21472	0.34944	0.21115	0.11441	0.041404	0.25934	0.36673	0.50689	0.65614	0.67946	0.52323	0.40961	0.39189	0.29268	0.26434	0.31925	0.32408	0.44152	0.37207	0.3299	0.30031	0.33873	0.42322	0.45376	0.34433	0.091712	0.14911	-0.14826	-0.073005	0.10283	-0.092551	0.25878	0.34821	0.30441	0.2406	0.40515	0.36627	0.26588	0.32669	0.43403	0.28134	0.63056	0.65202	0.11886	0.13088	0.35675	0.33754	0.50663	0.59238	0.41866	0.32115	0.23024	0.44474	0.29158	0.40427	0.3893	0.406	0.10936	0.31973	0.052219	0.13876	0.44393	0.25402	
 SFG_PFC_R 	0.61237	0.65459	1.0786	Inf	0.57709	0.75145	0.52433	0.45774	0.42701	0.49854	0.10102	0.29146	-0.12507	0.30871	0.25952	0.13085	0.16808	0.20698	0.039947	0.14346	0.32777	0.35228	0.45585	0.63745	0.49526	0.46851	0.21788	0.28244	0.19845	0.36758	0.18496	0.37593	0.31215	0.28679	0.21813	0.31728	0.39606	0.4126	0.3715	0.46313	0.10036	-0.053818	-0.073775	-0.016692	0.10211	-0.055329	0.26974	0.32497	0.2535	0.19312	0.36242	0.19187	0.17737	0.26065	0.37283	0.29562	0.48038	0.54255	-0.023599	0.10154	0.51221	0.44262	0.29399	0.34071	0.29246	0.21764	0.26051	0.34116	0.27976	0.34031	0.27654	0.23257	0.15757	0.34275	-0.044353	0.20809	0.3541	0.081679	
 SFG_pole_L 	0.49884	0.36878	0.63698	0.57709	Inf	0.6453	0.19893	0.27266	0.45299	0.49558	0.032619	0.51974	-0.1821	0.24312	0.23133	0.23243	0.15785	-0.042993	-0.16981	-0.24109	-0.050552	-0.01807	0.11829	0.40207	0.37883	0.43207	0.44818	0.51438	0.10629	0.19726	0.22391	0.17504	0.18455	0.23644	0.28238	0.26594	0.218	0.20002	0.24601	0.13858	-0.10462	-0.013066	-0.66415	-0.49023	-0.16162	-0.34388	0.3982	0.49613	0.49721	0.3256	0.279	0.28657	0.40005	0.38456	0.5599	0.29287	0.31924	0.1794	-0.032416	-0.059484	0.17008	0.12701	0.24195	0.30554	0.32982	0.29811	-0.077362	0.14941	0.24809	0.35841	0.19616	0.19947	-0.083049	0.04357	0.07449	-0.1018	0.40763	0.35363	
 SFG_pole_R 	0.44516	0.42763	0.71661	0.75145	0.6453	Inf	0.46696	0.60804	0.40487	0.648	0.13845	0.4158	-0.10422	0.26339	-0.06482	0.30082	0.08025	0.013874	-0.11273	-0.21942	-0.15579	-0.028938	0.24717	0.52771	0.40265	0.39844	0.50205	0.43116	0.28384	0.40193	0.48754	0.61109	0.4042	0.48486	0.40605	0.25298	0.2629	0.17227	0.37464	0.32842	-0.13056	-0.10437	-0.42427	-0.20801	-0.25108	-0.38723	0.34904	0.48556	0.41541	0.18113	0.097619	0.12456	0.24543	0.29624	0.46612	0.20221	0.21723	0.40379	-0.079289	-0.070504	0.28348	0.16432	0.20905	0.45387	0.59038	0.51704	0.088868	0.21728	0.2502	0.26245	0.28888	0.33703	-0.015082	0.060875	0.13738	-0.18054	0.34908	0.47974	
 MFG_L 	0.53951	0.52097	0.55333	0.52433	0.19893	0.46696	Inf	0.83822	0.5734	0.50492	0.40026	0.30167	0.21876	0.1814	0.19331	0.35938	0.16782	0.26952	0.13515	0.16639	0.22506	0.23199	0.37686	0.56264	0.62684	0.58287	0.50078	0.38589	0.31117	0.32169	0.83009	0.72247	0.8107	0.68259	0.15381	0.30205	0.21993	0.26186	0.49053	0.62211	-0.011728	0.057627	0.043314	0.14318	0.12091	-0.034209	0.081568	0.25912	0.35067	0.23528	0.24303	0.32928	0.29295	0.20027	0.27371	0.055914	0.3227	0.31547	-0.026114	0.2012	0.074726	0.28797	0.56233	0.62668	0.58129	0.53731	0.35906	0.45869	0.25625	0.31857	0.14699	0.22976	0.16421	0.13042	0.045793	0.21579	0.30293	0.21901	
 MFG_R 	0.45098	0.55726	0.4511	0.45774	0.27266	0.60804	0.83822	Inf	0.4799	0.8138	0.32209	0.44143	0.19946	0.23542	-0.013468	0.38214	0.022745	0.1381	-0.15551	-0.071694	-0.088831	-0.033388	0.27815	0.47148	0.50965	0.80827	0.59938	0.57606	0.28446	0.41919	0.58427	1.0041	0.47878	0.80065	0.10929	0.233	0.083204	0.077774	0.23064	0.3312	-0.094631	0.018402	-0.16646	-0.090815	-0.0088764	-0.21899	0.13199	0.15684	0.41637	0.30976	0.18427	0.22392	0.2451	0.20303	0.29994	0.057936	0.13068	0.23949	-0.098045	0.065571	-0.056982	0.076747	0.55009	0.57525	0.29571	0.391	0.13632	0.32181	0.24905	0.27346	0.093309	0.18712	-0.051929	0.011748	0.14232	-0.15227	0.30145	0.44814	
 MFG_DPFC_L 	0.2883	0.29812	0.55923	0.42701	0.45299	0.40487	0.5734	0.4799	Inf	0.85229	0.70444	0.41517	0.2122	0.26669	0.34194	0.52677	0.30727	0.21346	0.13321	0.061813	0.1919	0.17915	0.37429	0.72123	0.59802	0.63851	0.7252	0.59642	0.71183	0.73223	0.66795	0.54215	0.6538	0.67665	0.43858	0.42152	0.16504	0.13713	0.29578	0.27152	-0.18453	-0.11497	-0.18283	-0.10246	-0.090455	-0.095506	0.51108	0.59308	0.5281	0.48219	0.40674	0.37202	0.49286	0.47931	0.38923	0.23853	0.58038	0.43429	-0.050509	0.36768	0.079719	0.093368	0.69426	0.73677	0.30555	0.28335	0.21883	0.22215	0.16032	0.2276	0.31622	0.31061	0.35084	0.16077	0.22322	0.14771	0.28907	0.34592	
 MFG_DPFC_R 	0.3788	0.461	0.52018	0.49854	0.49558	0.648	0.50492	0.8138	0.85229	Inf	0.53713	0.69352	0.11887	0.55295	0.14953	0.67667	0.099619	0.27986	0.05727	0.064915	0.014002	0.11546	0.41759	0.7001	0.57516	0.69781	0.68582	0.72655	0.68944	0.79468	0.58993	0.88982	0.47382	0.78577	0.38173	0.31085	0.17498	0.17395	0.20657	0.22148	-0.053086	0.058993	-0.27733	-0.16554	-0.0114	-0.070863	0.60937	0.54866	0.57813	0.50206	0.33314	0.37415	0.4338	0.48339	0.51767	0.24021	0.42539	0.42537	-0.15247	0.24848	0.086488	0.18531	0.56701	0.70133	0.22816	0.24904	0.061926	0.20294	0.3039	0.284	0.32632	0.29279	0.17972	0.10971	0.27304	-0.052922	0.29042	0.43226	
