	 SFG_L 	 SFG_R 	 SFG_PFC_L 	 SFG_PFC_R 	 SFG_pole_L 	 SFG_pole_R 	 MFG_L 	 MFG_R 	 MFG_DPFC_L 	 MFG_DPFC_R 	 IFG_opercularis_L 	 IFG_opercularis_R 	 IFG_orbitalis_L 	 IFG_orbitalis_R 	 IFG_triangularis_L 	 IFG_triangularis_R 	 LFOG_L 	 LFOG_R 	 MFOG_L 	 MFOG_R 	 RG_L 	 RG_R 	 PoCG_L 	 PoCG_R 	 PrCG_L 	 PrCG_R 	 SPG_L 	 SPG_R 	 SMG_L 	 SMG_R 	 AG_L 	 AG_R 	 PrCu_L 	 PrCu_R 	 STG_L 	 STG_R 	 STG_L_pole 	 STG_R_pole 	 MTG_L 	 MTG_R 	 MTG_L_pole 	 MTG_R_pole 	 ITG_L 	 ITG_R 	 FuG_L 	 FuG_R 	 SOG_L 	 SOG_R 	 MOG_L 	 MOG_R 	 IOG_L 	 IOG_R 	 Cu_L 	 Cu_R 	 LG_L 	 LG_R 	 rostral_ACC_L 	 rostral_ACC_R 	 subcallosal_ACC_L 	 subcallosal_ACC_R 	 subgenual_ACC_L 	 subgenual_ACC_R 	 dorsal_ACC_L 	 dorsal_ACC_R 	 PCC_L 	 PCC_R 	 Insula_L 	 Insula_R 	 CerebellumGM_L 	 CerebellumGM_R 	 Caud_L 	 Caud_R 	 Put_L 	 Put_R 	 GP_L 	 GP_R 	 Thalamus_L 	 Thalamus_R 	
 SFG_L 	1	0.91779	0.60688	0.54579	0.46121	0.41792	0.49261	0.4227	0.28057	0.36167	0.093558	0.42707	-0.082403	0.31992	0.099955	0.027641	0.18483	0.10932	0.081924	-0.034331	0.028603	0.20835	0.13988	0.37483	0.68776	0.574	0.38261	0.38515	0.073906	0.07324	0.12691	0.18929	0.28638	0.32457	0.15078	0.30999	0.62756	0.67353	0.55511	0.49694	0.36123	0.26263	-0.12421	0.030207	0.38977	-0.022565	0.02668	0.10412	0.17819	0.13226	0.46916	0.41191	0.18281	0.16396	0.34931	0.29422	0.19574	0.10629	0.19068	-0.19245	0.33336	0.46861	0.25211	0.22096	0.18323	0.052791	0.33778	0.68412	0.61765	0.67234	0.049136	0.22911	0.10857	0.44872	-0.19868	0.24775	0.38665	0.072833	
 SFG_R 	0.91779	1	0.58882	0.57475	0.35293	0.40334	0.47844	0.50594	0.28959	0.4309	0.11083	0.43543	0.028542	0.36068	0.089216	0.050272	0.13621	0.21076	0.11229	0.0076277	0.077176	0.25298	0.22647	0.47379	0.74921	0.66128	0.37419	0.43956	0.1128	0.15422	0.10636	0.26516	0.30756	0.39257	0.19908	0.3736	0.63986	0.68727	0.54565	0.51985	0.392	0.24171	-0.018435	0.10848	0.41558	0.060927	0.072071	0.083894	0.196	0.21844	0.52487	0.43991	0.1994	0.22193	0.34752	0.35931	0.22188	0.15862	0.14249	-0.12938	0.25134	0.4289	0.32271	0.28365	0.13549	0.033118	0.41723	0.69475	0.65754	0.69742	0.10186	0.20449	0.20926	0.45591	-0.15879	0.23927	0.35931	0.068808	
 SFG_PFC_L 	0.60688	0.58882	1	0.79267	0.56284	0.61481	0.50301	0.4228	0.50741	0.47784	0.22615	0.42636	-0.10869	0.21717	0.1874	0.21148	0.33588	0.20807	0.11391	0.04138	0.25368	0.35112	0.46752	0.57579	0.59117	0.48019	0.38814	0.37299	0.2846	0.25835	0.30883	0.31319	0.41491	0.3558	0.31843	0.2916	0.32635	0.39964	0.42499	0.33134	0.091456	0.14801	-0.14718	-0.072875	0.10247	-0.092288	0.25316	0.33479	0.29535	0.23606	0.38435	0.35072	0.25979	0.31554	0.40868	0.27415	0.55844	0.57303	0.11831	0.13013	0.34235	0.32528	0.46731	0.53161	0.3958	0.31055	0.22625	0.41757	0.28359	0.3836	0.37076	0.38507	0.10893	0.30927	0.052172	0.13788	0.4169	0.24869	
 SFG_PFC_R 	0.54579	0.57475	0.79267	1	0.52055	0.63601	0.48104	0.42824	0.40282	0.46097	0.10068	0.28347	-0.12442	0.29926	0.25385	0.13011	0.16651	0.20407	0.039925	0.14248	0.31652	0.3384	0.42669	0.56316	0.45838	0.43699	0.2145	0.27517	0.19588	0.35187	0.18288	0.35917	0.30239	0.27918	0.21473	0.30705	0.37657	0.39068	0.3553	0.43263	0.10002	-0.053766	-0.073641	-0.016691	0.10176	-0.055272	0.26338	0.31399	0.2482	0.19075	0.34734	0.18955	0.17554	0.2549	0.35647	0.2873	0.44655	0.49492	-0.023594	0.1012	0.47167	0.41582	0.2858	0.32811	0.2844	0.21427	0.25477	0.32851	0.27268	0.32775	0.2697	0.22847	0.15628	0.32993	-0.044324	0.20514	0.34001	0.081498	
 SFG_pole_L 	0.46121	0.35293	0.56284	0.52055	1	0.5685	0.19634	0.26609	0.42435	0.45863	0.032607	0.4775	-0.18011	0.23844	0.22729	0.22833	0.15656	-0.042967	-0.1682	-0.23653	-0.050509	-0.018068	0.11774	0.38172	0.36169	0.40705	0.4204	0.47335	0.10589	0.19474	0.22024	0.17327	0.18249	0.23213	0.2751	0.25984	0.21461	0.19739	0.24117	0.1377	-0.10424	-0.013066	-0.58112	-0.4544	-0.16023	-0.33093	0.37841	0.45907	0.45992	0.31456	0.27198	0.27898	0.37999	0.36666	0.5079	0.28477	0.30882	0.1775	-0.032405	-0.059414	0.16846	0.12633	0.23734	0.29638	0.31836	0.28958	-0.077208	0.14831	0.24313	0.34381	0.19368	0.19687	-0.082858	0.043542	0.074353	-0.10145	0.38646	0.33959	
 SFG_pole_R 	0.41792	0.40334	0.61481	0.63601	0.5685	1	0.43574	0.54275	0.38411	0.57032	0.13758	0.39338	-0.10385	0.25746	-0.06473	0.29206	0.080078	0.013873	-0.11225	-0.21597	-0.15454	-0.02893	0.24226	0.48363	0.38221	0.37862	0.46373	0.40629	0.27645	0.3816	0.45226	0.54489	0.38353	0.45013	0.38512	0.24772	0.25701	0.17058	0.35805	0.3171	-0.12983	-0.10399	-0.40052	-0.20506	-0.24593	-0.36897	0.33552	0.45068	0.39306	0.17917	0.09731	0.12392	0.24061	0.28787	0.43506	0.1995	0.21387	0.38319	-0.079124	-0.070387	0.27612	0.16286	0.20606	0.42507	0.53017	0.47542	0.088635	0.21392	0.24511	0.25659	0.2811	0.32483	-0.015081	0.0608	0.13653	-0.1786	0.33556	0.44603	
 MFG_L 	0.49261	0.47844	0.50301	0.48104	0.19634	0.43574	1	0.68487	0.51786	0.46598	0.38017	0.29284	0.21533	0.17943	0.19094	0.34467	0.16626	0.26318	0.13434	0.16487	0.22134	0.22791	0.35997	0.50994	0.55587	0.52475	0.46273	0.36781	0.3015	0.31103	0.68052	0.61844	0.66998	0.5932	0.15261	0.29319	0.21645	0.25603	0.45464	0.5526	-0.011728	0.057564	0.043287	0.14221	0.12032	-0.034196	0.081388	0.25347	0.33697	0.23103	0.23836	0.31787	0.28485	0.19763	0.26707	0.055855	0.31195	0.3054	-0.026109	0.19853	0.074587	0.28026	0.5097	0.55576	0.5236	0.49095	0.34439	0.42902	0.25079	0.30821	0.14594	0.2258	0.16275	0.12968	0.045761	0.2125	0.29399	0.21557	
 MFG_R 	0.4227	0.50594	0.4228	0.42824	0.26609	0.54275	0.68487	1	0.44616	0.67168	0.3114	0.41483	0.19685	0.23116	-0.013467	0.36456	0.022741	0.13722	-0.15427	-0.071572	-0.088598	-0.033375	0.27119	0.43939	0.46967	0.66864	0.53661	0.5198	0.27703	0.39625	0.52576	0.76332	0.44527	0.6644	0.10886	0.22887	0.083012	0.077618	0.22664	0.3196	-0.094349	0.0184	-0.16494	-0.090566	-0.0088761	-0.21555	0.13123	0.15557	0.39387	0.30022	0.18221	0.22025	0.24031	0.20028	0.29126	0.057871	0.12994	0.23501	-0.097732	0.065477	-0.056921	0.076597	0.50059	0.5192	0.28738	0.37222	0.13548	0.31114	0.24403	0.26684	0.093039	0.18496	-0.051882	0.011748	0.14136	-0.15111	0.29264	0.42037	
 MFG_DPFC_L 	0.28057	0.28959	0.50741	0.40282	0.42435	0.38411	0.51786	0.44616	1	0.69226	0.60718	0.39286	0.20907	0.26054	0.3292	0.48291	0.29795	0.21027	0.13242	0.061734	0.18958	0.17725	0.35774	0.61767	0.53564	0.56388	0.62012	0.5345	0.61183	0.62443	0.58363	0.49462	0.57422	0.58934	0.41247	0.39821	0.16355	0.13627	0.28745	0.26504	-0.18246	-0.11446	-0.18082	-0.10211	-0.09021	-0.095217	0.47078	0.53211	0.48393	0.44799	0.3857	0.35576	0.45649	0.44569	0.3707	0.23411	0.52294	0.4089	-0.050466	0.35196	0.07955	0.093098	0.60071	0.62719	0.29639	0.276	0.2154	0.21856	0.15896	0.22375	0.30608	0.30099	0.33712	0.1594	0.21959	0.14664	0.28128	0.33275	
 MFG_DPFC_R 	0.36167	0.4309	0.47784	0.46097	0.45863	0.57032	0.46598	0.67168	0.69226	1	0.49081	0.60024	0.11831	0.50273	0.14843	0.58935	0.099291	0.27277	0.057207	0.064824	0.014001	0.11495	0.3949	0.60443	0.51914	0.60297	0.59529	0.62095	0.59762	0.66105	0.52984	0.71131	0.44128	0.656	0.36421	0.30121	0.17322	0.17222	0.20368	0.21793	-0.053036	0.058924	-0.27043	-0.16405	-0.0114	-0.070745	0.54368	0.49951	0.5213	0.46373	0.32134	0.35762	0.4085	0.44896	0.4759	0.2357	0.40146	0.40145	-0.1513	0.24349	0.086273	0.18322	0.51316	0.60521	0.22428	0.24402	0.061847	0.2002	0.29488	0.2766	0.31521	0.2847	0.17781	0.10927	0.26645	-0.052873	0.28252	0.40721	
