Gray Images
Image	Object	Pixels	Min	Max	Mean	Std	

Color Images
Image	Object	Pixels	RMin	RMax	RMean	RStd	GMin	GMax	GMean	GStd	BMin	BMax	BMean	BStd	



Type1-L1 Statistics

kirby742b_3_1_ax_MNI.img	Telencephalon_L	579600	5.6851	218.5825	121.0416	39.5681	
kirby742b_3_1_ax_MNI.img	Telencephalon_R	585901	6.0221	198.8264	122.4391	38.9596	
kirby742b_3_1_ax_MNI.img	Diencephalon_L	10703	25.7946	200.3392	145.6331	21.0943	
kirby742b_3_1_ax_MNI.img	Diencephalon_R	10600	28.6909	196.2189	144.0311	19.7064	
kirby742b_3_1_ax_MNI.img	Mesencephalon	12798	73.6684	204.9014	166.5041	16.7103	
kirby742b_3_1_ax_MNI.img	Metencephalon	214711	11.7121	196.3245	118.7286	34.3204	
kirby742b_3_1_ax_MNI.img	Myelencephalon	6016	52.4707	198.2747	157.7402	21.9344	
kirby742b_3_1_ax_MNI.img	CSF	148493	0.4221	149.9187	30.0321	18.6977	



Type1-L2 Statistics

kirby742b_3_1_ax_MNI.img	CerebralCortex_L	293131	5.6851	178.3055	87.5016	22.3668	
kirby742b_3_1_ax_MNI.img	CerebralCortex_R	293593	6.0221	172.2860	89.0539	21.8617	
kirby742b_3_1_ax_MNI.img	CerebralNucli_L	14196	42.8713	188.2000	130.0829	20.1654	
kirby742b_3_1_ax_MNI.img	CerebralNucli_R	15294	43.7641	190.1654	131.4462	20.8380	
kirby742b_3_1_ax_MNI.img	Thalamus_L	7083	71.7782	191.0842	147.1197	15.9739	
kirby742b_3_1_ax_MNI.img	Thalamus_R	7038	60.9580	195.1649	144.4901	16.7173	
kirby742b_3_1_ax_MNI.img	BasalForebrain_L	3620	25.7946	200.3392	142.7243	28.3470	
kirby742b_3_1_ax_MNI.img	BasalForebrain_R	3562	28.6909	196.2189	143.1240	24.5402	
kirby742b_3_1_ax_MNI.img	Mesencephalon_L	6235	87.8405	204.9014	167.9180	15.1218	
kirby742b_3_1_ax_MNI.img	Mesencephalon_R	6563	73.6684	200.7696	165.1608	17.9880	
kirby742b_3_1_ax_MNI.img	Metencephalon_R	108163	12.5933	196.3245	119.3861	33.8141	
kirby742b_3_1_ax_MNI.img	Metencephalon_L	106548	11.7121	194.6639	118.0611	34.8141	
kirby742b_3_1_ax_MNI.img	Myelencephalon_L	2752	58.8200	197.2514	157.5169	23.8661	
kirby742b_3_1_ax_MNI.img	Myelencephalon_R	3264	52.4707	198.2747	157.9284	20.1605	
kirby742b_3_1_ax_MNI.img	WhiteMatter_L	272273	27.5817	218.5825	156.6797	16.9585	
kirby742b_3_1_ax_MNI.img	WhiteMatter_R	277014	29.5052	198.8264	157.3250	16.6448	
kirby742b_3_1_ax_MNI.img	Ventricle	52266	1.1720	149.9187	33.6266	23.5011	
kirby742b_3_1_ax_MNI.img	Sulcus_L	52840	0.4221	104.7677	26.8467	14.6539	
kirby742b_3_1_ax_MNI.img	Sulcus_R	43387	1.2841	113.3499	29.5812	15.5419	



Type1-L3 Statistics

kirby742b_3_1_ax_MNI.img	Frontal_L	90916	5.9195	167.0181	83.5987	23.2159	
kirby742b_3_1_ax_MNI.img	Frontal_R	88941	6.0221	164.5288	85.9679	22.5955	
kirby742b_3_1_ax_MNI.img	Parietal_L	46475	8.7224	150.9054	84.5105	21.3109	
kirby742b_3_1_ax_MNI.img	Parietal_R	49006	9.2502	147.3088	85.1385	21.3204	
kirby742b_3_1_ax_MNI.img	Temporal_L	72097	10.8647	161.2594	89.8356	20.4715	
kirby742b_3_1_ax_MNI.img	Temporal_R	71706	11.6732	166.6276	90.8833	20.1187	
kirby742b_3_1_ax_MNI.img	Limbic_L	31864	10.8916	178.3055	98.7903	21.1663	
kirby742b_3_1_ax_MNI.img	Limbic_R	34310	19.5758	172.2860	97.2302	21.2104	
kirby742b_3_1_ax_MNI.img	Occipital_L	46190	5.6851	163.7071	86.7952	22.4912	
kirby742b_3_1_ax_MNI.img	Occipital_R	44302	8.0908	160.6012	90.0865	21.9403	
kirby742b_3_1_ax_MNI.img	Insula_L	7168	22.0274	151.0384	93.1356	21.8825	
kirby742b_3_1_ax_MNI.img	Insula_R	7546	14.5948	164.8646	98.0006	22.6142	
kirby742b_3_1_ax_MNI.img	BasalGang_L	12617	42.8713	188.2000	132.0923	20.2417	
kirby742b_3_1_ax_MNI.img	BasalGang_R	13076	43.7641	190.1654	134.1546	20.9402	
kirby742b_3_1_ax_MNI.img	Thalamus_L	7083	71.7782	191.0842	147.1197	15.9739	
