	 SFG_L 	 SFG_R 	 SFG_PFC_L 	 SFG_PFC_R 	 SFG_pole_L 	 SFG_pole_R 	 MFG_L 	 MFG_R 	 MFG_DPFC_L 	 MFG_DPFC_R 	 IFG_opercularis_L 	 IFG_opercularis_R 	 IFG_orbitalis_L 	 IFG_orbitalis_R 	 IFG_triangularis_L 	 IFG_triangularis_R 	 LFOG_L 	 LFOG_R 	 MFOG_L 	 MFOG_R 	 RG_L 	 RG_R 	 PoCG_L 	 PoCG_R 	 PrCG_L 	 PrCG_R 	 SPG_L 	 SPG_R 	 SMG_L 	 SMG_R 	 AG_L 	 AG_R 	 PrCu_L 	 PrCu_R 	 STG_L 	 STG_R 	 STG_L_pole 	 STG_R_pole 	 MTG_L 	 MTG_R 	 MTG_L_pole 	 MTG_R_pole 	 ITG_L 	 ITG_R 	 FuG_L 	 FuG_R 	 SOG_L 	 SOG_R 	 MOG_L 	 MOG_R 	 IOG_L 	 IOG_R 	 Cu_L 	 Cu_R 	 LG_L 	 LG_R 	 rostral_ACC_L 	 rostral_ACC_R 	 subcallosal_ACC_L 	 subcallosal_ACC_R 	 subgenual_ACC_L 	 subgenual_ACC_R 	 dorsal_ACC_L 	 dorsal_ACC_R 	 PCC_L 	 PCC_R 	 Insula_L 	 Insula_R 	 CerebellumGM_L 	 CerebellumGM_R 	 Caud_L 	 Caud_R 	 Put_L 	 Put_R 	 GP_L 	 GP_R 	 Thalamus_L 	 Thalamus_R 	
 SFG_L 	Inf	0.74741	0.80584	0.47476	0.30997	0.26658	0.65429	0.43884	0.80143	0.46933	0.39558	-0.25323	0.39191	0.17579	0.69626	0.15825	0.30241	0.10737	0.25931	0.075295	0.2875	0.3161	0.29571	0.35182	0.50565	0.39681	0.10623	0.20552	0.1493	0.036271	0.42579	0.20204	0.37193	0.14421	0.087001	0.03997	0.10367	-0.16268	0.49616	0.186	0.17384	0.13007	0.24687	0.12192	0.014883	0.0078554	0.11093	0.085854	0.16433	0.18278	0.18811	0.22249	0.2219	0.18334	0.14889	0.156	0.28185	0.24239	0.13445	0.20065	0.10187	-0.0097663	0.45911	0.36709	0.23525	0.068753	0.12454	-0.039144	0.48405	0.5985	0.4748	0.40909	0.49256	0.17486	0.098939	-0.15042	0.42477	0.18759	
 SFG_R 	0.74741	Inf	0.66483	0.71163	0.21894	0.46615	0.32257	0.69909	0.82841	0.82169	0.014831	-0.049818	0.14178	0.29895	0.27316	0.47306	0.46208	0.173	0.30721	0.2553	0.22478	0.36148	0.4477	0.58984	0.48479	0.73839	0.26544	0.42445	0.14494	0.38605	0.2832	0.50826	0.61488	0.59563	0.36659	0.25865	0.1698	-0.049642	0.42441	0.4377	0.2409	0.19081	0.12675	0.27726	0.051791	0.077468	0.14673	0.14751	0.24408	0.25649	0.23903	0.28038	0.2786	0.25607	0.15076	0.18074	0.51857	0.43928	-0.11495	0.015203	0.1592	0.14912	0.76874	0.73087	0.30088	0.35139	0.46178	0.3226	0.69995	0.53008	0.58086	0.44028	0.74847	0.36259	0.22746	0.14306	0.41403	0.56015	
 SFG_PFC_L 	0.80584	0.66483	Inf	1.1422	0.90481	0.93975	0.7466	0.52696	0.61822	0.37215	0.17555	-0.27158	0.35928	0.21245	0.43744	0.27806	0.51247	0.42221	0.48671	0.36658	0.54073	0.62078	0.34557	0.24068	0.25221	0.17047	-0.068535	0.05278	-0.068835	-0.13893	0.69165	0.44319	0.67157	0.19186	0.02861	-0.037965	0.16887	-0.029343	0.63706	0.3662	0.45216	0.38706	0.39219	0.35125	0.052203	-0.016976	-0.057562	-0.076751	0.13618	0.12395	0.13773	0.16547	0.10287	0.056282	0.0084454	-0.00042287	0.74481	0.45285	0.0176	0.11152	0.27933	0.33115	0.5195	0.39593	0.75366	0.50141	0.05514	-0.094308	0.47612	0.46942	0.44204	0.45496	0.44273	0.14616	0.1102	0.0067625	0.50944	0.35173	
 SFG_PFC_R 	0.47476	0.71163	1.1422	Inf	0.84581	1.2255	0.6001	0.75929	0.42791	0.4046	-0.0040879	-0.24302	0.13327	0.27419	0.21926	0.33796	0.36129	0.51223	0.49568	0.39779	0.46204	0.68652	0.26334	0.12784	0.13853	0.10584	-0.17936	-0.040438	-0.20519	-0.14946	0.63208	0.69593	0.83397	0.27694	0.042613	-0.077619	0.084477	-0.02504	0.62062	0.51292	0.45781	0.36662	0.31756	0.37219	-0.0094623	-0.12375	-0.19145	-0.18084	-0.001184	-0.024831	0.021398	-0.0049894	-0.023086	-0.090236	-0.14816	-0.13704	0.74176	0.50407	-0.1072	0.023882	0.29047	0.60162	0.4306	0.30056	0.91875	0.79207	0.12796	-0.040918	0.3886	0.25898	0.35356	0.37427	0.43182	0.080751	0.0066792	0.1699	0.35556	0.37986	
 SFG_pole_L 	0.30997	0.21894	0.90481	0.84581	Inf	1.2292	0.70356	0.41791	0.36838	0.087219	0.19108	-0.29083	0.17505	-0.019873	0.20991	0.022325	0.22131	0.32729	0.4997	0.34119	0.46584	0.51625	0.2706	0.068153	0.057046	-0.1226	-0.2264	-0.21924	-0.16879	-0.31731	0.66596	0.33607	0.49914	0.014641	-0.18055	-0.14701	0.072327	-0.024521	0.36424	0.17954	0.33198	0.31311	0.46986	0.3007	0.11514	-0.055607	-0.21699	-0.29612	-0.0021233	-0.032961	-0.020278	-0.0092596	-0.088399	-0.13016	-0.11371	-0.14447	0.49109	0.30011	0.061404	0.075796	0.19894	0.42543	0.19081	0.079485	0.81436	0.55809	-0.11	-0.24612	0.22799	0.28409	0.14613	0.27144	0.13077	-0.11532	0.072408	0.11445	0.36855	0.043385	
 SFG_pole_R 	0.26658	0.46615	0.93975	1.2255	1.2292	Inf	0.54685	0.67918	0.42215	0.27437	0.03081	-0.12802	0.1405	0.16228	0.15169	0.20128	0.34272	0.39499	0.44303	0.42387	0.4818	0.59493	0.2909	0.11889	0.052467	0.022827	-0.17046	-0.076214	-0.1522	-0.13059	0.72048	0.65507	0.7236	0.24932	-0.063677	-0.090864	0.093644	0.026147	0.39418	0.30618	0.35977	0.33538	0.35781	0.40864	0.12252	-0.051815	-0.15404	-0.16827	0.065903	0.025432	0.064023	0.04396	-0.018723	-0.081108	-0.10675	-0.1198	0.72785	0.51197	0.0089703	0.10449	0.20319	0.55495	0.33676	0.28192	0.90414	0.74704	0.031281	-0.049019	0.29768	0.22649	0.28121	0.35035	0.28144	0.050352	0.049916	0.22654	0.36934	0.19101	
 MFG_L 	0.65429	0.32257	0.7466	0.6001	0.70356	0.54685	Inf	0.64141	0.61597	0.20573	0.60891	-0.25885	0.60342	0.17356	0.60215	-0.0081826	0.17972	0.27325	0.3595	0.263	0.25389	0.35727	0.17504	0.085816	0.17257	0.028536	-0.10703	-0.048555	0.028009	-0.25886	0.94364	0.381	0.3727	0.0055933	-0.13857	-0.23034	0.011506	-0.14482	0.54404	0.079755	0.23614	0.034548	0.42846	0.13694	0.045958	-0.017185	-0.054707	-0.076307	0.12805	0.12023	0.063181	0.090498	0.071648	0.023803	-0.0029121	-0.013291	0.16023	0.14245	-0.015988	0.071502	0.22967	0.2061	0.093073	-0.063631	0.56344	0.30675	-0.11287	-0.31503	0.31538	0.41344	0.23636	0.47913	0.16842	-0.096564	0.14113	-0.031481	0.29345	0.083629	
 MFG_R 	0.43884	0.69909	0.52696	0.75929	0.41791	0.67918	0.64141	Inf	0.74111	0.71595	0.22404	0.1955	0.25247	0.48153	0.22028	0.30183	0.37881	0.37889	0.32315	0.41785	0.21668	0.35551	0.34195	0.34759	0.17194	0.4276	0.21283	0.36289	0.18413	0.21837	0.67167	1.0588	0.60251	0.63296	0.14257	-0.022219	0.049743	-0.01894	0.36181	0.3008	0.14146	0.02799	0.33238	0.4582	0.26375	0.156	0.19235	0.18187	0.40206	0.39279	0.28797	0.2613	0.32955	0.25924	0.14727	0.17491	0.35831	0.35689	-0.081873	0.098609	0.049	0.15741	0.42349	0.31522	0.55731	0.6433	0.22397	0.12047	0.70735	0.55665	0.43069	0.40442	0.26817	0.025775	0.014637	0.20688	0.23559	0.41294	
 MFG_DPFC_L 	0.80143	0.82841	0.61822	0.42791	0.36838	0.42215	0.61597	0.74111	Inf	0.93621	0.43704	-0.007005	0.41285	0.264	0.47444	0.20102	0.44998	0.12993	0.31625	0.28221	0.25641	0.30499	0.47176	0.50265	0.41499	0.52629	0.32395	0.4121	0.42357	0.30368	0.59515	0.45347	0.34453	0.41025	0.21471	0.14743	0.16021	-0.020889	0.24326	0.11217	0.071766	0.011507	0.29749	0.24714	0.20201	0.1664	0.26759	0.23933	0.43717	0.44473	0.36485	0.41888	0.36059	0.35079	0.27124	0.26111	0.36652	0.46194	0.055781	0.1057	0.030778	-0.073779	0.6623	0.58804	0.2027	0.17074	0.29943	0.15337	0.73474	0.79148	0.52863	0.49366	0.46156	0.22683	0.23085	0.14459	0.43548	0.29701	
 MFG_DPFC_R 	0.46933	0.82169	0.37215	0.4046	0.087219	0.27437	0.20573	0.71595	0.93621	Inf	0.12137	0.10964	0.23397	0.5303	0.1785	0.43578	0.4273	0.33981	0.31844	0.38921	0.20544	0.32814	0.39669	0.40971	0.3015	0.56945	0.44126	0.6039	0.369	0.52574	0.29854	0.63021	0.39251	0.65768	0.37297	0.21462	0.1163	0.037213	0.29683	0.34419	0.099213	0.03427	0.15213	0.38352	0.16768	0.15201	0.30455	0.34573	0.36715	0.42558	0.33947	0.36151	0.41211	0.40891	0.22407	0.26323	0.34827	0.42673	-0.063359	0.089161	0.00077613	-0.09081	0.61118	0.706	0.14161	0.23562	0.6493	0.4014	0.81013	0.56025	0.41792	0.41145	0.41402	0.36185	0.089693	0.1881	0.27959	0.49427	
