Gray Images
Image	Object	Pixels	Min	Max	Mean	Std	

Color Images
Image	Object	Pixels	RMin	RMax	RMean	RStd	GMin	GMax	GMean	GStd	BMin	BMax	BMean	BStd	



Type1-L1 Statistics

mkirby800b_3_1_ax_MNI.img	Telencephalon_L	618663	8.0190	247.0747	145.4187	48.7190	
mkirby800b_3_1_ax_MNI.img	Telencephalon_R	630581	7.9238	244.0491	144.7781	49.0990	
mkirby800b_3_1_ax_MNI.img	Diencephalon_L	12306	66.5088	240.6726	176.7932	23.1469	
mkirby800b_3_1_ax_MNI.img	Diencephalon_R	12497	49.4183	243.7541	173.0222	23.8903	
mkirby800b_3_1_ax_MNI.img	Mesencephalon	11902	94.7057	255.0000	204.6355	20.3290	
mkirby800b_3_1_ax_MNI.img	Metencephalon	190273	9.7281	243.8648	139.7214	43.5167	
mkirby800b_3_1_ax_MNI.img	Myelencephalon	5647	77.5249	243.6596	194.9431	28.3042	
mkirby800b_3_1_ax_MNI.img	CSF	94106	2.0207	188.2650	41.3999	24.3000	



Type1-L2 Statistics

mkirby800b_3_1_ax_MNI.img	CerebralCortex_L	336958	8.0190	197.7249	106.9943	25.5209	
mkirby800b_3_1_ax_MNI.img	CerebralCortex_R	343670	7.9238	197.1229	106.0170	25.5776	
mkirby800b_3_1_ax_MNI.img	CerebralNucli_L	15447	68.3321	232.4447	158.9883	25.3241	
mkirby800b_3_1_ax_MNI.img	CerebralNucli_R	15975	66.6835	234.5820	159.5147	26.4507	
mkirby800b_3_1_ax_MNI.img	Thalamus_L	8241	90.9349	226.2259	178.4939	18.0179	
mkirby800b_3_1_ax_MNI.img	Thalamus_R	8617	63.7740	220.4157	174.2376	20.7466	
mkirby800b_3_1_ax_MNI.img	BasalForebrain_L	4065	66.5088	240.6726	173.3456	30.7583	
mkirby800b_3_1_ax_MNI.img	BasalForebrain_R	3880	49.4183	243.7541	170.3230	29.5266	
mkirby800b_3_1_ax_MNI.img	Mesencephalon_L	6029	118.5095	250.8988	205.8811	18.0951	
mkirby800b_3_1_ax_MNI.img	Mesencephalon_R	5873	94.7057	255.0000	203.3569	22.3194	
mkirby800b_3_1_ax_MNI.img	Metencephalon_R	95587	23.2376	243.8648	141.5098	42.9079	
mkirby800b_3_1_ax_MNI.img	Metencephalon_L	94686	9.7281	242.0152	137.9159	44.0492	
mkirby800b_3_1_ax_MNI.img	Myelencephalon_L	2631	77.5249	243.5508	193.5026	30.2844	
mkirby800b_3_1_ax_MNI.img	Myelencephalon_R	3016	90.9925	243.6596	196.1997	26.3920	
mkirby800b_3_1_ax_MNI.img	WhiteMatter_L	266258	39.6785	247.0747	193.2587	22.0395	
mkirby800b_3_1_ax_MNI.img	WhiteMatter_R	270936	40.9911	244.0491	193.0760	22.0996	
mkirby800b_3_1_ax_MNI.img	Ventricle	22014	3.2468	188.2650	57.9744	35.5670	
mkirby800b_3_1_ax_MNI.img	Sulcus_L	37971	2.7301	108.0890	36.5456	16.2914	
mkirby800b_3_1_ax_MNI.img	Sulcus_R	34121	2.0207	109.4348	36.1086	16.9000	



Type1-L3 Statistics

mkirby800b_3_1_ax_MNI.img	Frontal_L	111764	15.4264	197.7249	103.2727	26.4492	
mkirby800b_3_1_ax_MNI.img	Frontal_R	110093	7.9238	182.8264	104.2973	26.2768	
mkirby800b_3_1_ax_MNI.img	Parietal_L	56502	8.0190	187.2586	104.7413	26.5506	
mkirby800b_3_1_ax_MNI.img	Parietal_R	58847	14.3811	192.1285	104.1866	26.8614	
mkirby800b_3_1_ax_MNI.img	Temporal_L	82864	15.2010	192.2300	107.3507	23.1414	
mkirby800b_3_1_ax_MNI.img	Temporal_R	80286	15.7277	186.3847	104.9209	22.8897	
mkirby800b_3_1_ax_MNI.img	Limbic_L	36018	20.3773	190.6814	115.5305	22.9372	
mkirby800b_3_1_ax_MNI.img	Limbic_R	38673	17.9694	197.1229	113.7643	23.5067	
mkirby800b_3_1_ax_MNI.img	Occipital_L	43996	13.4154	195.9611	111.9160	26.5083	
mkirby800b_3_1_ax_MNI.img	Occipital_R	49401	11.4102	191.6670	107.2078	27.3376	
mkirby800b_3_1_ax_MNI.img	Insula_L	8212	31.2714	167.3318	112.9912	19.5930	
mkirby800b_3_1_ax_MNI.img	Insula_R	8898	28.6788	183.6275	117.0515	21.8406	
mkirby800b_3_1_ax_MNI.img	BasalGang_L	13049	68.3321	232.4447	163.9817	23.9966	
mkirby800b_3_1_ax_MNI.img	BasalGang_R	13447	66.6835	234.5820	164.2483	25.8199	
