	 SFG_L 	 SFG_R 	 SFG_PFC_L 	 SFG_PFC_R 	 SFG_pole_L 	 SFG_pole_R 	 MFG_L 	 MFG_R 	 MFG_DPFC_L 	 MFG_DPFC_R 	 IFG_opercularis_L 	 IFG_opercularis_R 	 IFG_orbitalis_L 	 IFG_orbitalis_R 	 IFG_triangularis_L 	 IFG_triangularis_R 	 LFOG_L 	 LFOG_R 	 MFOG_L 	 MFOG_R 	 RG_L 	 RG_R 	 PoCG_L 	 PoCG_R 	 PrCG_L 	 PrCG_R 	 SPG_L 	 SPG_R 	 SMG_L 	 SMG_R 	 AG_L 	 AG_R 	 PrCu_L 	 PrCu_R 	 STG_L 	 STG_R 	 STG_L_pole 	 STG_R_pole 	 MTG_L 	 MTG_R 	 MTG_L_pole 	 MTG_R_pole 	 ITG_L 	 ITG_R 	 FuG_L 	 FuG_R 	 SOG_L 	 SOG_R 	 MOG_L 	 MOG_R 	 IOG_L 	 IOG_R 	 Cu_L 	 Cu_R 	 LG_L 	 LG_R 	 rostral_ACC_L 	 rostral_ACC_R 	 subcallosal_ACC_L 	 subcallosal_ACC_R 	 subgenual_ACC_L 	 subgenual_ACC_R 	 dorsal_ACC_L 	 dorsal_ACC_R 	 PCC_L 	 PCC_R 	 Insula_L 	 Insula_R 	 CerebellumGM_L 	 CerebellumGM_R 	 Caud_L 	 Caud_R 	 Put_L 	 Put_R 	 GP_L 	 GP_R 	 Thalamus_L 	 Thalamus_R 	
 SFG_L 	1	0.6336	0.66729	0.44204	0.30041	0.26044	0.57455	0.41268	0.66483	0.43765	0.37616	-0.24795	0.373	0.17401	0.60199	0.15694	0.29352	0.10696	0.25365	0.075153	0.27983	0.30597	0.28739	0.33799	0.46655	0.37722	0.10583	0.20268	0.1482	0.036255	0.4018	0.19934	0.35568	0.14322	0.086782	0.039949	0.1033	-0.16126	0.45909	0.18388	0.17211	0.12934	0.24198	0.12132	0.014882	0.0078552	0.11047	0.085644	0.16287	0.18077	0.18593	0.21889	0.21833	0.18131	0.1478	0.15475	0.27461	0.23775	0.13365	0.198	0.10152	-0.009766	0.42936	0.35144	0.23101	0.068645	0.1239	-0.039124	0.44948	0.53598	0.44207	0.3877	0.45625	0.1731	0.098618	-0.14929	0.40094	0.18542	
 SFG_R 	0.6336	1	0.58157	0.6117	0.21551	0.43508	0.31182	0.60379	0.67962	0.67599	0.014829	-0.049777	0.14084	0.29035	0.26657	0.44067	0.43178	0.1713	0.2979	0.24989	0.22107	0.34652	0.42	0.52978	0.45007	0.62817	0.25938	0.40067	0.14393	0.36795	0.27586	0.46859	0.54755	0.53393	0.351	0.25303	0.16819	-0.049601	0.40064	0.41174	0.23635	0.18853	0.12607	0.27036	0.051744	0.077314	0.14568	0.14645	0.23934	0.25101	0.23458	0.27325	0.27161	0.25062	0.14963	0.1788	0.4766	0.41305	-0.11445	0.015202	0.15787	0.14803	0.6462	0.6236	0.29212	0.33761	0.43153	0.31186	0.60433	0.48544	0.52329	0.41387	0.63424	0.3475	0.22361	0.14209	0.39189	0.50809	
 SFG_PFC_L 	0.66729	0.58157	1	0.81516	0.71863	0.73511	0.63311	0.48305	0.54989	0.35587	0.17376	-0.26509	0.34458	0.20931	0.41152	0.27111	0.47187	0.39879	0.4516	0.351	0.49354	0.55167	0.33244	0.23613	0.24699	0.16884	-0.068428	0.052731	-0.068726	-0.13804	0.59904	0.41629	0.58601	0.18954	0.028602	-0.037946	0.16728	-0.029335	0.5629	0.35066	0.42367	0.36882	0.37324	0.33749	0.052156	-0.016975	-0.057499	-0.076601	0.13535	0.12332	0.13687	0.16398	0.10251	0.056223	0.0084452	-0.00042287	0.63204	0.42424	0.017598	0.11106	0.27228	0.31955	0.47731	0.37646	0.63733	0.46323	0.055085	-0.094029	0.44313	0.43773	0.41534	0.42597	0.41591	0.14513	0.10976	0.0067624	0.46951	0.33791	
 SFG_PFC_R 	0.44204	0.6117	0.81516	1	0.68888	0.84126	0.53712	0.64066	0.40357	0.38388	-0.0040879	-0.23835	0.13248	0.26752	0.21581	0.32565	0.34635	0.47168	0.45872	0.37805	0.43175	0.59574	0.25741	0.12715	0.13765	0.10544	-0.17746	-0.040416	-0.20235	-0.14835	0.55948	0.60178	0.6826	0.27007	0.042587	-0.077463	0.084276	-0.025034	0.55156	0.47221	0.42829	0.35104	0.3073	0.3559	-0.0094621	-0.12312	-0.18914	-0.17889	-0.001184	-0.024826	0.021395	-0.0049894	-0.023082	-0.089992	-0.14709	-0.13619	0.63021	0.46531	-0.10679	0.023877	0.28256	0.5382	0.40583	0.29183	0.7253	0.65958	0.12727	-0.040896	0.37015	0.25335	0.33953	0.35773	0.40684	0.080576	0.0066791	0.16828	0.3413	0.36258	
 SFG_pole_L 	0.30041	0.21551	0.71863	0.68888	1	0.84235	0.60662	0.39517	0.35258	0.086999	0.18879	-0.2829	0.17328	-0.01987	0.20688	0.022322	0.21777	0.31609	0.46188	0.32854	0.43483	0.4748	0.26418	0.068048	0.056984	-0.12199	-0.22261	-0.21579	-0.16721	-0.30707	0.58232	0.32396	0.46144	0.01464	-0.17862	-0.14596	0.072201	-0.024516	0.34895	0.17763	0.3203	0.30326	0.43809	0.29195	0.11463	-0.05555	-0.21365	-0.28776	-0.0021233	-0.032949	-0.020276	-0.0092593	-0.088169	-0.12943	-0.11323	-0.14347	0.45508	0.29141	0.061327	0.075652	0.19636	0.4015	0.18853	0.079318	0.67199	0.50656	-0.10955	-0.24126	0.22412	0.27669	0.14509	0.26496	0.13003	-0.11481	0.072282	0.11395	0.35272	0.043357	
 SFG_pole_R 	0.26044	0.43508	0.73511	0.84126	0.84235	1	0.49815	0.59099	0.39874	0.26768	0.030801	-0.12732	0.13958	0.16087	0.15054	0.19861	0.3299	0.37566	0.41615	0.40018	0.44768	0.53343	0.28296	0.11834	0.052419	0.022823	-0.16883	-0.076066	-0.15104	-0.12985	0.61721	0.57507	0.61913	0.24428	-0.063591	-0.090614	0.093371	0.026141	0.37496	0.29696	0.34502	0.32335	0.34328	0.38731	0.12191	-0.051769	-0.15283	-0.1667	0.065808	0.025426	0.063935	0.043932	-0.018721	-0.080931	-0.10634	-0.11923	0.62175	0.47148	0.0089701	0.10411	0.20044	0.50422	0.32458	0.27468	0.71831	0.63338	0.031271	-0.04898	0.28919	0.2227	0.27403	0.33668	0.27424	0.05031	0.049875	0.22274	0.35341	0.18872	
 MFG_L 	0.57455	0.31182	0.63311	0.53712	0.60662	0.49815	1	0.56586	0.54831	0.20288	0.54336	-0.25322	0.53948	0.17183	0.53858	-0.0081824	0.17781	0.26664	0.34478	0.2571	0.24857	0.34281	0.17327	0.085606	0.17088	0.028528	-0.10662	-0.048517	0.028002	-0.25323	0.73689	0.36357	0.35635	0.0055932	-0.13769	-0.22635	0.011506	-0.14381	0.49604	0.079587	0.23185	0.034534	0.40403	0.13609	0.045926	-0.017184	-0.054653	-0.07616	0.12736	0.11966	0.063097	0.090252	0.071526	0.023799	-0.0029121	-0.01329	0.15887	0.1415	-0.015987	0.071381	0.22571	0.20323	0.092805	-0.063545	0.51052	0.29747	-0.1124	-0.30501	0.30533	0.39139	0.23205	0.44555	0.16684	-0.096265	0.1402	-0.031471	0.28531	0.083434	
 MFG_R 	0.41268	0.60379	0.48305	0.64066	0.39517	0.59099	0.56586	1	0.62981	0.61439	0.22037	0.19305	0.24724	0.44747	0.21679	0.29299	0.36167	0.36175	0.31235	0.39512	0.21335	0.34126	0.32922	0.33423	0.17026	0.40331	0.20968	0.34775	0.18208	0.21496	0.58607	0.7852	0.53883	0.56009	0.14162	-0.022215	0.049702	-0.018937	0.34681	0.29204	0.14052	0.027983	0.32066	0.42861	0.2578	0.15475	0.19002	0.17989	0.38171	0.37376	0.28027	0.25551	0.31812	0.25358	0.14622	0.17315	0.34372	0.34247	-0.08169	0.098291	0.048961	0.15613	0.39987	0.30518	0.50598	0.56714	0.22029	0.11989	0.60901	0.50549	0.4059	0.38372	0.26192	0.02577	0.014636	0.20397	0.23133	0.39096	
 MFG_DPFC_L 	0.66483	0.67962	0.54989	0.40357	0.35258	0.39874	0.54831	0.62981	1	0.73348	0.41119	-0.0070049	0.39089	0.25803	0.44178	0.19835	0.42188	0.1292	0.30611	0.27494	0.25093	0.29587	0.43962	0.4642	0.3927	0.48254	0.31308	0.39025	0.39993	0.29467	0.53359	0.42475	0.33151	0.38868	0.21148	0.14637	0.15885	-0.020886	0.23857	0.1117	0.071643	0.011507	0.28901	0.24223	0.19931	0.16488	0.26138	0.23486	0.4113	0.41756	0.34947	0.39599	0.34573	0.33708	0.26477	0.25533	0.35095	0.43166	0.055723	0.1053	0.030769	-0.073646	0.57989	0.52849	0.19997	0.1691	0.29079	0.15218	0.62596	0.65925	0.48434	0.45712	0.43136	0.22302	0.22684	0.14359	0.40989	0.28857	
 MFG_DPFC_R 	0.43765	0.67599	0.35587	0.38388	0.086999	0.26768	0.20288	0.61439	0.73348	1	0.12078	0.10921	0.2298	0.48561	0.17663	0.41014	0.40306	0.32731	0.30809	0.37068	0.2026	0.31685	0.37712	0.38822	0.29268	0.51495	0.41469	0.53982	0.35312	0.48212	0.28997	0.5582	0.37353	0.57682	0.35659	0.21138	0.11578	0.037196	0.28841	0.33121	0.098889	0.034256	0.15097	0.36576	0.16613	0.15085	0.29547	0.33258	0.3515	0.40162	0.32701	0.34654	0.39026	0.38754	0.22039	0.25731	0.33484	0.40258	-0.063275	0.088926	0.00077613	-0.090561	0.54496	0.60817	0.14067	0.23135	0.5712	0.38115	0.66966	0.50816	0.39518	0.38971	0.39188	0.34684	0.089453	0.18591	0.27252	0.4576	
