Gray Images
Image	Object	Pixels	Min	Max	Mean	Std	

Color Images
Image	Object	Pixels	RMin	RMax	RMean	RStd	GMin	GMax	GMean	GStd	BMin	BMax	BMean	BStd	



Type1-L1 Statistics

mkirby913b_3_1_ax_MNI.img	Telencephalon_L	557254	5.7313	201.9262	120.9690	40.0524	
mkirby913b_3_1_ax_MNI.img	Telencephalon_R	568076	5.5773	200.3510	120.3399	39.9164	
mkirby913b_3_1_ax_MNI.img	Diencephalon_L	11797	39.7042	201.9606	139.7307	19.0710	
mkirby913b_3_1_ax_MNI.img	Diencephalon_R	11744	46.7670	206.1003	140.5439	18.7885	
mkirby913b_3_1_ax_MNI.img	Mesencephalon	12923	75.8534	205.6112	164.8167	15.8991	
mkirby913b_3_1_ax_MNI.img	Metencephalon	201486	7.5229	195.8505	111.5811	36.8946	
mkirby913b_3_1_ax_MNI.img	Myelencephalon	5123	46.8850	196.6833	157.0325	23.0271	
mkirby913b_3_1_ax_MNI.img	CSF	105460	1.0704	159.6189	41.6980	19.5886	



Type1-L2 Statistics

mkirby913b_3_1_ax_MNI.img	CerebralCortex_L	294663	5.7313	176.9319	88.4701	22.3106	
mkirby913b_3_1_ax_MNI.img	CerebralCortex_R	300676	5.5773	171.0003	87.6881	21.3878	
mkirby913b_3_1_ax_MNI.img	CerebralNucli_L	16181	38.0165	190.8849	122.9885	20.4881	
mkirby913b_3_1_ax_MNI.img	CerebralNucli_R	17112	65.2834	189.0508	125.2904	20.4708	
mkirby913b_3_1_ax_MNI.img	Thalamus_L	8088	72.1567	175.9852	140.8205	14.6353	
mkirby913b_3_1_ax_MNI.img	Thalamus_R	8232	66.4252	181.1026	140.6661	16.0269	
mkirby913b_3_1_ax_MNI.img	BasalForebrain_L	3709	39.7042	201.9606	137.3545	26.1055	
mkirby913b_3_1_ax_MNI.img	BasalForebrain_R	3512	46.7670	206.1003	140.2573	24.0468	
mkirby913b_3_1_ax_MNI.img	Mesencephalon_L	6498	89.7514	205.6112	165.3684	14.3831	
mkirby913b_3_1_ax_MNI.img	Mesencephalon_R	6425	75.8534	203.9054	164.2587	17.2798	
mkirby913b_3_1_ax_MNI.img	Metencephalon_R	102153	8.4802	195.8505	111.2881	37.3800	
mkirby913b_3_1_ax_MNI.img	Metencephalon_L	99333	7.5229	192.0019	111.8825	36.3862	
mkirby913b_3_1_ax_MNI.img	Myelencephalon_L	2431	46.8850	194.1684	155.0115	24.6177	
mkirby913b_3_1_ax_MNI.img	Myelencephalon_R	2692	65.2249	196.6833	158.8576	21.3258	
mkirby913b_3_1_ax_MNI.img	WhiteMatter_L	246410	41.7496	201.9262	159.6994	15.5486	
mkirby913b_3_1_ax_MNI.img	WhiteMatter_R	250288	44.3524	200.3510	159.2267	15.6050	
mkirby913b_3_1_ax_MNI.img	Ventricle	17220	1.9717	159.6189	54.5797	29.0903	
mkirby913b_3_1_ax_MNI.img	Sulcus_L	48854	1.0704	105.4768	38.6373	16.2497	
mkirby913b_3_1_ax_MNI.img	Sulcus_R	39386	3.7790	105.7087	39.8623	15.5684	



Type1-L3 Statistics

mkirby913b_3_1_ax_MNI.img	Frontal_L	98653	12.1939	165.3954	84.8166	22.4752	
mkirby913b_3_1_ax_MNI.img	Frontal_R	100257	5.5773	166.2576	84.9201	21.8298	
mkirby913b_3_1_ax_MNI.img	Parietal_L	46711	12.6768	175.3826	91.6971	23.6715	
mkirby913b_3_1_ax_MNI.img	Parietal_R	51345	6.4753	168.3546	88.1369	23.4216	
mkirby913b_3_1_ax_MNI.img	Temporal_L	75384	7.0756	174.6139	87.9411	20.7197	
mkirby913b_3_1_ax_MNI.img	Temporal_R	73948	14.4420	160.2151	87.9415	18.7055	
mkirby913b_3_1_ax_MNI.img	Limbic_L	31199	19.1380	165.6557	94.1025	19.8501	
mkirby913b_3_1_ax_MNI.img	Limbic_R	33572	25.2079	171.0003	92.7589	20.3577	
mkirby913b_3_1_ax_MNI.img	Occipital_L	37046	5.7313	176.9319	91.6182	24.0408	
mkirby913b_3_1_ax_MNI.img	Occipital_R	35682	12.1002	167.3351	90.3076	23.0364	
mkirby913b_3_1_ax_MNI.img	Insula_L	7952	25.3317	144.5312	87.3318	16.4032	
mkirby913b_3_1_ax_MNI.img	Insula_R	8529	16.7191	158.6457	91.7868	17.6012	
mkirby913b_3_1_ax_MNI.img	BasalGang_L	13899	61.2622	190.8849	126.2293	19.9322	
mkirby913b_3_1_ax_MNI.img	BasalGang_R	14455	65.2834	189.0508	127.8497	20.7914	
