	 SFG_L 	 SFG_R 	 SFG_PFC_L 	 SFG_PFC_R 	 SFG_pole_L 	 SFG_pole_R 	 MFG_L 	 MFG_R 	 MFG_DPFC_L 	 MFG_DPFC_R 	 IFG_opercularis_L 	 IFG_opercularis_R 	 IFG_orbitalis_L 	 IFG_orbitalis_R 	 IFG_triangularis_L 	 IFG_triangularis_R 	 LFOG_L 	 LFOG_R 	 MFOG_L 	 MFOG_R 	 RG_L 	 RG_R 	 PoCG_L 	 PoCG_R 	 PrCG_L 	 PrCG_R 	 SPG_L 	 SPG_R 	 SMG_L 	 SMG_R 	 AG_L 	 AG_R 	 PrCu_L 	 PrCu_R 	 STG_L 	 STG_R 	 STG_L_pole 	 STG_R_pole 	 MTG_L 	 MTG_R 	 MTG_L_pole 	 MTG_R_pole 	 ITG_L 	 ITG_R 	 FuG_L 	 FuG_R 	 SOG_L 	 SOG_R 	 MOG_L 	 MOG_R 	 IOG_L 	 IOG_R 	 Cu_L 	 Cu_R 	 LG_L 	 LG_R 	 rostral_ACC_L 	 rostral_ACC_R 	 subcallosal_ACC_L 	 subcallosal_ACC_R 	 subgenual_ACC_L 	 subgenual_ACC_R 	 dorsal_ACC_L 	 dorsal_ACC_R 	 PCC_L 	 PCC_R 	 Insula_L 	 Insula_R 	 CerebellumGM_L 	 CerebellumGM_R 	 Caud_L 	 Caud_R 	 Put_L 	 Put_R 	 GP_L 	 GP_R 	 Thalamus_L 	 Thalamus_R 	
 SFG_L 	1	0.72351	0.69541	0.62216	0.49601	0.11394	0.62871	0.47492	0.59316	0.3769	0.2338	0.24194	0.48964	0.47782	0.11838	0.084617	0.28456	0.14791	0.22824	0.21182	0.21268	0.35728	-0.15588	-0.29171	-0.031653	-0.11755	0.49576	0.34801	0.25946	0.22307	0.60864	0.53139	0.41449	0.19385	0.033051	0.039196	0.40523	0.28828	0.52251	0.27887	0.547	0.45001	0.47942	0.44662	0.031135	0.06741	0.055889	0.022277	0.32446	0.45925	0.3635	0.36154	-0.30161	-0.080044	-0.19859	-0.023469	0.42463	0.24275	0.071166	0.094155	0.12706	0.25518	0.15492	0.1759	0.41087	0.24647	-0.089433	-0.019548	0.35554	0.5446	0.053858	0.05915	-0.084829	-0.015242	-0.030541	0.11205	-0.061702	0.057806	
 SFG_R 	0.72351	1	0.41307	0.75177	0.25098	0.11158	0.37612	0.63498	0.58673	0.6834	0.018053	0.46797	0.1034	0.54683	-0.091048	0.30893	0.05202	0.3336	0.034741	0.26165	-0.074936	0.2754	-0.4097	-0.43616	-0.25935	-0.13932	0.40959	0.41244	0.3657	0.4066	0.28649	0.43189	0.41751	0.40206	0.08071	0.19217	0.35354	0.51173	0.40925	0.54279	0.47808	0.425	0.39541	0.52057	0.13971	0.29265	0.27734	0.20176	0.219	0.42201	0.5817	0.56941	-0.1321	-0.021461	-0.043525	0.1233	0.15444	0.14914	-0.026539	0.085657	-0.073446	0.27231	0.001283	0.38013	0.16071	0.1911	-0.066872	0.22892	0.36528	0.42604	0.029556	-0.17655	0.063725	0.26124	-0.1471	0.11017	-0.060102	-0.026354	
 SFG_PFC_L 	0.69541	0.41307	1	0.72431	0.7755	0.50329	0.50805	0.19132	0.38715	0.14924	0.16448	0.27249	0.72726	0.64208	0.27452	0.091823	0.58413	0.32918	0.44602	0.40087	0.61876	0.68453	-0.041199	-0.1486	-0.12565	-0.23451	0.15271	0.11261	-0.10812	-0.093917	0.60575	0.50439	0.19978	-0.063034	0.018461	-0.1043	0.34395	0.18506	0.55432	0.18209	0.60032	0.53673	0.46681	0.45766	-0.1043	-0.046295	-0.076957	0.0096534	0.13067	0.23262	0.092754	0.12694	-0.15161	0.028321	-0.087027	0.040464	0.63819	0.44758	0.13395	0.077343	0.28066	0.26318	0.10351	-0.035176	0.61717	0.29052	-0.038459	-0.060951	0.31709	0.49923	0.20333	0.23109	-0.043617	-0.0028057	0.17509	-0.053412	-0.065826	-0.030426	
 SFG_PFC_R 	0.62216	0.75177	0.72431	1	0.57565	0.50285	0.41531	0.5161	0.51865	0.58962	-0.043018	0.49774	0.30259	0.70246	-0.014804	0.30393	0.26921	0.49225	0.26223	0.45979	0.26622	0.63932	-0.32899	-0.34259	-0.36845	-0.30976	0.20881	0.21516	0.14017	0.17021	0.45819	0.55781	0.36822	0.2369	-0.020608	-0.0084271	0.24278	0.36798	0.49713	0.48541	0.58419	0.53712	0.49434	0.60879	0.020685	0.17152	0.16521	0.18752	0.17107	0.34491	0.44578	0.44547	-0.12021	0.005067	-0.041605	0.13596	0.36942	0.33404	0.083655	0.085395	0.022728	0.27281	-0.097232	0.13828	0.38668	0.27155	-0.063753	0.12424	0.39159	0.47952	0.24422	0.053024	0.1396	0.30858	-0.012134	0.0027646	-0.098559	-0.12516	
 SFG_pole_L 	0.49601	0.25098	0.7755	0.57565	1	0.68468	0.37377	0.14373	0.4913	0.19391	-0.1096	0.10174	0.45609	0.36545	0.094851	0.056719	0.46375	0.28656	0.45004	0.39159	0.65599	0.68977	-0.070757	-0.11327	-0.21334	-0.317	0.11075	0.024939	0.015702	-0.015098	0.53114	0.40121	0.38584	0.1207	0.10843	0.0035314	0.25166	0.11506	0.35221	0.18077	0.41693	0.34673	0.21872	0.38159	0.025323	-0.024731	0.12416	0.24509	0.099187	0.1514	0.14694	0.15499	0.046574	0.18484	0.096586	0.15354	0.68124	0.56231	0.20371	0.056623	0.32256	0.14813	0.28072	0.075383	0.64659	0.40427	0.056752	-0.0035042	0.18881	0.29954	0.17664	0.20352	0.10381	0.04014	0.26256	0.0017274	-0.037259	-0.036553	
 SFG_pole_R 	0.11394	0.11158	0.50329	0.50285	0.68468	1	0.14695	0.26367	0.17962	0.15374	-0.16038	0.36491	0.17169	0.29883	0.070985	0.23211	0.32677	0.37397	0.3329	0.51972	0.57852	0.72885	-0.19634	-0.19979	-0.34046	-0.37849	-0.13205	-0.17383	-0.2606	-0.21488	0.32101	0.44098	0.3957	0.26648	0.036772	-0.063	0.10481	0.11353	0.13481	0.21865	0.2365	0.29501	0.045788	0.20849	0.10054	0.12377	0.067349	0.17242	0.098016	0.10946	0.071558	-0.044926	-0.0042835	0.091311	0.063597	0.14003	0.38377	0.60031	0.17994	0.18217	0.26438	0.21801	0.030074	-0.10246	0.53009	0.53083	0.086104	0.03374	0.01025	0.043896	0.022857	-0.023369	-0.12196	0.02551	0.068521	-0.017926	-0.042091	-0.014057	
 MFG_L 	0.62871	0.37612	0.50805	0.41531	0.37377	0.14695	1	0.62637	0.58783	0.44629	0.34932	0.28569	0.45581	0.4312	0.25547	0.2457	0.39683	0.15105	0.37329	0.25468	0.086278	0.18907	-0.14574	-0.22081	-0.073387	-0.063027	0.28654	0.14693	0.13393	0.19336	0.77551	0.70415	0.28933	0.083637	-0.14638	-0.12977	0.36272	0.18054	0.47807	0.26441	0.43318	0.30207	0.55205	0.52415	0.063599	0.15572	-0.082718	-0.13169	0.38162	0.47333	0.31042	0.33779	-0.29364	-0.18065	-0.19817	-0.089513	0.17097	0.084408	0.10423	-0.016042	-0.0012497	0.10404	-0.0014758	-0.19779	0.23739	0.081878	-0.17143	-0.0097213	0.38497	0.51193	0.14647	0.25934	-0.16317	-0.12877	0.11282	-0.08848	-0.13411	0.074745	
 MFG_R 	0.47492	0.63498	0.19132	0.5161	0.14373	0.26367	0.62637	1	0.48373	0.71199	0.071131	0.47445	-0.034508	0.30561	0.025111	0.39063	-0.014004	0.27894	0.15372	0.30723	-0.19721	0.17701	-0.52856	-0.52236	-0.38468	-0.24091	0.33316	0.24419	0.19512	0.36213	0.48333	0.74036	0.5204	0.51432	-0.14359	-0.030632	0.29839	0.37996	0.28841	0.47459	0.33104	0.2648	0.37595	0.47355	0.2441	0.41535	0.104	-0.030073	0.4957	0.60634	0.54812	0.46807	-0.30448	-0.15502	-0.16525	0.014269	-0.085805	0.094902	0.055485	0.07635	-0.15811	0.17043	-0.17442	-0.029736	0.14734	0.30928	-0.19869	0.15623	0.28017	0.30825	0.011525	-0.17069	-0.10941	0.079977	-0.14994	-0.043279	-0.055591	0.095099	
 MFG_DPFC_L 	0.59316	0.58673	0.38715	0.51865	0.4913	0.17962	0.58783	0.48373	1	0.75233	0.066115	0.13482	0.18524	0.30818	-0.004133	0.19374	0.15537	0.29583	0.24048	0.22827	0.13817	0.2688	-0.34428	-0.31393	-0.27712	-0.25923	0.4432	0.24751	0.49012	0.51654	0.50242	0.42432	0.49318	0.36907	0.13003	0.20659	0.33822	0.26698	0.32668	0.40965	0.30543	0.28312	0.35546	0.51808	0.12167	0.13553	0.20226	0.21083	0.26033	0.3644	0.47168	0.50215	-0.05419	0.05319	-0.028605	0.047665	0.40225	0.32957	0.044096	0.019739	-0.024076	0.052464	0.36281	0.37465	0.20632	0.15185	-0.021921	0.012318	0.24361	0.30651	0.20455	0.10882	0.077767	0.056234	0.088996	-0.021406	-0.08517	0.063997	
 MFG_DPFC_R 	0.3769	0.6834	0.14924	0.58962	0.19391	0.15374	0.44629	0.71199	0.75233	1	-0.09935	0.33606	-0.059435	0.41775	-0.20992	0.34	-0.067036	0.46337	0.11684	0.27502	-0.19994	0.16256	-0.50408	-0.44287	-0.42505	-0.26092	0.34513	0.28867	0.49378	0.61568	0.3386	0.47437	0.44492	0.4648	0.024639	0.14554	0.22883	0.38857	0.23459	0.51782	0.25528	0.22568	0.34846	0.51796	0.19862	0.29934	0.26607	0.21683	0.21294	0.34982	0.60773	0.60417	-0.083505	0.0030533	-0.014894	0.12875	0.04369	0.13022	-0.036121	0.043417	-0.18616	0.0677	0.0039238	0.24415	0.0040497	0.097591	-0.044751	0.21942	0.2298	0.25829	0.15986	-0.077336	0.12009	0.21345	-0.065869	-0.041348	-0.14038	-0.14903	
