Gray Images
Image	Object	Pixels	Min	Max	Mean	Std	

Color Images
Image	Object	Pixels	RMin	RMax	RMean	RStd	GMin	GMax	GMean	GStd	BMin	BMax	BMean	BStd	



Type1-L1 Statistics

kirby815a_3_1_ax_MNI.img	Telencephalon_L	681216	26.7722	219.2592	137.1317	43.1045	
kirby815a_3_1_ax_MNI.img	Telencephalon_R	687274	20.1782	218.5651	138.1467	42.2222	
kirby815a_3_1_ax_MNI.img	Diencephalon_L	13192	80.7346	222.0504	162.9111	19.2667	
kirby815a_3_1_ax_MNI.img	Diencephalon_R	13334	75.0211	221.5038	161.8519	18.9544	
kirby815a_3_1_ax_MNI.img	Mesencephalon	15267	92.7574	233.4059	188.2880	15.6006	
kirby815a_3_1_ax_MNI.img	Metencephalon	204929	23.8297	224.4212	134.1549	38.7686	
kirby815a_3_1_ax_MNI.img	Myelencephalon	5907	67.2659	218.2110	179.5437	22.5565	
kirby815a_3_1_ax_MNI.img	CSF	89614	1.6484	186.0684	58.3465	23.8828	



Type1-L2 Statistics

kirby815a_3_1_ax_MNI.img	CerebralCortex_L	359686	26.7722	190.3742	101.2758	22.2006	
kirby815a_3_1_ax_MNI.img	CerebralCortex_R	357484	20.1782	199.2207	102.4306	21.2864	
kirby815a_3_1_ax_MNI.img	CerebralNucli_L	16402	58.6945	213.3167	145.3569	22.7094	
kirby815a_3_1_ax_MNI.img	CerebralNucli_R	17286	59.3210	215.1033	145.8751	23.1032	
kirby815a_3_1_ax_MNI.img	Thalamus_L	9025	84.5801	207.1661	162.0232	15.0514	
kirby815a_3_1_ax_MNI.img	Thalamus_R	9339	90.4801	200.8221	160.2860	15.2779	
kirby815a_3_1_ax_MNI.img	BasalForebrain_L	4167	80.7346	222.0504	164.8343	26.0596	
kirby815a_3_1_ax_MNI.img	BasalForebrain_R	3995	75.0211	221.5038	165.5125	25.1861	
kirby815a_3_1_ax_MNI.img	Mesencephalon_L	7630	105.2495	229.1410	188.5063	14.3071	
kirby815a_3_1_ax_MNI.img	Mesencephalon_R	7637	92.7574	233.4059	188.0699	16.7909	
kirby815a_3_1_ax_MNI.img	Metencephalon_R	103001	23.8297	224.4212	135.8803	38.1133	
kirby815a_3_1_ax_MNI.img	Metencephalon_L	101928	26.1532	221.7056	132.4114	39.3430	
kirby815a_3_1_ax_MNI.img	Myelencephalon_L	2867	67.2659	215.0328	176.4183	25.2841	
kirby815a_3_1_ax_MNI.img	Myelencephalon_R	3040	73.9163	218.2110	182.4912	19.1788	
kirby815a_3_1_ax_MNI.img	WhiteMatter_L	305128	49.3016	219.2592	178.9565	16.4589	
kirby815a_3_1_ax_MNI.img	WhiteMatter_R	312504	54.7685	218.5651	178.5761	16.6037	
kirby815a_3_1_ax_MNI.img	Ventricle	16189	2.4774	186.0684	69.1492	39.2635	
kirby815a_3_1_ax_MNI.img	Sulcus_L	38300	2.8146	112.1961	54.7147	18.5544	
kirby815a_3_1_ax_MNI.img	Sulcus_R	35125	1.6484	145.0469	57.3276	17.3235	



Type1-L3 Statistics

kirby815a_3_1_ax_MNI.img	Frontal_L	121664	26.7793	184.9724	98.0737	23.3424	
kirby815a_3_1_ax_MNI.img	Frontal_R	113416	25.2192	178.3615	99.3050	21.4619	
kirby815a_3_1_ax_MNI.img	Parietal_L	55746	39.9104	182.0424	101.1181	21.7410	
kirby815a_3_1_ax_MNI.img	Parietal_R	60290	26.1020	178.5102	98.7605	21.1060	
kirby815a_3_1_ax_MNI.img	Temporal_L	82636	29.1763	181.0025	100.5878	19.8544	
kirby815a_3_1_ax_MNI.img	Temporal_R	83437	20.1782	182.2192	103.2795	18.9429	
kirby815a_3_1_ax_MNI.img	Limbic_L	37503	35.1452	190.3742	111.7209	21.4924	
kirby815a_3_1_ax_MNI.img	Limbic_R	41757	30.0894	199.2207	109.8639	22.0345	
kirby815a_3_1_ax_MNI.img	Occipital_L	56271	26.7722	178.5693	102.9718	22.4630	
kirby815a_3_1_ax_MNI.img	Occipital_R	52699	23.8916	185.1587	106.0562	22.3623	
kirby815a_3_1_ax_MNI.img	Insula_L	8327	32.3712	159.0093	104.4250	16.7463	
kirby815a_3_1_ax_MNI.img	Insula_R	9134	46.2415	174.0670	111.8283	18.4432	
kirby815a_3_1_ax_MNI.img	BasalGang_L	13941	58.6945	213.3167	148.9670	22.4219	
kirby815a_3_1_ax_MNI.img	BasalGang_R	14037	64.2245	215.1033	150.0624	23.0021	
kirby815a_3_1_ax_MNI.img	Thalamus_L	9025	84.5801	207.1661	162.0232	15.0514	
