	 SFG_L 	 SFG_R 	 SFG_PFC_L 	 SFG_PFC_R 	 SFG_pole_L 	 SFG_pole_R 	 MFG_L 	 MFG_R 	 MFG_DPFC_L 	 MFG_DPFC_R 	 IFG_opercularis_L 	 IFG_opercularis_R 	 IFG_orbitalis_L 	 IFG_orbitalis_R 	 IFG_triangularis_L 	 IFG_triangularis_R 	 LFOG_L 	 LFOG_R 	 MFOG_L 	 MFOG_R 	 RG_L 	 RG_R 	 PoCG_L 	 PoCG_R 	 PrCG_L 	 PrCG_R 	 SPG_L 	 SPG_R 	 SMG_L 	 SMG_R 	 AG_L 	 AG_R 	 PrCu_L 	 PrCu_R 	 STG_L 	 STG_R 	 STG_L_pole 	 STG_R_pole 	 MTG_L 	 MTG_R 	 MTG_L_pole 	 MTG_R_pole 	 ITG_L 	 ITG_R 	 FuG_L 	 FuG_R 	 SOG_L 	 SOG_R 	 MOG_L 	 MOG_R 	 IOG_L 	 IOG_R 	 Cu_L 	 Cu_R 	 LG_L 	 LG_R 	 rostral_ACC_L 	 rostral_ACC_R 	 subcallosal_ACC_L 	 subcallosal_ACC_R 	 subgenual_ACC_L 	 subgenual_ACC_R 	 dorsal_ACC_L 	 dorsal_ACC_R 	 PCC_L 	 PCC_R 	 Insula_L 	 Insula_R 	 CerebellumGM_L 	 CerebellumGM_R 	 Caud_L 	 Caud_R 	 Put_L 	 Put_R 	 GP_L 	 GP_R 	 Thalamus_L 	 Thalamus_R 	
 SFG_L 	Inf	0.58101	0.60255	0.21923	0.57561	0.015376	0.57028	0.028821	0.80399	0.19524	0.44189	0.082894	0.5463	0.26105	0.60145	-0.053646	0.35477	-0.09925	0.090484	-0.2359	0.29826	0.3111	0.186	0.19249	0.44883	0.24821	-0.034185	-0.0092675	0.28978	-0.036949	0.19919	-0.0074309	0.22547	-0.11129	0.29967	0.17073	0.20597	0.095266	0.49982	0.19592	0.19408	0.053966	0.076791	-0.012881	-0.23962	-0.13421	-0.029327	0.010374	0.17123	0.12481	-0.04375	0.016052	0.0005088	0.040255	-0.084895	-0.10041	0.58674	0.42456	-0.023024	-0.089025	0.24759	-0.15099	0.72237	0.54352	0.18907	-0.0059522	0.45736	0.015207	0.31205	0.66507	0.38011	0.37695	0.081078	-0.047044	0.21526	0.02752	0.227	-0.029528	
 SFG_R 	0.58101	Inf	0.25285	0.25467	0.22653	0.20843	0.14664	0.16238	0.49799	0.53219	0.028626	0.23033	0.21007	0.42554	0.11707	0.43903	0.2866	0.3527	0.083931	0.17343	0.22966	0.3268	0.17816	0.46233	0.28545	0.67844	0.34308	0.51691	0.40023	0.44457	0.025208	0.06209	0.25136	0.16705	0.34986	0.41747	0.20675	0.4798	0.24689	0.28299	0.23884	0.15211	0.094145	0.22969	-0.0022107	0.011258	0.10621	0.01711	0.18883	0.22716	0.1833	0.24038	0.066572	0.0056411	0.076526	-0.0078681	0.41243	0.49693	-0.10507	-0.030422	0.10714	-0.061157	0.5142	0.68001	0.088246	0.05028	0.27225	0.35265	0.78128	0.48206	0.17724	0.1377	-0.017879	0.11568	0.067336	0.13455	0.035841	0.073363	
 SFG_PFC_L 	0.60255	0.25285	Inf	1.0421	0.61211	0.59929	0.25111	0.045042	0.1402	-0.060188	-0.050828	0.15154	0.72024	0.32969	0.36074	-0.24019	0.39394	0.092807	0.43589	-0.013979	0.8782	0.54118	0.34831	0.17742	0.2719	-0.01466	-0.15592	-0.12554	-0.15852	-0.38729	0.17321	0.27252	-0.035674	-0.21657	0.027705	0.045014	0.14159	0.16634	0.75935	0.47395	0.78661	0.45398	0.22092	0.075197	-0.090599	0.037057	-0.3339	0.14318	0.15023	0.21929	0.071563	0.096359	0.020429	0.13409	0.066457	0.0033996	1.1309	0.62654	0.058205	-0.034531	0.58538	0.42547	0.28097	0.27242	0.5471	0.19495	0.18238	-0.2872	0.32645	0.52128	0.43284	0.60047	-0.1078	-0.080474	0.13801	0.16113	0.12467	0.20453	
 SFG_PFC_R 	0.21923	0.25467	1.0421	Inf	0.47382	1.2104	0.12728	0.43644	-0.10534	0.17431	-0.26199	0.33239	0.30507	0.28988	0.030799	-0.15063	0.33927	0.29377	0.50372	0.23303	0.9483	0.72556	0.28451	0.10327	0.10175	-0.1836	-0.073244	-0.061112	-0.40075	-0.44377	0.088839	0.63813	0.14109	0.16955	0.018601	0.050302	0.15144	0.35868	0.54341	0.71382	0.8556	0.73909	0.21633	0.17493	0.10522	0.17945	-0.17408	0.13922	0.26286	0.31916	0.1218	0.091249	0.036036	0.14517	0.17101	0.051485	0.85954	0.63521	0.17203	0.059814	0.53064	0.70422	0.10202	0.2174	0.76382	0.60667	-0.020048	-0.29108	0.40879	0.30655	0.27102	0.42335	-0.18832	-0.067008	0.062992	0.064217	0.09571	0.40973	
 SFG_pole_L 	0.57561	0.22653	0.61211	0.47382	Inf	0.47811	0.98094	0.44327	0.63953	0.37419	0.17908	0.32349	0.36209	-0.033294	0.1572	-0.26079	0.58728	0.23997	0.65002	0.030616	0.56226	0.60888	0.20984	0.039639	0.12517	-0.12607	0.068427	-0.12116	-0.2047	-0.41888	0.48572	0.35231	0.614	0.18665	0.084679	0.07507	0.13285	0.15458	0.29699	0.32225	0.30976	0.27454	0.13894	0.073939	-0.068268	-0.066541	0.15773	0.073033	0.50061	0.25085	0.078419	-0.074733	0.037372	0.11591	-0.019413	-0.040982	0.5062	0.46061	0.30751	0.019217	0.51938	0.28921	0.30732	0.26248	0.61155	0.43204	0.14013	-0.1607	0.32807	0.49994	0.27977	0.45025	-0.23435	-0.32444	-0.050695	0.10081	0.071658	0.19025	
 SFG_pole_R 	0.015376	0.20843	0.59929	1.2104	0.47811	Inf	0.12837	0.59477	-0.17144	0.26945	-0.30681	0.38287	0.10962	0.10256	-0.1126	-0.036537	0.30421	0.50259	0.51218	0.37469	0.72665	0.66519	0.25748	0.10332	0.058129	-0.16688	0.0076835	0.078341	-0.52907	-0.3744	0.17168	0.68116	0.3114	0.43158	0.073111	0.15645	0.2006	0.50453	0.33184	0.69397	0.79761	0.85704	0.23218	0.30932	0.32753	0.36728	0.028111	0.20441	0.47381	0.49662	0.25316	0.18708	0.14591	0.20237	0.28848	0.14364	0.52785	0.51892	0.28394	0.0023887	0.4321	0.71911	0.061398	0.19593	0.8482	0.85187	-0.046553	-0.15673	0.50093	0.24975	0.16412	0.21085	-0.21247	-0.14646	0.0036902	-0.032266	0.13188	0.55709	
 MFG_L 	0.57028	0.14664	0.25111	0.12728	0.98094	0.12837	Inf	0.6655	0.73794	0.47008	0.46548	0.33369	0.30305	-0.13625	0.26362	-0.27044	0.49033	0.18343	0.33902	-0.0053955	0.15724	0.24875	0.054305	-0.0028378	0.0089624	-0.16902	0.19289	-0.06045	-0.12187	-0.28935	0.78639	0.44458	0.65503	0.19461	0.15287	0.010564	0.18541	0.098503	0.29885	0.18297	0.082796	0.093887	0.20593	0.14826	-0.027606	-0.091825	0.29653	0.062641	0.42861	0.12455	0.070003	-0.11807	0.11398	0.15924	-0.005433	0.034301	0.2415	0.20884	0.17427	0.013419	0.19922	-0.0035662	0.13392	0.025147	0.34981	0.27518	0.093889	-0.012776	0.17394	0.44022	0.24895	0.28467	-0.21658	-0.37332	0.058761	-0.0011465	0.021118	0.037758	
 MFG_R 	0.028821	0.16238	0.045042	0.43644	0.44327	0.59477	0.6655	Inf	0.20992	0.88137	0.087983	0.6311	-0.080958	-0.044554	-0.10396	-0.11401	0.31323	0.43233	0.35028	0.37227	0.16032	0.33114	-0.062781	-0.0016232	-0.22782	-0.29629	0.26428	0.14787	-0.34489	-0.1959	0.59017	1.1637	0.73722	0.73178	0.064758	0.0099083	0.15998	0.38693	0.13547	0.41842	0.17425	0.36079	0.16565	0.23293	0.24021	0.10462	0.44393	0.12572	0.42441	0.22971	0.16409	-0.025696	0.096353	0.15419	0.092231	0.09755	0.12942	0.23324	0.19663	0.11696	0.042554	0.21137	-0.13284	-0.05847	0.42799	0.679	-0.20639	-0.023232	0.25204	0.092195	0.1271	0.054826	-0.28699	-0.33638	0.012624	-0.05613	-0.065229	0.21965	
 MFG_DPFC_L 	0.80399	0.49799	0.1402	-0.10534	0.63953	-0.17144	0.73794	0.20992	Inf	0.60512	0.45947	0.19806	0.33214	0.15933	0.35996	0.11374	0.32707	0.014593	0.060872	-0.18906	-0.034751	0.084966	0.0184	0.10905	0.14643	0.23395	0.19329	0.084032	0.42649	0.18636	0.27284	0.018453	0.55084	0.16653	0.28533	0.1853	0.14326	0.087529	0.13042	0.022555	-0.14362	-0.20944	-0.099839	-0.055816	-0.25664	-0.25399	0.35214	0.010454	0.17805	0.055502	-0.04081	-0.026775	0.013984	0.050828	-0.15189	-0.045815	0.26568	0.24808	-0.010228	-0.02484	0.11871	-0.28581	0.55292	0.38723	0.039057	-0.042817	0.32937	0.18688	0.21601	0.41324	0.17252	0.18535	-0.019003	-0.050873	0.024202	0.15121	-0.04098	-0.2566	
 MFG_DPFC_R 	0.19524	0.53219	-0.060188	0.17431	0.37419	0.26945	0.47008	0.88137	0.60512	Inf	0.14172	0.54163	-0.060175	0.20049	-0.16636	0.14953	0.33205	0.36541	0.12556	0.30546	-0.028279	0.20341	-0.19789	0.055138	-0.17251	0.044186	0.24109	0.27046	0.083688	0.232	0.36016	0.52004	0.80792	0.75018	0.1413	0.16382	0.11307	0.39832	-0.051796	0.11387	-0.12028	-0.018482	-0.11584	0.071414	0.048473	-0.12157	0.57927	0.073949	0.31477	0.1524	0.060536	0.0061773	0.07673	0.093121	-0.0022184	0.023222	0.15527	0.42837	0.087319	0.11657	-0.067906	-0.11351	0.22025	0.33559	0.1852	0.33339	0.011635	0.26168	0.32502	0.1067	0.10431	-0.0078467	-0.27045	-0.21903	-0.049633	-0.010983	-0.056047	-0.017659	
 IFG_opercularis_L 	0.44189	0.028626	-0.050828	-0.26199	0.17908	-0.30681	0.46548	0.087983	0.45947	0.14172	Inf	0.30998	0.40934	0.13131	0.54363	0.01038	0.15884	-0.081414	-0.071565	-0.3128	-0.38208	-0.21583	-0.11372	0.020749	0.17742	-0.027408	-0.10325	-0.15574	0.42431	0.01559	0.54538	0.1687	-0.041047	-0.20572	0.12131	-0.025992	0.33263	0.0031382	0.26989	0.14715	-0.19012	-0.26267	0.20652	-0.066426	-0.20795	-0.28009	-0.030818	-0.04076	-0.043232	-0.088276	-0.15756	-0.20415	-0.050818	-0.016804	-0.17987	-0.084977	-0.1578	-0.1845	-0.12849	-0.022092	-0.0076305	-0.32321	0.0039662	-0.16857	-0.25899	-0.23508	0.30246	0.033592	-0.1589	0.17503	0.15931	-0.015713	0.18976	-0.038089	0.16322	0.028259	-0.017461	-0.33483	
 IFG_opercularis_R 	0.082894	0.23033	0.15154	0.33239	0.32349	0.38287	0.33369	0.6311	0.19806	0.54163	0.30998	Inf	0.34021	0.53542	0.19047	0.27607	0.38542	0.31294	0.23508	0.027335	0.017233	0.23502	-0.067791	0.080935	0.045657	0.03301	-0.1377	-0.086387	0.092141	0.053992	0.44366	0.7061	0.23031	0.19528	-0.048386	-0.096013	0.19435	0.26963	0.13503	0.42445	0.024051	0.053474	-0.073468	-0.16494	-0.14064	-0.32037	-0.045195	-0.21073	0.049849	-0.11134	-0.16484	-0.37132	-0.21834	-0.21369	-0.20911	-0.25768	0.083471	0.10993	0.056332	0.34162	0.046767	0.16525	-0.14968	-0.047227	0.15884	0.2236	0.012837	0.050224	0.038233	-0.070767	0.27407	0.066982	-0.1365	-0.24222	0.13365	0.20591	-0.15223	0.086304	
 IFG_orbitalis_L 	0.5463	0.21007	0.72024	0.30507	0.36209	0.10962	0.30305	-0.080958	0.33214	-0.060175	0.40934	0.34021	Inf	0.45692	0.87313	0.045223	0.40477	0.0040255	0.17934	-0.27954	0.26618	0.19145	0.17497	0.20013	0.2677	0.13768	-0.28756	-0.19575	0.22339	-0.069711	0.26592	0.17388	-0.11405	-0.33942	0.18434	0.058752	0.45443	0.1733	0.64852	0.41528	0.2758	0.012417	0.10947	-0.069342	-0.22784	-0.15776	-0.3315	0.011495	0.011808	0.078465	-0.065336	-0.055127	0.021387	0.072333	-0.073219	-0.019973	0.53361	0.30214	-0.1456	0.09732	0.40464	0.096978	0.24037	0.10059	0.19173	-0.092057	0.30354	-0.090227	0.073066	0.31335	0.4068	0.39288	0.016425	0.011939	0.16356	0.35367	-0.016958	-0.060795	
 IFG_orbitalis_R 	0.26105	0.42554	0.32969	0.28988	-0.033294	0.10256	-0.13625	-0.044554	0.15933	0.20049	0.13131	0.53542	0.45692	Inf	0.2052	0.35339	0.18368	0.078146	-0.10358	-0.10176	0.050164	0.080045	0.090484	0.17595	0.20028	0.34283	-0.17573	0.010019	0.37895	0.24082	-0.077953	0.10756	-0.26002	-0.25798	0.09033	0.071899	0.093297	0.17613	0.21553	0.26846	0.013715	-0.12387	-0.1715	-0.15898	-0.24639	-0.29779	-0.30495	-0.13564	-0.23079	-0.13598	-0.1517	-0.083995	-0.17439	-0.12456	-0.1486	-0.18069	0.32061	0.26206	-0.28133	0.17697	0.045117	-0.051416	0.063149	0.20212	-0.17009	-0.24427	0.11846	0.17947	0.10055	0.021479	0.27486	0.13012	0.014221	0.065395	0.072274	0.20398	0.040786	-0.010272	
 IFG_triangularis_L 	0.60145	0.11707	0.36074	0.030799	0.1572	-0.1126	0.26362	-0.10396	0.35996	-0.16636	0.54363	0.19047	0.87313	0.2052	Inf	0.18029	0.16234	-0.093803	-0.014742	-0.25532	0.047771	0.057265	0.096067	0.19084	0.30181	0.21183	-0.19704	-0.20634	0.36301	-0.0037136	0.15477	0.051655	-0.088598	-0.25238	0.28422	0.12114	0.36339	0.064469	0.61729	0.38209	0.18459	0.089682	0.093356	-0.13473	-0.1616	-0.08858	-0.20673	-0.071907	-0.056722	-0.01469	-0.081813	-0.031998	-0.041511	-0.047654	-0.16625	-0.047755	0.29876	0.021885	-0.12729	0.0020201	0.24188	0.040652	0.30235	0.011786	0.067903	-0.13428	0.34613	-0.086855	0.0090144	0.26255	0.24392	0.29398	0.29694	0.16468	0.16364	0.31725	-0.006059	-0.11694	
 IFG_triangularis_R 	-0.053646	0.43903	-0.24019	-0.15063	-0.26079	-0.036537	-0.27044	-0.11401	0.11374	0.14953	0.01038	0.27607	0.045223	0.35339	0.18029	Inf	-0.11407	0.1558	-0.2778	-0.040018	-0.20409	-0.059302	-0.052653	0.17626	0.16225	0.60295	0.026554	0.16282	0.61147	0.76712	-0.34409	-0.14832	-0.014587	0.17454	0.30306	0.3753	0.29907	0.29783	-0.072892	0.12733	-0.10624	-0.12443	-0.11588	-0.040632	0.018807	-0.048006	0.029352	-0.28529	-0.06478	-0.045594	-0.1172	-0.033954	-0.15488	-0.2837	-0.090779	-0.15046	-0.16066	-0.072293	-0.090542	0.21568	-0.038676	0.0010791	0.12542	0.20567	-0.12712	-0.042875	0.22758	0.40853	0.15714	-0.061977	-0.20929	-0.26089	0.083318	0.21826	-0.081565	0.27367	-0.16168	-0.041287	
 LFOG_L 	0.35477	0.2866	0.39394	0.33927	0.58728	0.30421	0.49033	0.31323	0.32707	0.33205	0.15884	0.38542	0.40477	0.18368	0.16234	-0.11407	Inf	0.39438	0.46134	0.20374	0.32876	0.5193	0.23877	0.21121	0.14422	0.022127	-0.010209	-0.026829	-0.079696	-0.10148	0.38382	0.26264	0.20217	0.0044389	0.25192	0.20153	0.23626	0.33466	0.31044	0.33581	0.23411	0.088621	0.23049	0.10387	0.022504	0.001472	-0.054447	0.033497	0.28211	0.17898	0.11222	0.020289	0.043065	0.064504	0.047298	0.03822	0.31611	0.37885	0.027264	-0.025662	0.39001	0.13258	0.1769	0.20756	0.23206	0.14039	0.22235	0.091432	0.27448	0.32688	0.49385	0.51472	0.072383	-0.006676	0.0021661	-0.0086851	-0.051608	0.22589	
