	 SFG_L 	 SFG_R 	 SFG_PFC_L 	 SFG_PFC_R 	 SFG_pole_L 	 SFG_pole_R 	 MFG_L 	 MFG_R 	 MFG_DPFC_L 	 MFG_DPFC_R 	 IFG_opercularis_L 	 IFG_opercularis_R 	 IFG_orbitalis_L 	 IFG_orbitalis_R 	 IFG_triangularis_L 	 IFG_triangularis_R 	 LFOG_L 	 LFOG_R 	 MFOG_L 	 MFOG_R 	 RG_L 	 RG_R 	 PoCG_L 	 PoCG_R 	 PrCG_L 	 PrCG_R 	 SPG_L 	 SPG_R 	 SMG_L 	 SMG_R 	 AG_L 	 AG_R 	 PrCu_L 	 PrCu_R 	 STG_L 	 STG_R 	 STG_L_pole 	 STG_R_pole 	 MTG_L 	 MTG_R 	 MTG_L_pole 	 MTG_R_pole 	 ITG_L 	 ITG_R 	 FuG_L 	 FuG_R 	 SOG_L 	 SOG_R 	 MOG_L 	 MOG_R 	 IOG_L 	 IOG_R 	 Cu_L 	 Cu_R 	 LG_L 	 LG_R 	 rostral_ACC_L 	 rostral_ACC_R 	 subcallosal_ACC_L 	 subcallosal_ACC_R 	 subgenual_ACC_L 	 subgenual_ACC_R 	 dorsal_ACC_L 	 dorsal_ACC_R 	 PCC_L 	 PCC_R 	 Insula_L 	 Insula_R 	 CerebellumGM_L 	 CerebellumGM_R 	 Caud_L 	 Caud_R 	 Put_L 	 Put_R 	 GP_L 	 GP_R 	 Thalamus_L 	 Thalamus_R 	
 SFG_L 	1	0.5234	0.53886	0.21579	0.51947	0.015375	0.51556	0.028813	0.66626	0.1928	0.41521	0.082705	0.49774	0.25528	0.53808	-0.053595	0.3406	-0.098926	0.090238	-0.23162	0.28972	0.30143	0.18388	0.19015	0.42094	0.24324	-0.034172	-0.0092673	0.28194	-0.036932	0.19659	-0.0074308	0.22172	-0.11083	0.29101	0.16909	0.2031	0.094978	0.46198	0.19345	0.19167	0.053914	0.07664	-0.01288	-0.23514	-0.13341	-0.029318	0.010374	0.16958	0.12417	-0.043722	0.016051	0.0005088	0.040233	-0.084691	-0.10007	0.52755	0.40076	-0.02302	-0.088791	0.24265	-0.14986	0.61837	0.49565	0.18684	-0.0059522	0.42793	0.015205	0.3023	0.58173	0.3628	0.36005	0.080901	-0.04701	0.21199	0.027513	0.22318	-0.02952	
 SFG_R 	0.5234	1	0.24759	0.2493	0.22273	0.20546	0.1456	0.16097	0.46054	0.48705	0.028618	0.22634	0.20703	0.40159	0.11653	0.41284	0.279	0.33877	0.083735	0.17171	0.22571	0.31564	0.1763	0.43198	0.27794	0.59051	0.33023	0.47531	0.38015	0.41742	0.025203	0.06201	0.24619	0.16552	0.33625	0.39479	0.20386	0.44609	0.24199	0.27567	0.2344	0.15095	0.093868	0.22573	-0.0022107	0.011257	0.10581	0.017109	0.18662	0.22333	0.18127	0.23586	0.066474	0.005641	0.076377	-0.007868	0.39054	0.4597	-0.10468	-0.030412	0.10673	-0.06108	0.47321	0.59153	0.088018	0.050237	0.26571	0.33872	0.65344	0.44789	0.17541	0.13684	-0.017877	0.11516	0.067235	0.13374	0.035825	0.073232	
 SFG_PFC_L 	0.53886	0.24759	1	0.7787	0.54561	0.53655	0.24596	0.045012	0.13929	-0.060116	-0.050785	0.15039	0.61706	0.31825	0.34587	-0.23568	0.37475	0.092541	0.41023	-0.013978	0.70552	0.49388	0.33487	0.17558	0.26539	-0.014659	-0.15467	-0.12488	-0.1572	-0.36902	0.1715	0.26597	-0.035659	-0.21324	0.027698	0.044983	0.14065	0.16482	0.6407	0.44138	0.65649	0.42517	0.2174	0.075056	-0.090352	0.03704	-0.32202	0.14221	0.14911	0.21584	0.071441	0.096062	0.020426	0.13329	0.06636	0.0033995	0.81131	0.55566	0.058139	-0.034517	0.52656	0.40153	0.27381	0.26587	0.49834	0.19252	0.18038	-0.27956	0.31533	0.47869	0.40769	0.53738	-0.10738	-0.080301	0.13714	0.15975	0.12403	0.20172	
 SFG_PFC_R 	0.21579	0.2493	0.7787	1	0.44128	0.83679	0.12659	0.41069	-0.10496	0.17257	-0.25615	0.32067	0.29594	0.28202	0.030789	-0.1495	0.32683	0.28561	0.46503	0.2289	0.73901	0.62034	0.27708	0.10291	0.1014	-0.18156	-0.073113	-0.061036	-0.38059	-0.41677	0.088606	0.56363	0.14016	0.16795	0.018599	0.050259	0.15029	0.34405	0.49557	0.61306	0.69398	0.62859	0.21302	0.17317	0.10483	0.17755	-0.17234	0.13832	0.25697	0.30874	0.1212	0.090997	0.03602	0.14416	0.16936	0.051439	0.69602	0.56163	0.17035	0.059743	0.48587	0.60704	0.10166	0.21404	0.64332	0.54178	-0.020046	-0.28313	0.38745	0.2973	0.26457	0.39975	-0.18612	-0.066908	0.062909	0.064129	0.095419	0.38824	
 SFG_pole_L 	0.51947	0.22273	0.54561	0.44128	1	0.44472	0.75347	0.41635	0.56458	0.35765	0.17719	0.31266	0.34706	-0.033282	0.15592	-0.25504	0.52793	0.23546	0.57168	0.030606	0.50965	0.54334	0.20681	0.039618	0.12452	-0.1254	0.068321	-0.12057	-0.20189	-0.39598	0.45081	0.33842	0.54694	0.18452	0.084477	0.074929	0.13208	0.15336	0.28855	0.31154	0.30022	0.26784	0.13805	0.073804	-0.068163	-0.066443	0.15644	0.072904	0.4626	0.24572	0.078259	-0.074594	0.037354	0.1154	-0.019411	-0.040959	0.46698	0.43058	0.29817	0.019214	0.47722	0.28141	0.298	0.25662	0.54522	0.40702	0.13922	-0.15933	0.31679	0.46207	0.27269	0.4221	-0.23015	-0.31351	-0.050651	0.10047	0.071536	0.18799	
 SFG_pole_R 	0.015375	0.20546	0.53655	0.83679	0.44472	1	0.12767	0.53332	-0.16978	0.26312	-0.29753	0.3652	0.10918	0.10221	-0.11213	-0.03652	0.29516	0.46415	0.47164	0.35809	0.62101	0.5818	0.25193	0.10295	0.058063	-0.16535	0.0076834	0.078181	-0.48467	-0.35783	0.17001	0.59228	0.30171	0.40664	0.072981	0.15518	0.19795	0.46567	0.32017	0.60053	0.6627	0.69473	0.2281	0.29982	0.3163	0.35161	0.028104	0.20161	0.44128	0.45945	0.24789	0.18493	0.14489	0.19965	0.28074	0.14266	0.48374	0.47686	0.27655	0.0023887	0.40707	0.61636	0.061321	0.19346	0.69013	0.69204	-0.046519	-0.15546	0.46285	0.24469	0.16266	0.20778	-0.20933	-0.14542	0.0036902	-0.032255	0.13113	0.50582	
 MFG_L 	0.51556	0.1456	0.24596	0.12659	0.75347	0.12767	1	0.58201	0.6279	0.43827	0.43454	0.32183	0.2941	-0.13542	0.25768	-0.26403	0.45448	0.1814	0.32661	-0.0053955	0.15596	0.24375	0.054252	-0.0028378	0.0089622	-0.16743	0.19053	-0.060376	-0.12127	-0.28153	0.65636	0.41743	0.57504	0.19219	0.15169	0.010564	0.18332	0.098185	0.29026	0.18096	0.082607	0.093612	0.20307	0.14719	-0.027599	-0.091568	0.28813	0.06256	0.40416	0.12391	0.069889	-0.11752	0.11349	0.15791	-0.005433	0.034288	0.23691	0.20586	0.17253	0.013419	0.19662	-0.0035662	0.13313	0.025142	0.33621	0.26844	0.093614	-0.012775	0.17221	0.41383	0.24393	0.27722	-0.21326	-0.35689	0.058694	-0.0011465	0.021115	0.03774	
 MFG_R 	0.028813	0.16097	0.045012	0.41069	0.41635	0.53332	0.58201	1	0.20689	0.70711	0.087757	0.55881	-0.080782	-0.044524	-0.10359	-0.11351	0.30337	0.40726	0.33662	0.35598	0.15896	0.31955	-0.062699	-0.0016232	-0.22396	-0.28792	0.25829	0.1468	-0.33184	-0.19343	0.53002	0.82225	0.62746	0.62415	0.064668	0.0099079	0.15863	0.36871	0.13464	0.3956	0.17251	0.34591	0.16415	0.22881	0.2357	0.10424	0.4169	0.12506	0.40064	0.22575	0.16263	-0.02569	0.096056	0.15298	0.091971	0.097242	0.1287	0.2291	0.19413	0.11643	0.042528	0.20828	-0.13206	-0.058403	0.40364	0.59087	-0.20351	-0.023228	0.24683	0.091935	0.12642	0.054771	-0.27937	-0.32425	0.012624	-0.056071	-0.065136	0.21618	
 MFG_DPFC_L 	0.66626	0.46054	0.13929	-0.10496	0.56458	-0.16978	0.6279	0.20689	1	0.54068	0.42965	0.19551	0.32044	0.15799	0.34518	0.11325	0.31589	0.014592	0.060797	-0.18684	-0.034737	0.084762	0.018398	0.10862	0.14539	0.22978	0.19092	0.083835	0.40238	0.18423	0.26626	0.018451	0.50115	0.16501	0.27783	0.18321	0.14229	0.087307	0.12968	0.022551	-0.14264	-0.20643	-0.099508	-0.055758	-0.25115	-0.24866	0.33827	0.010454	0.17619	0.055445	-0.040787	-0.026769	0.013983	0.050784	-0.15073	-0.045783	0.2596	0.24312	-0.010227	-0.024835	0.11816	-0.27828	0.50271	0.36897	0.039037	-0.04279	0.31796	0.18474	0.21271	0.39122	0.17083	0.18325	-0.019	-0.050829	0.024198	0.15007	-0.040957	-0.25112	
 MFG_DPFC_R 	0.1928	0.48705	-0.060116	0.17257	0.35765	0.26312	0.43827	0.70711	0.54068	1	0.14078	0.49422	-0.060103	0.19785	-0.16484	0.14843	0.32036	0.34997	0.12491	0.2963	-0.028271	0.20065	-0.19534	0.055083	-0.17082	0.044158	0.23653	0.26406	0.083493	0.22793	0.34536	0.47773	0.66844	0.63525	0.14037	0.16237	0.11259	0.37851	-0.051749	0.11338	-0.11971	-0.01848	-0.11532	0.071293	0.048435	-0.12097	0.52214	0.073815	0.30477	0.15123	0.060462	0.0061773	0.07658	0.092853	-0.0022184	0.023218	0.15403	0.40396	0.087097	0.11605	-0.067802	-0.11302	0.21676	0.32354	0.18311	0.32157	0.011635	0.25587	0.31404	0.1063	0.10393	-0.0078465	-0.26404	-0.21559	-0.049592	-0.010983	-0.055988	-0.017658	
