	 SFG_L 	 SFG_R 	 SFG_PFC_L 	 SFG_PFC_R 	 SFG_pole_L 	 SFG_pole_R 	 MFG_L 	 MFG_R 	 MFG_DPFC_L 	 MFG_DPFC_R 	 IFG_opercularis_L 	 IFG_opercularis_R 	 IFG_orbitalis_L 	 IFG_orbitalis_R 	 IFG_triangularis_L 	 IFG_triangularis_R 	 LFOG_L 	 LFOG_R 	 MFOG_L 	 MFOG_R 	 RG_L 	 RG_R 	 PoCG_L 	 PoCG_R 	 PrCG_L 	 PrCG_R 	 SPG_L 	 SPG_R 	 SMG_L 	 SMG_R 	 AG_L 	 AG_R 	 PrCu_L 	 PrCu_R 	 STG_L 	 STG_R 	 STG_L_pole 	 STG_R_pole 	 MTG_L 	 MTG_R 	 MTG_L_pole 	 MTG_R_pole 	 ITG_L 	 ITG_R 	 FuG_L 	 FuG_R 	 SOG_L 	 SOG_R 	 MOG_L 	 MOG_R 	 IOG_L 	 IOG_R 	 Cu_L 	 Cu_R 	 LG_L 	 LG_R 	 rostral_ACC_L 	 rostral_ACC_R 	 subcallosal_ACC_L 	 subcallosal_ACC_R 	 subgenual_ACC_L 	 subgenual_ACC_R 	 dorsal_ACC_L 	 dorsal_ACC_R 	 PCC_L 	 PCC_R 	 Insula_L 	 Insula_R 	 CerebellumGM_L 	 CerebellumGM_R 	 Caud_L 	 Caud_R 	 Put_L 	 Put_R 	 GP_L 	 GP_R 	 Thalamus_L 	 Thalamus_R 	
 SFG_L 	Inf	1.3568	0.80343	0.69825	0.49433	0.53491	0.70069	0.5552	0.979	0.90699	0.81869	0.66294	0.42731	0.36228	0.76037	0.64487	0.45582	0.45893	0.15448	0.17439	0.29774	0.18518	0.93994	0.84196	0.93535	1.1144	0.49842	0.51135	0.84129	0.78742	0.4808	0.2467	0.48454	0.3673	0.68005	0.59286	0.44656	0.39512	0.44489	0.25843	0.25606	0.28996	0.080443	0.096132	0.45244	0.20495	0.41745	0.27896	0.39303	0.47648	0.12012	0.24729	0.26524	0.30158	0.21304	0.13679	0.62156	0.5139	-0.002607	0.095405	0.089643	-0.28076	1.111	1.122	0.27937	0.17658	0.69506	0.58902	0.30192	0.20021	0.28318	0.30818	0.41697	0.38662	0.31445	0.27866	0.3622	0.47464	
 SFG_R 	1.3568	Inf	0.65694	0.66539	0.51763	0.47747	0.51185	0.57871	0.78271	0.87901	0.58519	0.6965	0.34508	0.28698	0.52688	0.5259	0.34806	0.39931	0.10101	0.21417	0.26817	0.1483	0.70921	0.76929	0.88999	1.0958	0.35119	0.51036	0.58172	0.72957	0.38422	0.25292	0.49769	0.40254	0.57702	0.56539	0.43327	0.41483	0.36001	0.31303	0.23082	0.40507	0.13616	0.13794	0.346	0.15906	0.2723	0.18368	0.32942	0.46233	0.092382	0.20109	0.12593	0.16862	0.080861	0.033268	0.52187	0.47285	0.052381	0.27438	-0.057	-0.21393	0.79945	0.96159	0.22685	0.17214	0.52115	0.50344	0.41396	0.33804	0.18974	0.13899	0.26231	0.24341	0.27639	0.094776	0.34754	0.49033	
 SFG_PFC_L 	0.80343	0.65694	Inf	1.5422	0.94993	1.0541	0.84415	0.69457	1.0615	1.0237	0.58502	0.61795	0.60667	0.47059	0.72935	0.53994	0.61896	0.63024	0.47591	0.5032	0.80967	0.63409	0.40681	0.55298	0.43071	0.6497	0.13454	0.05634	0.34216	0.28301	0.39171	0.19468	0.27579	0.15734	0.32184	0.30964	0.41407	0.35448	0.48935	0.37635	0.41513	0.57867	0.24423	0.23145	0.33298	0.16886	0.11564	0.039794	0.34088	0.3303	0.11861	0.21439	0.099961	0.15079	0.052469	-0.003337	1.2331	0.94029	0.11705	0.19277	0.29755	-0.0063724	0.78807	0.66729	0.30538	0.15278	0.42813	0.42866	0.05603	-0.015846	0.53632	0.50368	0.51951	0.4201	0.43298	0.32282	0.24389	0.22485	
 SFG_PFC_R 	0.69825	0.66539	1.5422	Inf	0.80421	0.76526	0.78301	0.76152	0.81306	0.87983	0.4691	0.54963	0.49094	0.4626	0.61864	0.49504	0.55612	0.6435	0.49874	0.59256	0.74032	0.63252	0.32759	0.54502	0.32699	0.58083	0.13483	0.05628	0.26143	0.28884	0.34065	0.26747	0.36051	0.2801	0.29015	0.28116	0.44003	0.41683	0.5488	0.503	0.42226	0.7299	0.24304	0.26385	0.3025	0.20592	0.12909	0.055017	0.35792	0.34095	0.14503	0.21143	0.14481	0.18099	0.083291	0.056123	1.0399	0.90501	0.099694	0.18168	0.18019	-0.087856	0.68105	0.59514	0.35228	0.27116	0.33163	0.36086	0.10421	0.018106	0.49196	0.4484	0.43528	0.34148	0.4976	0.29069	0.22198	0.21238	
 SFG_pole_L 	0.49433	0.51763	0.94993	0.80421	Inf	0.85992	0.45282	0.52661	0.62418	0.99171	0.49803	0.68504	0.20302	0.12503	0.46504	0.37923	0.31883	0.4399	0.32204	0.42382	0.58349	0.40992	0.25539	0.29504	0.32413	0.43001	0.0041522	-0.08106	0.21836	0.20712	0.25862	0.058038	0.045789	-0.009922	0.053962	0.073616	0.1574	0.13181	0.10618	0.052824	0.30917	0.68472	0.29679	0.10114	0.12719	0.051182	0.042469	-0.0659	0.14269	0.25263	-0.085416	-0.069093	-0.086294	-0.041966	-0.070877	-0.093708	0.69875	0.59661	0.25156	0.27963	0.16553	0.10957	0.42879	0.43025	-0.0053078	-0.079385	0.21919	0.1776	-0.072107	-0.10948	0.57586	0.34007	0.23882	0.099047	0.41244	0.042866	0.15377	0.011312	
 SFG_pole_R 	0.53491	0.47747	1.0541	0.76526	0.85992	Inf	0.47179	0.43804	0.7932	0.94187	0.4133	0.65533	0.47568	0.44826	0.56128	0.57032	0.60312	0.5483	0.2406	0.29317	0.59543	0.47264	0.34719	0.3451	0.38549	0.44852	0.11815	0.030481	0.19094	0.13685	0.18065	0.011546	0.16345	0.04255	0.10674	0.1721	0.32936	0.29072	0.2017	0.23585	0.4092	0.31624	0.28008	0.23404	0.28416	0.059195	0.093875	0.049408	0.31334	0.33973	-0.014692	0.14521	0.038575	0.086257	0.0074822	-0.019116	0.76251	0.78975	0.077335	0.25799	0.23793	0.030758	0.45087	0.40283	0.14361	0.026659	0.25418	0.32968	0.039919	-0.046097	0.4454	0.3252	0.25729	0.17512	0.1192	0.13136	0.21333	0.18726	
 MFG_L 	0.70069	0.51185	0.84415	0.78301	0.45282	0.47179	Inf	0.93899	1.09	0.72026	0.77169	0.64918	0.53273	0.70672	0.87561	0.82307	0.51997	0.72747	0.4975	0.32539	0.44718	0.35572	0.35979	0.45165	0.33117	0.55649	0.3161	0.035999	0.56814	0.59772	1.1132	0.78881	0.61524	0.5292	0.40723	0.41029	0.45572	0.39618	0.77888	0.5446	0.50921	0.43514	0.32666	0.36998	0.48243	0.28939	0.30743	0.12612	0.55413	0.52481	0.15688	0.21222	0.35122	0.39016	0.30266	0.24942	0.79291	0.74396	-0.1134	-0.090408	0.26411	-0.16798	0.71212	0.5709	0.68737	0.51873	0.46909	0.44603	0.16135	0.065125	0.38694	0.43032	0.54404	0.46516	0.42071	0.43157	0.33176	0.46234	
 MFG_R 	0.5552	0.57871	0.69457	0.76152	0.52661	0.43804	0.93899	Inf	0.64701	0.83153	0.23632	0.5343	0.063537	0.45377	0.25293	0.45597	0.11642	0.40141	0.42712	0.36978	0.27609	0.23427	0.16175	0.33967	0.13836	0.46541	0.057345	-0.082194	0.18423	0.40678	0.77398	0.87365	0.46718	0.47826	0.093782	0.16973	0.092581	0.15304	0.35047	0.31169	0.13391	0.39509	-0.019665	0.01229	0.029445	0.090152	0.062148	-0.1176	0.18487	0.22293	0.0027835	0.02728	0.091411	0.17222	0.1226	0.096112	0.53901	0.57135	0.07966	0.10298	0.2357	0.094711	0.50047	0.35789	0.54726	0.55361	0.080298	0.08807	0.02521	-0.04546	0.41599	0.37547	0.16546	0.24998	0.22733	0.1749	0.26625	0.31018	
 MFG_DPFC_L 	0.979	0.78271	1.0615	0.81306	0.62418	0.7932	1.09	0.64701	Inf	1.1205	0.79339	0.79649	0.65779	0.71581	0.89388	0.95664	0.6617	0.84346	0.34124	0.29152	0.59124	0.49237	0.57854	0.59847	0.58556	0.76147	0.37265	0.2687	0.62147	0.65305	0.78452	0.43134	0.59709	0.44135	0.53388	0.54604	0.54691	0.51394	0.58701	0.48071	0.6129	0.4425	0.39147	0.43006	0.53876	0.22315	0.31533	0.19768	0.58943	0.58982	0.14394	0.30561	0.25068	0.29978	0.156	0.1109	0.96388	0.88198	-0.092951	0.13979	0.12652	-0.2287	0.93446	0.87116	0.47346	0.30184	0.65169	0.68381	0.17025	0.075232	0.31299	0.29258	0.5586	0.54681	0.30729	0.46906	0.25699	0.40684	
 MFG_DPFC_R 	0.90699	0.87901	1.0237	0.87983	0.99171	0.94187	0.72026	0.83153	1.1205	Inf	0.62865	1.0591	0.31088	0.52566	0.59266	0.78674	0.42236	0.64993	0.24241	0.3808	0.4415	0.32638	0.48442	0.53514	0.45259	0.78246	0.29543	0.21482	0.47876	0.61846	0.51995	0.33631	0.36869	0.34298	0.30272	0.3579	0.36567	0.43129	0.27006	0.22842	0.30365	0.56343	0.17643	0.14707	0.2435	0.10661	0.21901	0.049644	0.27395	0.39238	0.031687	0.094071	0.095919	0.17692	0.05973	0.0333	0.9002	0.83311	0.11275	0.28454	0.18456	-0.14568	0.84806	0.78228	0.19277	0.13075	0.44423	0.45314	0.023735	-0.10414	0.63337	0.4327	0.35727	0.34592	0.38733	0.23252	0.22525	0.26724	
