	 SFG_L 	 SFG_R 	 SFG_PFC_L 	 SFG_PFC_R 	 SFG_pole_L 	 SFG_pole_R 	 MFG_L 	 MFG_R 	 MFG_DPFC_L 	 MFG_DPFC_R 	 IFG_opercularis_L 	 IFG_opercularis_R 	 IFG_orbitalis_L 	 IFG_orbitalis_R 	 IFG_triangularis_L 	 IFG_triangularis_R 	 LFOG_L 	 LFOG_R 	 MFOG_L 	 MFOG_R 	 RG_L 	 RG_R 	 PoCG_L 	 PoCG_R 	 PrCG_L 	 PrCG_R 	 SPG_L 	 SPG_R 	 SMG_L 	 SMG_R 	 AG_L 	 AG_R 	 PrCu_L 	 PrCu_R 	 STG_L 	 STG_R 	 STG_L_pole 	 STG_R_pole 	 MTG_L 	 MTG_R 	 MTG_L_pole 	 MTG_R_pole 	 ITG_L 	 ITG_R 	 FuG_L 	 FuG_R 	 SOG_L 	 SOG_R 	 MOG_L 	 MOG_R 	 IOG_L 	 IOG_R 	 Cu_L 	 Cu_R 	 LG_L 	 LG_R 	 rostral_ACC_L 	 rostral_ACC_R 	 subcallosal_ACC_L 	 subcallosal_ACC_R 	 subgenual_ACC_L 	 subgenual_ACC_R 	 dorsal_ACC_L 	 dorsal_ACC_R 	 PCC_L 	 PCC_R 	 Insula_L 	 Insula_R 	 CerebellumGM_L 	 CerebellumGM_R 	 Caud_L 	 Caud_R 	 Put_L 	 Put_R 	 GP_L 	 GP_R 	 Thalamus_L 	 Thalamus_R 	
 SFG_L 	1	0.87565	0.66595	0.60326	0.45764	0.48912	0.60481	0.50441	0.75263	0.71969	0.67436	0.58032	0.40307	0.34722	0.6413	0.56821	0.42667	0.42921	0.15326	0.17265	0.28925	0.18309	0.73519	0.68684	0.73308	0.80563	0.46087	0.471	0.68649	0.65695	0.44689	0.24181	0.44987	0.35163	0.59155	0.53195	0.41907	0.37577	0.41769	0.25283	0.2506	0.2821	0.08027	0.095837	0.4239	0.20213	0.39478	0.27194	0.37397	0.44342	0.11954	0.24237	0.25919	0.29276	0.20987	0.13594	0.55221	0.47298	-0.002607	0.095116	0.089404	-0.27361	0.80443	0.80828	0.27232	0.17477	0.60122	0.52919	0.29307	0.19758	0.27585	0.29878	0.39438	0.36845	0.30448	0.27167	0.34715	0.44194	
 SFG_R 	0.87565	1	0.57632	0.58194	0.47587	0.44421	0.47138	0.52173	0.65426	0.70592	0.52643	0.60214	0.332	0.27935	0.48299	0.48224	0.33465	0.37936	0.10066	0.21095	0.26193	0.14723	0.61018	0.64652	0.71139	0.79898	0.33743	0.47022	0.52391	0.6228	0.36637	0.24766	0.4603	0.38212	0.5205	0.51197	0.40805	0.39257	0.34523	0.30319	0.2268	0.38428	0.13532	0.13707	0.33282	0.15773	0.26576	0.18164	0.318	0.43198	0.09212	0.19842	0.12527	0.16704	0.080685	0.033256	0.47914	0.4405	0.052333	0.26769	-0.056938	-0.21073	0.66373	0.74499	0.22304	0.17046	0.47858	0.46482	0.39183	0.32572	0.1875	0.1381	0.25645	0.23872	0.26956	0.094493	0.33419	0.45448	
 SFG_PFC_L 	0.66595	0.57632	1	0.91249	0.73975	0.78339	0.688	0.60091	0.78623	0.77135	0.52631	0.5497	0.54178	0.43868	0.62267	0.49294	0.5504	0.55822	0.44296	0.46463	0.66941	0.56086	0.38576	0.50275	0.40592	0.57147	0.13374	0.056281	0.32941	0.27569	0.37283	0.19226	0.269	0.15606	0.31117	0.30011	0.39192	0.34034	0.4537	0.35953	0.39282	0.5217	0.23949	0.2274	0.3212	0.16727	0.11513	0.039773	0.32827	0.31879	0.11805	0.21117	0.099629	0.14965	0.052421	-0.003337	0.84349	0.73536	0.11651	0.19042	0.28907	-0.0063723	0.65731	0.5832	0.29623	0.1516	0.40375	0.4042	0.055972	-0.015845	0.4902	0.46501	0.47733	0.39701	0.40781	0.31206	0.23917	0.22113	
 SFG_PFC_R 	0.60326	0.58194	0.91249	1	0.66638	0.64417	0.65443	0.64197	0.67127	0.70633	0.43748	0.50024	0.45496	0.4322	0.55018	0.45821	0.50509	0.56728	0.46113	0.53173	0.62934	0.55978	0.31636	0.49677	0.31581	0.52327	0.13402	0.056221	0.25563	0.28106	0.32806	0.26127	0.34566	0.273	0.28227	0.27398	0.41367	0.39426	0.49962	0.46447	0.39883	0.62301	0.23836	0.25789	0.2936	0.20306	0.12838	0.054962	0.34338	0.32833	0.14402	0.20833	0.14381	0.17904	0.083099	0.056065	0.77785	0.71873	0.099365	0.17971	0.17827	-0.087631	0.5922	0.53358	0.33839	0.2647	0.31998	0.34597	0.10384	0.018104	0.45577	0.42058	0.40973	0.3288	0.46023	0.28277	0.2184	0.20924	
 SFG_pole_L 	0.45764	0.47587	0.73975	0.66638	1	0.69622	0.42421	0.48278	0.55403	0.75809	0.46057	0.59479	0.20028	0.12439	0.43418	0.36204	0.30845	0.41356	0.31135	0.40014	0.5252	0.3884	0.24998	0.28677	0.31324	0.40533	0.0041521	-0.080882	0.21495	0.2042	0.253	0.057973	0.045757	-0.0099217	0.053909	0.073483	0.15612	0.13106	0.10578	0.052775	0.29968	0.59458	0.28837	0.1008	0.12651	0.051137	0.042444	-0.065804	0.14173	0.24739	-0.085209	-0.068983	-0.08608	-0.041941	-0.070758	-0.093435	0.60357	0.53463	0.24639	0.27257	0.16403	0.10913	0.40431	0.40553	-0.0053078	-0.079218	0.21575	0.17575	-0.071983	-0.10904	0.51965	0.32754	0.23438	0.098725	0.39054	0.04284	0.15257	0.011312	
 SFG_pole_R 	0.48912	0.44421	0.78339	0.64417	0.69622	1	0.43964	0.41201	0.66022	0.73608	0.39128	0.57525	0.44278	0.42047	0.50893	0.51559	0.53927	0.49924	0.23607	0.28505	0.53379	0.44033	0.33389	0.33202	0.36746	0.42068	0.1176	0.030471	0.18866	0.136	0.17871	0.011545	0.16201	0.042525	0.10634	0.17042	0.31795	0.2828	0.19901	0.23157	0.38779	0.30611	0.27298	0.22986	0.27675	0.059126	0.0936	0.049368	0.30347	0.32724	-0.014691	0.1442	0.038556	0.086044	0.0074821	-0.019114	0.64255	0.65827	0.077181	0.25241	0.23354	0.030748	0.42262	0.38237	0.14263	0.026652	0.24885	0.31823	0.039898	-0.046064	0.41811	0.3142	0.25176	0.17335	0.11864	0.13061	0.21015	0.1851	
 MFG_L 	0.60481	0.47138	0.688	0.65443	0.42421	0.43964	1	0.73476	0.79688	0.61707	0.64791	0.57112	0.48746	0.60861	0.70421	0.67674	0.47768	0.62152	0.46015	0.31437	0.41958	0.34144	0.34503	0.42326	0.31957	0.50537	0.30598	0.035984	0.51399	0.53543	0.80519	0.65773	0.54781	0.48477	0.38612	0.38872	0.42659	0.37668	0.65207	0.49646	0.46933	0.40961	0.31552	0.35397	0.44819	0.28157	0.2981	0.12545	0.50361	0.4814	0.1556	0.20909	0.33746	0.3715	0.29375	0.24437	0.66005	0.63153	-0.11292	-0.090162	0.25814	-0.16642	0.612	0.51602	0.59629	0.47672	0.43746	0.41863	0.15997	0.065033	0.36872	0.40559	0.49604	0.43428	0.39753	0.40663	0.3201	0.43199	
 MFG_R 	0.50441	0.52173	0.60091	0.64197	0.48278	0.41201	0.73476	1	0.56965	0.6813	0.23201	0.48866	0.063451	0.42499	0.24767	0.42679	0.1159	0.38115	0.40291	0.3538	0.26929	0.23008	0.16035	0.32718	0.13749	0.43449	0.057282	-0.08201	0.18217	0.38574	0.64924	0.70323	0.43592	0.44485	0.093508	0.16812	0.092318	0.15185	0.33679	0.30197	0.13312	0.37574	-0.019663	0.012289	0.029436	0.089909	0.062068	-0.11706	0.1828	0.21931	0.0027835	0.027273	0.091157	0.17053	0.12199	0.095817	0.49224	0.51635	0.079492	0.10262	0.23143	0.094429	0.46249	0.34336	0.49846	0.50322	0.080126	0.087843	0.025205	-0.045428	0.39355	0.35877	0.16396	0.2449	0.22349	0.17314	0.26013	0.3006	
 MFG_DPFC_L 	0.75263	0.65426	0.78623	0.67127	0.55403	0.66022	0.79688	0.56965	1	0.80774	0.66033	0.66207	0.57689	0.61431	0.7133	0.74278	0.57949	0.68764	0.32859	0.28354	0.53079	0.4561	0.52161	0.53596	0.5267	0.64194	0.35631	0.26242	0.55215	0.57372	0.6553	0.40644	0.53498	0.41476	0.48834	0.49755	0.4982	0.47301	0.52774	0.44681	0.54616	0.41571	0.37262	0.40538	0.49205	0.21952	0.30527	0.19514	0.52948	0.52977	0.14295	0.29644	0.24556	0.29111	0.15474	0.11044	0.746	0.70741	-0.092684	0.13888	0.12585	-0.2248	0.73267	0.70196	0.44099	0.29299	0.5728	0.59399	0.16862	0.07509	0.30316	0.2845	0.50694	0.49812	0.29797	0.43744	0.25148	0.38578	
 MFG_DPFC_R 	0.71969	0.70592	0.77135	0.70633	0.75809	0.73608	0.61707	0.6813	0.80774	1	0.55712	0.78532	0.30124	0.48206	0.53181	0.65656	0.39892	0.57163	0.23777	0.36341	0.41489	0.31526	0.44978	0.4893	0.42403	0.65411	0.28713	0.21157	0.44525	0.55005	0.47766	0.32418	0.35284	0.33013	0.2938	0.34336	0.3502	0.40639	0.26368	0.22453	0.29465	0.51052	0.17462	0.14602	0.2388	0.10621	0.21558	0.049603	0.2673	0.37341	0.031676	0.093794	0.095626	0.1751	0.059659	0.033288	0.71639	0.68214	0.11228	0.2771	0.18249	-0.14466	0.69006	0.65402	0.19042	0.13001	0.41714	0.42448	0.02373	-0.10377	0.56037	0.40757	0.34281	0.33275	0.36905	0.22842	0.22151	0.26106	
