Gray Images
Image	Object	Pixels	Min	Max	Mean	Std	

Color Images
Image	Object	Pixels	RMin	RMax	RMean	RStd	GMin	GMax	GMean	GStd	BMin	BMax	BMean	BStd	



Type1-L1 Statistics

mkirby501a_3_1_ax_MNI.img	Telencephalon_L	553901	9.4097	222.0178	128.1752	41.9333	
mkirby501a_3_1_ax_MNI.img	Telencephalon_R	564482	9.4218	218.9007	129.0293	41.7748	
mkirby501a_3_1_ax_MNI.img	Diencephalon_L	10198	52.8072	211.2129	149.7593	19.4861	
mkirby501a_3_1_ax_MNI.img	Diencephalon_R	10063	61.5731	225.1385	149.5063	19.3791	
mkirby501a_3_1_ax_MNI.img	Mesencephalon	11075	76.1660	217.9272	174.4544	19.0169	
mkirby501a_3_1_ax_MNI.img	Metencephalon	150418	13.4479	214.9632	128.5616	34.0439	
mkirby501a_3_1_ax_MNI.img	Myelencephalon	5731	71.9858	225.8490	167.3641	24.3294	
mkirby501a_3_1_ax_MNI.img	CSF	103813	2.4959	163.3193	38.0467	20.5002	



Type1-L2 Statistics

mkirby501a_3_1_ax_MNI.img	CerebralCortex_L	291226	9.4097	219.9629	94.1150	24.2443	
mkirby501a_3_1_ax_MNI.img	CerebralCortex_R	293630	9.4218	209.0486	94.6897	24.1847	
mkirby501a_3_1_ax_MNI.img	CerebralNucli_L	13354	52.4832	207.1310	141.5566	23.1974	
mkirby501a_3_1_ax_MNI.img	CerebralNucli_R	14173	58.6396	201.5232	142.3486	22.6576	
mkirby501a_3_1_ax_MNI.img	Thalamus_L	6895	81.7617	186.6687	148.8797	15.9364	
mkirby501a_3_1_ax_MNI.img	Thalamus_R	6818	74.4030	188.6531	149.2403	16.5088	
mkirby501a_3_1_ax_MNI.img	BasalForebrain_L	3303	52.8072	211.2129	151.5953	25.2430	
mkirby501a_3_1_ax_MNI.img	BasalForebrain_R	3245	61.5731	225.1385	150.0653	24.3211	
mkirby501a_3_1_ax_MNI.img	Mesencephalon_L	5460	87.8254	217.9272	175.6058	17.6336	
mkirby501a_3_1_ax_MNI.img	Mesencephalon_R	5615	76.1660	215.8646	173.3348	20.2088	
mkirby501a_3_1_ax_MNI.img	Metencephalon_R	75369	22.4128	214.9632	128.9757	34.0899	
mkirby501a_3_1_ax_MNI.img	Metencephalon_L	75049	13.4479	210.6801	128.1457	33.9926	
mkirby501a_3_1_ax_MNI.img	Myelencephalon_L	2589	71.9858	225.8490	164.3303	25.2580	
mkirby501a_3_1_ax_MNI.img	Myelencephalon_R	3142	72.5416	221.3042	169.8639	23.2410	
mkirby501a_3_1_ax_MNI.img	WhiteMatter_L	249321	44.9292	222.0178	167.2435	17.3241	
mkirby501a_3_1_ax_MNI.img	WhiteMatter_R	256679	47.2121	218.9007	167.5770	17.1962	
mkirby501a_3_1_ax_MNI.img	Ventricle	30331	4.2904	163.3193	48.6184	28.8159	
mkirby501a_3_1_ax_MNI.img	Sulcus_L	38980	2.7884	95.6674	33.2515	13.5738	
mkirby501a_3_1_ax_MNI.img	Sulcus_R	34502	2.4959	106.7508	34.1706	13.6792	



Type1-L3 Statistics

mkirby501a_3_1_ax_MNI.img	Frontal_L	92212	11.8555	219.9629	91.0509	24.2988	
mkirby501a_3_1_ax_MNI.img	Frontal_R	91564	9.4218	168.0556	91.1164	24.3074	
mkirby501a_3_1_ax_MNI.img	Parietal_L	54567	11.6053	173.5526	94.9434	25.9690	
mkirby501a_3_1_ax_MNI.img	Parietal_R	54635	15.3687	172.2839	95.9514	25.6121	
mkirby501a_3_1_ax_MNI.img	Temporal_L	66976	17.3576	172.0125	93.1504	21.8548	
mkirby501a_3_1_ax_MNI.img	Temporal_R	71117	12.3270	165.3787	95.3754	21.8617	
mkirby501a_3_1_ax_MNI.img	Limbic_L	31216	15.9591	209.0157	102.1853	23.3122	
mkirby501a_3_1_ax_MNI.img	Limbic_R	33105	18.5192	177.6776	100.6780	23.8020	
mkirby501a_3_1_ax_MNI.img	Occipital_L	39901	9.4097	167.0172	95.1309	25.2738	
mkirby501a_3_1_ax_MNI.img	Occipital_R	36575	17.4210	172.6909	94.0869	25.1275	
mkirby501a_3_1_ax_MNI.img	Insula_L	8073	30.0834	155.0149	100.7366	20.4767	
mkirby501a_3_1_ax_MNI.img	Insula_R	8640	29.0382	209.0486	104.8809	22.2868	
mkirby501a_3_1_ax_MNI.img	BasalGang_L	11635	52.4832	207.1310	144.7876	22.8599	
mkirby501a_3_1_ax_MNI.img	BasalGang_R	12167	58.6396	201.5232	145.7042	22.3766	
