	 SFG_L 	 SFG_R 	 SFG_PFC_L 	 SFG_PFC_R 	 SFG_pole_L 	 SFG_pole_R 	 MFG_L 	 MFG_R 	 MFG_DPFC_L 	 MFG_DPFC_R 	 IFG_opercularis_L 	 IFG_opercularis_R 	 IFG_orbitalis_L 	 IFG_orbitalis_R 	 IFG_triangularis_L 	 IFG_triangularis_R 	 LFOG_L 	 LFOG_R 	 MFOG_L 	 MFOG_R 	 RG_L 	 RG_R 	 PoCG_L 	 PoCG_R 	 PrCG_L 	 PrCG_R 	 SPG_L 	 SPG_R 	 SMG_L 	 SMG_R 	 AG_L 	 AG_R 	 PrCu_L 	 PrCu_R 	 STG_L 	 STG_R 	 STG_L_pole 	 STG_R_pole 	 MTG_L 	 MTG_R 	 MTG_L_pole 	 MTG_R_pole 	 ITG_L 	 ITG_R 	 FuG_L 	 FuG_R 	 SOG_L 	 SOG_R 	 MOG_L 	 MOG_R 	 IOG_L 	 IOG_R 	 Cu_L 	 Cu_R 	 LG_L 	 LG_R 	 rostral_ACC_L 	 rostral_ACC_R 	 subcallosal_ACC_L 	 subcallosal_ACC_R 	 subgenual_ACC_L 	 subgenual_ACC_R 	 dorsal_ACC_L 	 dorsal_ACC_R 	 PCC_L 	 PCC_R 	 Insula_L 	 Insula_R 	 CerebellumGM_L 	 CerebellumGM_R 	 Caud_L 	 Caud_R 	 Put_L 	 Put_R 	 GP_L 	 GP_R 	 Thalamus_L 	 Thalamus_R 	
 SFG_L 	Inf	1.0447	0.733	0.65509	0.54304	0.40298	0.47006	0.23603	0.41638	0.16398	0.045261	0.33125	0.40501	0.69871	0.65776	0.51665	0.30618	0.23552	0.14382	0.22906	0.32513	0.36895	0.51688	0.5437	0.6287	0.478	0.32926	0.48635	0.089019	0.094433	0.71254	0.40671	0.53963	0.50763	0.49164	0.322	0.56988	0.5205	0.69033	0.63902	0.52579	0.36453	0.47985	0.32632	0.31112	0.32539	0.29724	0.51465	0.36934	0.27846	0.35325	0.38409	0.51037	0.44745	0.43056	0.37241	0.070985	0.33501	0.18103	0.085422	0.168	0.050105	0.41643	0.27072	0.6651	0.62757	0.20865	0.20236	0.35059	0.41132	0.057889	0.064487	-0.090967	-0.033625	-0.27982	-0.090806	-0.22233	-0.28813	
 SFG_R 	1.0447	Inf	0.46172	0.70031	0.14321	0.19512	0.31365	0.3674	0.39313	0.37044	0.15527	0.34985	0.23564	0.75501	0.46002	0.45991	0.254	0.32355	0.14408	0.3281	0.23196	0.38583	0.31786	0.33134	0.52497	0.52041	0.11172	0.35205	0.19603	0.23459	0.39181	0.41251	0.26462	0.32062	0.47887	0.32375	0.60498	0.56403	0.52775	0.58187	0.28509	0.28052	0.31749	0.26712	0.19507	0.24515	0.16808	0.35942	0.20933	0.13361	0.29089	0.34083	0.35775	0.27703	0.27803	0.22637	0.046293	0.44536	0.17065	0.27348	0.22499	0.17315	0.38397	0.29606	0.29196	0.36237	0.15144	0.32265	0.18362	0.1764	0.021994	0.055061	-0.20123	0.0040332	-0.31143	-0.22023	-0.1966	-0.14239	
 SFG_PFC_L 	0.733	0.46172	Inf	1.0131	0.82176	0.67026	0.67467	0.1866	0.32417	0.26931	0.009555	0.088196	0.47881	0.59819	0.65955	0.37573	0.23586	0.25604	0.19208	0.36254	0.37995	0.54799	0.073813	0.086968	0.13146	0.016542	0.053886	0.10071	-0.14693	-0.12524	1.0287	0.39662	0.081817	0.01919	0.17711	0.015928	0.18716	0.12229	0.59279	0.42637	0.56696	0.059484	0.52307	0.14075	-0.21695	-0.18947	-0.027768	0.092315	-0.11221	-0.11163	-0.071412	0.030183	0.013836	-0.060873	-0.093018	-0.14133	0.5098	0.39893	0.10559	0.11713	0.089639	0.030853	0.07906	0.049248	0.4958	0.1448	-0.13621	-0.13287	0.054968	0.1241	0.39629	0.37683	-0.018861	-0.072877	-0.051645	0.016625	0.14989	0.023492	
 SFG_PFC_R 	0.65509	0.70031	1.0131	Inf	0.60943	0.46988	0.39412	0.20761	0.46559	0.49	0.12288	0.35193	0.32743	0.77702	0.46817	0.4156	0.30671	0.29093	0.043158	0.30754	0.2995	0.56728	0.055493	0.028241	0.13259	0.11141	0.035609	0.071424	0.11888	0.084397	0.63431	0.4191	0.07739	0.072036	0.16903	0.049695	0.21391	0.1403	0.35705	0.32085	0.32808	-0.069745	0.34831	0.056099	-0.09183	-0.075837	-0.0062672	0.097433	-0.056636	-0.049554	0.055104	0.13161	0.038412	-0.011094	-0.019161	-0.079376	0.52468	0.70909	0.16753	0.084476	0.11698	0.00065898	0.2763	0.29	0.41164	0.20028	0.071527	0.13894	0.13839	0.13336	0.32107	0.35163	0.020097	0.01025	-0.11937	0.0016465	0.087249	0.068931	
 SFG_pole_L 	0.54304	0.14321	0.82176	0.60943	Inf	0.74975	0.50204	0.066709	0.4604	0.050774	0.13218	0.25461	0.54715	0.52626	0.7127	0.47199	0.26727	0.16179	0.080634	0.30033	0.54675	0.50017	0.23567	0.22811	0.14231	0.079134	0.41477	0.19526	0.10853	0.0064894	0.91287	0.43579	0.4572	0.26484	0.18312	0.13133	-0.06199	-0.018263	0.37124	0.29985	0.40571	0.070678	0.2736	0.061894	0.0049754	-0.025218	0.30036	0.24391	0.22323	0.16668	0.12819	0.12412	0.23018	0.15028	0.15557	0.067372	0.40431	0.37753	0.31902	-0.070103	0.25295	-0.19211	0.30492	0.17227	0.7837	0.43922	0.18167	0.024833	0.37638	0.43282	0.29546	0.30858	0.087746	0.079015	-0.060038	0.29287	-0.041639	-0.20975	
 SFG_pole_R 	0.40298	0.19512	0.67026	0.46988	0.74975	Inf	0.62405	0.43744	0.24947	0.26445	0.11297	0.41682	0.78639	0.66091	0.79336	0.8489	0.36554	0.43426	0.42104	0.43628	0.59121	0.5853	0.40177	0.42377	0.2842	0.33533	0.39135	0.46297	0.051108	0.092612	0.70875	0.7397	0.35718	0.33876	0.45172	0.41829	0.24481	0.33351	0.68681	0.60317	0.71755	0.43962	0.61787	0.54792	0.14576	0.23944	0.42962	0.44146	0.25368	0.29731	0.31195	0.33558	0.33405	0.2469	0.25944	0.19484	0.35776	0.30596	0.18982	0.20068	0.20176	0.069552	0.16111	0.014642	0.46037	0.37114	0.14232	-0.035428	0.25291	0.26956	0.16036	-0.018806	0.016684	-0.054502	-0.042525	0.39993	-0.28467	-0.40919	
 MFG_L 	0.47006	0.31365	0.67467	0.39412	0.50204	0.62405	Inf	0.76689	0.17516	0.30786	0.20899	0.13526	0.3434	0.39554	0.45852	0.45342	0.20794	0.14514	0.23707	0.39959	0.19363	0.24665	0.042576	0.010744	0.098017	0.030675	0.39069	0.3658	-0.18325	-0.22134	0.81903	0.67539	0.23446	0.22037	0.13901	0.03751	0.20129	0.053435	0.40421	0.42567	0.39056	0.33711	0.52514	0.34225	-0.064034	-0.034762	0.10252	0.060979	-0.029145	-0.033238	-0.035954	-0.022251	0.035261	-0.036081	-0.06817	-0.12393	0.012467	0.032931	0.12139	0.25964	-0.067405	-0.033061	-0.16834	-0.29509	0.35387	0.057107	-0.3288	-0.41563	0.020342	0.08357	0.040544	0.060981	-0.26534	-0.17619	-0.16488	0.051938	0.0024814	-0.17474	
 MFG_R 	0.23603	0.3674	0.1866	0.20761	0.066709	0.43744	0.76689	Inf	0.16686	0.54943	0.087929	0.15279	0.20924	0.26913	0.23951	0.39379	0.10824	0.29443	0.24231	0.46817	0.076678	0.066722	0.030819	-0.0067435	0.041811	0.17365	0.34615	0.45121	-0.00996	0.0070778	0.37662	0.98285	0.30488	0.46746	0.15893	0.12769	0.21648	0.18697	0.27281	0.38068	0.24252	0.47904	0.35178	0.52108	0.11583	0.17964	0.1951	0.1405	0.06859	0.10435	0.069168	0.091387	0.14728	0.038287	0.052915	0.012679	-0.065017	0.050707	-0.047408	0.23047	0.050579	0.03926	-0.073264	-0.14998	0.1841	0.12842	-0.16208	-0.09173	0.13271	0.10065	0.047382	0.11684	-0.11245	0.10813	-0.1803	0.031073	-0.1025	-0.12437	
 MFG_DPFC_L 	0.41638	0.39313	0.32417	0.46559	0.4604	0.24947	0.17516	0.16686	Inf	0.67367	0.29394	0.44132	0.23209	0.42931	0.45053	0.23095	0.044536	0.083791	-0.042095	0.14649	0.088938	0.16559	0.14403	0.088025	0.16883	0.25593	0.28553	0.21989	0.63375	0.37011	0.21625	0.38922	0.3721	0.41654	0.08323	0.026026	-0.096791	0.0079475	0.042982	0.026798	-0.021381	-0.032563	0.0017422	0.023347	0.076306	0.13757	0.20625	0.30678	0.24542	0.22232	0.16787	0.21452	0.25135	0.21011	0.24397	0.22083	0.21337	0.33864	0.23931	-0.054735	0.22622	-0.19737	0.46988	0.46886	0.36197	0.39826	0.2834	0.37866	0.42642	0.47078	0.21921	0.2599	0.037509	0.09228	0.032577	0.14121	0.13224	0.16585	
 MFG_DPFC_R 	0.16398	0.37044	0.26931	0.49	0.050774	0.26445	0.30786	0.54943	0.67367	Inf	0.22073	0.36483	0.12572	0.45173	0.2366	0.27793	-0.0018335	0.3457	0.20543	0.38252	0.017798	0.17882	-0.030266	-0.14843	0.024181	0.14459	-0.0050109	0.059025	0.29805	0.21103	0.08891	0.47395	-0.0024296	0.18996	0.12328	0.033462	0.038493	0.058129	0.079931	0.14348	-0.029301	-0.034863	0.15416	0.17514	-0.11491	0.012396	-0.075852	0.014119	-0.093471	-0.025157	-0.075391	-0.021774	-0.036132	-0.048126	-0.072322	-0.062912	0.13306	0.30814	0.033264	0.25452	0.099719	-0.052281	0.17228	0.25465	0.022684	-0.0055238	0.0071349	0.20796	0.098272	0.13087	0.138	0.19347	0.024196	0.021428	0.06406	-0.04908	0.24368	0.25904	
