	 SFG_L 	 SFG_R 	 SFG_PFC_L 	 SFG_PFC_R 	 SFG_pole_L 	 SFG_pole_R 	 MFG_L 	 MFG_R 	 MFG_DPFC_L 	 MFG_DPFC_R 	 IFG_opercularis_L 	 IFG_opercularis_R 	 IFG_orbitalis_L 	 IFG_orbitalis_R 	 IFG_triangularis_L 	 IFG_triangularis_R 	 LFOG_L 	 LFOG_R 	 MFOG_L 	 MFOG_R 	 RG_L 	 RG_R 	 PoCG_L 	 PoCG_R 	 PrCG_L 	 PrCG_R 	 SPG_L 	 SPG_R 	 SMG_L 	 SMG_R 	 AG_L 	 AG_R 	 PrCu_L 	 PrCu_R 	 STG_L 	 STG_R 	 STG_L_pole 	 STG_R_pole 	 MTG_L 	 MTG_R 	 MTG_L_pole 	 MTG_R_pole 	 ITG_L 	 ITG_R 	 FuG_L 	 FuG_R 	 SOG_L 	 SOG_R 	 MOG_L 	 MOG_R 	 IOG_L 	 IOG_R 	 Cu_L 	 Cu_R 	 LG_L 	 LG_R 	 rostral_ACC_L 	 rostral_ACC_R 	 subcallosal_ACC_L 	 subcallosal_ACC_R 	 subgenual_ACC_L 	 subgenual_ACC_R 	 dorsal_ACC_L 	 dorsal_ACC_R 	 PCC_L 	 PCC_R 	 Insula_L 	 Insula_R 	 CerebellumGM_L 	 CerebellumGM_R 	 Caud_L 	 Caud_R 	 Put_L 	 Put_R 	 GP_L 	 GP_R 	 Thalamus_L 	 Thalamus_R 	
 SFG_L 	1	0.77973	0.6249	0.57509	0.49528	0.3825	0.43825	0.23174	0.39388	0.16252	0.04523	0.31964	0.38423	0.60355	0.57687	0.47511	0.29696	0.23126	0.14284	0.22514	0.31414	0.35307	0.47529	0.49578	0.55716	0.44464	0.31786	0.45131	0.088785	0.094153	0.61227	0.38568	0.49271	0.46809	0.45552	0.31131	0.51527	0.47809	0.5982	0.56423	0.48216	0.3492	0.44612	0.31521	0.30145	0.31437	0.28878	0.47356	0.35341	0.27148	0.33926	0.36626	0.47023	0.4198	0.40579	0.3561	0.070866	0.32301	0.17908	0.085215	0.16644	0.050063	0.39392	0.2643	0.58174	0.55637	0.20568	0.19964	0.3369	0.38959	0.057825	0.064398	-0.090717	-0.033612	-0.27274	-0.090558	-0.21874	-0.28042	
 SFG_R 	0.77973	1	0.43148	0.60456	0.14224	0.19268	0.30375	0.35172	0.37406	0.35437	0.15403	0.33625	0.23137	0.63813	0.4301	0.43001	0.24868	0.31272	0.14309	0.31682	0.22789	0.36776	0.30757	0.31973	0.48153	0.47802	0.11126	0.33819	0.19356	0.23038	0.37292	0.39061	0.25861	0.31007	0.44534	0.31289	0.54059	0.51096	0.48366	0.52402	0.27761	0.27339	0.30724	0.26095	0.19264	0.24035	0.16652	0.3447	0.20632	0.13282	0.28295	0.32822	0.34323	0.27015	0.27108	0.22258	0.04626	0.41807	0.16901	0.26686	0.22127	0.17144	0.36615	0.28771	0.28393	0.3473	0.15029	0.3119	0.18159	0.17459	0.02199	0.055005	-0.19856	0.0040332	-0.30174	-0.21674	-0.1941	-0.14144	
 SFG_PFC_L 	0.6249	0.43148	1	0.76706	0.67603	0.58515	0.58804	0.18446	0.31327	0.26298	0.0095547	0.087968	0.44529	0.53576	0.57806	0.359	0.23158	0.25058	0.18976	0.34745	0.36266	0.49901	0.073679	0.086749	0.1307	0.016541	0.053834	0.10038	-0.14588	-0.12459	0.77339	0.37705	0.081635	0.019187	0.17528	0.015926	0.18501	0.12168	0.5319	0.40229	0.51312	0.059414	0.48006	0.13982	-0.21361	-0.18723	-0.027761	0.092054	-0.11174	-0.11117	-0.071291	0.030174	0.013835	-0.060798	-0.092751	-0.14039	0.46979	0.37904	0.1052	0.1166	0.0894	0.030843	0.078896	0.049209	0.45881	0.1438	-0.13537	-0.13209	0.054912	0.12346	0.37677	0.35995	-0.018859	-0.072749	-0.051599	0.016624	0.14878	0.023487	
 SFG_PFC_R 	0.57509	0.60456	0.76706	1	0.54373	0.4381	0.37491	0.20468	0.43463	0.45422	0.12226	0.33809	0.31621	0.65099	0.43672	0.39321	0.29744	0.28299	0.043131	0.2982	0.29086	0.51336	0.055436	0.028233	0.13182	0.11095	0.035594	0.071303	0.11832	0.084197	0.56101	0.39617	0.077236	0.071912	0.16744	0.049654	0.2107	0.13939	0.34262	0.31028	0.3168	-0.069632	0.33488	0.05604	-0.091573	-0.075692	-0.0062671	0.097126	-0.056576	-0.049514	0.055048	0.13086	0.038393	-0.011094	-0.019159	-0.07921	0.4813	0.61011	0.16598	0.084276	0.11645	0.00065898	0.26948	0.28213	0.38986	0.19764	0.071405	0.13806	0.13752	0.13258	0.31048	0.33782	0.020094	0.01025	-0.1188	0.0016465	0.087028	0.068822	
 SFG_pole_L 	0.49528	0.14224	0.67603	0.54373	1	0.635	0.46372	0.06661	0.43041	0.05073	0.13142	0.24925	0.49838	0.48252	0.61237	0.4398	0.26108	0.16039	0.08046	0.29162	0.49808	0.46225	0.2314	0.22424	0.14136	0.07897	0.39252	0.19282	0.10811	0.0064893	0.72251	0.41015	0.4278	0.25882	0.1811	0.13058	-0.061911	-0.018261	0.35507	0.29117	0.38483	0.07056	0.26697	0.061815	0.0049753	-0.025213	0.29164	0.23919	0.21959	0.16515	0.1275	0.12349	0.2262	0.14916	0.15433	0.067271	0.38363	0.36056	0.30862	-0.069988	0.24769	-0.18978	0.2958	0.17059	0.65483	0.413	0.17969	0.024828	0.35956	0.40768	0.28715	0.29914	0.087521	0.078851	-0.059966	0.28477	-0.041615	-0.20672	
 SFG_pole_R 	0.3825	0.19268	0.58515	0.4381	0.635	1	0.55394	0.41152	0.24442	0.25845	0.1125	0.39425	0.65636	0.57897	0.66031	0.69049	0.35009	0.40888	0.3978	0.41056	0.53077	0.5265	0.38146	0.40011	0.27679	0.3233	0.37252	0.4325	0.051063	0.092348	0.60989	0.62897	0.34272	0.32637	0.42331	0.39549	0.24003	0.32167	0.59593	0.5393	0.61539	0.41333	0.54964	0.49896	0.14473	0.23496	0.40501	0.41486	0.24838	0.28885	0.30221	0.32353	0.32215	0.242	0.25377	0.19241	0.34324	0.29676	0.18757	0.19803	0.19906	0.06944	0.15973	0.014641	0.43039	0.35499	0.14137	-0.035414	0.24766	0.26322	0.159	-0.018804	0.016682	-0.054448	-0.042499	0.37989	-0.27722	-0.38779	
 MFG_L 	0.43825	0.30375	0.58804	0.37491	0.46372	0.55394	1	0.64512	0.17339	0.29849	0.206	0.13444	0.33051	0.37613	0.42888	0.4247	0.20499	0.14413	0.23273	0.3796	0.19125	0.24177	0.04255	0.010744	0.097704	0.030665	0.37195	0.35031	-0.18123	-0.21779	0.67454	0.58851	0.23026	0.21687	0.13813	0.037493	0.19862	0.053384	0.38355	0.4017	0.37184	0.32489	0.48166	0.32948	-0.063947	-0.034748	0.10216	0.060903	-0.029136	-0.033226	-0.035938	-0.022248	0.035247	-0.036065	-0.068065	-0.1233	0.012466	0.032919	0.1208	0.25396	-0.067303	-0.033049	-0.16677	-0.28682	0.3398	0.057045	-0.31745	-0.39324	0.020339	0.083376	0.040522	0.060905	-0.25928	-0.17439	-0.1634	0.051892	0.0024814	-0.17299	
 MFG_R 	0.23174	0.35172	0.18446	0.20468	0.06661	0.41152	0.64512	1	0.16533	0.50009	0.087703	0.15161	0.20624	0.26282	0.23504	0.37462	0.10782	0.2862	0.23767	0.43672	0.076528	0.066623	0.030809	-0.0067434	0.041787	0.17192	0.33296	0.42289	-0.0099597	0.0070777	0.35977	0.7543	0.29578	0.43615	0.1576	0.127	0.21316	0.18482	0.26624	0.3633	0.23788	0.44547	0.33796	0.47853	0.11532	0.17773	0.19266	0.13958	0.068483	0.10397	0.069058	0.091134	0.14622	0.038268	0.052866	0.012678	-0.064925	0.050663	-0.047372	0.22648	0.050536	0.03924	-0.073133	-0.14887	0.18205	0.12772	-0.16067	-0.091474	0.13194	0.10031	0.047347	0.11631	-0.11198	0.10771	-0.17837	0.031063	-0.10214	-0.12374	
 MFG_DPFC_L 	0.39388	0.37406	0.31327	0.43463	0.43041	0.24442	0.17339	0.16533	1	0.58739	0.28575	0.41474	0.22801	0.40475	0.42234	0.22693	0.044507	0.083595	-0.04207	0.14545	0.088705	0.16409	0.14304	0.087799	0.16725	0.25049	0.27802	0.21642	0.56063	0.35409	0.21294	0.37068	0.35583	0.39401	0.083039	0.02602	-0.09649	0.0079473	0.042955	0.026792	-0.021377	-0.032552	0.0017422	0.023343	0.076159	0.13671	0.20338	0.29751	0.2406	0.21872	0.16631	0.21129	0.24619	0.20707	0.23924	0.21731	0.21019	0.32626	0.23484	-0.05468	0.22244	-0.19485	0.43811	0.43728	0.34695	0.37846	0.27605	0.36154	0.40233	0.43883	0.21577	0.2542	0.037491	0.092019	0.032566	0.14028	0.13148	0.16435	
 MFG_DPFC_R 	0.16252	0.35437	0.26298	0.45422	0.05073	0.25845	0.29849	0.50009	0.58739	1	0.21721	0.34946	0.12506	0.42332	0.23228	0.27099	-0.0018335	0.33256	0.20259	0.36489	0.017796	0.17694	-0.030257	-0.14735	0.024176	0.14359	-0.0050109	0.058956	0.28953	0.20796	0.088676	0.44138	-0.0024296	0.1877	0.12266	0.03345	0.038474	0.058064	0.079761	0.1425	-0.029293	-0.034849	0.15295	0.17338	-0.11441	0.012396	-0.075706	0.014118	-0.0932	-0.025152	-0.075248	-0.02177	-0.036116	-0.048089	-0.072196	-0.062829	0.13228	0.29875	0.033252	0.24916	0.09939	-0.052233	0.17059	0.24929	0.02268	-0.0055238	0.0071348	0.20501	0.097956	0.13013	0.13713	0.19109	0.024191	0.021425	0.063973	-0.049041	0.23897	0.25339	
