Gray Images
Image	Object	Pixels	Min	Max	Mean	Std	

Color Images
Image	Object	Pixels	RMin	RMax	RMean	RStd	GMin	GMax	GMean	GStd	BMin	BMax	BMean	BStd	



Type1-L1 Statistics

kirby239a_3_1_ax_MNI.img	Telencephalon_L	654387	4.2916	252.2852	110.9771	38.7733	
kirby239a_3_1_ax_MNI.img	Telencephalon_R	664773	7.6707	201.2447	112.7033	38.0378	
kirby239a_3_1_ax_MNI.img	Diencephalon_L	12058	56.2795	229.3035	141.4775	18.1930	
kirby239a_3_1_ax_MNI.img	Diencephalon_R	12181	62.0167	189.2331	140.6217	17.4929	
kirby239a_3_1_ax_MNI.img	Mesencephalon	12434	75.8823	195.4397	160.2212	15.2258	
kirby239a_3_1_ax_MNI.img	Metencephalon	168557	11.0040	200.3231	108.9330	34.3974	
kirby239a_3_1_ax_MNI.img	Myelencephalon	5419	43.1739	195.2368	150.5324	24.2048	
kirby239a_3_1_ax_MNI.img	CSF	127033	1.1963	140.8362	29.5907	17.1943	



Type1-L2 Statistics

kirby239a_3_1_ax_MNI.img	CerebralCortex_L	350755	4.2916	207.7613	79.6776	19.0718	
kirby239a_3_1_ax_MNI.img	CerebralCortex_R	352881	7.6707	179.3801	81.6256	18.7457	
kirby239a_3_1_ax_MNI.img	CerebralNucli_L	16171	53.2685	186.5103	126.6873	19.6534	
kirby239a_3_1_ax_MNI.img	CerebralNucli_R	16899	55.4998	187.0549	129.1397	19.3131	
kirby239a_3_1_ax_MNI.img	Thalamus_L	8329	56.2795	179.1361	142.5389	15.6208	
kirby239a_3_1_ax_MNI.img	Thalamus_R	8632	62.0167	184.0152	142.1013	15.4400	
kirby239a_3_1_ax_MNI.img	BasalForebrain_L	3729	73.6427	229.3035	139.1066	22.7402	
kirby239a_3_1_ax_MNI.img	BasalForebrain_R	3549	74.6007	189.2331	137.0229	21.2642	
kirby239a_3_1_ax_MNI.img	Mesencephalon_L	6279	88.5694	190.6419	160.4826	14.4616	
kirby239a_3_1_ax_MNI.img	Mesencephalon_R	6155	75.8823	195.4397	159.9546	15.9632	
kirby239a_3_1_ax_MNI.img	Metencephalon_R	85852	11.0040	200.3231	109.6030	34.4734	
kirby239a_3_1_ax_MNI.img	Metencephalon_L	82705	19.0022	189.3125	108.2376	34.3044	
kirby239a_3_1_ax_MNI.img	Myelencephalon_L	2566	43.1739	195.2368	149.0280	26.1988	
kirby239a_3_1_ax_MNI.img	Myelencephalon_R	2853	61.4245	192.5803	151.8854	22.1723	
kirby239a_3_1_ax_MNI.img	WhiteMatter_L	287461	29.4434	252.2852	148.2846	18.8594	
kirby239a_3_1_ax_MNI.img	WhiteMatter_R	294993	38.2405	201.2447	148.9380	18.3044	
kirby239a_3_1_ax_MNI.img	Ventricle	32810	1.5653	140.8362	37.1881	25.6817	
kirby239a_3_1_ax_MNI.img	Sulcus_L	51211	1.9713	78.5197	26.8323	11.6941	
kirby239a_3_1_ax_MNI.img	Sulcus_R	43012	1.1963	79.9136	27.0796	12.1591	



Type1-L3 Statistics

kirby239a_3_1_ax_MNI.img	Frontal_L	117581	10.9142	147.9492	78.5261	19.2578	
kirby239a_3_1_ax_MNI.img	Frontal_R	115426	7.6707	143.3821	79.8758	18.6228	
kirby239a_3_1_ax_MNI.img	Parietal_L	58806	9.4301	135.7796	75.0919	19.0415	
kirby239a_3_1_ax_MNI.img	Parietal_R	60969	12.8812	136.3337	76.5993	19.0646	
kirby239a_3_1_ax_MNI.img	Temporal_L	84129	11.3761	142.6255	79.0816	16.9637	
kirby239a_3_1_ax_MNI.img	Temporal_R	81834	14.1644	136.3685	81.8169	16.6225	
kirby239a_3_1_ax_MNI.img	Limbic_L	37863	22.0142	198.0506	90.7471	17.9253	
kirby239a_3_1_ax_MNI.img	Limbic_R	42576	17.1380	163.7304	90.6772	18.5551	
kirby239a_3_1_ax_MNI.img	Occipital_L	45419	4.2916	144.9240	79.2048	19.9822	
kirby239a_3_1_ax_MNI.img	Occipital_R	45005	15.9772	142.8326	82.2164	18.9763	
kirby239a_3_1_ax_MNI.img	Insula_L	8998	20.7439	207.7613	91.7437	15.6522	
kirby239a_3_1_ax_MNI.img	Insula_R	9406	22.8447	179.3801	96.8312	16.6551	
kirby239a_3_1_ax_MNI.img	BasalGang_L	14130	53.2685	186.5103	129.8661	18.7097	
kirby239a_3_1_ax_MNI.img	BasalGang_R	14564	55.4998	187.0549	132.4844	18.4065	
kirby239a_3_1_ax_MNI.img	Thalamus_L	8329	56.2795	179.1361	142.5389	15.6208	
