	 SFG_L 	 SFG_R 	 SFG_PFC_L 	 SFG_PFC_R 	 SFG_pole_L 	 SFG_pole_R 	 MFG_L 	 MFG_R 	 MFG_DPFC_L 	 MFG_DPFC_R 	 IFG_opercularis_L 	 IFG_opercularis_R 	 IFG_orbitalis_L 	 IFG_orbitalis_R 	 IFG_triangularis_L 	 IFG_triangularis_R 	 LFOG_L 	 LFOG_R 	 MFOG_L 	 MFOG_R 	 RG_L 	 RG_R 	 PoCG_L 	 PoCG_R 	 PrCG_L 	 PrCG_R 	 SPG_L 	 SPG_R 	 SMG_L 	 SMG_R 	 AG_L 	 AG_R 	 PrCu_L 	 PrCu_R 	 STG_L 	 STG_R 	 STG_L_pole 	 STG_R_pole 	 MTG_L 	 MTG_R 	 MTG_L_pole 	 MTG_R_pole 	 ITG_L 	 ITG_R 	 FuG_L 	 FuG_R 	 SOG_L 	 SOG_R 	 MOG_L 	 MOG_R 	 IOG_L 	 IOG_R 	 Cu_L 	 Cu_R 	 LG_L 	 LG_R 	 rostral_ACC_L 	 rostral_ACC_R 	 subcallosal_ACC_L 	 subcallosal_ACC_R 	 subgenual_ACC_L 	 subgenual_ACC_R 	 dorsal_ACC_L 	 dorsal_ACC_R 	 PCC_L 	 PCC_R 	 Insula_L 	 Insula_R 	 CerebellumGM_L 	 CerebellumGM_R 	 Caud_L 	 Caud_R 	 Put_L 	 Put_R 	 GP_L 	 GP_R 	 Thalamus_L 	 Thalamus_R 	
 SFG_L 	1	0.61908	0.51977	0.47436	0.44364	0.27557	0.54533	0.05272	0.44731	0.081407	0.28833	0.14011	0.54537	0.21043	0.60461	0.22793	0.52147	0.026733	0.22245	0.077222	0.34389	-0.099303	0.39055	0.51404	0.55227	0.2538	0.51224	0.35043	0.46001	0.31033	0.4555	0.20648	0.6106	0.52595	0.45287	0.29648	0.35262	0.35245	0.64822	0.28511	0.11603	0.27188	0.32874	0.45879	0.46949	0.53534	0.36382	0.35294	0.62187	0.52988	0.40725	0.45035	0.39557	0.37124	0.38591	0.42807	0.10962	0.058784	-0.12277	0.058771	0.0078134	0.20294	0.46005	0.36668	0.40886	0.31059	0.018229	0.066712	0.35584	0.53467	0.16866	0.29722	0.16254	-0.085085	-0.10746	-0.13707	0.43825	0.31022	
 SFG_R 	0.61908	1	0.46726	0.49819	0.39785	0.47027	0.48191	0.36192	0.61215	0.33717	0.37402	0.2173	0.48903	0.31125	0.40917	0.19584	0.51745	0.16007	0.21985	0.10076	0.13941	0.029671	0.13313	0.28947	0.3165	0.25693	0.43794	0.46741	0.35446	0.43367	0.45352	0.44878	0.57332	0.57774	0.46815	0.3667	0.22345	0.39512	0.35792	0.32143	-0.059535	0.099468	0.39933	0.58615	0.61211	0.63849	0.40773	0.38644	0.50052	0.51948	0.45433	0.54893	0.45434	0.43863	0.46193	0.47686	0.15604	0.018534	0.023553	-0.096433	0.065921	-0.0099966	0.39133	0.37105	0.37233	0.34062	0.048631	0.10818	0.5096	0.53632	0.32306	0.24847	0.18049	-0.10273	0.023519	-0.15075	0.28839	0.30553	
 SFG_PFC_L 	0.51977	0.46726	1	0.80252	0.6619	0.75926	0.71091	0.15819	0.37799	-0.13899	0.12775	0.37364	0.5083	0.48011	0.59458	0.22489	0.478	0.10083	0.095539	0.13723	0.51777	0.1399	0.21928	0.25314	0.17038	-0.14456	0.25245	0.086003	0.10161	-0.065853	0.25008	0.12497	0.48768	0.43442	0.25674	0.088222	0.47669	0.49653	0.53385	0.26853	0.35299	0.32035	0.24062	0.28127	0.3514	0.46642	0.24736	0.19253	0.52767	0.38556	0.31324	0.21846	0.43197	0.41218	0.16801	0.32005	0.35961	0.28417	-0.16308	-0.050716	0.031807	0.20024	0.31927	0.090601	0.61025	0.46186	0.14587	0.065999	0.25364	0.43001	0.05578	0.11728	0.14247	-0.024487	0.12272	-0.073373	0.37974	0.32787	
 SFG_PFC_R 	0.47436	0.49819	0.80252	1	0.67776	0.83796	0.49438	0.38367	0.26394	0.018032	0.047822	0.32688	0.39386	0.53757	0.31774	0.19603	0.44633	-0.15191	0.14669	0.017939	0.3286	0.098558	0.12647	0.18124	0.14905	-0.096039	0.29947	0.238	0.23858	0.098202	0.28524	0.41442	0.42665	0.49438	0.29129	0.19028	0.42842	0.58293	0.47113	0.39864	0.15973	0.1928	0.13546	0.32389	0.37115	0.41795	0.33191	0.25858	0.53006	0.44373	0.37382	0.31984	0.44347	0.49955	0.2342	0.41208	0.28156	0.25442	-0.01639	-0.15316	0.13353	0.15321	0.20499	0.10194	0.55046	0.55677	0.10404	0.034148	0.34949	0.4111	0.028758	0.028247	0.10344	-0.13738	0.0039458	-0.21288	0.37478	0.30785	
 SFG_pole_L 	0.44364	0.39785	0.6619	0.67776	1	0.73401	0.53318	0.23038	0.24318	0.086613	0.1132	0.16328	0.42332	0.49236	0.4063	0.2894	0.44971	0.069206	0.18594	0.17602	0.35526	0.24002	0.12506	0.20597	0.11093	-0.046494	0.34661	0.28392	0.1964	0.081779	0.35513	0.43259	0.51585	0.50077	0.24993	0.1514	0.2138	0.44179	0.48166	0.40701	0.031576	0.31257	0.087711	0.23432	0.24368	0.29678	0.39275	0.34254	0.50816	0.36002	0.3133	0.29963	0.40377	0.41882	0.25344	0.35444	0.37254	0.16046	-0.094593	0.11491	0.014778	0.10518	0.34575	0.21337	0.71723	0.71593	-0.0027093	0.061985	0.2172	0.32061	0.087565	0.044457	-0.0020055	-0.21115	0.0046393	-0.28612	0.47386	0.44079	
 SFG_pole_R 	0.27557	0.47027	0.75926	0.83796	0.73401	1	0.49929	0.35674	0.27027	0.0020269	0.12189	0.39912	0.34545	0.58428	0.33534	0.23893	0.28541	-0.018305	0.05301	0.045887	0.28031	0.23238	0.039763	0.047927	0.041831	-0.1603	0.24374	0.20339	0.11957	0.00083287	0.23592	0.397	0.42255	0.49318	0.23759	0.18862	0.34584	0.56261	0.37313	0.39813	0.17257	0.23491	0.029487	0.23251	0.28132	0.30987	0.29722	0.26053	0.42661	0.32751	0.26911	0.20308	0.36459	0.41613	0.20683	0.34724	0.35246	0.21479	-0.028456	-0.12559	-0.046965	0.063086	0.2908	0.14145	0.64983	0.62475	0.057477	0.069091	0.2665	0.31177	0.058672	-0.014445	0.076234	-0.14492	0.091088	-0.097958	0.34043	0.36931	
 MFG_L 	0.54533	0.48191	0.71091	0.49438	0.53318	0.49929	1	0.24342	0.45218	-0.088825	0.29202	0.20463	0.38811	0.30157	0.68842	0.19643	0.3033	0.18894	-0.019057	0.0018576	0.36489	0.12087	-0.034864	0.027176	0.029753	-0.1683	0.21992	0.064421	-0.0055391	-0.079966	0.45534	0.20994	0.39949	0.33397	0.13809	-0.02199	0.25077	0.32642	0.52135	0.26402	0.27513	0.21847	0.23367	0.20695	0.25738	0.38403	0.24538	0.14996	0.54827	0.36992	0.26878	0.16032	0.32791	0.27949	0.21913	0.18313	0.2092	0.044022	-0.20188	-0.011334	-0.1109	0.074517	0.23435	0.038518	0.51994	0.33148	-0.08739	-0.20689	0.13586	0.31319	0.15923	0.08221	-0.02776	-0.22889	0.11265	-0.018899	0.26298	0.25723	
 MFG_R 	0.05272	0.36192	0.15819	0.38367	0.23038	0.35674	0.24342	1	0.36075	0.45327	0.065109	-0.044599	-0.022912	0.17843	-0.052719	0.047681	0.16521	-0.026327	-0.021334	0.093522	0.10129	0.21809	-0.24182	-0.19202	-0.21948	0.072876	0.16756	0.25479	0.021789	0.20028	0.42272	0.54028	0.15788	0.24704	-0.079674	-0.047473	0.12133	0.35348	0.0092968	0.19601	-0.26055	-0.079235	0.028746	0.13818	0.06336	0.058682	0.045386	0.061076	0.20713	0.17547	0.20631	0.20377	0.16336	0.22811	0.090428	0.10116	0.16044	0.059871	0.040064	-0.055084	0.20242	0.032515	0.086831	0.11593	0.19214	0.37793	-0.056774	-0.02036	0.10159	0.073282	0.18074	0.012363	0.08758	-0.294	-0.14338	-0.32625	0.016357	0.062508	
 MFG_DPFC_L 	0.44731	0.61215	0.37799	0.26394	0.24318	0.27027	0.45218	0.36075	1	0.58228	0.40977	0.14195	0.31364	0.078746	0.42141	0.17264	0.49946	0.32687	0.10127	0.13666	0.057191	-0.1168	0.046194	0.10375	0.28398	0.40998	0.47765	0.40055	0.46555	0.41663	0.50387	0.30611	0.55135	0.5039	0.28787	0.18969	0.14861	0.23611	0.15258	0.072556	0.015958	0.23376	0.47353	0.46209	0.47206	0.53149	0.34547	0.4291	0.36395	0.42844	0.41001	0.46033	0.43719	0.40305	0.37674	0.39748	-0.021379	-0.095273	-0.2182	-0.026728	0.051289	0.0035562	0.33708	0.31368	0.26325	0.27917	0.14021	0.11972	0.4131	0.38149	0.18579	0.21519	0.17388	-0.082375	0.061306	-0.10933	0.16121	0.25863	
 MFG_DPFC_R 	0.081407	0.33717	-0.13899	0.018032	0.086613	0.0020269	-0.088825	0.45327	0.58228	1	0.13594	-0.041011	0.080227	-0.011156	-0.10462	0.22248	0.22555	0.1597	0.068909	0.18483	-0.16701	-0.1201	-0.038025	0.054043	0.036283	0.47944	0.22999	0.47635	0.34851	0.56303	0.40387	0.51785	0.37334	0.39589	0.22686	0.2443	-0.081961	0.025098	-0.047255	0.1191	-0.42915	0.1508	0.16582	0.31989	0.25949	0.22714	0.19673	0.36902	0.034509	0.15804	0.25969	0.48101	0.099447	0.1423	0.17306	0.22151	-0.059575	-0.051255	-0.023016	0.11584	0.22769	-0.014032	0.1474	0.30347	0.094108	0.22534	0.0054664	0.19025	0.42888	0.24386	0.11739	0.1285	0.034466	-0.10963	-0.09259	-0.27271	-0.037516	0.10059	
