	 SFG_L 	 SFG_R 	 SFG_PFC_L 	 SFG_PFC_R 	 SFG_pole_L 	 SFG_pole_R 	 MFG_L 	 MFG_R 	 MFG_DPFC_L 	 MFG_DPFC_R 	 IFG_opercularis_L 	 IFG_opercularis_R 	 IFG_orbitalis_L 	 IFG_orbitalis_R 	 IFG_triangularis_L 	 IFG_triangularis_R 	 LFOG_L 	 LFOG_R 	 MFOG_L 	 MFOG_R 	 RG_L 	 RG_R 	 PoCG_L 	 PoCG_R 	 PrCG_L 	 PrCG_R 	 SPG_L 	 SPG_R 	 SMG_L 	 SMG_R 	 AG_L 	 AG_R 	 PrCu_L 	 PrCu_R 	 STG_L 	 STG_R 	 STG_L_pole 	 STG_R_pole 	 MTG_L 	 MTG_R 	 MTG_L_pole 	 MTG_R_pole 	 ITG_L 	 ITG_R 	 FuG_L 	 FuG_R 	 SOG_L 	 SOG_R 	 MOG_L 	 MOG_R 	 IOG_L 	 IOG_R 	 Cu_L 	 Cu_R 	 LG_L 	 LG_R 	 rostral_ACC_L 	 rostral_ACC_R 	 subcallosal_ACC_L 	 subcallosal_ACC_R 	 subgenual_ACC_L 	 subgenual_ACC_R 	 dorsal_ACC_L 	 dorsal_ACC_R 	 PCC_L 	 PCC_R 	 Insula_L 	 Insula_R 	 CerebellumGM_L 	 CerebellumGM_R 	 Caud_L 	 Caud_R 	 Put_L 	 Put_R 	 GP_L 	 GP_R 	 Thalamus_L 	 Thalamus_R 	
 SFG_L 	Inf	0.86529	0.96131	0.61427	0.48448	0.25269	0.95148	0.72369	0.75438	0.28878	0.85766	0.4434	0.67814	0.26224	0.6107	0.1601	0.22266	0.13264	0.075318	0.00064218	0.12251	0.21593	0.73442	0.5443	0.91929	0.71477	0.60446	0.5155	0.43876	0.29366	0.85983	0.53942	0.54664	0.39569	0.59306	0.43806	0.24653	0.099498	0.48598	0.21181	0.35576	0.33276	0.60031	0.44718	0.38114	0.20132	0.44874	0.44737	0.46296	0.39476	0.23813	0.31936	0.45675	0.29939	0.36356	0.25527	0.56631	0.40161	0.072175	-0.024512	0.065913	-0.053647	0.57917	0.74994	0.53675	0.20175	0.28146	0.37976	0.74596	1.1056	0.51221	0.66081	0.45847	0.20789	0.61232	-0.084121	0.42821	0.46325	
 SFG_R 	0.86529	Inf	0.47266	0.53851	0.40567	0.4334	0.50874	0.47405	0.52238	0.51156	0.42347	0.41404	0.34363	0.41626	0.33651	0.27997	0.45178	0.40709	0.28481	0.22286	0.31825	0.37901	0.66172	0.40955	0.63857	0.82833	0.49686	0.67435	0.4654	0.60902	0.38203	0.5529	0.60965	0.73772	0.79102	0.66656	0.51079	0.44424	0.42899	0.54427	0.46397	0.44195	0.551	0.526	0.39745	0.44889	0.79049	0.6436	0.43493	0.45393	0.46808	0.48367	0.73099	0.54744	0.5526	0.49183	0.35388	0.35121	0.10131	0.075194	0.20456	0.14695	0.93249	0.78846	0.3983	0.45796	0.19832	0.55375	0.6682	0.74475	0.50349	0.2515	0.11776	-0.018293	0.43191	0.1026	0.40046	0.59044	
 SFG_PFC_L 	0.96131	0.47266	Inf	0.81774	0.68495	0.37814	0.97745	0.5159	0.72728	0.23843	1.0132	0.54701	1.1434	0.26807	0.88092	0.23097	0.40373	0.18902	0.16438	0.19482	0.3083	0.47805	0.53703	0.35453	0.69786	0.47744	0.24458	0.1375	0.26305	0.075479	0.95255	0.39289	0.40705	0.097064	0.47279	0.38936	0.10809	-0.026743	0.67694	0.10188	0.41909	0.35688	0.55729	0.2959	0.34822	0.1383	0.24289	0.26322	0.45692	0.32803	0.12769	0.19458	0.30598	0.16829	0.32542	0.11695	1.0141	0.59353	-0.036287	0.0025586	0.094448	-0.12765	0.22827	0.48548	0.6363	0.045601	0.33025	0.22852	0.61503	0.98045	0.53478	0.81028	0.59716	0.17438	0.63987	-0.10336	0.28638	0.38915	
 SFG_PFC_R 	0.61427	0.53851	0.81774	Inf	0.28745	0.39791	0.52785	0.63503	0.42813	0.28306	0.53055	0.54012	0.63186	0.43258	0.46856	0.4854	0.1627	0.1892	-0.14394	0.092282	-0.018884	0.19446	0.64759	0.49313	0.48904	0.68865	0.31699	0.32713	0.40326	0.34233	0.55731	0.61278	0.56145	0.42662	0.49272	0.50627	0.31163	0.35891	0.61391	0.47722	0.45234	0.52307	0.35889	0.43071	0.4242	0.39813	0.37347	0.44504	0.561	0.42101	0.35241	0.30512	0.47363	0.38916	0.44031	0.34965	0.47369	0.2873	0.044253	-0.014355	-0.18597	-0.27258	0.31339	0.63631	0.67591	0.47069	0.21451	0.30494	0.76439	0.70974	0.154	0.25592	0.38001	0.21699	0.48127	-0.028343	0.25108	0.65911	
 SFG_pole_L 	0.48448	0.40567	0.68495	0.28745	Inf	0.56458	0.57553	0.32926	0.83522	0.30564	0.61113	0.31184	0.56348	0.21195	0.3737	-0.080359	0.65775	0.20981	0.55353	0.52922	0.73569	0.81605	0.34695	0.095513	0.47448	0.19773	0.18961	0.078574	0.30458	0.017227	0.63926	0.27626	0.31691	0.088839	0.29658	0.17231	0.022105	0.03195	0.26003	-0.17811	0.26642	0.22302	0.58995	0.073316	0.15867	0.050237	0.24895	0.14882	0.27865	0.22146	0.10598	0.091193	0.25815	0.182	0.27466	0.091282	0.66202	0.64737	0.034818	0.06275	0.28921	0.053897	0.25578	0.34281	0.32172	-0.023217	0.37241	0.21596	0.30685	0.59756	0.60653	0.60189	0.29127	-0.040555	0.51167	-0.17515	0.018769	0.27558	
 SFG_pole_R 	0.25269	0.4334	0.37814	0.39791	0.56458	Inf	0.31754	0.23067	0.40704	1.0645	0.23288	0.16554	0.24862	0.18059	0.1692	-0.12005	0.41252	0.86281	0.31445	0.65501	0.54561	0.6941	0.31812	0.13133	0.28747	0.26462	0.2601	0.25947	0.31948	0.23713	0.40751	0.50856	0.38117	0.37681	0.31929	0.19935	0.12363	0.081734	0.36908	0.21773	0.2759	0.12797	0.43784	-0.046051	0.45858	0.40113	0.47318	0.61174	0.55867	0.51536	0.30883	0.30389	0.5102	0.46608	0.60551	0.4765	0.46265	0.58055	-0.18126	0.046849	-0.013038	-0.13135	0.23311	0.22357	0.296	0.34328	0.038481	0.29471	0.54499	0.49928	0.33151	-0.0398	0.20897	-0.29863	0.35808	-0.00060014	0.03967	0.28411	
 MFG_L 	0.95148	0.50874	0.97745	0.52785	0.57553	0.31754	Inf	0.8843	0.95449	0.38565	1.1732	0.61065	0.78313	0.39609	0.76922	0.22539	0.31815	0.12778	0.08933	0.019077	0.13217	0.28928	0.49909	0.29702	0.82657	0.56629	0.4702	0.25692	0.45073	0.18247	1.024	0.54301	0.4857	0.24536	0.41759	0.33664	0.09163	-0.075886	0.43023	0.035475	0.19666	0.20366	0.56081	0.29674	0.36434	0.16935	0.39488	0.31388	0.42399	0.30316	0.088274	0.20422	0.30781	0.238	0.344	0.18032	0.62952	0.43135	-0.10289	-0.12848	0.06989	-0.23518	0.2975	0.46617	0.555	0.14068	0.18375	0.30533	0.65766	0.86926	0.44531	0.6782	0.48122	0.098852	0.6084	0.048956	0.29389	0.4223	
 MFG_R 	0.72369	0.47405	0.5159	0.63503	0.32926	0.23067	0.8843	Inf	0.65681	0.28265	0.67618	0.44844	0.37037	0.22289	0.31759	0.25569	-0.050779	0.01842	-0.19175	-0.11077	-0.078075	0.037276	0.43336	0.35056	0.54868	0.51569	0.41614	0.33248	0.33864	0.19306	0.67614	0.85864	0.51461	0.43451	0.24441	0.27796	0.11035	0.080071	0.22117	0.14736	0.12555	0.24981	0.39376	0.39305	0.35158	0.25699	0.28273	0.26957	0.38016	0.31431	0.16324	0.21535	0.26136	0.26979	0.33477	0.25108	0.32114	0.24446	0.12633	-0.029231	-0.073242	-0.34924	0.25278	0.47154	0.52052	0.41025	0.06157	0.23781	0.61553	0.59789	0.15705	0.33359	0.31204	0.24167	0.46918	-0.12431	0.1952	0.43205	
 MFG_DPFC_L 	0.75438	0.52238	0.72728	0.42813	0.83522	0.40704	0.95449	0.65681	Inf	0.48252	1.1127	0.62422	0.6411	0.3599	0.73571	0.22046	0.45084	0.14835	0.20495	0.24252	0.39917	0.42998	0.57425	0.30903	0.81373	0.55018	0.42237	0.25261	0.72835	0.27639	0.99621	0.53051	0.54304	0.26713	0.46676	0.43688	0.089115	-0.058044	0.19996	-0.080606	0.1129	0.1273	0.56876	0.19148	0.12316	-0.036015	0.31046	0.18053	0.22441	0.14307	0.057388	0.030423	0.31229	0.16877	0.23364	0.047645	0.70856	0.67645	-0.11827	-0.034697	0.20396	-0.18086	0.47291	0.61827	0.4169	0.090446	0.52453	0.47002	0.56612	0.8359	0.61937	0.6962	0.47551	0.060682	0.76425	-0.042107	0.050017	0.29486	
 MFG_DPFC_R 	0.28878	0.51156	0.23843	0.28306	0.30564	1.0645	0.38565	0.28265	0.48252	Inf	0.22456	0.26682	0.1223	0.31358	0.23109	-0.071049	0.34677	0.93328	0.16315	0.49016	0.34745	0.49084	0.38123	0.20443	0.33106	0.37998	0.48669	0.49153	0.50486	0.47256	0.48005	0.69129	0.51925	0.54857	0.33463	0.26165	0.038631	0.011561	0.26299	0.26396	0.12134	0.00018371	0.35943	0.016476	0.39279	0.37656	0.56121	0.65076	0.4448	0.42016	0.30666	0.30999	0.44849	0.38579	0.54785	0.43019	0.38775	0.5715	-0.14141	0.092004	-0.079239	-0.20362	0.3648	0.31531	0.32406	0.46984	0.017067	0.49278	0.63208	0.49914	0.33958	-0.097844	0.15568	-0.34662	0.29387	0.30111	0.11655	0.26435	
