Gray Images
Image	Object	Pixels	Min	Max	Mean	Std	

Color Images
Image	Object	Pixels	RMin	RMax	RMean	RStd	GMin	GMax	GMean	GStd	BMin	BMax	BMean	BStd	



Type1-L1 Statistics

kirby422a_3_1_ax_MNI.img	Telencephalon_L	635970	5.5870	183.0625	95.5845	29.3260	
kirby422a_3_1_ax_MNI.img	Telencephalon_R	647426	4.2877	160.3007	95.3973	29.5485	
kirby422a_3_1_ax_MNI.img	Diencephalon_L	12183	46.6508	146.4370	114.3665	13.7725	
kirby422a_3_1_ax_MNI.img	Diencephalon_R	12091	44.0306	164.4129	113.9486	13.4860	
kirby422a_3_1_ax_MNI.img	Mesencephalon	15311	51.6947	159.9194	129.7535	11.1873	
kirby422a_3_1_ax_MNI.img	Metencephalon	199274	20.5789	153.7018	94.6628	25.2855	
kirby422a_3_1_ax_MNI.img	Myelencephalon	6695	47.9581	155.3389	124.2703	16.7637	
kirby422a_3_1_ax_MNI.img	CSF	136929	1.3081	121.1552	30.2058	16.2107	



Type1-L2 Statistics

kirby422a_3_1_ax_MNI.img	CerebralCortex_L	333564	5.5870	143.7716	71.6067	15.8561	
kirby422a_3_1_ax_MNI.img	CerebralCortex_R	339091	4.2877	147.7500	71.2455	16.3038	
kirby422a_3_1_ax_MNI.img	CerebralNucli_L	16797	31.3251	146.7821	104.0897	15.5614	
kirby422a_3_1_ax_MNI.img	CerebralNucli_R	17240	38.2844	148.5794	105.5518	16.0765	
kirby422a_3_1_ax_MNI.img	Thalamus_L	8210	65.4937	146.4370	116.5390	11.4193	
kirby422a_3_1_ax_MNI.img	Thalamus_R	8518	61.3604	140.8022	115.3994	11.6439	
kirby422a_3_1_ax_MNI.img	BasalForebrain_L	3973	46.6508	146.3272	109.8773	16.8011	
kirby422a_3_1_ax_MNI.img	BasalForebrain_R	3573	44.0306	164.4129	110.4901	16.5908	
kirby422a_3_1_ax_MNI.img	Mesencephalon_L	7966	70.7852	159.9194	130.6656	10.3192	
kirby422a_3_1_ax_MNI.img	Mesencephalon_R	7345	51.6947	158.7859	128.7642	11.9802	
kirby422a_3_1_ax_MNI.img	Metencephalon_R	101993	23.1605	152.3845	93.9884	25.5712	
kirby422a_3_1_ax_MNI.img	Metencephalon_L	97281	20.5789	153.7018	95.3700	24.9630	
kirby422a_3_1_ax_MNI.img	Myelencephalon_L	3127	47.9581	154.7753	122.9350	18.2082	
kirby422a_3_1_ax_MNI.img	Myelencephalon_R	3568	51.4066	155.3389	125.4406	15.2910	
kirby422a_3_1_ax_MNI.img	WhiteMatter_L	285609	21.3380	183.0625	123.0881	13.2272	
kirby422a_3_1_ax_MNI.img	WhiteMatter_R	291095	25.4629	160.3007	122.9298	13.1650	
kirby422a_3_1_ax_MNI.img	Ventricle	32069	2.0420	121.1552	34.8886	22.0452	
kirby422a_3_1_ax_MNI.img	Sulcus_L	55579	1.6360	91.1358	28.5952	13.5768	
kirby422a_3_1_ax_MNI.img	Sulcus_R	49281	1.3081	104.1354	28.9750	13.6864	



Type1-L3 Statistics

kirby422a_3_1_ax_MNI.img	Frontal_L	106349	8.0692	132.9182	68.8946	15.5599	
kirby422a_3_1_ax_MNI.img	Frontal_R	105593	7.1301	129.4105	68.1222	15.5691	
kirby422a_3_1_ax_MNI.img	Parietal_L	54033	5.5870	130.2023	67.4214	15.9558	
kirby422a_3_1_ax_MNI.img	Parietal_R	55136	8.6103	134.4281	68.6837	17.4430	
kirby422a_3_1_ax_MNI.img	Temporal_L	86367	11.5995	132.7406	72.5856	14.2736	
kirby422a_3_1_ax_MNI.img	Temporal_R	83217	12.5475	147.7500	72.7849	14.6846	
kirby422a_3_1_ax_MNI.img	Limbic_L	37644	17.4741	141.2061	77.7284	15.1005	
kirby422a_3_1_ax_MNI.img	Limbic_R	40698	9.0199	145.3131	77.3190	15.5305	
kirby422a_3_1_ax_MNI.img	Occipital_L	42879	12.2838	136.3493	75.9766	17.6618	
kirby422a_3_1_ax_MNI.img	Occipital_R	48856	4.2877	131.3619	72.7446	18.0737	
kirby422a_3_1_ax_MNI.img	Insula_L	8208	28.7401	143.7716	76.9819	12.1199	
kirby422a_3_1_ax_MNI.img	Insula_R	8010	23.1467	122.9934	79.9598	12.9467	
kirby422a_3_1_ax_MNI.img	BasalGang_L	14881	31.3251	146.7821	106.1262	15.0664	
kirby422a_3_1_ax_MNI.img	BasalGang_R	14821	38.2844	148.5794	107.9613	15.7138	
kirby422a_3_1_ax_MNI.img	Thalamus_L	8210	65.4937	146.4370	116.5390	11.4193	
