	 SFG_L 	 SFG_R 	 SFG_PFC_L 	 SFG_PFC_R 	 SFG_pole_L 	 SFG_pole_R 	 MFG_L 	 MFG_R 	 MFG_DPFC_L 	 MFG_DPFC_R 	 IFG_opercularis_L 	 IFG_opercularis_R 	 IFG_orbitalis_L 	 IFG_orbitalis_R 	 IFG_triangularis_L 	 IFG_triangularis_R 	 LFOG_L 	 LFOG_R 	 MFOG_L 	 MFOG_R 	 RG_L 	 RG_R 	 PoCG_L 	 PoCG_R 	 PrCG_L 	 PrCG_R 	 SPG_L 	 SPG_R 	 SMG_L 	 SMG_R 	 AG_L 	 AG_R 	 PrCu_L 	 PrCu_R 	 STG_L 	 STG_R 	 STG_L_pole 	 STG_R_pole 	 MTG_L 	 MTG_R 	 MTG_L_pole 	 MTG_R_pole 	 ITG_L 	 ITG_R 	 FuG_L 	 FuG_R 	 SOG_L 	 SOG_R 	 MOG_L 	 MOG_R 	 IOG_L 	 IOG_R 	 Cu_L 	 Cu_R 	 LG_L 	 LG_R 	 rostral_ACC_L 	 rostral_ACC_R 	 subcallosal_ACC_L 	 subcallosal_ACC_R 	 subgenual_ACC_L 	 subgenual_ACC_R 	 dorsal_ACC_L 	 dorsal_ACC_R 	 PCC_L 	 PCC_R 	 Insula_L 	 Insula_R 	 CerebellumGM_L 	 CerebellumGM_R 	 Caud_L 	 Caud_R 	 Put_L 	 Put_R 	 GP_L 	 GP_R 	 Thalamus_L 	 Thalamus_R 	
 SFG_L 	Inf	0.94964	0.74962	0.57611	0.58451	0.45471	0.10289	-0.11775	0.13482	-0.090463	0.20629	-0.082166	0.40975	0.42711	0.50122	0.14979	0.57423	0.24711	-0.0074325	-0.12564	0.13878	0.10486	0.62159	0.54302	0.7698	0.46055	0.3162	0.50673	0.28283	0.17382	0.086527	0.1452	-0.012126	-0.013328	0.016247	0.063024	0.32988	0.14487	0.19382	0.062215	0.10883	0.2367	0.030264	-0.26051	-0.015688	-0.078918	0.22822	0.23901	-0.039748	-0.066923	-0.040907	0.023985	0.29927	0.21636	0.27882	0.27798	0.17317	0.20095	-0.12006	0.025781	-0.2751	-0.1493	0.42283	0.27212	0.35199	0.033329	0.18314	0.029669	0.11644	0.26178	-0.43621	-0.28798	-0.14365	-0.13208	-0.15571	0.067641	-0.28129	-0.25736	
 SFG_R 	0.94964	Inf	0.46558	0.74138	0.31213	0.45709	-0.11796	-0.048655	-0.13183	-0.035999	0.10016	-0.003928	0.19614	0.477	0.22331	0.31881	0.33722	0.28009	-0.22807	-0.078471	0.041457	-0.091214	0.34303	0.36574	0.43274	0.54411	0.34653	0.65559	0.15425	0.36657	-0.13406	0.15543	0.03582	0.19193	0.032319	0.16896	0.26393	0.21947	0.11026	0.16358	0.027134	0.27942	0.15619	0.060738	0.22639	0.24233	0.20285	0.31118	0.052776	0.15069	0.25274	0.32259	0.095229	0.12238	0.059917	0.077436	0.13828	0.27945	-0.083288	-0.04151	-0.18101	0.023892	0.22954	0.16671	0.083194	-0.0069003	0.046445	-0.021877	0.26737	0.32476	-0.24969	-0.24898	-0.11606	-0.23478	0.019786	0.12043	-0.19298	-0.22133	
 SFG_PFC_L 	0.74962	0.46558	Inf	1.0026	1.4328	0.947	0.14097	-0.09005	0.29184	-0.01903	0.21234	0.042933	0.6077	0.61456	0.81124	0.27672	0.35148	0.23214	0.38673	0.12673	0.32905	0.32275	0.63722	0.40069	0.3487	0.17574	0.16645	0.34657	0.30983	0.049539	0.33367	0.27309	0.063938	0.014787	0.25527	0.26345	0.18637	0.1501	0.4152	0.16934	0.22563	0.40442	0.031096	-0.20305	-0.041402	-0.036701	0.19128	0.1992	0.012302	-0.018303	-0.020697	0.051963	0.35391	0.22948	0.28002	0.28775	0.56625	0.35975	-0.095047	-0.125	-0.056234	-0.013162	0.41005	0.013005	0.69232	0.28508	0.087693	-0.0033116	0.12327	0.28027	-0.48278	-0.17016	-0.074264	-0.20167	-0.0055392	0.04981	-0.29899	-0.31737	
 SFG_PFC_R 	0.57611	0.74138	1.0026	Inf	0.82303	0.97352	-0.06345	0.00085911	0.040889	0.086268	0.060674	0.082689	0.47068	0.75896	0.44261	0.426	0.4072	0.47545	0.27122	0.17852	0.41839	0.39828	0.51458	0.24299	0.25112	0.17332	0.24165	0.44235	0.1415	0.1294	0.093553	0.35128	0.13114	0.11277	0.32205	0.40814	0.39869	0.42543	0.48256	0.42854	0.28771	0.52427	0.17969	0.03635	0.16719	0.1837	0.1498	0.20242	0.073958	0.082796	0.20574	0.24615	0.27282	0.23774	0.22028	0.23609	0.49248	0.56502	-0.14021	-0.11023	-0.13677	-0.0068817	0.26357	-0.096487	0.61097	0.40424	0.03028	0.0040412	0.20094	0.31039	-0.40031	-0.25214	-0.06867	-0.24651	0.0048119	0.026457	-0.24555	-0.34841	
 SFG_pole_L 	0.58451	0.31213	1.4328	0.82303	Inf	1.166	0.14954	-0.036095	0.29288	0.0021635	0.020652	-0.0010695	0.46706	0.41057	0.63033	0.066521	0.29648	0.24167	0.48194	0.20815	0.36819	0.48518	0.63498	0.40749	0.28742	0.097235	0.044159	0.26994	0.23007	-0.11931	0.36065	0.35298	-0.015574	-0.087472	0.31209	0.27774	0.15748	0.18721	0.41766	0.15837	0.26377	0.38312	-0.050612	-0.27504	-0.20134	-0.18915	0.095449	0.06866	-0.064042	-0.076553	-0.17811	-0.091273	0.33336	0.20369	0.29981	0.29455	0.41078	0.20591	-0.14947	-0.15855	0.062111	0.062891	0.29102	-0.056898	0.83338	0.44776	-0.021773	-0.1047	0.019135	0.13862	-0.46603	-0.17255	-0.099566	-0.1533	0.040018	0.063952	-0.19592	-0.25424	
 SFG_pole_R 	0.45471	0.45709	0.947	0.97352	1.166	Inf	0.053833	0.11525	0.12733	0.1273	-0.12611	0.016155	0.33384	0.35134	0.38941	0.067921	0.15036	0.16468	0.36216	0.18042	0.28627	0.39294	0.46282	0.44178	0.15239	0.16613	0.082622	0.42169	0.14585	0.030293	0.17982	0.39581	0.074073	0.092924	0.23026	0.25909	0.082284	0.20599	0.23666	0.11204	0.12437	0.30165	-0.038689	-0.14742	-0.074624	-0.041409	0.10385	0.13688	-0.0050181	0.048735	-0.048542	0.022937	0.2046	0.16037	0.17309	0.20164	0.31527	0.2083	-0.22327	-0.11452	0.064399	0.055447	0.2827	-0.017285	0.64973	0.53093	-0.15705	-0.15394	0.1795	0.17944	-0.4803	-0.17658	-0.20966	-0.28532	0.040388	-0.023186	-0.16897	-0.30898	
 MFG_L 	0.10289	-0.11796	0.14097	-0.06345	0.14954	0.053833	Inf	0.97376	1.2106	0.83166	0.76839	0.69993	0.24774	0.14551	0.55686	0.19828	0.10138	0.12414	-0.076759	0.050555	-0.43255	-0.042501	-0.065986	-0.13406	0.065715	-0.055719	0.091109	0.06816	0.81096	0.14813	1.2591	0.917	0.17084	0.01682	-0.077565	-0.18965	-0.12258	-0.072706	0.28216	0.026768	0.12462	0.079768	0.40255	0.41232	-0.20653	-0.19214	-0.30019	-0.081279	0.12727	0.23574	-0.19924	-0.24718	-0.23017	-0.3662	-0.29785	-0.43878	-0.18704	-0.31227	0.03235	-0.15866	-0.1172	-0.084942	-0.031032	-0.201	0.06347	0.26111	-0.18099	-0.20513	0.028246	0.0043991	-0.15393	-0.092321	-0.082649	-0.16116	0.18486	0.089125	0.19912	-0.049163	
 MFG_R 	-0.11775	-0.048655	-0.09005	0.00085911	-0.036095	0.11525	0.97376	Inf	0.71631	1.3843	0.43038	0.89034	-0.028382	0.05926	0.12486	0.25918	-0.063399	0.046999	-0.13989	0.026188	-0.4533	-0.126	-0.27258	-0.21462	-0.15288	-0.026962	0.14423	0.17726	0.65874	0.34507	0.72202	1.0757	0.30691	0.29492	-0.12107	-0.16487	-0.22964	-0.0049218	0.085362	0.013316	0.012803	-0.0097434	0.43187	0.67153	-0.048934	-0.01147	-0.25841	0.032144	0.28778	0.50071	-0.015271	-0.1047	-0.32333	-0.36715	-0.40708	-0.53879	-0.26926	-0.25133	-0.050727	-0.24587	-0.067354	-0.0030304	-0.17366	-0.24034	-0.13125	0.38699	-0.26246	-0.31115	0.15527	0.015967	-0.028547	-0.12263	-0.17159	-0.29209	0.24787	-0.010523	0.2199	-0.10609	
 MFG_DPFC_L 	0.13482	-0.13183	0.29184	0.040889	0.29288	0.12733	1.2106	0.71631	Inf	0.90303	0.73083	0.6737	0.34898	0.30527	0.62641	0.28751	0.2389	0.19105	0.13351	0.10688	-0.16702	0.12638	0.035168	-0.062598	0.1706	-0.037646	0.19043	0.10853	0.87163	0.21556	1.1183	0.78609	0.19267	0.032407	-0.02348	-0.1455	-0.095421	-0.081492	0.14882	-0.1356	-0.048847	0.02791	0.29251	0.24094	-0.15304	-0.18983	-0.055628	0.063736	0.24587	0.2515	-0.24659	-0.27784	-0.03163	-0.21404	-0.069413	-0.22215	0.13328	-0.048611	0.10684	-0.24904	-0.1421	-0.1468	0.10867	-0.089435	0.097125	0.27848	0.071148	0.00038948	0.058759	0.049714	-0.10504	-0.11774	0.0040584	-0.078529	0.13698	0.15368	0.097264	-0.1078	
 MFG_DPFC_R 	-0.090463	-0.035999	-0.01903	0.086268	0.0021635	0.1273	0.83166	1.3843	0.90303	Inf	0.39928	0.90458	-0.020565	0.15158	0.096812	0.38567	0.037348	0.22286	0.026522	0.099721	-0.23284	0.022276	-0.16812	-0.20902	-0.0018605	-0.0032564	0.34496	0.26055	0.69863	0.51969	0.6463	0.96567	0.38645	0.38616	-0.12505	-0.1537	-0.18769	0.042202	-0.043044	-0.11742	-0.12972	0.013907	0.36506	0.57679	0.11062	0.12499	-0.033363	0.22637	0.52636	0.68468	0.03186	-0.026407	-0.11888	-0.18087	-0.17033	-0.32728	-0.014097	-0.032542	0.014624	-0.31237	-0.12798	-0.079651	-0.0059717	-0.18403	-0.10042	0.38411	0.024504	-0.072098	0.27731	0.13894	0.0018721	-0.19283	-0.13241	-0.27504	0.17905	0.0019255	0.19647	-0.12127	
