	 SFG_L 	 SFG_R 	 SFG_PFC_L 	 SFG_PFC_R 	 SFG_pole_L 	 SFG_pole_R 	 MFG_L 	 MFG_R 	 MFG_DPFC_L 	 MFG_DPFC_R 	 IFG_opercularis_L 	 IFG_opercularis_R 	 IFG_orbitalis_L 	 IFG_orbitalis_R 	 IFG_triangularis_L 	 IFG_triangularis_R 	 LFOG_L 	 LFOG_R 	 MFOG_L 	 MFOG_R 	 RG_L 	 RG_R 	 PoCG_L 	 PoCG_R 	 PrCG_L 	 PrCG_R 	 SPG_L 	 SPG_R 	 SMG_L 	 SMG_R 	 AG_L 	 AG_R 	 PrCu_L 	 PrCu_R 	 STG_L 	 STG_R 	 STG_L_pole 	 STG_R_pole 	 MTG_L 	 MTG_R 	 MTG_L_pole 	 MTG_R_pole 	 ITG_L 	 ITG_R 	 FuG_L 	 FuG_R 	 SOG_L 	 SOG_R 	 MOG_L 	 MOG_R 	 IOG_L 	 IOG_R 	 Cu_L 	 Cu_R 	 LG_L 	 LG_R 	 rostral_ACC_L 	 rostral_ACC_R 	 subcallosal_ACC_L 	 subcallosal_ACC_R 	 subgenual_ACC_L 	 subgenual_ACC_R 	 dorsal_ACC_L 	 dorsal_ACC_R 	 PCC_L 	 PCC_R 	 Insula_L 	 Insula_R 	 CerebellumGM_L 	 CerebellumGM_R 	 Caud_L 	 Caud_R 	 Put_L 	 Put_R 	 GP_L 	 GP_R 	 Thalamus_L 	 Thalamus_R 	
 SFG_L 	1	0.73962	0.63492	0.51983	0.52594	0.42576	0.10252	-0.11721	0.134	-0.090217	0.20342	-0.081982	0.38826	0.4029	0.46308	0.14868	0.51846	0.2422	-0.0074324	-0.12498	0.13789	0.10447	0.55223	0.49527	0.64681	0.43053	0.30606	0.46739	0.27552	0.17209	0.086312	0.14419	-0.012126	-0.013327	0.016246	0.062941	0.31841	0.14387	0.19143	0.062135	0.1084	0.23238	0.030255	-0.25477	-0.015687	-0.078754	0.22434	0.23456	-0.039727	-0.066823	-0.040885	0.023981	0.29064	0.21305	0.27181	0.27103	0.17146	0.19828	-0.11948	0.025775	-0.26836	-0.1482	0.39931	0.2656	0.33814	0.033316	0.18111	0.02966	0.11592	0.25596	-0.4105	-0.28028	-0.14267	-0.13132	-0.15446	0.067538	-0.2741	-0.25183	
 SFG_R 	0.73962	1	0.43462	0.62998	0.30237	0.42771	-0.11742	-0.048616	-0.13107	-0.035983	0.099831	-0.0039279	0.19366	0.44384	0.21967	0.30843	0.32499	0.27299	-0.2242	-0.078311	0.041433	-0.090961	0.33018	0.35026	0.40761	0.49609	0.3333	0.57542	0.15304	0.35099	-0.13327	0.15419	0.035804	0.18961	0.032308	0.16737	0.25796	0.21601	0.10981	0.16213	0.027127	0.27237	0.15493	0.060664	0.2226	0.23769	0.20012	0.30151	0.052727	0.14956	0.24749	0.31185	0.094942	0.12177	0.059845	0.077281	0.13741	0.27239	-0.083096	-0.041486	-0.17905	0.023887	0.22559	0.16518	0.083003	-0.0069001	0.046412	-0.021873	0.26118	0.31381	-0.24463	-0.24396	-0.11554	-0.23055	0.019783	0.11985	-0.19062	-0.21778	
 SFG_PFC_L 	0.63492	0.43462	1	0.76267	0.89225	0.73842	0.14004	-0.089807	0.28383	-0.019028	0.20921	0.042907	0.54251	0.54733	0.67027	0.26987	0.33768	0.22806	0.36854	0.12606	0.31766	0.31199	0.563	0.38054	0.33522	0.17396	0.16493	0.33333	0.30028	0.049498	0.32181	0.2665	0.063851	0.014786	0.24986	0.25752	0.18424	0.14898	0.39288	0.16774	0.22188	0.38372	0.031086	-0.20031	-0.041378	-0.036684	0.18898	0.19661	0.012302	-0.018301	-0.020694	0.051917	0.33984	0.22554	0.27293	0.28006	0.5126	0.34499	-0.094762	-0.12435	-0.056174	-0.013161	0.38851	0.013004	0.59947	0.2776	0.087468	-0.0033115	0.12265	0.27316	-0.44847	-0.16853	-0.074128	-0.19898	-0.0055391	0.049769	-0.29039	-0.30713	
 SFG_PFC_R 	0.51983	0.62998	0.76267	1	0.67672	0.75024	-0.063365	0.00085911	0.040866	0.086055	0.0606	0.082501	0.43875	0.64046	0.4158	0.40198	0.38609	0.44259	0.26476	0.17665	0.39557	0.37848	0.47351	0.23832	0.24597	0.1716	0.23705	0.41559	0.14056	0.12869	0.093281	0.33751	0.1304	0.11229	0.31136	0.38689	0.37883	0.40149	0.44829	0.4041	0.28002	0.48099	0.17779	0.036334	0.16565	0.18166	0.14869	0.1997	0.073824	0.082608	0.20289	0.2413	0.26624	0.23336	0.21679	0.2318	0.45618	0.51169	-0.13929	-0.10979	-0.13592	-0.0068816	0.25763	-0.096189	0.54481	0.38357	0.030271	0.0040412	0.19828	0.30079	-0.38021	-0.24693	-0.068562	-0.24164	0.0048118	0.026451	-0.24073	-0.33496	
 SFG_pole_L 	0.52594	0.30237	0.89225	0.67672	1	0.82297	0.14843	-0.036079	0.28478	0.0021635	0.020649	-0.0010695	0.43582	0.38896	0.55828	0.066423	0.28808	0.23707	0.4478	0.20519	0.35241	0.45038	0.56147	0.38634	0.27975	0.096929	0.04413	0.26357	0.22609	-0.11875	0.34579	0.33902	-0.015573	-0.08725	0.30234	0.27081	0.15619	0.18506	0.39496	0.15706	0.25782	0.36541	-0.050569	-0.26831	-0.19866	-0.18693	0.09516	0.068552	-0.063955	-0.076404	-0.17625	-0.09102	0.32154	0.20092	0.29114	0.28632	0.38913	0.20305	-0.14837	-0.15723	0.062031	0.062808	0.28307	-0.056837	0.68229	0.42006	-0.02177	-0.10432	0.019133	0.13774	-0.43498	-0.17086	-0.099239	-0.15211	0.039996	0.063865	-0.19345	-0.2489	
 SFG_pole_R 	0.42576	0.42771	0.73842	0.75024	0.82297	1	0.053781	0.11474	0.12665	0.12662	-0.12545	0.016153	0.32197	0.33757	0.37085	0.067817	0.14923	0.16321	0.34711	0.17849	0.2787	0.37389	0.43238	0.41512	0.15122	0.16462	0.082435	0.39836	0.14483	0.030284	0.1779	0.37636	0.073938	0.092657	0.22627	0.25344	0.082099	0.20313	0.23234	0.11157	0.12374	0.29282	-0.03867	-0.14636	-0.074485	-0.041386	0.10348	0.13603	-0.0050181	0.048697	-0.048504	0.022933	0.2018	0.15901	0.17138	0.19895	0.30522	0.20534	-0.21963	-0.11402	0.06431	0.05539	0.2754	-0.017283	0.57149	0.4861	-0.15577	-0.15273	0.17759	0.17754	-0.44649	-0.17476	-0.20664	-0.27782	0.040366	-0.023182	-0.16738	-0.29951	
 MFG_L 	0.10252	-0.11742	0.14004	-0.063365	0.14843	0.053781	1	0.75035	0.83687	0.68137	0.64599	0.60432	0.2428	0.14449	0.50564	0.19572	0.10103	0.12351	-0.076609	0.050512	-0.40745	-0.042475	-0.06589	-0.13326	0.065621	-0.055661	0.090857	0.068054	0.67012	0.14705	0.85081	0.72448	0.16919	0.016818	-0.07741	-0.18741	-0.12197	-0.072578	0.2749	0.026762	0.12398	0.079599	0.38213	0.39044	-0.20365	-0.18981	-0.29148	-0.0811	0.12659	0.23147	-0.19664	-0.24227	-0.22619	-0.35067	-0.28935	-0.41263	-0.18489	-0.3025	0.032339	-0.15734	-0.11666	-0.084739	-0.031022	-0.19834	0.063385	0.25533	-0.17904	-0.2023	0.028238	0.0043991	-0.15272	-0.09206	-0.082462	-0.15978	0.18278	0.088889	0.19653	-0.049124	
 MFG_R 	-0.11721	-0.048616	-0.089807	0.00085911	-0.036079	0.11474	0.75035	1	0.61462	0.8819	0.40564	0.71156	-0.028374	0.059191	0.12422	0.25353	-0.063314	0.046964	-0.13898	0.026182	-0.42461	-0.12534	-0.26602	-0.21139	-0.1517	-0.026956	0.14323	0.17543	0.57752	0.332	0.61816	0.79161	0.29762	0.28666	-0.12048	-0.16339	-0.22569	-0.0049218	0.085155	0.013315	0.012803	-0.0097431	0.40688	0.58598	-0.048895	-0.011469	-0.25281	0.032132	0.28009	0.46268	-0.01527	-0.10432	-0.31252	-0.35149	-0.38599	-0.49207	-0.26293	-0.24617	-0.050683	-0.24103	-0.067252	-0.0030304	-0.17193	-0.23582	-0.1305	0.36876	-0.25659	-0.30149	0.15403	0.015966	-0.028539	-0.12202	-0.16993	-0.28405	0.24291	-0.010523	0.21642	-0.10569	
 MFG_DPFC_L 	0.134	-0.13107	0.28383	0.040866	0.28478	0.12665	0.83687	0.61462	1	0.71777	0.62357	0.58741	0.33547	0.29613	0.55557	0.27984	0.23446	0.18876	0.13273	0.10647	-0.16548	0.12571	0.035153	-0.062516	0.16896	-0.037628	0.18816	0.1081	0.7022	0.21228	0.80698	0.65619	0.19032	0.032395	-0.023476	-0.14448	-0.095133	-0.081312	0.14773	-0.13477	-0.048808	0.027903	0.28444	0.23639	-0.15186	-0.18758	-0.05557	0.06365	0.24103	0.24633	-0.24171	-0.27091	-0.03162	-0.21083	-0.069302	-0.21856	0.1325	-0.048573	0.10644	-0.24402	-0.14115	-0.14576	0.10824	-0.089198	0.096821	0.2715	0.071028	0.00038948	0.058691	0.049673	-0.10465	-0.1172	0.0040584	-0.078368	0.13613	0.15248	0.096958	-0.10739	
 MFG_DPFC_R 	-0.090217	-0.035983	-0.019028	0.086055	0.0021635	0.12662	0.68137	0.8819	0.71777	1	0.37933	0.71852	-0.020563	0.15043	0.096511	0.36763	0.037331	0.21924	0.026516	0.099392	-0.22872	0.022272	-0.16655	-0.20603	-0.0018605	-0.0032563	0.3319	0.25481	0.6035	0.47746	0.56918	0.7468	0.3683	0.36805	-0.12441	-0.15251	-0.18551	0.042177	-0.043017	-0.11688	-0.129	0.013906	0.34966	0.52033	0.11017	0.12434	-0.033351	0.22258	0.4826	0.59455	0.031849	-0.0264	-0.11832	-0.17892	-0.1687	-0.31608	-0.014096	-0.03253	0.014623	-0.30259	-0.12729	-0.079483	-0.0059717	-0.18198	-0.10008	0.36628	0.024499	-0.071973	0.27042	0.13806	0.0018721	-0.19047	-0.13165	-0.26831	0.17716	0.0019255	0.19398	-0.12068	
