	 SFG_L 	 SFG_R 	 SFG_PFC_L 	 SFG_PFC_R 	 SFG_pole_L 	 SFG_pole_R 	 MFG_L 	 MFG_R 	 MFG_DPFC_L 	 MFG_DPFC_R 	 IFG_opercularis_L 	 IFG_opercularis_R 	 IFG_orbitalis_L 	 IFG_orbitalis_R 	 IFG_triangularis_L 	 IFG_triangularis_R 	 LFOG_L 	 LFOG_R 	 MFOG_L 	 MFOG_R 	 RG_L 	 RG_R 	 PoCG_L 	 PoCG_R 	 PrCG_L 	 PrCG_R 	 SPG_L 	 SPG_R 	 SMG_L 	 SMG_R 	 AG_L 	 AG_R 	 PrCu_L 	 PrCu_R 	 STG_L 	 STG_R 	 STG_L_pole 	 STG_R_pole 	 MTG_L 	 MTG_R 	 MTG_L_pole 	 MTG_R_pole 	 ITG_L 	 ITG_R 	 FuG_L 	 FuG_R 	 SOG_L 	 SOG_R 	 MOG_L 	 MOG_R 	 IOG_L 	 IOG_R 	 Cu_L 	 Cu_R 	 LG_L 	 LG_R 	 rostral_ACC_L 	 rostral_ACC_R 	 subcallosal_ACC_L 	 subcallosal_ACC_R 	 subgenual_ACC_L 	 subgenual_ACC_R 	 dorsal_ACC_L 	 dorsal_ACC_R 	 PCC_L 	 PCC_R 	 Insula_L 	 Insula_R 	 CerebellumGM_L 	 CerebellumGM_R 	 Caud_L 	 Caud_R 	 Put_L 	 Put_R 	 GP_L 	 GP_R 	 Thalamus_L 	 Thalamus_R 	
 SFG_L 	1	0.66082	0.54894	0.51951	0.28496	0.16187	0.47752	0.10985	0.25435	-0.037212	0.30141	0.12685	0.29338	0.30305	0.23764	0.057872	0.11253	0.021858	-0.24082	-0.12716	-0.020241	0.19848	0.49729	0.31963	0.4515	0.47032	0.56437	0.39851	0.2806	0.018907	0.22424	0.10897	0.28327	0.19941	0.19718	0.11171	-0.055771	0.015196	0.28373	0.32022	0.41302	0.46079	0.38504	0.47067	0.18569	0.14553	0.12766	0.051487	0.069306	0.073945	0.019402	0.065541	0.027885	-0.043434	0.016205	0.030196	0.23442	0.029475	-0.1079	-0.26186	-0.13572	-0.27312	0.48959	0.5923	0.39799	0.27254	0.32492	0.211	0.27712	0.33803	-0.43024	-0.13422	0.018255	-0.19994	0.21084	-0.017232	-0.11958	-0.10262	
 SFG_R 	0.66082	1	0.4464	0.68661	0.21196	0.466	0.32544	0.4928	0.24378	0.22811	0.24583	0.39889	0.30447	0.51384	0.043463	0.098041	0.088582	0.29795	-0.06275	0.11354	0.13771	0.27921	0.40039	0.38013	0.41866	0.56585	0.29256	0.29837	0.36563	0.35962	0.2269	0.38231	0.40059	0.4926	0.43067	0.42836	0.18597	0.35009	0.26314	0.53492	0.13277	0.49773	0.26704	0.34266	0.12035	0.1294	0.066466	0.17605	0.024873	0.14855	0.068551	0.097413	0.18165	0.12546	0.17193	0.16304	0.33259	0.28605	-0.0028874	-0.024623	-0.25544	-0.035713	0.51697	0.51349	0.50322	0.52113	0.49039	0.34905	0.39952	0.41239	-0.15503	-0.13753	0.049809	-0.015904	0.28155	0.088234	-0.036426	-0.027323	
 SFG_PFC_L 	0.54894	0.4464	1	0.76947	0.62883	0.55495	0.47955	0.18126	0.52786	0.30856	0.50995	0.35234	0.48707	0.44472	0.42675	0.49521	-0.012766	0.16798	-0.11523	0.07464	0.25354	0.49994	0.47276	0.3936	0.46671	0.58593	0.34292	0.20689	0.3272	0.052316	0.36988	0.28602	0.12832	-0.0278	0.25858	0.28758	0.28802	0.33135	0.42467	0.32323	0.39876	0.50695	0.56549	0.58294	0.22624	0.1906	0.15077	-0.04813	0.26255	0.37752	0.079146	0.11541	0.027401	0.10116	0.065248	0.089497	0.54421	0.23976	0.12691	-0.11859	-0.0016247	0.069957	0.40711	0.49741	0.41624	0.22225	0.40283	0.1724	0.49065	0.53518	0.026063	0.2125	-0.055211	-0.026744	0.31954	0.1957	0.10312	0.083228	
 SFG_PFC_R 	0.51951	0.68661	0.76947	1	0.4756	0.66264	0.58468	0.52828	0.48232	0.34667	0.5053	0.58772	0.4224	0.49439	0.38224	0.37223	-0.015947	0.35399	-0.083568	0.070725	0.15322	0.529	0.31588	0.26031	0.30067	0.45995	0.20538	0.11945	0.34458	0.249	0.58199	0.58441	0.32779	0.29023	0.3206	0.35981	0.24282	0.44836	0.5145	0.49661	0.25806	0.55332	0.38547	0.39573	0.11404	0.091839	0.026688	0.039649	0.10872	0.24914	-0.043035	0.0341	0.10688	0.1274	0.11288	0.12437	0.4243	0.24936	0.015056	-0.033335	-0.17719	0.060131	0.40653	0.45815	0.59788	0.52133	0.38994	0.20112	0.43668	0.45476	0.043384	0.18045	-0.053412	0.0020271	0.2723	0.083719	0.084042	0.10948	
 SFG_pole_L 	0.28496	0.21196	0.62883	0.4756	1	0.66386	0.48785	0.24904	0.55156	0.41015	0.50146	0.27362	0.44429	0.27668	0.3904	0.52518	-0.090085	0.11907	0.050642	0.18357	0.15838	0.45365	0.34569	0.33329	0.1588	0.33127	0.3413	0.21719	0.34279	0.073289	0.4886	0.3973	0.12377	0.016733	-0.013057	0.11291	-0.023969	0.20658	0.38144	0.1375	0.17398	0.35927	0.55008	0.48718	0.17341	0.16448	0.14754	0.032241	0.28865	0.36837	0.20139	0.19743	0.17852	0.25888	0.074003	0.12609	0.36213	0.13319	0.069968	-0.14586	0.12371	0.062818	0.13693	0.2484	0.22402	0.10616	0.12552	-0.01946	0.41629	0.43975	0.036232	0.2325	-0.27236	-0.18198	0.19095	0.065432	-0.02991	0.0025725	
 SFG_pole_R 	0.16187	0.466	0.55495	0.66264	0.66386	1	0.33946	0.48504	0.45295	0.4397	0.31683	0.4125	0.29567	0.34533	0.1513	0.42595	-0.049146	0.42578	0.091711	0.26265	0.27906	0.59226	0.41337	0.43919	0.31921	0.42883	0.18451	0.17669	0.37835	0.34744	0.45931	0.56599	0.23235	0.27131	0.25641	0.3499	0.16242	0.4667	0.21379	0.28827	-0.089152	0.35894	0.2349	0.26161	0.071273	0.057329	0.056816	0.068118	0.14815	0.26902	0.10453	0.068521	0.18684	0.25581	0.070849	0.1436	0.51342	0.46116	0.084481	-0.0076119	-0.12302	0.22214	0.3359	0.3468	0.48538	0.50845	0.35238	0.15774	0.49068	0.46157	0.26383	0.33219	-0.071378	-0.030878	0.26063	0.084864	0.11089	0.16778	
 MFG_L 	0.47752	0.32544	0.47955	0.58468	0.48785	0.33946	1	0.52093	0.64717	0.35032	0.59451	0.61096	0.37225	0.31432	0.53962	0.3908	-0.020672	0.13183	0.035054	0.10685	-0.096445	0.31024	0.031762	-0.10166	-0.099573	0.051026	0.33351	0.051575	0.30516	-0.03851	0.7505	0.60089	0.32413	0.14459	-0.11088	-0.056156	-0.15855	0.043495	0.50928	0.21443	0.2414	0.43762	0.36663	0.33826	0.28678	0.20252	0.10649	0.071613	0.25304	0.22324	-0.019493	-0.0051783	0.19432	0.19199	0.23888	0.20224	0.047515	-0.18706	-0.074186	-0.068009	0.13395	-0.025996	0.07654	0.18513	0.28646	0.16959	-0.031302	-0.14617	0.26837	0.28305	-0.19203	0.084428	-0.2415	-0.122	0.12935	-0.099858	-0.13397	-0.14356	
 MFG_R 	0.10985	0.4928	0.18126	0.52828	0.24904	0.48504	0.52093	1	0.50933	0.62607	0.25081	0.67089	0.025583	0.27911	0.048024	0.25512	-0.14812	0.2778	0.050997	0.0933	-0.15531	0.13123	-0.029689	0.037846	-0.046567	0.083304	0.20968	0.19114	0.24343	0.35148	0.53749	0.8208	0.49611	0.57009	-0.014635	0.1492	0.032785	0.23739	0.15135	0.28286	-0.12407	0.18134	0.1644	0.22819	0.31113	0.33193	0.2827	0.34583	0.41467	0.46075	0.33104	0.2862	0.46189	0.4685	0.499	0.45937	0.16039	0.096353	-0.020619	0.014658	-0.092151	0.13581	0.11662	0.14106	0.33307	0.51861	0.13462	0.12503	0.4622	0.3761	-0.0036071	-0.038738	-0.25978	-0.1605	0.050364	-0.021872	0.095061	-0.0088774	
 MFG_DPFC_L 	0.25435	0.24378	0.52786	0.48232	0.55156	0.45295	0.64717	0.50933	1	0.6954	0.59936	0.5567	0.32977	0.37085	0.49226	0.70069	-0.18777	0.21348	0.059523	0.028346	-0.074179	0.22204	0.15906	0.21601	0.10715	0.28526	0.3736	0.22082	0.53506	0.25577	0.61646	0.54452	0.24729	0.10899	0.057903	0.24196	0.11854	0.2904	0.31961	0.16306	0.15873	0.29176	0.55223	0.49109	0.27512	0.31491	0.242	0.19893	0.4637	0.51694	0.32427	0.32755	0.24764	0.3179	0.36447	0.29826	0.36858	0.17928	0.046227	0.045205	0.048872	0.038415	0.11763	0.27253	0.14512	0.092586	0.28947	0.16702	0.53926	0.50235	0.023029	0.14128	-0.24921	0.00486	0.21164	0.1605	0.05557	-0.032683	
 MFG_DPFC_R 	-0.037212	0.22811	0.30856	0.34667	0.41015	0.4397	0.35032	0.62607	0.6954	1	0.28684	0.47062	0.12756	0.27703	0.13493	0.47907	-0.19855	0.29994	0.23559	0.24364	-0.050546	0.11858	0.00086558	0.099471	0.014608	0.12767	0.1824	0.20741	0.27423	0.38167	0.39802	0.54955	0.40298	0.36552	0.0029594	0.25303	0.10539	0.32058	0.10062	0.12941	-0.14901	0.052041	0.31846	0.22303	0.21339	0.20046	0.42784	0.41742	0.46677	0.48958	0.41308	0.37135	0.38953	0.49701	0.42844	0.4142	0.3299	0.28852	0.064705	-0.023087	0.13452	0.16263	-0.0044391	0.096677	0.047351	0.2169	0.10974	0.21194	0.46677	0.41517	0.19155	0.13391	-0.19045	0.059048	0.058175	0.36729	0.15997	0.077018	
