Gray Images
Image	Object	Pixels	Min	Max	Mean	Std	

Color Images
Image	Object	Pixels	RMin	RMax	RMean	RStd	GMin	GMax	GMean	GStd	BMin	BMax	BMean	BStd	



Type1-L1 Statistics

kirby142b_3_1_ax_MNI.img	Telencephalon_L	631481	5.7250	238.7003	129.9251	45.5797	
kirby142b_3_1_ax_MNI.img	Telencephalon_R	638109	3.1525	226.6264	131.4073	45.1447	
kirby142b_3_1_ax_MNI.img	Diencephalon_L	10318	46.0355	235.2368	162.0962	23.8613	
kirby142b_3_1_ax_MNI.img	Diencephalon_R	10497	55.1131	228.2058	160.2172	22.5370	
kirby142b_3_1_ax_MNI.img	Mesencephalon	12424	74.1187	230.2363	183.3962	18.7707	
kirby142b_3_1_ax_MNI.img	Metencephalon	190840	8.6873	220.2892	122.6875	40.5746	
kirby142b_3_1_ax_MNI.img	Myelencephalon	5601	52.2874	222.4677	175.1849	25.9562	
kirby142b_3_1_ax_MNI.img	CSF	122272	0.2501	185.6295	32.3357	20.0149	



Type1-L2 Statistics

kirby142b_3_1_ax_MNI.img	CerebralCortex_L	321159	5.7250	186.8835	90.9036	23.0071	
kirby142b_3_1_ax_MNI.img	CerebralCortex_R	320246	3.1525	199.9053	92.2750	22.7813	
kirby142b_3_1_ax_MNI.img	CerebralNucli_L	15008	48.3397	220.4085	140.1589	24.0273	
kirby142b_3_1_ax_MNI.img	CerebralNucli_R	15744	41.1554	220.9874	139.8160	24.3589	
kirby142b_3_1_ax_MNI.img	Thalamus_L	6688	73.4377	212.9755	163.9450	18.6471	
kirby142b_3_1_ax_MNI.img	Thalamus_R	6937	55.1131	212.5047	161.9625	19.5401	
kirby142b_3_1_ax_MNI.img	BasalForebrain_L	3630	46.0355	235.2368	158.6900	30.9812	
kirby142b_3_1_ax_MNI.img	BasalForebrain_R	3560	60.3056	228.2058	156.8164	27.1317	
kirby142b_3_1_ax_MNI.img	Mesencephalon_L	6252	84.0866	221.1284	184.3443	17.9100	
kirby142b_3_1_ax_MNI.img	Mesencephalon_R	6172	74.1187	230.2363	182.4358	19.5572	
kirby142b_3_1_ax_MNI.img	Metencephalon_R	96844	9.0176	220.2892	122.1709	41.0897	
kirby142b_3_1_ax_MNI.img	Metencephalon_L	93996	8.6873	218.6301	123.2198	40.0301	
kirby142b_3_1_ax_MNI.img	Myelencephalon_L	2690	52.2874	221.6167	173.9516	27.6327	
kirby142b_3_1_ax_MNI.img	Myelencephalon_R	2911	66.7863	222.4677	176.3246	24.2486	
kirby142b_3_1_ax_MNI.img	WhiteMatter_L	295314	35.9853	238.7003	171.8416	20.4736	
kirby142b_3_1_ax_MNI.img	WhiteMatter_R	302119	40.5418	226.6264	172.4493	20.3024	
kirby142b_3_1_ax_MNI.img	Ventricle	48574	0.8913	185.6295	32.8479	26.6255	
kirby142b_3_1_ax_MNI.img	Sulcus_L	39707	0.2501	101.0831	31.8195	13.6966	
kirby142b_3_1_ax_MNI.img	Sulcus_R	33991	1.4983	110.3694	32.2067	14.4258	



Type1-L3 Statistics

kirby142b_3_1_ax_MNI.img	Frontal_L	104933	5.7250	186.8835	88.6801	23.0612	
kirby142b_3_1_ax_MNI.img	Frontal_R	105484	14.5640	175.6036	90.7462	22.7941	
kirby142b_3_1_ax_MNI.img	Parietal_L	54397	9.1490	172.5031	88.6589	23.5857	
kirby142b_3_1_ax_MNI.img	Parietal_R	55673	14.9971	180.1816	89.9703	23.7129	
kirby142b_3_1_ax_MNI.img	Temporal_L	77868	5.7975	167.5715	90.6693	21.2903	
kirby142b_3_1_ax_MNI.img	Temporal_R	75075	10.6497	191.2541	92.7910	20.6700	
kirby142b_3_1_ax_MNI.img	Limbic_L	33989	17.3151	184.6002	101.4237	22.2819	
kirby142b_3_1_ax_MNI.img	Limbic_R	34298	25.9716	186.4508	100.5945	22.6775	
kirby142b_3_1_ax_MNI.img	Occipital_L	43752	7.2311	169.0365	91.6600	24.2514	
kirby142b_3_1_ax_MNI.img	Occipital_R	43910	3.1525	173.9350	91.0685	24.0876	
kirby142b_3_1_ax_MNI.img	Insula_L	8096	21.3654	155.1134	95.3661	19.1996	
kirby142b_3_1_ax_MNI.img	Insula_R	8111	24.4635	199.9053	102.8250	20.2324	
kirby142b_3_1_ax_MNI.img	BasalGang_L	13132	48.3397	220.4085	143.1513	23.9417	
kirby142b_3_1_ax_MNI.img	BasalGang_R	13439	41.1554	220.9874	142.9777	24.4826	
kirby142b_3_1_ax_MNI.img	Thalamus_L	6688	73.4377	212.9755	163.9450	18.6471	
