	 SFG_L 	 SFG_R 	 SFG_PFC_L 	 SFG_PFC_R 	 SFG_pole_L 	 SFG_pole_R 	 MFG_L 	 MFG_R 	 MFG_DPFC_L 	 MFG_DPFC_R 	 IFG_opercularis_L 	 IFG_opercularis_R 	 IFG_orbitalis_L 	 IFG_orbitalis_R 	 IFG_triangularis_L 	 IFG_triangularis_R 	 LFOG_L 	 LFOG_R 	 MFOG_L 	 MFOG_R 	 RG_L 	 RG_R 	 PoCG_L 	 PoCG_R 	 PrCG_L 	 PrCG_R 	 SPG_L 	 SPG_R 	 SMG_L 	 SMG_R 	 AG_L 	 AG_R 	 PrCu_L 	 PrCu_R 	 STG_L 	 STG_R 	 STG_L_pole 	 STG_R_pole 	 MTG_L 	 MTG_R 	 MTG_L_pole 	 MTG_R_pole 	 ITG_L 	 ITG_R 	 FuG_L 	 FuG_R 	 SOG_L 	 SOG_R 	 MOG_L 	 MOG_R 	 IOG_L 	 IOG_R 	 Cu_L 	 Cu_R 	 LG_L 	 LG_R 	 rostral_ACC_L 	 rostral_ACC_R 	 subcallosal_ACC_L 	 subcallosal_ACC_R 	 subgenual_ACC_L 	 subgenual_ACC_R 	 dorsal_ACC_L 	 dorsal_ACC_R 	 PCC_L 	 PCC_R 	 Insula_L 	 Insula_R 	 CerebellumGM_L 	 CerebellumGM_R 	 Caud_L 	 Caud_R 	 Put_L 	 Put_R 	 GP_L 	 GP_R 	 Thalamus_L 	 Thalamus_R 	
 SFG_L 	Inf	0.79427	0.61686	0.57567	0.29308	0.1633	0.51976	0.1103	0.26006	-0.03723	0.31107	0.12753	0.30226	0.31288	0.24227	0.057937	0.11301	0.021861	-0.24564	-0.12785	-0.020244	0.20115	0.5457	0.33124	0.48659	0.51047	0.63922	0.42187	0.28833	0.018909	0.22812	0.1094	0.29123	0.20212	0.1998	0.11218	-0.055829	0.015197	0.29174	0.33189	0.43924	0.49831	0.40596	0.51093	0.18787	0.14657	0.12836	0.051533	0.069417	0.074081	0.019404	0.065635	0.027892	-0.043461	0.016207	0.030205	0.23886	0.029484	-0.10833	-0.26811	-0.13656	-0.28023	0.53553	0.6812	0.42126	0.27961	0.33714	0.21422	0.28456	0.35187	-0.46019	-0.13504	0.018257	-0.20267	0.21406	-0.017234	-0.12016	-0.10298	
 SFG_R 	0.79427	Inf	0.4802	0.84151	0.21522	0.50495	0.33772	0.53975	0.24879	0.2322	0.25097	0.42232	0.31444	0.56794	0.04349	0.098356	0.088815	0.30727	-0.062833	0.11403	0.13859	0.28683	0.42411	0.40022	0.44607	0.6414	0.30136	0.30772	0.38337	0.37645	0.23092	0.40277	0.42435	0.53949	0.46072	0.45789	0.18816	0.36555	0.26948	0.59701	0.13356	0.54628	0.27367	0.3571	0.12094	0.13013	0.066564	0.1779	0.024878	0.14966	0.068658	0.097722	0.18369	0.12612	0.17366	0.16451	0.34574	0.29426	-0.0028874	-0.024628	-0.26123	-0.035729	0.5722	0.56746	0.5536	0.57789	0.53658	0.36436	0.42308	0.43849	-0.15629	-0.13841	0.04985	-0.015906	0.28937	0.088464	-0.036443	-0.02733	
 SFG_PFC_L 	0.61686	0.4802	Inf	1.019	0.73948	0.62551	0.52241	0.18328	0.58718	0.31895	0.56267	0.36811	0.53221	0.47809	0.45591	0.54294	-0.012767	0.16959	-0.11575	0.074779	0.25919	0.54923	0.51361	0.41605	0.50585	0.67145	0.3574	0.20992	0.33969	0.052364	0.38829	0.29423	0.12903	-0.027807	0.26459	0.29593	0.29641	0.34434	0.45337	0.33525	0.42217	0.55861	0.64087	0.66691	0.23023	0.19296	0.15193	-0.048167	0.26885	0.39717	0.079312	0.11593	0.027408	0.10151	0.065341	0.089737	0.61012	0.24452	0.1276	-0.11915	-0.0016247	0.070071	0.43214	0.54586	0.44314	0.22602	0.42702	0.17414	0.53692	0.59737	0.026069	0.21579	-0.055267	-0.026751	0.33114	0.19826	0.10349	0.08342	
 SFG_PFC_R 	0.57567	0.84151	1.019	Inf	0.51728	0.7975	0.66954	0.58776	0.526	0.36165	0.5564	0.67417	0.45061	0.54185	0.40268	0.391	-0.015948	0.37	-0.083764	0.070843	0.15443	0.58876	0.32707	0.26644	0.31026	0.49725	0.20834	0.12002	0.35928	0.25434	0.66546	0.66913	0.34035	0.29882	0.33232	0.37667	0.24777	0.48264	0.56883	0.54479	0.26403	0.62316	0.40646	0.41857	0.11454	0.092099	0.026694	0.03967	0.10916	0.25449	-0.043061	0.034113	0.10729	0.12809	0.11336	0.12502	0.45293	0.25473	0.015057	-0.033347	-0.17908	0.060204	0.43145	0.49497	0.68984	0.57816	0.41173	0.2039	0.46812	0.49069	0.043412	0.18245	-0.053463	0.0020271	0.27935	0.083916	0.084241	0.10992	
 SFG_pole_L 	0.29308	0.21522	0.73948	0.51728	Inf	0.79969	0.53324	0.25439	0.62062	0.43579	0.55126	0.28078	0.47757	0.28409	0.41227	0.58346	-0.09033	0.11963	0.050685	0.18567	0.15972	0.48929	0.36055	0.34653	0.16016	0.34425	0.35556	0.22071	0.35725	0.073421	0.53422	0.42044	0.12441	0.016735	-0.013057	0.1134	-0.023974	0.2096	0.40175	0.13838	0.17577	0.37605	0.61849	0.53236	0.17518	0.16598	0.14862	0.032252	0.2971	0.38654	0.20418	0.20006	0.18045	0.26491	0.074139	0.12677	0.37934	0.13399	0.070082	-0.14691	0.12435	0.062901	0.13779	0.25371	0.22788	0.10656	0.12618	-0.019462	0.44319	0.47193	0.036248	0.23683	-0.27942	-0.18403	0.19333	0.065526	-0.029919	0.0025725	
 SFG_pole_R 	0.1633	0.50495	0.62551	0.7975	0.79969	Inf	0.35348	0.52956	0.48841	0.47186	0.32812	0.43862	0.30477	0.36013	0.15247	0.45494	-0.049186	0.45473	0.091969	0.26895	0.28667	0.68114	0.43966	0.47123	0.33076	0.45846	0.18665	0.17857	0.39813	0.36253	0.49644	0.6416	0.23667	0.27828	0.26226	0.36533	0.16388	0.50585	0.21713	0.29668	-0.089389	0.37566	0.23937	0.26783	0.071394	0.057392	0.056877	0.068224	0.14924	0.27581	0.10491	0.068628	0.18906	0.26162	0.070968	0.1446	0.56736	0.49878	0.084682	-0.007612	-0.12365	0.22591	0.34946	0.3618	0.53	0.56063	0.36816	0.15907	0.53695	0.4993	0.27023	0.34528	-0.071499	-0.030888	0.26678	0.085069	0.11135	0.16938	
 MFG_L 	0.51976	0.33772	0.52241	0.66954	0.53324	0.35348	Inf	0.57761	0.77042	0.36581	0.68461	0.71045	0.39104	0.32533	0.60362	0.41275	-0.020675	0.1326	0.035068	0.10726	-0.096745	0.32081	0.031773	-0.10202	-0.099904	0.05107	0.34677	0.051621	0.3152	-0.038529	0.9741	0.69454	0.33626	0.14561	-0.11134	-0.056215	-0.15989	0.043522	0.56176	0.21781	0.24626	0.46928	0.38453	0.35212	0.29505	0.20536	0.1069	0.071736	0.25866	0.22706	-0.019495	-0.0051784	0.19682	0.1944	0.24359	0.20507	0.047551	-0.18929	-0.074323	-0.068115	0.13476	-0.026002	0.07669	0.18729	0.2947	0.17124	-0.031312	-0.14722	0.2751	0.29099	-0.19445	0.084629	-0.24636	-0.12261	0.13008	-0.10019	-0.13478	-0.14456	
 MFG_R 	0.1103	0.53975	0.18328	0.58776	0.25439	0.52956	0.57761	Inf	0.56182	0.73493	0.25628	0.81235	0.025588	0.28671	0.048061	0.26088	-0.14922	0.28529	0.051042	0.093572	-0.15658	0.13199	-0.029698	0.037864	-0.046601	0.083498	0.21283	0.19352	0.24841	0.36713	0.60062	1.1593	0.54414	0.64766	-0.014636	0.15033	0.032797	0.24201	0.15252	0.29078	-0.12471	0.18337	0.1659	0.23228	0.32179	0.34499	0.29061	0.36069	0.44124	0.49827	0.344	0.29443	0.49971	0.50814	0.54798	0.49651	0.16179	0.096652	-0.020622	0.014659	-0.092413	0.13666	0.11716	0.142	0.34628	0.57444	0.13544	0.12569	0.5001	0.39551	-0.0036071	-0.038757	-0.26587	-0.1619	0.050406	-0.021875	0.095349	-0.0088777	
 MFG_DPFC_L 	0.26006	0.24879	0.58718	0.526	0.62062	0.48841	0.77042	0.56182	Inf	0.85834	0.69214	0.62803	0.34257	0.38941	0.53904	0.86866	-0.19002	0.21682	0.059593	0.028354	-0.074316	0.2258	0.16043	0.21946	0.10756	0.2934	0.3926	0.22452	0.59721	0.26158	0.71927	0.61056	0.25253	0.10942	0.057968	0.24686	0.1191	0.299	0.33121	0.16453	0.16008	0.30049	0.62159	0.53749	0.28239	0.32599	0.2469	0.20162	0.50201	0.57215	0.33641	0.34008	0.2529	0.32931	0.38203	0.30761	0.38678	0.18124	0.04626	0.045235	0.048911	0.038434	0.11818	0.27959	0.14615	0.092852	0.29799	0.1686	0.60312	0.55245	0.023033	0.14224	-0.25457	0.0048601	0.21488	0.1619	0.055628	-0.032695	
 MFG_DPFC_R 	-0.03723	0.2322	0.31895	0.36165	0.43579	0.47186	0.36581	0.73493	0.85834	Inf	0.29511	0.51087	0.12826	0.28446	0.13576	0.52178	-0.20123	0.30945	0.2401	0.24864	-0.050589	0.11914	0.00086558	0.099801	0.014609	0.12837	0.18446	0.21047	0.28143	0.40201	0.4213	0.61774	0.4272	0.38324	0.0029594	0.25865	0.10578	0.33229	0.10096	0.13014	-0.15013	0.052089	0.32993	0.22684	0.21672	0.20321	0.45725	0.44456	0.50593	0.53551	0.43932	0.38999	0.41124	0.54533	0.45798	0.44067	0.34272	0.29696	0.064796	-0.023091	0.13534	0.16409	-0.0044391	0.09698	0.047386	0.2204	0.11019	0.2152	0.50593	0.44184	0.19395	0.13472	-0.1928	0.059116	0.058241	0.38528	0.16136	0.077171	
