	 SFG_L 	 SFG_R 	 SFG_PFC_L 	 SFG_PFC_R 	 SFG_pole_L 	 SFG_pole_R 	 MFG_L 	 MFG_R 	 MFG_DPFC_L 	 MFG_DPFC_R 	 IFG_opercularis_L 	 IFG_opercularis_R 	 IFG_orbitalis_L 	 IFG_orbitalis_R 	 IFG_triangularis_L 	 IFG_triangularis_R 	 LFOG_L 	 LFOG_R 	 MFOG_L 	 MFOG_R 	 RG_L 	 RG_R 	 PoCG_L 	 PoCG_R 	 PrCG_L 	 PrCG_R 	 SPG_L 	 SPG_R 	 SMG_L 	 SMG_R 	 AG_L 	 AG_R 	 PrCu_L 	 PrCu_R 	 STG_L 	 STG_R 	 STG_L_pole 	 STG_R_pole 	 MTG_L 	 MTG_R 	 MTG_L_pole 	 MTG_R_pole 	 ITG_L 	 ITG_R 	 FuG_L 	 FuG_R 	 SOG_L 	 SOG_R 	 MOG_L 	 MOG_R 	 IOG_L 	 IOG_R 	 Cu_L 	 Cu_R 	 LG_L 	 LG_R 	 rostral_ACC_L 	 rostral_ACC_R 	 subcallosal_ACC_L 	 subcallosal_ACC_R 	 subgenual_ACC_L 	 subgenual_ACC_R 	 dorsal_ACC_L 	 dorsal_ACC_R 	 PCC_L 	 PCC_R 	 Insula_L 	 Insula_R 	 CerebellumGM_L 	 CerebellumGM_R 	 Caud_L 	 Caud_R 	 Put_L 	 Put_R 	 GP_L 	 GP_R 	 Thalamus_L 	 Thalamus_R 	
 SFG_L 	Inf	0.71727	0.55622	0.42476	0.26136	0.24292	0.9117	0.45268	0.50702	0.20676	0.41588	-0.09239	0.43649	0.018866	0.45504	0.0018352	0.24603	0.16652	-0.0042222	-0.19049	0.1241	0.035453	0.37814	0.35997	0.45728	0.39645	0.61839	0.31439	0.32033	0.10616	0.57866	0.18608	0.60237	0.53734	0.18742	0.15427	0.0096748	-0.10856	0.49354	0.3227	0.071559	0.16068	0.34144	0.2002	0.32381	0.28877	0.36141	0.25984	0.36942	0.29361	0.26515	0.37999	0.37424	0.26582	0.49828	0.45964	0.33565	0.27604	0.39579	0.20241	-0.11405	-0.14733	0.59711	0.40605	0.48857	0.44809	0.19985	-0.15356	0.41105	0.47949	-0.2634	-0.025973	0.10882	-0.019039	-0.18203	-0.18222	0.28249	0.15201	
 SFG_R 	0.71727	Inf	0.36799	0.59426	0.27415	0.3881	0.38319	0.45778	0.17969	0.32232	0.17071	0.11288	0.12693	0.061778	0.085448	0.030615	0.18225	0.11886	-0.16298	-0.066493	-0.024931	-0.04577	0.46545	0.50249	0.49113	0.68617	0.43382	0.35206	0.44219	0.42999	0.15083	0.12245	0.37124	0.45186	0.2094	0.23907	0.17733	0.15961	0.16782	0.3829	0.29338	0.43494	0.23337	0.30692	0.11753	0.14624	0.17371	0.19612	0.14451	0.059138	0.17537	0.33134	0.16476	0.13979	0.26888	0.35394	0.13008	0.20764	0.32949	0.036845	-0.13824	-0.071163	0.48376	0.36673	0.20466	0.23133	0.28221	0.066193	0.34906	0.35636	0.010845	-0.01552	0.05461	0.017623	-0.10635	-0.026724	0.31196	0.334	
 SFG_PFC_L 	0.55622	0.36799	Inf	1.0628	1.0962	0.77501	0.54705	0.27448	0.27635	0.12774	-0.07763	-0.21054	0.18766	-0.11586	0.15033	-0.10616	0.37053	0.24713	0.22895	-0.010166	0.5968	0.372	-0.017998	0.046024	-0.05461	0.045313	0.3483	0.27888	-0.22735	-0.15278	0.62739	0.25421	0.41778	0.39851	-0.096443	-0.11155	-0.10581	-0.06049	0.50013	0.28073	0.4453	0.44577	0.37327	0.46051	0.098135	0.039892	0.31021	0.14866	0.32998	0.092661	0.10102	0.24813	0.34852	0.2263	0.20887	0.094006	0.85477	0.75285	0.29115	0.275	0.42563	0.27927	0.23647	0.54114	0.73105	0.48502	-0.16068	-0.42685	0.3116	0.32061	0.087135	0.28099	0.064144	-0.093612	-0.18281	-0.15688	0.10641	0.15743	
 SFG_PFC_R 	0.42476	0.59426	1.0628	Inf	0.89839	1.1045	0.50714	0.60082	0.15701	0.28697	-0.093085	-0.049643	0.068287	-0.02886	0.052173	0.08058	0.35768	0.31461	0.11078	0.047594	0.40742	0.48882	0.086352	0.10839	0.011436	0.14895	0.43116	0.26744	-0.051425	-0.043397	0.50907	0.38648	0.528	0.63243	0.015941	0.0054804	-0.0042166	0.15635	0.38583	0.52501	0.47067	0.49564	0.34775	0.38561	0.21755	0.16245	0.42937	0.28546	0.45343	0.22457	0.23769	0.32311	0.53309	0.52382	0.4139	0.31375	0.61329	0.74815	0.25656	0.20674	0.41275	0.39378	0.26008	0.57721	0.62378	0.648	-0.15183	-0.32822	0.52702	0.50265	0.11076	0.23395	-0.041979	-0.19532	-0.19804	-0.13856	0.24695	0.35618	
 SFG_pole_L 	0.26136	0.27415	1.0962	0.89839	Inf	1.0646	0.21807	0.11455	0.097324	0.074053	-0.15557	-0.26944	-0.015999	-0.18195	-0.11482	-0.24008	0.34104	-0.0099146	0.13457	-0.018803	0.54793	0.34479	0.067556	0.14689	0.022681	0.14227	0.21004	0.28469	-0.18176	-0.031076	0.21661	0.0086145	0.3541	0.36142	0.06298	0.013592	0.076891	0.12041	0.19672	0.13499	0.49575	0.3401	0.24638	0.37346	0.1273	0.17155	0.21401	0.1681	0.31183	0.16898	0.22708	0.35971	0.3107	0.29077	0.24559	0.17648	0.67824	0.66784	0.20552	0.17202	0.50568	0.35192	0.19831	0.36873	0.57424	0.39972	-0.041042	-0.23833	0.2935	0.26906	0.10726	0.31342	0.12242	-0.086824	-0.067562	-0.099444	0.12051	0.23438	
 SFG_pole_R 	0.24292	0.3881	0.77501	1.1045	1.0646	Inf	0.29869	0.29832	0.024597	0.087026	-0.16224	-0.1599	0.0076209	-0.11716	-0.0092534	-0.0074189	0.34852	0.20381	0.14877	0.16206	0.5088	0.49965	0.21122	0.21178	0.14807	0.25474	0.39341	0.37432	-0.081481	0.011383	0.29771	0.18419	0.35012	0.39784	0.16209	0.11141	0.077593	0.24003	0.35088	0.44917	0.58671	0.45711	0.31697	0.35494	0.31748	0.32977	0.28714	0.30783	0.35748	0.26856	0.36182	0.43578	0.45005	0.47898	0.42374	0.40493	0.4668	0.55881	0.13614	0.076121	0.59661	0.59684	0.222	0.32214	0.52597	0.55529	0.041156	-0.15595	0.37706	0.38286	0.048322	0.18206	0.059898	-0.14856	-0.11184	-0.088301	0.068728	0.19222	
 MFG_L 	0.9117	0.38319	0.54705	0.50714	0.21807	0.29869	Inf	0.77032	0.54323	0.36294	0.26835	-0.044949	0.40555	-0.024892	0.65263	0.21218	0.297	0.3578	0.066994	-0.057663	0.16683	0.16327	0.16203	0.09345	0.14708	0.14627	0.70558	0.36769	0.1168	-0.091404	0.88505	0.49906	0.55881	0.56982	0.16711	0.16739	-0.19907	-0.1629	0.76135	0.56487	0.11636	0.1426	0.48751	0.25099	0.37014	0.3499	0.61122	0.4192	0.52584	0.4588	0.26133	0.3623	0.60351	0.49598	0.59156	0.53852	0.30683	0.31066	0.22164	0.12625	0.053867	0.13257	0.36182	0.41944	0.62723	0.64043	-0.14968	-0.38902	0.61643	0.64384	-0.22352	-0.032369	-0.039382	-0.25349	-0.25893	-0.16631	0.32357	0.17821	
 MFG_R 	0.45268	0.45778	0.27448	0.60082	0.11455	0.29832	0.77032	Inf	0.29607	0.7861	0.17494	0.37681	0.12542	0.19539	0.34586	0.60104	0.24932	0.44188	0.03557	0.1796	-0.089783	0.20499	0.060796	0.044881	-0.029333	0.1381	0.48681	0.16789	0.14888	0.097907	0.57107	0.90997	0.45302	0.74882	0.069777	0.10695	-0.13301	0.1043	0.31413	0.64788	0.055548	0.065667	0.32541	0.2069	0.21447	0.21606	0.44947	0.32318	0.4105	0.3716	0.20238	0.18452	0.55431	0.54697	0.53307	0.46531	0.10561	0.24234	0.18161	0.08882	0.018206	0.16317	0.21231	0.4006	0.38789	0.56982	-0.20726	-0.15192	0.6359	0.49812	-0.063171	-0.097204	-0.27624	-0.42447	-0.24382	-0.21319	0.46662	0.40515	
 MFG_DPFC_L 	0.50702	0.17969	0.27635	0.15701	0.097324	0.024597	0.54323	0.29607	Inf	0.70288	0.35151	-0.015979	0.18016	0.066415	0.55672	0.28755	0.43242	0.14805	0.38039	0.13126	0.28937	0.33427	0.15188	-0.035247	0.10336	0.01106	0.27958	-0.041346	0.11878	-0.26486	0.59654	0.39521	0.2992	0.35325	0.096089	0.090422	-0.16643	-0.28483	0.016886	-0.020789	-0.2748	-0.20529	0.15205	0.0078302	-0.16817	-0.097665	0.19551	0.11934	0.11881	0.17366	-0.079877	-0.010875	0.26835	0.18607	0.16087	0.069157	0.58459	0.52973	0.22763	0.23097	0.00074815	0.097321	0.43363	0.46227	0.34808	0.28377	-0.057125	-0.27349	0.20232	0.2472	-0.036666	0.20919	-0.27331	-0.31206	-0.11861	-0.28812	0.21785	-0.036754	
 MFG_DPFC_R 	0.20676	0.32232	0.12774	0.28697	0.074053	0.087026	0.36294	0.7861	0.70288	Inf	0.04053	0.27682	-0.19205	0.088146	0.17726	0.49868	0.33598	0.27701	0.24271	0.28916	-0.040513	0.23956	-0.031245	-0.09183	-0.11709	0.043711	0.18079	-0.043237	0.11422	0.026189	0.37491	0.75719	0.3008	0.57409	0.084496	0.10962	-0.20394	-0.08901	-0.090322	0.16425	-0.10632	-0.18265	0.084772	0.019607	-0.14628	-0.052021	0.2454	0.17451	0.19308	0.21871	-0.025465	-0.0058284	0.3295	0.30888	0.21945	0.15147	0.28974	0.43404	0.11126	0.01995	0.027045	0.16906	0.2653	0.48689	0.28921	0.34657	-0.16061	-0.0090269	0.39338	0.28384	0.1058	0.012405	-0.32457	-0.44459	-0.20583	-0.31741	0.31542	0.21768	
 IFG_opercularis_L 	0.41588	0.17071	-0.07763	-0.093085	-0.15557	-0.16224	0.26835	0.17494	0.35151	0.04053	Inf	0.44135	0.89578	0.67819	0.76893	0.41202	0.23454	0.023797	0.019934	-0.025481	-0.024811	-0.12514	0.41981	0.36512	0.45913	0.44249	0.24105	0.033882	0.7678	0.37534	0.23899	0.086005	-0.043064	-0.045305	0.31397	0.36056	0.20141	0.018264	0.081654	0.13371	-0.14451	-0.20014	0.42707	0.22308	0.06609	0.05733	0.10019	0.086471	-0.15161	-0.041153	0.0058563	0.056067	-0.054751	-0.076714	0.11358	0.20543	-0.089112	-0.17558	0.36007	0.15858	-0.215	-0.15767	0.24853	-0.037669	-0.13918	-0.15463	0.4831	0.13596	0.073049	0.058029	-0.27071	-0.20911	-0.057434	-0.16366	0.0083452	-0.22188	0.18632	-0.05342	
