	 SFG_L 	 SFG_R 	 SFG_PFC_L 	 SFG_PFC_R 	 SFG_pole_L 	 SFG_pole_R 	 MFG_L 	 MFG_R 	 MFG_DPFC_L 	 MFG_DPFC_R 	 IFG_opercularis_L 	 IFG_opercularis_R 	 IFG_orbitalis_L 	 IFG_orbitalis_R 	 IFG_triangularis_L 	 IFG_triangularis_R 	 LFOG_L 	 LFOG_R 	 MFOG_L 	 MFOG_R 	 RG_L 	 RG_R 	 PoCG_L 	 PoCG_R 	 PrCG_L 	 PrCG_R 	 SPG_L 	 SPG_R 	 SMG_L 	 SMG_R 	 AG_L 	 AG_R 	 PrCu_L 	 PrCu_R 	 STG_L 	 STG_R 	 STG_L_pole 	 STG_R_pole 	 MTG_L 	 MTG_R 	 MTG_L_pole 	 MTG_R_pole 	 ITG_L 	 ITG_R 	 FuG_L 	 FuG_R 	 SOG_L 	 SOG_R 	 MOG_L 	 MOG_R 	 IOG_L 	 IOG_R 	 Cu_L 	 Cu_R 	 LG_L 	 LG_R 	 rostral_ACC_L 	 rostral_ACC_R 	 subcallosal_ACC_L 	 subcallosal_ACC_R 	 subgenual_ACC_L 	 subgenual_ACC_R 	 dorsal_ACC_L 	 dorsal_ACC_R 	 PCC_L 	 PCC_R 	 Insula_L 	 Insula_R 	 CerebellumGM_L 	 CerebellumGM_R 	 Caud_L 	 Caud_R 	 Put_L 	 Put_R 	 GP_L 	 GP_R 	 Thalamus_L 	 Thalamus_R 	
 SFG_L 	1	0.6805	0.44828	0.25721	0.38742	0.12975	0.77154	0.33317	0.49084	0.18069	0.54353	0.25235	0.43816	0.34366	0.51821	0.29958	0.24334	0.00086469	0.24004	0.1911	0.128	0.090022	0.29251	0.25741	0.39869	0.38312	0.58861	0.42043	0.33582	0.17411	0.42207	0.15562	0.37674	0.21717	0.3387	0.25146	0.3059	0.11373	0.52761	0.28574	0.25989	0.34014	0.45173	0.44118	0.43031	0.35677	0.36708	0.3785	0.53787	0.44495	0.31531	0.33442	0.29249	0.27684	0.29369	0.29927	0.27915	0.10676	-0.25689	-0.017225	0.12479	0.046617	0.39484	0.43024	0.18091	0.11186	0.18565	0.011482	0.46188	0.6184	0.4027	0.57302	0.26753	0.18707	0.48874	0.0756	0.0042735	-0.12065	
 SFG_R 	0.6805	1	0.21603	0.33812	0.10106	0.20554	0.42702	0.3978	0.30997	0.41437	0.45026	0.57745	0.38693	0.59416	0.38776	0.43879	0.15776	0.27087	0.16807	0.27846	0.063338	0.08902	0.23482	0.21602	0.34273	0.50642	0.50403	0.4647	0.46123	0.5637	0.1676	0.24517	0.27527	0.38723	0.50163	0.35298	0.31256	0.35042	0.33907	0.38024	0.24792	0.38409	0.4397	0.49003	0.28593	0.27677	0.25201	0.32953	0.376	0.4221	0.14377	0.25205	0.1263	0.24027	0.18445	0.25475	0.10593	0.12408	-0.13148	0.03835	0.094593	0.053509	0.53403	0.66962	-0.012339	0.11282	0.2553	0.33043	0.51955	0.43542	0.44988	0.45231	0.30821	0.38265	0.48129	0.21911	0.044782	-0.0028884	
 SFG_PFC_L 	0.44828	0.21603	1	0.77861	0.82717	0.65138	0.52885	0.44794	0.22584	0.15611	0.074064	0.29366	0.38234	0.40532	0.24033	0.32337	0.35487	0.33251	-0.025844	0.063757	0.5283	0.48951	-0.00080133	-0.00917	0.029619	-0.034607	0.044758	0.17232	-0.18811	-0.18156	0.71011	0.44776	0.39212	0.29006	-0.083711	-0.15101	-0.033867	-0.072537	0.5846	0.49155	0.36335	0.43067	0.28778	0.24244	0.16629	0.1745	0.26391	0.23087	0.41295	0.22112	0.28501	0.21945	0.27462	0.24732	0.2371	0.18713	0.63091	0.46088	0.072318	-0.05324	0.20004	0.23127	0.04676	0.18891	0.50676	0.33982	-0.29459	-0.18365	0.30025	0.41256	0.22689	0.43	-0.016027	0.053246	0.052349	-0.14878	-0.028999	0.17972	
 SFG_PFC_R 	0.25721	0.33812	0.77861	1	0.53475	0.86691	0.28651	0.75719	0.24046	0.56403	-0.16973	0.47964	0.1609	0.45025	-0.087643	0.43273	0.24796	0.69081	-0.051124	0.22097	0.54441	0.57375	-0.10669	-0.11097	-0.10062	-0.12737	-0.11968	0.085776	-0.17756	-0.065463	0.60679	0.73487	0.45177	0.54891	-0.21679	-0.33546	-0.16317	-0.097356	0.33851	0.56182	0.35614	0.41163	0.23455	0.21898	-0.08841	-0.030453	0.013229	0.036952	0.27079	0.015425	0.027935	-0.045914	0.11702	0.13117	0.14406	0.085669	0.58938	0.6693	0.19324	0.10086	0.13783	0.23324	0.075293	0.29882	0.49158	0.50664	-0.35769	-0.077932	0.33383	0.22466	0.27275	0.33183	-0.12148	0.089395	0.00079111	-0.1282	0.0040091	0.35805	
 SFG_pole_L 	0.38742	0.10106	0.82717	0.53475	1	0.59031	0.4513	0.25624	0.093619	-0.0719	0.07919	0.13027	0.33059	0.26714	0.23366	0.16612	0.34769	0.15346	0.13096	0.14742	0.48394	0.43134	0.16761	0.18418	0.21995	0.11754	0.18559	0.23357	-0.16572	-0.20074	0.68176	0.32033	0.35765	0.20697	0.039516	0.052876	0.18306	0.039602	0.64055	0.48969	0.33106	0.43574	0.3484	0.24555	0.29876	0.30016	0.37508	0.33973	0.45189	0.2763	0.37012	0.30571	0.31171	0.26815	0.301	0.27785	0.48368	0.28577	-0.052111	-0.14237	0.27388	0.34629	-0.022693	0.064538	0.52694	0.31308	-0.2515	-0.25151	0.23034	0.43471	0.092686	0.29799	0.035579	-0.07072	0.010012	-0.10581	-0.11028	-0.036146	
 SFG_pole_R 	0.12975	0.20554	0.65138	0.86691	0.59031	1	0.10817	0.63292	0.14516	0.49317	-0.31596	0.34656	0.0028272	0.31325	-0.24325	0.23794	0.25904	0.62331	0.15771	0.42166	0.6242	0.63927	0.047678	0.064086	0.0090996	-0.046388	-0.042725	0.20856	-0.1841	-0.06103	0.52894	0.67371	0.47155	0.57657	-0.20735	-0.24514	-0.079481	-0.048941	0.28463	0.56936	0.41741	0.46186	0.33877	0.31957	-0.0085794	0.043744	0.08849	0.10636	0.28629	0.066928	0.060183	0.029353	0.15857	0.17914	0.22372	0.1792	0.51787	0.58667	0.11431	0.079578	0.21011	0.43235	0.048849	0.17985	0.51796	0.55336	-0.42966	-0.20908	0.32485	0.24736	0.16389	0.26635	-0.1178	0.022476	-0.08694	-0.086977	-0.11382	0.24264	
 MFG_L 	0.77154	0.42702	0.52885	0.28651	0.4513	0.10817	1	0.49406	0.6857	0.2732	0.51678	0.32364	0.42086	0.15405	0.56626	0.35723	0.20791	0.0071498	0.095236	0.094054	0.1163	0.0043458	0.032482	0.029905	0.11378	0.092631	0.47255	0.23543	0.19582	-0.016959	0.71953	0.32989	0.45288	0.26444	0.12731	0.041107	0.2031	0.069639	0.56819	0.30473	0.22095	0.38195	0.40283	0.36751	0.32284	0.30395	0.31878	0.27206	0.52319	0.33857	0.20756	0.17999	0.35007	0.28389	0.28765	0.25108	0.28945	0.073986	-0.22919	-0.11618	0.08215	-0.031173	0.22416	0.21332	0.31015	0.20247	-0.04113	-0.22485	0.3938	0.52219	0.20648	0.39909	0.10074	0.043412	0.39759	0.0046463	-0.17262	-0.2318	
 MFG_R 	0.33317	0.3978	0.44794	0.75719	0.25624	0.63292	0.49406	1	0.50858	0.80415	-0.032748	0.55777	0.072737	0.19957	-0.0042577	0.48391	0.060742	0.57104	-0.01542	0.3157	0.32283	0.3304	-0.047147	-0.033228	-0.072008	-0.064263	0.093339	0.17288	0.006469	0.053327	0.66795	0.90459	0.59953	0.71661	-0.2493	-0.37279	-0.055494	-0.045432	0.28476	0.50482	0.29886	0.37107	0.34588	0.37473	-0.037893	0.032731	0.013154	0.013602	0.39217	0.039439	-0.10498	-0.14524	0.21932	0.20979	0.27806	0.18204	0.31298	0.43979	-0.010165	0.095108	0.096486	0.12412	0.065489	0.20701	0.49005	0.61267	-0.36019	-0.23087	0.45694	0.31104	0.16625	0.20552	-0.19911	-0.043696	0.07023	-0.15096	-0.11244	0.17686	
 MFG_DPFC_L 	0.49084	0.30997	0.22584	0.24046	0.093619	0.14516	0.6857	0.50858	1	0.63793	0.28259	0.2837	0.18146	-0.023147	0.32562	0.32472	0.24036	0.1438	0.19766	0.24046	0.097077	-0.022138	-0.082456	-0.097087	-0.058208	-0.088074	0.26994	0.043221	0.28012	0.12784	0.43414	0.31936	0.22374	0.16137	0.037419	-0.074092	-0.0029782	-0.0056346	0.065571	0.034292	-0.02809	0.16389	0.23625	0.29236	-0.027719	-0.087332	0.090061	-0.06571	0.18165	0.042934	0.0091133	0.010754	0.089534	-0.009663	0.07989	-0.023969	0.32829	0.20703	-0.16873	0.11821	-0.15766	-0.18087	0.2775	0.27692	-0.00034017	0.021327	0.047512	-0.082464	0.25928	0.20702	0.243	0.31678	0.085061	0.078028	0.37467	0.13496	-0.1014	-0.14891	
 MFG_DPFC_R 	0.18069	0.41437	0.15611	0.56403	-0.0719	0.49317	0.2732	0.80415	0.63793	1	-0.061751	0.52777	-0.023261	0.10946	-0.025892	0.44852	-0.030745	0.55724	0.05208	0.33583	0.14511	0.14606	-0.087045	-0.090276	-0.13038	-0.086183	0.033722	0.12758	0.1299	0.23935	0.33745	0.67782	0.24112	0.45468	-0.19396	-0.33192	-0.24482	-0.13101	-0.067309	0.17582	0.054548	0.16543	0.23047	0.29339	-0.23081	-0.1973	-0.085923	-0.18684	0.073331	-0.10241	-0.17958	-0.15853	-0.031638	-0.040143	0.042596	-0.050563	0.14383	0.30893	-0.0031358	0.17076	-0.16686	-0.049969	0.16661	0.26676	0.046539	0.25178	-0.24356	-0.058921	0.32204	0.07987	0.21038	0.22091	-0.10475	0.076332	0.13146	0.013279	-0.072765	0.1415	
